,Date,Período,Região,Estado,Variantes,Variantes relevantes,Classificação,Frequência
77,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,132
78,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,51
79,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
80,2020-03,Mar 2020,Sudeste,São Paulo,B.1.1.409,Não VOC/VOI,Não VOC/VOI,8
81,2020-03,Mar 2020,Sudeste,São Paulo,B.1.195,Não VOC/VOI,Não VOC/VOI,2
82,2020-03,Mar 2020,Sudeste,São Paulo,B.1.212,Não VOC/VOI,Não VOC/VOI,1
83,2020-03,Mar 2020,Sudeste,São Paulo,B.1.333,Não VOC/VOI,Não VOC/VOI,1
84,2020-03,Mar 2020,Sudeste,São Paulo,B.1.36.10,Não VOC/VOI,Não VOC/VOI,3
85,2020-03,Mar 2020,Sudeste,São Paulo,B.1.446,Não VOC/VOI,Não VOC/VOI,3
86,2020-03,Mar 2020,Sudeste,São Paulo,B.23,Não VOC/VOI,Não VOC/VOI,1
87,2020-03,Mar 2020,Sudeste,São Paulo,B.3,Não VOC/VOI,Não VOC/VOI,1
88,2020-03,Mar 2020,Sudeste,São Paulo,B.40,Não VOC/VOI,Não VOC/VOI,1
89,2020-03,Mar 2020,Sudeste,São Paulo,B.6,Não VOC/VOI,Não VOC/VOI,1
90,2020-03,Mar 2020,Sul,Paraná,B.1,Não VOC/VOI,Não VOC/VOI,4
91,2020-03,Mar 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,2
92,2020-03,Mar 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,7
93,2020-03,Mar 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,9
94,2020-03,Mar 2020,Sul,Paraná,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
95,2020-03,Mar 2020,Sul,Paraná,B.1.195,Não VOC/VOI,Não VOC/VOI,1
96,2020-03,Mar 2020,Sul,Rio Grande do Sul,A,Não VOC/VOI,Não VOC/VOI,2
97,2020-03,Mar 2020,Sul,Rio Grande do Sul,B,Não VOC/VOI,Não VOC/VOI,1
98,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,8
99,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,4
100,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,2
101,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
102,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,10
103,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
104,2020-03,Mar 2020,Sul,Rio Grande do Sul,B.1.535,Não VOC/VOI,Não VOC/VOI,1
105,2020-03,Mar 2020,Sul,Santa Catarina,B.1,Não VOC/VOI,Não VOC/VOI,4
106,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1,Não VOC/VOI,Não VOC/VOI,2
107,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
108,2020-03,Mar 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
109,2020-03,Mar 2020,Sul,Santa Catarina,B.6,Não VOC/VOI,Não VOC/VOI,1
110,2020-04,Abr 2020,Centro-oeste,Distrito Federal,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
111,2020-04,Abr 2020,Centro-oeste,Goiás,B.1,Não VOC/VOI,Não VOC/VOI,3
112,2020-04,Abr 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
113,2020-04,Abr 2020,Centro-oeste,Mato Grosso,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
114,2020-04,Abr 2020,Centro-oeste,Mato Grosso,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
115,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
116,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
117,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.212,Não VOC/VOI,Não VOC/VOI,1
118,2020-04,Abr 2020,Centro-oeste,Mato Grosso do Sul,B.1.535,Não VOC/VOI,Não VOC/VOI,1
119,2020-04,Abr 2020,Nordeste,Alagoas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
120,2020-04,Abr 2020,Nordeste,Alagoas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
121,2020-04,Abr 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,3
122,2020-04,Abr 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,1
123,2020-04,Abr 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
124,2020-04,Abr 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,22
125,2020-04,Abr 2020,Nordeste,Ceará,B.1,Não VOC/VOI,Não VOC/VOI,1
126,2020-04,Abr 2020,Nordeste,Ceará,B.1.1,Não VOC/VOI,Não VOC/VOI,1
127,2020-04,Abr 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,9
128,2020-04,Abr 2020,Nordeste,Ceará,B.1.212,Não VOC/VOI,Não VOC/VOI,2
129,2020-04,Abr 2020,Nordeste,Maranhão,B.1.1.33,Não VOC/VOI,Não VOC/VOI,17
130,2020-04,Abr 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,18
131,2020-04,Abr 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
132,2020-04,Abr 2020,Nordeste,Paraíba,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
133,2020-04,Abr 2020,Nordeste,Pernambuco,AL.1,Não VOC/VOI,Não VOC/VOI,12
134,2020-04,Abr 2020,Nordeste,Pernambuco,B,Não VOC/VOI,Não VOC/VOI,1
135,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,46
136,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.117,Não VOC/VOI,Não VOC/VOI,1
137,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
138,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
139,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.1.398,Não VOC/VOI,Não VOC/VOI,4
140,2020-04,Abr 2020,Nordeste,Pernambuco,B.1.212,Não VOC/VOI,Não VOC/VOI,1
141,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,1
142,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
143,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.195,Não VOC/VOI,Não VOC/VOI,5
144,2020-04,Abr 2020,Nordeste,Rio Grande do Norte,B.1.333,Não VOC/VOI,Não VOC/VOI,1
145,2020-04,Abr 2020,Nordeste,Sergipe,B.1,Não VOC/VOI,Não VOC/VOI,9
146,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1,Não VOC/VOI,Não VOC/VOI,3
147,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
148,2020-04,Abr 2020,Nordeste,Sergipe,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
149,2020-04,Abr 2020,Nordeste,Sergipe,B.1.212,Não VOC/VOI,Não VOC/VOI,3
150,2020-04,Abr 2020,Norte,Amapá,B.1.1.33,Não VOC/VOI,Não VOC/VOI,10
151,2020-04,Abr 2020,Norte,Amazonas,B.1,Não VOC/VOI,Não VOC/VOI,1
152,2020-04,Abr 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
153,2020-04,Abr 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
154,2020-04,Abr 2020,Norte,Amazonas,B.1.111,Não VOC/VOI,Não VOC/VOI,1
155,2020-04,Abr 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,31
156,2020-04,Abr 2020,Norte,Pará,B.1.1.1,Não VOC/VOI,Não VOC/VOI,1
157,2020-04,Abr 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,29
158,2020-04,Abr 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
159,2020-04,Abr 2020,Norte,Pará,B.39,Não VOC/VOI,Não VOC/VOI,1
160,2020-04,Abr 2020,Norte,Roraima,B.1,Não VOC/VOI,Não VOC/VOI,1
161,2020-04,Abr 2020,Norte,Roraima,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
162,2020-04,Abr 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
163,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1,Não VOC/VOI,Não VOC/VOI,3
164,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
165,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,20
166,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.111,Não VOC/VOI,Não VOC/VOI,2
167,2020-04,Abr 2020,Sudeste,Minas Gerais,B.1.258,Não VOC/VOI,Não VOC/VOI,1
168,2020-04,Abr 2020,Sudeste,Rio de Janeiro,AL.1,Não VOC/VOI,Não VOC/VOI,1
169,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B,Não VOC/VOI,Não VOC/VOI,1
170,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1,Não VOC/VOI,Não VOC/VOI,4
171,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,16
172,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,224
173,2020-04,Abr 2020,Sudeste,Rio de Janeiro,B.39,Não VOC/VOI,Não VOC/VOI,5
174,2020-04,Abr 2020,Sudeste,São Paulo,B.1,Não VOC/VOI,Não VOC/VOI,16
175,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,16
176,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,313
177,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,87
178,2020-04,Abr 2020,Sudeste,São Paulo,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
179,2020-04,Abr 2020,Sudeste,São Paulo,B.1.212,Não VOC/VOI,Não VOC/VOI,1
180,2020-04,Abr 2020,Sudeste,São Paulo,B.1.258,Não VOC/VOI,Não VOC/VOI,1
181,2020-04,Abr 2020,Sudeste,São Paulo,B.1.446,Não VOC/VOI,Não VOC/VOI,1
182,2020-04,Abr 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,14
183,2020-04,Abr 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
184,2020-04,Abr 2020,Sul,Paraná,B.1.1.372,Não VOC/VOI,Não VOC/VOI,2
185,2020-04,Abr 2020,Sul,Paraná,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
186,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,2
187,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,2
188,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
189,2020-04,Abr 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,21
190,2020-04,Abr 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
191,2020-04,Abr 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
192,2020-05,Mai 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
193,2020-05,Mai 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
194,2020-05,Mai 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
195,2020-05,Mai 2020,Nordeste,Alagoas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
196,2020-05,Mai 2020,Nordeste,Alagoas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
197,2020-05,Mai 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,1
198,2020-05,Mai 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,1
199,2020-05,Mai 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
200,2020-05,Mai 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
201,2020-05,Mai 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
202,2020-05,Mai 2020,Nordeste,Ceará,B.1.212,Não VOC/VOI,Não VOC/VOI,7
203,2020-05,Mai 2020,Nordeste,Maranhão,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
204,2020-05,Mai 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,3
205,2020-05,Mai 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
206,2020-05,Mai 2020,Nordeste,Pernambuco,AL.1,Não VOC/VOI,Não VOC/VOI,8
207,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,22
208,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
209,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
210,2020-05,Mai 2020,Nordeste,Pernambuco,B.1.535,Não VOC/VOI,Não VOC/VOI,1
211,2020-05,Mai 2020,Norte,Acre,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
212,2020-05,Mai 2020,Norte,Amapá,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
213,2020-05,Mai 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
214,2020-05,Mai 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
215,2020-05,Mai 2020,Norte,Amazonas,B.1.111,Não VOC/VOI,Não VOC/VOI,3
216,2020-05,Mai 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,10
217,2020-05,Mai 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
218,2020-05,Mai 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
219,2020-05,Mai 2020,Norte,Pará,B.1.212,Não VOC/VOI,Não VOC/VOI,1
220,2020-05,Mai 2020,Norte,Rondônia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
221,2020-05,Mai 2020,Norte,Rondônia,B.1.212,Não VOC/VOI,Não VOC/VOI,2
222,2020-05,Mai 2020,Norte,Roraima,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
223,2020-05,Mai 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
224,2020-05,Mai 2020,Sudeste,Minas Gerais,B.1,Não VOC/VOI,Não VOC/VOI,1
225,2020-05,Mai 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
226,2020-05,Mai 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
227,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1,Não VOC/VOI,Não VOC/VOI,3
228,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,1
229,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
230,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,46
231,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.1.333,Não VOC/VOI,Não VOC/VOI,1
232,2020-05,Mai 2020,Sudeste,Rio de Janeiro,B.39,Não VOC/VOI,Não VOC/VOI,1
233,2020-05,Mai 2020,Sudeste,São Paulo,B.1,Não VOC/VOI,Não VOC/VOI,1
234,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,1
235,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.208,Não VOC/VOI,Não VOC/VOI,1
236,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,72
237,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,14
238,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.409,Não VOC/VOI,Não VOC/VOI,1
239,2020-05,Mai 2020,Sudeste,São Paulo,B.1.1.464,Não VOC/VOI,Não VOC/VOI,1
240,2020-05,Mai 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
241,2020-05,Mai 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,12
242,2020-05,Mai 2020,Sul,Paraná,B.1.1.372,Não VOC/VOI,Não VOC/VOI,2
243,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,1
244,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,6
245,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,2
246,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
247,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,50
248,2020-05,Mai 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,4
249,2020-05,Mai 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
250,2020-05,Mai 2020,Sul,Santa Catarina,B.1.195,Não VOC/VOI,Não VOC/VOI,1
251,2020-06,Jun 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
252,2020-06,Jun 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,11
253,2020-06,Jun 2020,Centro-oeste,Mato Grosso,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
254,2020-06,Jun 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
255,2020-06,Jun 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
256,2020-06,Jun 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,1
257,2020-06,Jun 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
258,2020-06,Jun 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
259,2020-06,Jun 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
260,2020-06,Jun 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,5
261,2020-06,Jun 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
262,2020-06,Jun 2020,Nordeste,Pernambuco,AL.1,Não VOC/VOI,Não VOC/VOI,9
263,2020-06,Jun 2020,Nordeste,Pernambuco,B.1,Não VOC/VOI,Não VOC/VOI,1
264,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,28
265,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.192,Não VOC/VOI,Não VOC/VOI,1
266,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
267,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
268,2020-06,Jun 2020,Nordeste,Pernambuco,B.1.212,Não VOC/VOI,Não VOC/VOI,1
269,2020-06,Jun 2020,Norte,Acre,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
270,2020-06,Jun 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,10
271,2020-06,Jun 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
272,2020-06,Jun 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,4
273,2020-06,Jun 2020,Norte,Amazonas,B.1.212,Não VOC/VOI,Não VOC/VOI,1
274,2020-06,Jun 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
275,2020-06,Jun 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
276,2020-06,Jun 2020,Norte,Rondônia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
277,2020-06,Jun 2020,Norte,Roraima,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
278,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,2
279,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
280,2020-06,Jun 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,36
281,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,1
282,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,47
283,2020-06,Jun 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,20
284,2020-06,Jun 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,3
285,2020-06,Jun 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,24
286,2020-06,Jun 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,72
287,2020-06,Jun 2020,Sul,Paraná,B.1.1.372,Não VOC/VOI,Não VOC/VOI,2
288,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,1
289,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,5
290,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,22
291,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,46
292,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.195,Não VOC/VOI,Não VOC/VOI,2
293,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.212,Não VOC/VOI,Não VOC/VOI,1
294,2020-06,Jun 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,11
295,2020-06,Jun 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
296,2020-06,Jun 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
297,2020-07,Jul 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
298,2020-07,Jul 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
299,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
300,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
301,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,N.4,Não VOC/VOI,Não VOC/VOI,3
302,2020-07,Jul 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,2
303,2020-07,Jul 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,10
304,2020-07,Jul 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
305,2020-07,Jul 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,1
306,2020-07,Jul 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
307,2020-07,Jul 2020,Nordeste,Pernambuco,AL.1,Não VOC/VOI,Não VOC/VOI,1
308,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,26
309,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
310,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
311,2020-07,Jul 2020,Nordeste,Pernambuco,B.1.1.74,Não VOC/VOI,Não VOC/VOI,1
312,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,AL.1,Não VOC/VOI,Não VOC/VOI,1
313,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,6
314,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
315,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
316,2020-07,Jul 2020,Nordeste,Sergipe,B.1,Não VOC/VOI,Não VOC/VOI,1
317,2020-07,Jul 2020,Nordeste,Sergipe,B.1.1,Não VOC/VOI,Não VOC/VOI,1
318,2020-07,Jul 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,1
319,2020-07,Jul 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
320,2020-07,Jul 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
321,2020-07,Jul 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,4
322,2020-07,Jul 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
323,2020-07,Jul 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
324,2020-07,Jul 2020,Norte,Pará,B.1.395,Não VOC/VOI,Não VOC/VOI,1
325,2020-07,Jul 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
326,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,5
327,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
