,Date,Período,Região,Estado,Variantes,Variantes relevantes,Classificação,Frequência
328,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,69
329,2020-07,Jul 2020,Sudeste,Rio de Janeiro,B.1.1.483,Não VOC/VOI,Não VOC/VOI,1
330,2020-07,Jul 2020,Sudeste,Rio de Janeiro,C.1,Não VOC/VOI,Não VOC/VOI,1
331,2020-07,Jul 2020,Sudeste,Rio de Janeiro,N.1,Não VOC/VOI,Não VOC/VOI,1
332,2020-07,Jul 2020,Sudeste,São Paulo,B.1,Não VOC/VOI,Não VOC/VOI,1
333,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,5
334,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,55
335,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,12
336,2020-07,Jul 2020,Sudeste,São Paulo,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
337,2020-07,Jul 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,5
338,2020-07,Jul 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,22
339,2020-07,Jul 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,22
340,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,1
341,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,5
342,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,3
343,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,19
344,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,44
345,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
346,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.195,Não VOC/VOI,Não VOC/VOI,1
347,2020-07,Jul 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,10
348,2020-07,Jul 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
349,2020-07,Jul 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
350,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1,Não VOC/VOI,Não VOC/VOI,1
351,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
352,2020-08,Ago 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,10
353,2020-08,Ago 2020,Centro-oeste,Mato Grosso,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
354,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
355,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
356,2020-08,Ago 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,1
357,2020-08,Ago 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,2
358,2020-08,Ago 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
359,2020-08,Ago 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
360,2020-08,Ago 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
361,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,5
362,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
363,2020-08,Ago 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
364,2020-08,Ago 2020,Nordeste,Pernambuco,AL.1,Não VOC/VOI,Não VOC/VOI,3
365,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,22
366,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.16,Não VOC/VOI,Não VOC/VOI,1
367,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.171,Não VOC/VOI,Não VOC/VOI,1
368,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.221,Não VOC/VOI,Não VOC/VOI,2
369,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,15
370,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
371,2020-08,Ago 2020,Nordeste,Pernambuco,B.1.1.371,Não VOC/VOI,Não VOC/VOI,1
372,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,AL.1,Não VOC/VOI,Não VOC/VOI,1
373,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,4
374,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
375,2020-08,Ago 2020,Nordeste,Sergipe,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
376,2020-08,Ago 2020,Norte,Acre,B.1.1,Não VOC/VOI,Não VOC/VOI,2
377,2020-08,Ago 2020,Norte,Acre,B.1.1.33,Não VOC/VOI,Não VOC/VOI,12
378,2020-08,Ago 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
379,2020-08,Ago 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,2
380,2020-08,Ago 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
381,2020-08,Ago 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
382,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,4
383,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,14
384,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,32
385,2020-08,Ago 2020,Sudeste,Rio de Janeiro,B.1.1.382,Não VOC/VOI,Não VOC/VOI,1
386,2020-08,Ago 2020,Sudeste,Rio de Janeiro,N.1,Não VOC/VOI,Não VOC/VOI,1
387,2020-08,Ago 2020,Sudeste,Rio de Janeiro,N.4,Não VOC/VOI,Não VOC/VOI,1
388,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,2
389,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,29
390,2020-08,Ago 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
391,2020-08,Ago 2020,Sul,Paraná,AL.1,Não VOC/VOI,Não VOC/VOI,1
392,2020-08,Ago 2020,Sul,Paraná,B.1,Não VOC/VOI,Não VOC/VOI,1
393,2020-08,Ago 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,2
394,2020-08,Ago 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,10
395,2020-08,Ago 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
396,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,2
397,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,6
398,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,8
399,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,41
400,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,61
401,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
402,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.1.462,Não VOC/VOI,Não VOC/VOI,1
403,2020-08,Ago 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,3
404,2020-08,Ago 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
405,2020-08,Ago 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
406,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1,Não VOC/VOI,Não VOC/VOI,1
407,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
408,2020-09,Set 2020,Centro-oeste,Distrito Federal,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
409,2020-09,Set 2020,Centro-oeste,Distrito Federal,P.2,P.2,VOC/VOI,1
410,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1,Não VOC/VOI,Não VOC/VOI,1
411,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
412,2020-09,Set 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
413,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
414,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
415,2020-09,Set 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,3
416,2020-09,Set 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,8
417,2020-09,Set 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,12
418,2020-09,Set 2020,Nordeste,Bahia,N.1,Não VOC/VOI,Não VOC/VOI,1
419,2020-09,Set 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
420,2020-09,Set 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,9
421,2020-09,Set 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
422,2020-09,Set 2020,Nordeste,Pernambuco,AL.1,Não VOC/VOI,Não VOC/VOI,7
423,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,28
424,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,20
425,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
426,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.371,Não VOC/VOI,Não VOC/VOI,1
427,2020-09,Set 2020,Nordeste,Pernambuco,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
428,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1,Não VOC/VOI,Não VOC/VOI,1
429,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,4
430,2020-09,Set 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
431,2020-09,Set 2020,Nordeste,Rio Grande do Norte,N.1,Não VOC/VOI,Não VOC/VOI,1
432,2020-09,Set 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,2
433,2020-09,Set 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
434,2020-09,Set 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
435,2020-09,Set 2020,Norte,Amazonas,B.1.1.378,Não VOC/VOI,Não VOC/VOI,3
436,2020-09,Set 2020,Norte,Amazonas,B.1.195,Não VOC/VOI,Não VOC/VOI,1
437,2020-09,Set 2020,Norte,Tocantins,B.1.1,Não VOC/VOI,Não VOC/VOI,1
438,2020-09,Set 2020,Norte,Tocantins,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
439,2020-09,Set 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,14
440,2020-09,Set 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
441,2020-09,Set 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
442,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1,Não VOC/VOI,Não VOC/VOI,1
443,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,2
444,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.277,Não VOC/VOI,Não VOC/VOI,2
445,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,10
446,2020-09,Set 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,40
447,2020-09,Set 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,14
448,2020-09,Set 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
449,2020-09,Set 2020,Sudeste,São Paulo,P.2,P.2,VOC/VOI,1
450,2020-09,Set 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,1
451,2020-09,Set 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
452,2020-09,Set 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
453,2020-09,Set 2020,Sul,Paraná,P.2,P.2,VOC/VOI,1
454,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,4
455,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,3
456,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,1
457,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,22
458,2020-09,Set 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,34
459,2020-09,Set 2020,Sul,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),VOC/VOI,1
460,2020-09,Set 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
461,2020-09,Set 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
462,2020-10,Out 2020,Centro-oeste,Distrito Federal,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
463,2020-10,Out 2020,Centro-oeste,Distrito Federal,P.2,P.2,VOC/VOI,4
464,2020-10,Out 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
465,2020-10,Out 2020,Centro-oeste,Goiás,P.2,P.2,VOC/VOI,1
466,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,7
467,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
468,2020-10,Out 2020,Nordeste,Bahia,B.1.1,Não VOC/VOI,Não VOC/VOI,1
469,2020-10,Out 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
470,2020-10,Out 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
471,2020-10,Out 2020,Nordeste,Bahia,P.2,P.2,VOC/VOI,1
472,2020-10,Out 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,6
473,2020-10,Out 2020,Nordeste,Paraíba,P.2,P.2,VOC/VOI,1
474,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,14
475,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.220,Não VOC/VOI,Não VOC/VOI,1
476,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.28,Não VOC/VOI,Não VOC/VOI,19
477,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,22
478,2020-10,Out 2020,Nordeste,Pernambuco,B.1.1.371,Não VOC/VOI,Não VOC/VOI,1
479,2020-10,Out 2020,Nordeste,Pernambuco,B.1.173,Não VOC/VOI,Não VOC/VOI,1
480,2020-10,Out 2020,Nordeste,Pernambuco,B.1.258,Não VOC/VOI,Não VOC/VOI,1
481,2020-10,Out 2020,Nordeste,Pernambuco,P.2,P.2,VOC/VOI,10
482,2020-10,Out 2020,Nordeste,Piauí,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
483,2020-10,Out 2020,Nordeste,Piauí,N.9,Não VOC/VOI,Não VOC/VOI,2
484,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,2
485,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
486,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
487,2020-10,Out 2020,Nordeste,Rio Grande do Norte,B.1.212,Não VOC/VOI,Não VOC/VOI,1
488,2020-10,Out 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,2
489,2020-10,Out 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,8
490,2020-10,Out 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
491,2020-10,Out 2020,Norte,Amazonas,B.1.1.378,Não VOC/VOI,Não VOC/VOI,4
492,2020-10,Out 2020,Norte,Pará,B.1.1,Não VOC/VOI,Não VOC/VOI,1
493,2020-10,Out 2020,Norte,Pará,P.2,P.2,VOC/VOI,6
494,2020-10,Out 2020,Norte,Tocantins,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
495,2020-10,Out 2020,Norte,Tocantins,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
496,2020-10,Out 2020,Norte,Tocantins,P.2,P.2,VOC/VOI,1
497,2020-10,Out 2020,Sudeste,Espírito Santo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
498,2020-10,Out 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
499,2020-10,Out 2020,Sudeste,Espírito Santo,P.2,P.2,VOC/VOI,2
500,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1,Não VOC/VOI,Não VOC/VOI,1
501,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
502,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
503,2020-10,Out 2020,Sudeste,Minas Gerais,P.2,P.2,VOC/VOI,1
504,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,1
505,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,13
506,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,42
507,2020-10,Out 2020,Sudeste,Rio de Janeiro,N.9,Não VOC/VOI,Não VOC/VOI,1
508,2020-10,Out 2020,Sudeste,Rio de Janeiro,P.2,P.2,VOC/VOI,23
509,2020-10,Out 2020,Sudeste,São Paulo,B.1,Não VOC/VOI,Não VOC/VOI,1
510,2020-10,Out 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,1
511,2020-10,Out 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,23
512,2020-10,Out 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
513,2020-10,Out 2020,Sudeste,São Paulo,N.9,Não VOC/VOI,Não VOC/VOI,1
514,2020-10,Out 2020,Sudeste,São Paulo,P.2,P.2,VOC/VOI,5
515,2020-10,Out 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,16
516,2020-10,Out 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
517,2020-10,Out 2020,Sul,Paraná,P.2,P.2,VOC/VOI,8
518,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,4
519,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,3
520,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,32
521,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,24
522,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
523,2020-10,Out 2020,Sul,Rio Grande do Sul,N.1,Não VOC/VOI,Não VOC/VOI,1
524,2020-10,Out 2020,Sul,Rio Grande do Sul,P.2,P.2,VOC/VOI,10
525,2020-10,Out 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
526,2020-11,Nov 2020,Centro-oeste,Distrito Federal,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
527,2020-11,Nov 2020,Centro-oeste,Distrito Federal,P.2,P.2,VOC/VOI,2
528,2020-11,Nov 2020,Centro-oeste,Goiás,P.2,P.2,VOC/VOI,1
529,2020-11,Nov 2020,Centro-oeste,Mato Grosso,B.1.1.378,Não VOC/VOI,Não VOC/VOI,1
530,2020-11,Nov 2020,Centro-oeste,Mato Grosso do Sul,B.1.240,Não VOC/VOI,Não VOC/VOI,1
531,2020-11,Nov 2020,Nordeste,Alagoas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
532,2020-11,Nov 2020,Nordeste,Alagoas,B.1.1.372,Não VOC/VOI,Não VOC/VOI,1
533,2020-11,Nov 2020,Nordeste,Alagoas,P.2,P.2,VOC/VOI,4
534,2020-11,Nov 2020,Nordeste,Bahia,B.1,Não VOC/VOI,Não VOC/VOI,1
535,2020-11,Nov 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
536,2020-11,Nov 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
537,2020-11,Nov 2020,Nordeste,Bahia,N.9,Não VOC/VOI,Não VOC/VOI,2
538,2020-11,Nov 2020,Nordeste,Ceará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
539,2020-11,Nov 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
540,2020-11,Nov 2020,Nordeste,Ceará,P.2,P.2,VOC/VOI,1
541,2020-11,Nov 2020,Nordeste,Maranhão,B.1.1,Não VOC/VOI,Não VOC/VOI,1
542,2020-11,Nov 2020,Nordeste,Maranhão,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
543,2020-11,Nov 2020,Nordeste,Maranhão,N.9,Não VOC/VOI,Não VOC/VOI,6
544,2020-11,Nov 2020,Nordeste,Maranhão,P.1 (Gama),P.1 (Gama),VOC/VOI,1
545,2020-11,Nov 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,14
546,2020-11,Nov 2020,Nordeste,Paraíba,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
547,2020-11,Nov 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
548,2020-11,Nov 2020,Nordeste,Paraíba,B.1.1.462,Não VOC/VOI,Não VOC/VOI,1
549,2020-11,Nov 2020,Nordeste,Paraíba,N.9,Não VOC/VOI,Não VOC/VOI,1
550,2020-11,Nov 2020,Nordeste,Paraíba,P.2,P.2,VOC/VOI,3
551,2020-11,Nov 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,1
552,2020-11,Nov 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
553,2020-11,Nov 2020,Nordeste,Pernambuco,P.2,P.2,VOC/VOI,1
554,2020-11,Nov 2020,Nordeste,Piauí,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
555,2020-11,Nov 2020,Nordeste,Piauí,B.1.212,Não VOC/VOI,Não VOC/VOI,1
556,2020-11,Nov 2020,Nordeste,Piauí,N.9,Não VOC/VOI,Não VOC/VOI,2
557,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,1
558,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
559,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
560,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,N.9,Não VOC/VOI,Não VOC/VOI,2
561,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,P.2,P.2,VOC/VOI,4
562,2020-11,Nov 2020,Norte,Amapá,P.2,P.2,VOC/VOI,5
563,2020-11,Nov 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,4
564,2020-11,Nov 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,18
565,2020-11,Nov 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
566,2020-11,Nov 2020,Norte,Amazonas,B.1.1.378,Não VOC/VOI,Não VOC/VOI,17
567,2020-11,Nov 2020,Norte,Amazonas,B.1.1.398,Não VOC/VOI,Não VOC/VOI,3
568,2020-11,Nov 2020,Norte,Amazonas,N.9,Não VOC/VOI,Não VOC/VOI,1
569,2020-11,Nov 2020,Norte,Amazonas,P.2,P.2,VOC/VOI,3
570,2020-11,Nov 2020,Norte,Pará,B.1,Não VOC/VOI,Não VOC/VOI,1
571,2020-11,Nov 2020,Norte,Pará,B.1.1,Não VOC/VOI,Não VOC/VOI,3
572,2020-11,Nov 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
573,2020-11,Nov 2020,Norte,Pará,P.2,P.2,VOC/VOI,6
574,2020-11,Nov 2020,Norte,Roraima,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
575,2020-11,Nov 2020,Sudeste,Espírito Santo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
576,2020-11,Nov 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,9
577,2020-11,Nov 2020,Sudeste,Espírito Santo,P.2,P.2,VOC/VOI,7
578,2020-11,Nov 2020,Sudeste,Minas Gerais,B.1.1,Não VOC/VOI,Não VOC/VOI,1
579,2020-11,Nov 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
580,2020-11,Nov 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
581,2020-11,Nov 2020,Sudeste,Minas Gerais,N.1,Não VOC/VOI,Não VOC/VOI,1
582,2020-11,Nov 2020,Sudeste,Minas Gerais,P.2,P.2,VOC/VOI,12
583,2020-11,Nov 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,2
