,Linhagem,Frequência,Porcentagem
0,P.1 (Gama),616,63.114754098360656
1,B.1.617.2 (Delta),205,21.00409836065574
2,P.1.7,79,8.094262295081968
3,P.1.4,43,4.405737704918033
4,P.1+S:P681R+S:T470N,16,1.639344262295082
5,P.1.6,7,0.7172131147540983
6,B.1.621,4,0.4098360655737705
7,P.4,1,0.10245901639344263
8,B.1.1.7 (Alfa),1,0.10245901639344263
9,B.1.1.28,1,0.10245901639344263
10,P.1.3,1,0.10245901639344263
11,P.2,1,0.10245901639344263
12,P.1.5,1,0.10245901639344263
