,Date,Período,Região,Estado,Laboratório,Variante,Variantes relevantes,Classificação,Quantidade
491,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1,Não VOC/VOI,Não VOC/VOI,2
492,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
493,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
494,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,P.2,P.2,Não VOC/VOI,2
495,2020-09-01,Set 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
496,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1,Não VOC/VOI,Não VOC/VOI,1
497,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
498,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
499,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
500,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
501,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,Não VOC/VOI,Não VOC/VOI,3
502,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
503,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,9
504,2020-09-01,Set 2020,Nordeste,Bahia,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
505,2020-09-01,Set 2020,Nordeste,Bahia,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
506,2020-09-01,Set 2020,Nordeste,Bahia,Outros,N.1,Não VOC/VOI,Não VOC/VOI,1
507,2020-09-01,Set 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
508,2020-09-01,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,Não VOC/VOI,Não VOC/VOI,9
509,2020-09-01,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
510,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,Não VOC/VOI,Não VOC/VOI,37
511,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.13,Não VOC/VOI,Não VOC/VOI,1
512,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.277,Não VOC/VOI,Não VOC/VOI,3
513,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,Não VOC/VOI,Não VOC/VOI,82
514,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,26
515,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.371,Não VOC/VOI,Não VOC/VOI,1
