,date,state,place_type,confirmed,Estado,Genomas sequenciados,confirmed_divided_by_100k,Genomas/100 mil casos
0,2021-11-03,AP,state,123695,Amapá,352,1.23695,284.6
1,2021-11-03,RS,state,1468595,Rio Grande do Sul,2168,14.68595,147.6
2,2021-11-03,SC,state,1218044,Santa Catarina,1204,12.18044,98.8
3,2021-11-03,SE,state,278520,Sergipe,422,2.7852,151.5
4,2021-11-03,RR,state,127456,Roraima,238,1.27456,186.7
5,2021-11-03,PR,state,1558616,Paraná,2073,15.58616,133.0
6,2021-11-03,RN,state,374161,Rio Grande do Norte,594,3.74161,158.8
7,2021-11-03,RJ,state,1322861,Rio de Janeiro,7708,13.22861,582.7
8,2021-11-03,RO,state,270767,Rondônia,120,2.70767,44.3
9,2021-11-03,PI,state,326344,Piauí,143,3.26344,43.8
10,2021-11-03,PB,state,454529,Paraíba,704,4.54529,154.9
11,2021-11-03,PE,state,632366,Pernambuco,2190,6.32366,346.3
12,2021-11-03,TO,state,229051,Tocantins,204,2.29051,89.1
13,2021-11-03,PA,state,599064,Pará,652,5.99064,108.8
14,2021-11-03,MA,state,361260,Maranhão,409,3.6126,113.2
15,2021-11-03,MT,state,547446,Mato Grosso,253,5.47446,46.2
16,2021-11-03,MS,state,376665,Mato Grosso do Sul,416,3.76665,110.4
17,2021-11-03,BA,state,1246728,Bahia,1206,12.46728,96.7
18,2021-11-03,GO,state,907456,Goiás,3004,9.07456,331.0
19,2021-11-03,ES,state,608357,Espírito Santo,1003,6.08357,164.9
20,2021-11-03,CE,state,943738,Ceará,1708,9.43738,181.0
21,2021-11-03,AL,state,240360,Alagoas,1066,2.4036,443.5
22,2021-11-03,DF,state,515399,Distrito Federal,353,5.15399,68.5
23,2021-11-03,AM,state,427867,Amazonas,2938,4.27867,686.7
24,2021-11-03,AC,state,88053,Acre,229,0.88053,260.1
25,2021-11-03,MG,state,2186321,Minas Gerais,989,21.86321,45.2
26,2021-11-03,SP,state,4407756,São Paulo,36893,44.07756,837.0
