,Date,Período,Estado,Linhagem,Linhagens relevantes,Frequência
386,2020-08,Ago 2020,Rio Grande do Sul,B.1.1.33,B.1.1.33,61
387,2020-08,Ago 2020,Rio Grande do Sul,B.1.1.332,Outras,1
388,2020-08,Ago 2020,Rio Grande do Sul,B.1.1.333,Outras,1
389,2020-08,Ago 2020,Rio Grande do Sul,B.1.1.462,Outras,1
390,2020-08,Ago 2020,Rio Grande do Sul,B.1.91,Outras,3
391,2020-08,Ago 2020,Rio Grande do Sul,P.7,Outras,1
392,2020-08,Ago 2020,Rio de Janeiro,B.1.1,B.1.1,4
393,2020-08,Ago 2020,Rio de Janeiro,B.1.1.28,B.1.1.28,16
394,2020-08,Ago 2020,Rio de Janeiro,B.1.1.33,B.1.1.33,32
395,2020-08,Ago 2020,Rio de Janeiro,N.1,Outras,1
396,2020-08,Ago 2020,Rio de Janeiro,N.4,Outras,1
397,2020-08,Ago 2020,Santa Catarina,B.1.1.28,B.1.1.28,1
398,2020-08,Ago 2020,Santa Catarina,B.1.1.33,B.1.1.33,1
399,2020-08,Ago 2020,Sergipe,B.1.1.28,B.1.1.28,3
400,2020-08,Ago 2020,São Paulo,B.1.1,B.1.1,2
401,2020-08,Ago 2020,São Paulo,B.1.1.28,B.1.1.28,28
402,2020-08,Ago 2020,São Paulo,B.1.1.33,B.1.1.33,8
403,2020-08,Ago 2020,São Paulo,P.7,Outras,1
404,2020-09,Set 2020,Amazonas,B.1.1,B.1.1,1
405,2020-09,Set 2020,Amazonas,B.1.1.28,B.1.1.28,9
406,2020-09,Set 2020,Amazonas,B.1.1.33,B.1.1.33,8
407,2020-09,Set 2020,Amazonas,B.1.1.378,Outras,3
408,2020-09,Set 2020,Amazonas,B.1.195,Outras,1
409,2020-09,Set 2020,Bahia,B.1.1,B.1.1,3
410,2020-09,Set 2020,Bahia,B.1.1.28,B.1.1.28,8
411,2020-09,Set 2020,Bahia,B.1.1.33,B.1.1.33,12
412,2020-09,Set 2020,Bahia,N.1,Outras,1
413,2020-09,Set 2020,Ceará,B.1.1.33,B.1.1.33,1
414,2020-09,Set 2020,Distrito Federal,B.1.1,B.1.1,1
415,2020-09,Set 2020,Distrito Federal,B.1.1.28,B.1.1.28,2
416,2020-09,Set 2020,Distrito Federal,B.1.1.33,B.1.1.33,1
417,2020-09,Set 2020,Distrito Federal,P.2,P.2,2
418,2020-09,Set 2020,Espírito Santo,B.1.1.33,B.1.1.33,14
419,2020-09,Set 2020,Goiás,B.1.1,B.1.1,1
420,2020-09,Set 2020,Goiás,B.1.1.28,B.1.1.28,1
421,2020-09,Set 2020,Goiás,B.1.1.33,B.1.1.33,4
422,2020-09,Set 2020,Mato Grosso do Sul,B.1.1.28,B.1.1.28,2
423,2020-09,Set 2020,Mato Grosso do Sul,B.1.1.33,B.1.1.33,6
424,2020-09,Set 2020,Minas Gerais,B.1.1.28,B.1.1.28,4
425,2020-09,Set 2020,Minas Gerais,B.1.1.33,B.1.1.33,3
426,2020-09,Set 2020,Paraná,B.1.1,B.1.1,1
427,2020-09,Set 2020,Paraná,B.1.1.28,B.1.1.28,3
428,2020-09,Set 2020,Paraná,B.1.1.33,B.1.1.33,5
429,2020-09,Set 2020,Paraná,P.2,P.2,1
430,2020-09,Set 2020,Paraíba,B.1.1,B.1.1,9
431,2020-09,Set 2020,Paraíba,B.1.1.33,B.1.1.33,2
432,2020-09,Set 2020,Pernambuco,B.1.1,B.1.1,28
433,2020-09,Set 2020,Pernambuco,B.1.1.236,Outras,7
434,2020-09,Set 2020,Pernambuco,B.1.1.277,Outras,2
435,2020-09,Set 2020,Pernambuco,B.1.1.28,B.1.1.28,18
436,2020-09,Set 2020,Pernambuco,B.1.1.33,B.1.1.33,8
437,2020-09,Set 2020,Pernambuco,B.1.1.398,Outras,1
438,2020-09,Set 2020,Pernambuco,B.1.1.487,Outras,1
439,2020-09,Set 2020,Rio Grande do Norte,B.1,Outras,1
440,2020-09,Set 2020,Rio Grande do Norte,B.1.1,B.1.1,4
441,2020-09,Set 2020,Rio Grande do Norte,B.1.1.33,B.1.1.33,4
442,2020-09,Set 2020,Rio Grande do Norte,N.1,Outras,1
443,2020-09,Set 2020,Rio Grande do Sul,B.1,Outras,4
444,2020-09,Set 2020,Rio Grande do Sul,B.1.1,B.1.1,2
445,2020-09,Set 2020,Rio Grande do Sul,B.1.1.161,Outras,1
446,2020-09,Set 2020,Rio Grande do Sul,B.1.1.28,B.1.1.28,21
447,2020-09,Set 2020,Rio Grande do Sul,B.1.1.33,B.1.1.33,34
448,2020-09,Set 2020,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),1
449,2020-09,Set 2020,Rio Grande do Sul,P.7,Outras,2
450,2020-09,Set 2020,Rio de Janeiro,B.1,Outras,1
451,2020-09,Set 2020,Rio de Janeiro,B.1.1,B.1.1,2
452,2020-09,Set 2020,Rio de Janeiro,B.1.1.277,Outras,2
453,2020-09,Set 2020,Rio de Janeiro,B.1.1.28,B.1.1.28,10
454,2020-09,Set 2020,Rio de Janeiro,B.1.1.33,B.1.1.33,40
455,2020-09,Set 2020,Santa Catarina,B.1.1,B.1.1,1
456,2020-09,Set 2020,Santa Catarina,B.1.1.28,B.1.1.28,2
457,2020-09,Set 2020,Santa Catarina,B.1.1.33,B.1.1.33,1
458,2020-09,Set 2020,São Paulo,B.1.1.28,B.1.1.28,13
459,2020-09,Set 2020,São Paulo,B.1.1.33,B.1.1.33,2
460,2020-09,Set 2020,São Paulo,P.2,P.2,1
461,2020-09,Set 2020,São Paulo,P.7,Outras,1
462,2020-09,Set 2020,Tocantins,B.1.1,B.1.1,1
463,2020-09,Set 2020,Tocantins,B.1.1.28,B.1.1.28,4
464,2020-10,Out 2020,Amazonas,B.1.1,B.1.1,1
465,2020-10,Out 2020,Amazonas,B.1.1.28,B.1.1.28,8
466,2020-10,Out 2020,Amazonas,B.1.1.33,B.1.1.33,3
467,2020-10,Out 2020,Amazonas,B.1.1.378,Outras,4
468,2020-10,Out 2020,Bahia,B.1.1,B.1.1,1
469,2020-10,Out 2020,Bahia,B.1.1.28,B.1.1.28,3
470,2020-10,Out 2020,Bahia,B.1.1.33,B.1.1.33,5
471,2020-10,Out 2020,Bahia,P.2,P.2,1
472,2020-10,Out 2020,Distrito Federal,B.1.1.28,B.1.1.28,3
473,2020-10,Out 2020,Distrito Federal,P.2,P.2,4
474,2020-10,Out 2020,Espírito Santo,B.1.1.28,B.1.1.28,5
475,2020-10,Out 2020,Espírito Santo,B.1.1.33,B.1.1.33,7
476,2020-10,Out 2020,Espírito Santo,P.2,P.2,3
477,2020-10,Out 2020,Goiás,B.1.1.28,B.1.1.28,2
478,2020-10,Out 2020,Goiás,P.2,P.2,1
479,2020-10,Out 2020,Mato Grosso do Sul,B.1.1.28,B.1.1.28,7
480,2020-10,Out 2020,Mato Grosso do Sul,B.1.1.33,B.1.1.33,2
481,2020-10,Out 2020,Minas Gerais,B.1.1,B.1.1,1
482,2020-10,Out 2020,Minas Gerais,B.1.1.28,B.1.1.28,6
483,2020-10,Out 2020,Minas Gerais,B.1.1.33,B.1.1.33,6
484,2020-10,Out 2020,Minas Gerais,P.2,P.2,1
485,2020-10,Out 2020,Paraná,B.1.1.277,Outras,1
486,2020-10,Out 2020,Paraná,B.1.1.28,B.1.1.28,15
487,2020-10,Out 2020,Paraná,B.1.1.33,B.1.1.33,7
488,2020-10,Out 2020,Paraná,P.2,P.2,8
489,2020-10,Out 2020,Paraíba,B.1.1,B.1.1,6
490,2020-10,Out 2020,Paraíba,P.2,P.2,1
491,2020-10,Out 2020,Pará,B.1.1,B.1.1,3
492,2020-10,Out 2020,Pará,B.1.1.28,B.1.1.28,2
493,2020-10,Out 2020,Pará,B.1.1.33,B.1.1.33,1
494,2020-10,Out 2020,Pará,P.1 (Gama),P.1 (Gama),3
495,2020-10,Out 2020,Pará,P.2,P.2,8
496,2020-10,Out 2020,Pernambuco,B.1.1,B.1.1,15
497,2020-10,Out 2020,Pernambuco,B.1.1.220,Outras,1
498,2020-10,Out 2020,Pernambuco,B.1.1.28,B.1.1.28,19
499,2020-10,Out 2020,Pernambuco,B.1.1.33,B.1.1.33,22
500,2020-10,Out 2020,Pernambuco,B.1.173,Outras,1
501,2020-10,Out 2020,Pernambuco,B.1.258,Outras,1
502,2020-10,Out 2020,Pernambuco,P.2,P.2,10
503,2020-10,Out 2020,Piauí,B.1.1.28,B.1.1.28,2
504,2020-10,Out 2020,Piauí,N.9,Outras,2
505,2020-10,Out 2020,Rio Grande do Norte,B.1.1,B.1.1,2
506,2020-10,Out 2020,Rio Grande do Norte,B.1.1.28,B.1.1.28,3
507,2020-10,Out 2020,Rio Grande do Norte,B.1.1.33,B.1.1.33,3
508,2020-10,Out 2020,Rio Grande do Norte,B.1.212,Outras,1
509,2020-10,Out 2020,Rio Grande do Sul,B.1.1,B.1.1,3
510,2020-10,Out 2020,Rio Grande do Sul,B.1.1.161,Outras,3
511,2020-10,Out 2020,Rio Grande do Sul,B.1.1.28,B.1.1.28,26
512,2020-10,Out 2020,Rio Grande do Sul,B.1.1.33,B.1.1.33,25
513,2020-10,Out 2020,Rio Grande do Sul,B.1.1.332,Outras,1
514,2020-10,Out 2020,Rio Grande do Sul,B.1.1.333,Outras,1
515,2020-10,Out 2020,Rio Grande do Sul,N.1,Outras,1
516,2020-10,Out 2020,Rio Grande do Sul,P.2,P.2,10
517,2020-10,Out 2020,Rio Grande do Sul,P.7,Outras,5
518,2020-10,Out 2020,Rio de Janeiro,B.1.1,B.1.1,1
519,2020-10,Out 2020,Rio de Janeiro,B.1.1.28,B.1.1.28,14
520,2020-10,Out 2020,Rio de Janeiro,B.1.1.33,B.1.1.33,42
521,2020-10,Out 2020,Rio de Janeiro,N.9,Outras,1
522,2020-10,Out 2020,Rio de Janeiro,P.2,P.2,25
523,2020-10,Out 2020,Santa Catarina,B.1.1.33,B.1.1.33,1
524,2020-10,Out 2020,São Paulo,B.1,Outras,1
525,2020-10,Out 2020,São Paulo,B.1.1,B.1.1,1
526,2020-10,Out 2020,São Paulo,B.1.1.28,B.1.1.28,22
527,2020-10,Out 2020,São Paulo,B.1.1.33,B.1.1.33,6
528,2020-10,Out 2020,São Paulo,N.9,Outras,1
529,2020-10,Out 2020,São Paulo,P.2,P.2,5
530,2020-10,Out 2020,São Paulo,P.7,Outras,1
531,2020-10,Out 2020,Tocantins,B.1.1.28,B.1.1.28,6
532,2020-10,Out 2020,Tocantins,B.1.1.33,B.1.1.33,2
533,2020-10,Out 2020,Tocantins,P.2,P.2,1
534,2020-11,Nov 2020,Alagoas,B.1.1.28,B.1.1.28,1
535,2020-11,Nov 2020,Alagoas,B.1.1.372,Outras,1
536,2020-11,Nov 2020,Alagoas,P.2,P.2,4
537,2020-11,Nov 2020,Amapá,P.2,P.2,5
538,2020-11,Nov 2020,Amazonas,B.1.1,B.1.1,2
539,2020-11,Nov 2020,Amazonas,B.1.1.28,B.1.1.28,21
540,2020-11,Nov 2020,Amazonas,B.1.1.33,B.1.1.33,3
541,2020-11,Nov 2020,Amazonas,B.1.1.378,Outras,17
542,2020-11,Nov 2020,Amazonas,B.1.1.398,Outras,2
543,2020-11,Nov 2020,Amazonas,N.9,Outras,1
544,2020-11,Nov 2020,Amazonas,P.2,P.2,3
545,2020-11,Nov 2020,Bahia,B.1.1.28,B.1.1.28,2
546,2020-11,Nov 2020,Bahia,B.1.1.33,B.1.1.33,4
547,2020-11,Nov 2020,Bahia,B.1.160,Outras,1
548,2020-11,Nov 2020,Bahia,N.9,Outras,2
549,2020-11,Nov 2020,Ceará,B.1.1.28,B.1.1.28,3
550,2020-11,Nov 2020,Ceará,B.1.1.33,B.1.1.33,7
551,2020-11,Nov 2020,Ceará,P.2,P.2,2
552,2020-11,Nov 2020,Distrito Federal,B.1.1.28,B.1.1.28,1
553,2020-11,Nov 2020,Distrito Federal,P.2,P.2,2
554,2020-11,Nov 2020,Espírito Santo,B.1.1.28,B.1.1.28,2
555,2020-11,Nov 2020,Espírito Santo,B.1.1.33,B.1.1.33,9
556,2020-11,Nov 2020,Espírito Santo,P.2,P.2,7
557,2020-11,Nov 2020,Goiás,P.2,P.2,1
558,2020-11,Nov 2020,Maranhão,B.1.1,B.1.1,1
559,2020-11,Nov 2020,Maranhão,B.1.1.28,B.1.1.28,1
560,2020-11,Nov 2020,Maranhão,N.9,Outras,6
561,2020-11,Nov 2020,Maranhão,P.1 (Gama),P.1 (Gama),1
562,2020-11,Nov 2020,Mato Grosso,B.1.1.378,Outras,1
563,2020-11,Nov 2020,Mato Grosso do Sul,B.1.240,Outras,1
564,2020-11,Nov 2020,Minas Gerais,B.1.1,B.1.1,1
565,2020-11,Nov 2020,Minas Gerais,B.1.1.28,B.1.1.28,6
566,2020-11,Nov 2020,Minas Gerais,B.1.1.33,B.1.1.33,6
567,2020-11,Nov 2020,Minas Gerais,P.2,P.2,13
568,2020-11,Nov 2020,Paraná,B.1.1,B.1.1,1
569,2020-11,Nov 2020,Paraná,B.1.1.277,Outras,1
570,2020-11,Nov 2020,Paraná,B.1.1.28,B.1.1.28,22
571,2020-11,Nov 2020,Paraná,B.1.1.33,B.1.1.33,4
572,2020-11,Nov 2020,Paraná,B.1.362,Outras,1
573,2020-11,Nov 2020,Paraná,B.1.498,Outras,1
574,2020-11,Nov 2020,Paraná,P.2,P.2,12
575,2020-11,Nov 2020,Paraíba,B.1.1,B.1.1,14
576,2020-11,Nov 2020,Paraíba,B.1.1.28,B.1.1.28,2
577,2020-11,Nov 2020,Paraíba,B.1.1.33,B.1.1.33,3
578,2020-11,Nov 2020,Paraíba,B.1.1.462,Outras,1
579,2020-11,Nov 2020,Paraíba,N.9,Outras,1
580,2020-11,Nov 2020,Paraíba,P.2,P.2,3
581,2020-11,Nov 2020,Paraíba,P.7,Outras,4
582,2020-11,Nov 2020,Pará,B.1,Outras,1
583,2020-11,Nov 2020,Pará,B.1.1,B.1.1,4
584,2020-11,Nov 2020,Pará,B.1.1.28,B.1.1.28,2
585,2020-11,Nov 2020,Pará,P.2,P.2,16
586,2020-11,Nov 2020,Pernambuco,B.1.1.33,B.1.1.33,2
587,2020-11,Nov 2020,Pernambuco,P.2,P.2,1
588,2020-11,Nov 2020,Piauí,B.1.1.28,B.1.1.28,1
589,2020-11,Nov 2020,Piauí,B.1.524,Outras,1
590,2020-11,Nov 2020,Piauí,N.9,Outras,2
591,2020-11,Nov 2020,Rio Grande do Norte,B.1.1,B.1.1,1
592,2020-11,Nov 2020,Rio Grande do Norte,B.1.1.28,B.1.1.28,2
593,2020-11,Nov 2020,Rio Grande do Norte,B.1.1.33,B.1.1.33,5
594,2020-11,Nov 2020,Rio Grande do Norte,N.9,Outras,2
595,2020-11,Nov 2020,Rio Grande do Norte,P.2,P.2,4
596,2020-11,Nov 2020,Rio Grande do Sul,B.1,Outras,2
597,2020-11,Nov 2020,Rio Grande do Sul,B.1.1,B.1.1,1
598,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.12,Outras,1
599,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.28,B.1.1.28,51
600,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.33,B.1.1.33,18
601,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.70,Outras,1
602,2020-11,Nov 2020,Rio Grande do Sul,B.1.91,Outras,6
603,2020-11,Nov 2020,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),1
604,2020-11,Nov 2020,Rio Grande do Sul,P.2,P.2,75
605,2020-11,Nov 2020,Rio Grande do Sul,P.7,Outras,33
606,2020-11,Nov 2020,Rio de Janeiro,B.1.1,B.1.1,3
607,2020-11,Nov 2020,Rio de Janeiro,B.1.1.28,B.1.1.28,17
608,2020-11,Nov 2020,Rio de Janeiro,B.1.1.33,B.1.1.33,20
609,2020-11,Nov 2020,Rio de Janeiro,B.1.1.393,Outras,1
610,2020-11,Nov 2020,Rio de Janeiro,P.2,P.2,33
611,2020-11,Nov 2020,Roraima,B.1.1.28,B.1.1.28,1
612,2020-11,Nov 2020,Santa Catarina,B.1.1.28,B.1.1.28,1
613,2020-11,Nov 2020,Santa Catarina,B.1.1.33,B.1.1.33,1
614,2020-11,Nov 2020,Santa Catarina,P.2,P.2,3
615,2020-11,Nov 2020,Santa Catarina,P.7,Outras,1
616,2020-11,Nov 2020,São Paulo,B.1,Outras,2
617,2020-11,Nov 2020,São Paulo,B.1.1,B.1.1,3
618,2020-11,Nov 2020,São Paulo,B.1.1.28,B.1.1.28,37
619,2020-11,Nov 2020,São Paulo,B.1.1.33,B.1.1.33,8
620,2020-11,Nov 2020,São Paulo,B.1.1.332,Outras,3
621,2020-11,Nov 2020,São Paulo,N.9,Outras,14
622,2020-11,Nov 2020,São Paulo,P.2,P.2,26
623,2020-11,Nov 2020,São Paulo,P.7,Outras,2
624,2020-12,Dez 2020,Acre,P.2,P.2,1
625,2020-12,Dez 2020,Alagoas,B.1.1,B.1.1,1
626,2020-12,Dez 2020,Alagoas,B.1.1.28,B.1.1.28,1
627,2020-12,Dez 2020,Alagoas,B.1.1.33,B.1.1.33,1
628,2020-12,Dez 2020,Alagoas,N.9,Outras,1
629,2020-12,Dez 2020,Alagoas,P.2,P.2,24
630,2020-12,Dez 2020,Alagoas,P.7,Outras,1
631,2020-12,Dez 2020,Amapá,B.1.1.28,B.1.1.28,1
632,2020-12,Dez 2020,Amapá,B.1.1.33,B.1.1.33,1
633,2020-12,Dez 2020,Amapá,B.1.160.25,Outras,1
634,2020-12,Dez 2020,Amapá,P.2,P.2,14
635,2020-12,Dez 2020,Amazonas,B.1,Outras,3
636,2020-12,Dez 2020,Amazonas,B.1.1,B.1.1,6
637,2020-12,Dez 2020,Amazonas,B.1.1.28,B.1.1.28,31
638,2020-12,Dez 2020,Amazonas,B.1.1.33,B.1.1.33,14
639,2020-12,Dez 2020,Amazonas,B.1.1.378,Outras,18
640,2020-12,Dez 2020,Amazonas,N.9,Outras,5
641,2020-12,Dez 2020,Amazonas,P.1 (Gama),P.1 (Gama),118
642,2020-12,Dez 2020,Amazonas,P.2,P.2,42
643,2020-12,Dez 2020,Bahia,B.1.1.28,B.1.1.28,2
644,2020-12,Dez 2020,Bahia,N.9,Outras,2
645,2020-12,Dez 2020,Bahia,P.1 (Gama),P.1 (Gama),5
646,2020-12,Dez 2020,Bahia,P.2,P.2,6
647,2020-12,Dez 2020,Ceará,B.1.1,B.1.1,2
648,2020-12,Dez 2020,Ceará,B.1.1.28,B.1.1.28,4
649,2020-12,Dez 2020,Ceará,B.1.1.33,B.1.1.33,8
650,2020-12,Dez 2020,Ceará,P.2,P.2,10
651,2020-12,Dez 2020,Distrito Federal,B.1.1.28,B.1.1.28,1
652,2020-12,Dez 2020,Distrito Federal,B.1.1.7 (Alfa),B.1.1.7 (Alfa),2
653,2020-12,Dez 2020,Espírito Santo,B.1.1.28,B.1.1.28,6
654,2020-12,Dez 2020,Espírito Santo,B.1.1.33,B.1.1.33,11
655,2020-12,Dez 2020,Espírito Santo,P.2,P.2,15
656,2020-12,Dez 2020,Espírito Santo,P.7,Outras,1
657,2020-12,Dez 2020,Goiás,B.1.1.28,B.1.1.28,12
658,2020-12,Dez 2020,Goiás,B.1.1.33,B.1.1.33,1
659,2020-12,Dez 2020,Goiás,B.1.1.332,Outras,2
660,2020-12,Dez 2020,Goiás,N.9,Outras,3
661,2020-12,Dez 2020,Goiás,P.2,P.2,30
662,2020-12,Dez 2020,Goiás,P.7,Outras,3
663,2020-12,Dez 2020,Maranhão,B.1.1.28,B.1.1.28,7
664,2020-12,Dez 2020,Maranhão,B.1.1.33,B.1.1.33,4
665,2020-12,Dez 2020,Maranhão,B.1.1.332,Outras,5
666,2020-12,Dez 2020,Maranhão,N.10,Outras,1
667,2020-12,Dez 2020,Maranhão,N.9,Outras,18
668,2020-12,Dez 2020,Maranhão,P.1 (Gama),P.1 (Gama),1
669,2020-12,Dez 2020,Maranhão,P.2,P.2,13
670,2020-12,Dez 2020,Mato Grosso,B.1.1.28,B.1.1.28,2
671,2020-12,Dez 2020,Mato Grosso,B.1.1.33,B.1.1.33,3
672,2020-12,Dez 2020,Mato Grosso,P.2,P.2,3
673,2020-12,Dez 2020,Mato Grosso,P.7,Outras,1
674,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1.249,Outras,1
675,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1.28,B.1.1.28,1
676,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1.33,B.1.1.33,6
677,2020-12,Dez 2020,Mato Grosso do Sul,P.2,P.2,3
678,2020-12,Dez 2020,Minas Gerais,B.1.1,B.1.1,1
679,2020-12,Dez 2020,Minas Gerais,B.1.1.28,B.1.1.28,9
680,2020-12,Dez 2020,Minas Gerais,B.1.1.33,B.1.1.33,3
681,2020-12,Dez 2020,Minas Gerais,B.1.546,Outras,1
682,2020-12,Dez 2020,Minas Gerais,P.2,P.2,24
683,2020-12,Dez 2020,Paraná,B.1.1,B.1.1,1
684,2020-12,Dez 2020,Paraná,B.1.1.28,B.1.1.28,11
685,2020-12,Dez 2020,Paraná,B.1.1.33,B.1.1.33,2
686,2020-12,Dez 2020,Paraná,B.1.499,Outras,1
687,2020-12,Dez 2020,Paraná,P.1 (Gama),P.1 (Gama),1
688,2020-12,Dez 2020,Paraná,P.2,P.2,26
689,2020-12,Dez 2020,Paraná,P.7,Outras,5
690,2020-12,Dez 2020,Paraíba,B.1,Outras,2
691,2020-12,Dez 2020,Paraíba,B.1.1,B.1.1,6
692,2020-12,Dez 2020,Paraíba,B.1.1.28,B.1.1.28,8
693,2020-12,Dez 2020,Paraíba,B.1.1.33,B.1.1.33,2
694,2020-12,Dez 2020,Paraíba,N.9,Outras,2
695,2020-12,Dez 2020,Paraíba,P.2,P.2,10
696,2020-12,Dez 2020,Paraíba,P.7,Outras,1
697,2020-12,Dez 2020,Pará,B.1.1,B.1.1,5
698,2020-12,Dez 2020,Pará,B.1.1.28,B.1.1.28,3
699,2020-12,Dez 2020,Pará,B.1.1.316,Outras,1
700,2020-12,Dez 2020,Pará,B.1.1.33,B.1.1.33,1
701,2020-12,Dez 2020,Pará,N.9,Outras,2
702,2020-12,Dez 2020,Pará,P.2,P.2,20
703,2020-12,Dez 2020,Pernambuco,B.1.1,B.1.1,2
704,2020-12,Dez 2020,Pernambuco,B.1.1.33,B.1.1.33,1
705,2020-12,Dez 2020,Pernambuco,B.1.1.45,Outras,1
706,2020-12,Dez 2020,Pernambuco,B.1.212,Outras,1
707,2020-12,Dez 2020,Pernambuco,B.1.258,Outras,1
708,2020-12,Dez 2020,Pernambuco,N.9,Outras,1
709,2020-12,Dez 2020,Pernambuco,P.2,P.2,15
710,2020-12,Dez 2020,Rio Grande do Norte,B.1.1,B.1.1,3
711,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.236,Outras,1
712,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.28,B.1.1.28,2
713,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.33,B.1.1.33,1
714,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.398,Outras,1
715,2020-12,Dez 2020,Rio Grande do Norte,P.2,P.2,12
716,2020-12,Dez 2020,Rio Grande do Sul,B.1.1,B.1.1,1
717,2020-12,Dez 2020,Rio Grande do Sul,B.1.1.161,Outras,1
718,2020-12,Dez 2020,Rio Grande do Sul,B.1.1.28,B.1.1.28,15
719,2020-12,Dez 2020,Rio Grande do Sul,B.1.1.33,B.1.1.33,6
720,2020-12,Dez 2020,Rio Grande do Sul,P.2,P.2,38
721,2020-12,Dez 2020,Rio Grande do Sul,P.7,Outras,10
722,2020-12,Dez 2020,Rio de Janeiro,B.1,Outras,5
723,2020-12,Dez 2020,Rio de Janeiro,B.1.1.28,B.1.1.28,5
724,2020-12,Dez 2020,Rio de Janeiro,B.1.1.33,B.1.1.33,8
725,2020-12,Dez 2020,Rio de Janeiro,B.1.1.97,Outras,1
726,2020-12,Dez 2020,Rio de Janeiro,B.1.407,Outras,1
727,2020-12,Dez 2020,Rio de Janeiro,N.9,Outras,1
728,2020-12,Dez 2020,Rio de Janeiro,P.2,P.2,110
729,2020-12,Dez 2020,Rio de Janeiro,P.7,Outras,1
730,2020-12,Dez 2020,Santa Catarina,B.1.1.28,B.1.1.28,3
731,2020-12,Dez 2020,Santa Catarina,B.1.1.33,B.1.1.33,1
732,2020-12,Dez 2020,Santa Catarina,P.2,P.2,36
733,2020-12,Dez 2020,Santa Catarina,P.7,Outras,6
734,2020-12,Dez 2020,São Paulo,B.1.1,B.1.1,1
735,2020-12,Dez 2020,São Paulo,B.1.1.28,B.1.1.28,29
736,2020-12,Dez 2020,São Paulo,B.1.1.33,B.1.1.33,5
737,2020-12,Dez 2020,São Paulo,B.1.1.332,Outras,2
738,2020-12,Dez 2020,São Paulo,N.9,Outras,7
739,2020-12,Dez 2020,São Paulo,P.2,P.2,23
740,2020-12,Dez 2020,São Paulo,P.7,Outras,6
741,2020-12,Dez 2020,Tocantins,P.2,P.2,1
742,2021-01,Jan 2021,Acre,B.1,Outras,2
743,2021-01,Jan 2021,Acre,B.1.1.28,B.1.1.28,15
744,2021-01,Jan 2021,Acre,B.1.1.33,B.1.1.33,3
745,2021-01,Jan 2021,Acre,B.1.1.348,Outras,2
746,2021-01,Jan 2021,Acre,N.9,Outras,1
747,2021-01,Jan 2021,Acre,P.1 (Gama),P.1 (Gama),10
748,2021-01,Jan 2021,Acre,P.2,P.2,3
749,2021-01,Jan 2021,Alagoas,B.1.1,B.1.1,1
750,2021-01,Jan 2021,Alagoas,B.1.1.236,Outras,1
751,2021-01,Jan 2021,Alagoas,B.1.1.28,B.1.1.28,3
752,2021-01,Jan 2021,Alagoas,B.1.1.33,B.1.1.33,2
753,2021-01,Jan 2021,Alagoas,P.1 (Gama),P.1 (Gama),13
754,2021-01,Jan 2021,Alagoas,P.1.3,Outras,1
755,2021-01,Jan 2021,Alagoas,P.2,P.2,32
756,2021-01,Jan 2021,Amapá,B.1.1,B.1.1,1
757,2021-01,Jan 2021,Amapá,B.1.1.33,B.1.1.33,1
758,2021-01,Jan 2021,Amapá,B.1.160.25,Outras,2
759,2021-01,Jan 2021,Amapá,P.1 (Gama),P.1 (Gama),9
760,2021-01,Jan 2021,Amapá,P.2,P.2,60
761,2021-01,Jan 2021,Amazonas,B.1.1.28,B.1.1.28,3
762,2021-01,Jan 2021,Amazonas,B.1.1.33,B.1.1.33,2
763,2021-01,Jan 2021,Amazonas,B.1.1.398,Outras,1
764,2021-01,Jan 2021,Amazonas,N.1,Outras,1
765,2021-01,Jan 2021,Amazonas,P.1 (Gama),P.1 (Gama),175
766,2021-01,Jan 2021,Amazonas,P.2,P.2,7
767,2021-01,Jan 2021,Bahia,B.1.1,B.1.1,2
768,2021-01,Jan 2021,Bahia,B.1.1.28,B.1.1.28,2
769,2021-01,Jan 2021,Bahia,B.1.1.33,B.1.1.33,2
770,2021-01,Jan 2021,Bahia,B.1.1.7 (Alfa),B.1.1.7 (Alfa),4
771,2021-01,Jan 2021,Bahia,N.9,Outras,8
772,2021-01,Jan 2021,Bahia,P.1 (Gama),P.1 (Gama),13
773,2021-01,Jan 2021,Bahia,P.2,P.2,48
774,2021-01,Jan 2021,Ceará,B.1.1,B.1.1,3
775,2021-01,Jan 2021,Ceará,B.1.1.28,B.1.1.28,1
776,2021-01,Jan 2021,Ceará,B.1.1.33,B.1.1.33,9
777,2021-01,Jan 2021,Ceará,B.1.1.332,Outras,2
778,2021-01,Jan 2021,Ceará,N.9,Outras,1
779,2021-01,Jan 2021,Ceará,P.1 (Gama),P.1 (Gama),16
780,2021-01,Jan 2021,Ceará,P.2,P.2,21
