,date,state,place_type,confirmed,Estado,Genomas sequenciados,confirmed_divided_by_100k,Genomas/100 mil casos
0,2021-11-10,AP,state,123924,Amapá,356,1.23924,287.3
1,2021-11-10,TO,state,230090,Tocantins,205,2.3009,89.1
2,2021-11-10,SE,state,278596,Sergipe,428,2.78596,153.6
3,2021-11-10,RS,state,1476183,Rio Grande do Sul,2258,14.76183,153.0
4,2021-11-10,SC,state,1222642,Santa Catarina,1334,12.22642,109.1
5,2021-11-10,RR,state,127756,Roraima,240,1.27756,187.9
6,2021-11-10,PR,state,1566052,Paraná,2201,15.66052,140.5
7,2021-11-10,RN,state,376496,Rio Grande do Norte,598,3.76496,158.8
8,2021-11-10,RO,state,272572,Rondônia,120,2.72572,44.0
9,2021-11-10,RJ,state,1329609,Rio de Janeiro,7778,13.29609,585.0
10,2021-11-10,PB,state,456038,Paraíba,1101,4.56038,241.4
11,2021-11-10,PI,state,327816,Piauí,143,3.27816,43.6
12,2021-11-10,SP,state,4415745,São Paulo,36902,44.15745,835.7
13,2021-11-10,PE,state,634857,Pernambuco,2190,6.34857,345.0
14,2021-11-10,MA,state,362254,Maranhão,509,3.62254,140.5
15,2021-11-10,MT,state,549432,Mato Grosso,253,5.49432,46.0
16,2021-11-10,MS,state,377172,Mato Grosso do Sul,416,3.77172,110.3
17,2021-11-10,BA,state,1250129,Bahia,1210,12.50129,96.8
18,2021-11-10,GO,state,912612,Goiás,3080,9.12612,337.5
19,2021-11-10,CE,state,947860,Ceará,1896,9.4786,200.0
20,2021-11-10,ES,state,611838,Espírito Santo,1111,6.11838,181.6
21,2021-11-10,AL,state,240733,Alagoas,1115,2.40733,463.2
22,2021-11-10,DF,state,516194,Distrito Federal,353,5.16194,68.4
23,2021-11-10,AM,state,428426,Amazonas,2947,4.28426,687.9
24,2021-11-10,AC,state,88078,Acre,229,0.88078,260.0
25,2021-11-10,PA,state,601244,Pará,785,6.01244,130.6
26,2021-11-10,MG,state,2193876,Minas Gerais,989,21.93876,45.1
