,date,state,place_type,confirmed,Estado,Genomas sequenciados,confirmed_divided_by_100k,Genomas/100 mil casos
0,2021-12-03,AP,state,124825,Amapá,472,1.24825,378.1
1,2021-12-03,TO,state,233352,Tocantins,264,2.33352,113.1
2,2021-12-03,SC,state,1234592,Santa Catarina,1545,12.34592,125.1
3,2021-12-03,PR,state,1581059,Paraná,2527,15.81059,159.8
4,2021-12-03,SE,state,278292,Sergipe,445,2.78292,159.9
5,2021-12-03,PB,state,461374,Paraíba,1198,4.61374,259.7
6,2021-12-03,PI,state,332529,Piauí,145,3.32529,43.6
7,2021-12-03,PE,state,640777,Pernambuco,2452,6.40777,382.7
8,2021-12-03,MG,state,2210587,Minas Gerais,1598,22.10587,72.3
9,2021-12-03,PA,state,611527,Pará,821,6.11527,134.3
10,2021-12-03,MT,state,553409,Mato Grosso,296,5.53409,53.5
11,2021-12-03,RR,state,128584,Roraima,250,1.28584,194.4
12,2021-12-03,RS,state,1494207,Rio Grande do Sul,2389,14.94207,159.9
13,2021-12-03,BA,state,1262066,Bahia,1882,12.62066,149.1
14,2021-12-03,MA,state,365929,Maranhão,521,3.65929,142.4
15,2021-12-03,RO,state,278882,Rondônia,180,2.78882,64.5
16,2021-12-03,CE,state,951638,Ceará,2126,9.51638,223.4
17,2021-12-03,RN,state,383063,Rio Grande do Norte,713,3.83063,186.1
18,2021-12-03,AL,state,241565,Alagoas,1373,2.41565,568.4
19,2021-12-03,RJ,state,1346494,Rio de Janeiro,9732,13.46494,722.8
20,2021-12-03,MS,state,379197,Mato Grosso do Sul,472,3.79197,124.5
21,2021-12-03,ES,state,621897,Espírito Santo,1161,6.21897,186.7
22,2021-12-03,DF,state,518062,Distrito Federal,575,5.18062,111.0
23,2021-12-03,AM,state,430350,Amazonas,3006,4.3035,698.5
24,2021-12-03,AC,state,88225,Acre,230,0.88225,260.7
25,2021-12-03,GO,state,939884,Goiás,3355,9.39884,357.0
26,2021-12-03,SP,state,4442612,São Paulo,41161,44.42612,926.5
