,date,state,place_type,confirmed,Estado,Genomas sequenciados,confirmed_divided_by_100k,Genomas/100 mil casos
0,2021-08-28,AP,state,122400,Amapá,271,1.224,221.4
1,2021-08-28,PR,state,1454459,Paraná,1012,14.54459,69.6
2,2021-08-28,RR,state,123735,Roraima,39,1.23735,31.5
3,2021-08-28,RO,state,262836,Rondônia,34,2.62836,12.9
4,2021-08-28,SC,state,1153610,Santa Catarina,714,11.5361,61.9
5,2021-08-28,RS,state,1406975,Rio Grande do Sul,1775,14.06975,126.2
6,2021-08-28,SE,state,277383,Sergipe,327,2.77383,117.9
7,2021-08-28,TO,state,218529,Tocantins,162,2.18529,74.1
8,2021-08-28,PA,state,583297,Pará,409,5.83297,70.1
9,2021-08-28,PE,state,606439,Pernambuco,1477,6.06439,243.6
10,2021-08-28,MA,state,348399,Maranhão,332,3.48399,95.3
11,2021-08-28,AC,state,87802,Acre,131,0.87802,149.2
12,2021-08-28,AM,state,423958,Amazonas,1673,4.23958,394.6
13,2021-08-28,DF,state,468264,Distrito Federal,85,4.68264,18.2
14,2021-08-28,AL,state,235491,Alagoas,468,2.35491,198.7
15,2021-08-28,CE,state,931152,Ceará,800,9.31152,85.9
16,2021-08-28,ES,state,560949,Espírito Santo,352,5.60949,62.8
17,2021-08-28,GO,state,812556,Goiás,1962,8.12556,241.5
18,2021-08-28,BA,state,1219440,Bahia,805,12.1944,66.0
19,2021-08-28,MS,state,368245,Mato Grosso do Sul,278,3.68245,75.5
20,2021-08-28,MT,state,518192,Mato Grosso,157,5.18192,30.3
21,2021-08-28,PB,state,432734,Paraíba,328,4.32734,75.8
22,2021-08-28,MG,state,2061240,Minas Gerais,687,20.6124,33.3
23,2021-08-28,RJ,state,1124612,Rio de Janeiro,5405,11.24612,480.6
24,2021-08-28,RN,state,364941,Rio Grande do Norte,229,3.64941,62.7
25,2021-08-28,PI,state,316174,Piauí,26,3.16174,8.2
26,2021-08-28,SP,state,4250474,São Paulo,11585,42.50474,272.6
