,Date,Período,Estado,Linhagem,Frequência
464,2020-11,Nov 2020,Mato Grosso,Outras,1
465,2020-11,Nov 2020,Mato Grosso do Sul,Outras,1
466,2020-11,Nov 2020,Minas Gerais,B.1.1.28,6
467,2020-11,Nov 2020,Minas Gerais,B.1.1.33,7
468,2020-11,Nov 2020,Minas Gerais,Outras,1
469,2020-11,Nov 2020,Minas Gerais,P.2,13
470,2020-11,Nov 2020,Paraná,B.1.1,2
471,2020-11,Nov 2020,Paraná,B.1.1.28,22
472,2020-11,Nov 2020,Paraná,B.1.1.33,4
473,2020-11,Nov 2020,Paraná,Outras,3
474,2020-11,Nov 2020,Paraná,P.2,12
475,2020-11,Nov 2020,Paraíba,B.1.1,14
476,2020-11,Nov 2020,Paraíba,B.1.1.28,6
477,2020-11,Nov 2020,Paraíba,B.1.1.33,3
478,2020-11,Nov 2020,Paraíba,Outras,2
479,2020-11,Nov 2020,Paraíba,P.2,3
480,2020-11,Nov 2020,Pará,B.1,1
481,2020-11,Nov 2020,Pará,B.1.1,3
482,2020-11,Nov 2020,Pará,B.1.1.28,2
483,2020-11,Nov 2020,Pará,P.2,10
484,2020-11,Nov 2020,Pernambuco,B.1.1.33,2
485,2020-11,Nov 2020,Pernambuco,P.2,1
486,2020-11,Nov 2020,Piauí,B.1,1
487,2020-11,Nov 2020,Piauí,B.1.1.28,1
488,2020-11,Nov 2020,Piauí,Outras,2
489,2020-11,Nov 2020,Rio Grande do Norte,B.1.1,1
490,2020-11,Nov 2020,Rio Grande do Norte,B.1.1.28,2
491,2020-11,Nov 2020,Rio Grande do Norte,B.1.1.33,5
492,2020-11,Nov 2020,Rio Grande do Norte,Outras,2
493,2020-11,Nov 2020,Rio Grande do Norte,P.2,4
494,2020-11,Nov 2020,Rio Grande do Sul,B.1,2
495,2020-11,Nov 2020,Rio Grande do Sul,B.1.1,1
496,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.28,79
497,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.33,18
498,2020-11,Nov 2020,Rio Grande do Sul,Outras,7
499,2020-11,Nov 2020,Rio Grande do Sul,P.2,73
500,2020-11,Nov 2020,Rio de Janeiro,B.1.1,2
501,2020-11,Nov 2020,Rio de Janeiro,B.1.1.28,18
502,2020-11,Nov 2020,Rio de Janeiro,B.1.1.33,19
503,2020-11,Nov 2020,Rio de Janeiro,Outras,1
504,2020-11,Nov 2020,Rio de Janeiro,P.2,29
505,2020-11,Nov 2020,Roraima,B.1.1.28,1
506,2020-11,Nov 2020,Santa Catarina,B.1.1.28,2
507,2020-11,Nov 2020,Santa Catarina,B.1.1.33,1
508,2020-11,Nov 2020,Santa Catarina,P.2,3
509,2020-11,Nov 2020,São Paulo,B.1,2
510,2020-11,Nov 2020,São Paulo,B.1.1,4
511,2020-11,Nov 2020,São Paulo,B.1.1.28,38
512,2020-11,Nov 2020,São Paulo,B.1.1.33,8
513,2020-11,Nov 2020,São Paulo,Outras,18
514,2020-11,Nov 2020,São Paulo,P.2,27
515,2020-12,Dez 2020,Acre,P.2,1
516,2020-12,Dez 2020,Alagoas,B.1.1,1
517,2020-12,Dez 2020,Alagoas,B.1.1.28,1
518,2020-12,Dez 2020,Alagoas,P.2,18
519,2020-12,Dez 2020,Amapá,B.1.1.28,1
520,2020-12,Dez 2020,Amapá,B.1.1.33,1
521,2020-12,Dez 2020,Amapá,Outras,1
522,2020-12,Dez 2020,Amapá,P.2,14
523,2020-12,Dez 2020,Amazonas,B.1,5
524,2020-12,Dez 2020,Amazonas,B.1.1,11
525,2020-12,Dez 2020,Amazonas,B.1.1.28,56
526,2020-12,Dez 2020,Amazonas,B.1.1.33,7
527,2020-12,Dez 2020,Amazonas,Outras,41
528,2020-12,Dez 2020,Amazonas,P.1 (Gama),107
529,2020-12,Dez 2020,Amazonas,P.2,23
530,2020-12,Dez 2020,Bahia,B.1.1.28,2
531,2020-12,Dez 2020,Bahia,Outras,2
532,2020-12,Dez 2020,Bahia,P.1 (Gama),5
533,2020-12,Dez 2020,Bahia,P.2,6
534,2020-12,Dez 2020,Ceará,B.1.1,2
535,2020-12,Dez 2020,Ceará,B.1.1.28,4
536,2020-12,Dez 2020,Ceará,B.1.1.33,8
537,2020-12,Dez 2020,Ceará,P.2,10
538,2020-12,Dez 2020,Distrito Federal,B.1.1.28,1
539,2020-12,Dez 2020,Distrito Federal,B.1.1.7 (Alfa),2
540,2020-12,Dez 2020,Espírito Santo,B.1.1.28,6
541,2020-12,Dez 2020,Espírito Santo,B.1.1.33,10
542,2020-12,Dez 2020,Espírito Santo,P.1 (Gama),1
543,2020-12,Dez 2020,Espírito Santo,P.2,15
544,2020-12,Dez 2020,Goiás,B.1.1.28,15
545,2020-12,Dez 2020,Goiás,B.1.1.33,1
546,2020-12,Dez 2020,Goiás,Outras,5
547,2020-12,Dez 2020,Goiás,P.2,29
548,2020-12,Dez 2020,Maranhão,B.1.1.28,7
549,2020-12,Dez 2020,Maranhão,B.1.1.33,4
550,2020-12,Dez 2020,Maranhão,Outras,24
551,2020-12,Dez 2020,Maranhão,P.1 (Gama),1
552,2020-12,Dez 2020,Maranhão,P.2,13
553,2020-12,Dez 2020,Mato Grosso,B.1.1,1
554,2020-12,Dez 2020,Mato Grosso,B.1.1.28,1
555,2020-12,Dez 2020,Mato Grosso,B.1.1.33,3
556,2020-12,Dez 2020,Mato Grosso,P.2,3
557,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1,1
558,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1.28,1
559,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1.33,6
560,2020-12,Dez 2020,Mato Grosso do Sul,P.2,3
561,2020-12,Dez 2020,Minas Gerais,B.1.1.28,10
562,2020-12,Dez 2020,Minas Gerais,B.1.1.33,3
563,2020-12,Dez 2020,Minas Gerais,Outras,2
564,2020-12,Dez 2020,Minas Gerais,P.2,24
565,2020-12,Dez 2020,Paraná,B.1.1,1
566,2020-12,Dez 2020,Paraná,B.1.1.28,18
567,2020-12,Dez 2020,Paraná,B.1.1.33,2
568,2020-12,Dez 2020,Paraná,Outras,1
569,2020-12,Dez 2020,Paraná,P.2,25
570,2020-12,Dez 2020,Paraíba,B.1,1
571,2020-12,Dez 2020,Paraíba,B.1.1,6
572,2020-12,Dez 2020,Paraíba,B.1.1.28,10
573,2020-12,Dez 2020,Paraíba,B.1.1.33,2
574,2020-12,Dez 2020,Paraíba,Outras,2
575,2020-12,Dez 2020,Paraíba,P.2,10
576,2020-12,Dez 2020,Pará,B.1.1,3
577,2020-12,Dez 2020,Pará,B.1.1.28,1
578,2020-12,Dez 2020,Pará,B.1.1.33,1
579,2020-12,Dez 2020,Pará,Outras,2
580,2020-12,Dez 2020,Pará,P.2,13
581,2020-12,Dez 2020,Pernambuco,B.1.1,2
582,2020-12,Dez 2020,Pernambuco,B.1.1.28,3
583,2020-12,Dez 2020,Pernambuco,Outras,4
584,2020-12,Dez 2020,Pernambuco,P.2,13
585,2020-12,Dez 2020,Rio Grande do Norte,B.1,1
586,2020-12,Dez 2020,Rio Grande do Norte,B.1.1,4
587,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.28,2
588,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.33,1
589,2020-12,Dez 2020,Rio Grande do Norte,P.2,12
590,2020-12,Dez 2020,Rio Grande do Sul,B.1.1.28,26
591,2020-12,Dez 2020,Rio Grande do Sul,B.1.1.33,6
592,2020-12,Dez 2020,Rio Grande do Sul,Outras,2
593,2020-12,Dez 2020,Rio Grande do Sul,P.2,37
594,2020-12,Dez 2020,Rio de Janeiro,B.1,5
595,2020-12,Dez 2020,Rio de Janeiro,B.1.1.28,7
596,2020-12,Dez 2020,Rio de Janeiro,B.1.1.33,6
597,2020-12,Dez 2020,Rio de Janeiro,Outras,4
598,2020-12,Dez 2020,Rio de Janeiro,P.2,103
599,2020-12,Dez 2020,Santa Catarina,B.1.1.28,8
600,2020-12,Dez 2020,Santa Catarina,B.1.1.33,1
601,2020-12,Dez 2020,Santa Catarina,P.1 (Gama),1
602,2020-12,Dez 2020,Santa Catarina,P.2,36
603,2020-12,Dez 2020,São Paulo,B.1.1,1
604,2020-12,Dez 2020,São Paulo,B.1.1.28,35
605,2020-12,Dez 2020,São Paulo,B.1.1.33,5
606,2020-12,Dez 2020,São Paulo,Outras,13
607,2020-12,Dez 2020,São Paulo,P.2,23
608,2020-12,Dez 2020,Tocantins,P.2,1
609,2021-01,Jan 2021,Acre,B.1,2
610,2021-01,Jan 2021,Acre,B.1.1,1
611,2021-01,Jan 2021,Acre,B.1.1.28,14
612,2021-01,Jan 2021,Acre,B.1.1.33,3
613,2021-01,Jan 2021,Acre,Outras,3
614,2021-01,Jan 2021,Acre,P.1 (Gama),10
615,2021-01,Jan 2021,Acre,P.2,3
616,2021-01,Jan 2021,Alagoas,B.1.1,2
617,2021-01,Jan 2021,Alagoas,B.1.1.28,1
618,2021-01,Jan 2021,Alagoas,B.1.1.33,2
619,2021-01,Jan 2021,Alagoas,Outras,1
620,2021-01,Jan 2021,Alagoas,P.1 (Gama),13
621,2021-01,Jan 2021,Alagoas,P.2,26
622,2021-01,Jan 2021,Amapá,B.1.1.33,1
623,2021-01,Jan 2021,Amapá,Outras,2
624,2021-01,Jan 2021,Amapá,P.1 (Gama),9
625,2021-01,Jan 2021,Amapá,P.2,59
626,2021-01,Jan 2021,Amazonas,B.1,1
627,2021-01,Jan 2021,Amazonas,B.1.1.28,8
628,2021-01,Jan 2021,Amazonas,B.1.1.33,2
629,2021-01,Jan 2021,Amazonas,Outras,4
630,2021-01,Jan 2021,Amazonas,P.1 (Gama),168
631,2021-01,Jan 2021,Amazonas,P.2,5
632,2021-01,Jan 2021,Bahia,B.1.1,2
633,2021-01,Jan 2021,Bahia,B.1.1.28,2
634,2021-01,Jan 2021,Bahia,B.1.1.33,2
635,2021-01,Jan 2021,Bahia,B.1.1.7 (Alfa),4
636,2021-01,Jan 2021,Bahia,Outras,7
637,2021-01,Jan 2021,Bahia,P.1 (Gama),13
638,2021-01,Jan 2021,Bahia,P.2,48
639,2021-01,Jan 2021,Ceará,B.1.1,3
640,2021-01,Jan 2021,Ceará,B.1.1.28,2
641,2021-01,Jan 2021,Ceará,B.1.1.33,9
642,2021-01,Jan 2021,Ceará,Outras,3
643,2021-01,Jan 2021,Ceará,P.1 (Gama),10
644,2021-01,Jan 2021,Ceará,P.2,20
645,2021-01,Jan 2021,Distrito Federal,B.1.1.28,1
646,2021-01,Jan 2021,Distrito Federal,P.2,1
647,2021-01,Jan 2021,Espírito Santo,B.1.1,1
648,2021-01,Jan 2021,Espírito Santo,B.1.1.28,6
649,2021-01,Jan 2021,Espírito Santo,B.1.1.33,10
650,2021-01,Jan 2021,Espírito Santo,B.1.1.7 (Alfa),1
651,2021-01,Jan 2021,Espírito Santo,Outras,1
652,2021-01,Jan 2021,Espírito Santo,P.1 (Gama),4
653,2021-01,Jan 2021,Espírito Santo,P.2,28
654,2021-01,Jan 2021,Goiás,B.1.1.28,14
655,2021-01,Jan 2021,Goiás,B.1.1.33,2
656,2021-01,Jan 2021,Goiás,B.1.1.7 (Alfa),5
657,2021-01,Jan 2021,Goiás,Outras,3
658,2021-01,Jan 2021,Goiás,P.1 (Gama),41
659,2021-01,Jan 2021,Goiás,P.2,69
660,2021-01,Jan 2021,Maranhão,B.1.1.28,2
661,2021-01,Jan 2021,Maranhão,B.1.1.33,1
662,2021-01,Jan 2021,Maranhão,Outras,23
663,2021-01,Jan 2021,Maranhão,P.1 (Gama),8
664,2021-01,Jan 2021,Maranhão,P.2,15
665,2021-01,Jan 2021,Mato Grosso,B.1.1.33,1
666,2021-01,Jan 2021,Mato Grosso,B.1.1.7 (Alfa),2
667,2021-01,Jan 2021,Mato Grosso,Outras,1
668,2021-01,Jan 2021,Mato Grosso,P.2,1
669,2021-01,Jan 2021,Mato Grosso do Sul,B.1.1.28,3
670,2021-01,Jan 2021,Mato Grosso do Sul,B.1.1.33,1
671,2021-01,Jan 2021,Mato Grosso do Sul,B.1.1.7 (Alfa),1
672,2021-01,Jan 2021,Mato Grosso do Sul,Outras,3
673,2021-01,Jan 2021,Mato Grosso do Sul,P.2,12
674,2021-01,Jan 2021,Minas Gerais,B.1.1.28,9
675,2021-01,Jan 2021,Minas Gerais,B.1.1.33,3
676,2021-01,Jan 2021,Minas Gerais,B.1.1.7 (Alfa),13
677,2021-01,Jan 2021,Minas Gerais,Outras,2
678,2021-01,Jan 2021,Minas Gerais,P.2,47
679,2021-01,Jan 2021,Paraná,B.1.1.28,10
680,2021-01,Jan 2021,Paraná,B.1.1.33,2
681,2021-01,Jan 2021,Paraná,B.1.1.7 (Alfa),3
682,2021-01,Jan 2021,Paraná,Outras,3
683,2021-01,Jan 2021,Paraná,P.1 (Gama),4
684,2021-01,Jan 2021,Paraná,P.2,22
685,2021-01,Jan 2021,Paraíba,B.1.1,3
686,2021-01,Jan 2021,Paraíba,B.1.1.28,7
687,2021-01,Jan 2021,Paraíba,B.1.1.33,1
688,2021-01,Jan 2021,Paraíba,Outras,1
689,2021-01,Jan 2021,Paraíba,P.1 (Gama),5
690,2021-01,Jan 2021,Paraíba,P.2,24
691,2021-01,Jan 2021,Pará,B.1.1,1
692,2021-01,Jan 2021,Pará,B.1.1.28,5
693,2021-01,Jan 2021,Pará,Outras,1
694,2021-01,Jan 2021,Pará,P.1 (Gama),17
695,2021-01,Jan 2021,Pará,P.2,25
696,2021-01,Jan 2021,Pernambuco,B.1.1,2
697,2021-01,Jan 2021,Pernambuco,B.1.1.28,2
698,2021-01,Jan 2021,Pernambuco,Outras,4
699,2021-01,Jan 2021,Pernambuco,P.2,14
700,2021-01,Jan 2021,Piauí,Outras,1
701,2021-01,Jan 2021,Rio Grande do Norte,B.1.1,1
702,2021-01,Jan 2021,Rio Grande do Norte,B.1.1.28,3
703,2021-01,Jan 2021,Rio Grande do Norte,Outras,2
704,2021-01,Jan 2021,Rio Grande do Norte,P.1 (Gama),12
705,2021-01,Jan 2021,Rio Grande do Norte,P.2,25
706,2021-01,Jan 2021,Rio Grande do Sul,B.1,1
707,2021-01,Jan 2021,Rio Grande do Sul,B.1.1.28,19
708,2021-01,Jan 2021,Rio Grande do Sul,B.1.1.33,2
709,2021-01,Jan 2021,Rio Grande do Sul,Outras,1
710,2021-01,Jan 2021,Rio Grande do Sul,P.1 (Gama),5
711,2021-01,Jan 2021,Rio Grande do Sul,P.1.2 (Gama),2
712,2021-01,Jan 2021,Rio Grande do Sul,P.2,46
713,2021-01,Jan 2021,Rio de Janeiro,B.1.1,2
714,2021-01,Jan 2021,Rio de Janeiro,B.1.1.28,9
715,2021-01,Jan 2021,Rio de Janeiro,B.1.1.33,6
716,2021-01,Jan 2021,Rio de Janeiro,B.1.1.7 (Alfa),5
717,2021-01,Jan 2021,Rio de Janeiro,Outras,20
718,2021-01,Jan 2021,Rio de Janeiro,P.1 (Gama),4
719,2021-01,Jan 2021,Rio de Janeiro,P.2,134
720,2021-01,Jan 2021,Rondônia,B.1.1.28,3
721,2021-01,Jan 2021,Rondônia,B.1.1.33,6
722,2021-01,Jan 2021,Rondônia,Outras,1
723,2021-01,Jan 2021,Rondônia,P.1 (Gama),4
724,2021-01,Jan 2021,Rondônia,P.2,5
725,2021-01,Jan 2021,Roraima,P.1 (Gama),12
726,2021-01,Jan 2021,Roraima,P.2,1
727,2021-01,Jan 2021,Santa Catarina,B.1.1.28,8
728,2021-01,Jan 2021,Santa Catarina,B.1.1.33,2
729,2021-01,Jan 2021,Santa Catarina,B.1.1.7 (Alfa),1
730,2021-01,Jan 2021,Santa Catarina,Outras,4
731,2021-01,Jan 2021,Santa Catarina,P.1 (Gama),17
732,2021-01,Jan 2021,Santa Catarina,P.2,59
733,2021-01,Jan 2021,Sergipe,B.1.1,1
734,2021-01,Jan 2021,Sergipe,B.1.1.28,7
735,2021-01,Jan 2021,Sergipe,B.1.1.33,2
736,2021-01,Jan 2021,Sergipe,B.1.1.7 (Alfa),1
737,2021-01,Jan 2021,Sergipe,Outras,2
738,2021-01,Jan 2021,Sergipe,P.1 (Gama),7
739,2021-01,Jan 2021,Sergipe,P.2,23
740,2021-01,Jan 2021,São Paulo,B.1.1,1
741,2021-01,Jan 2021,São Paulo,B.1.1.28,66
742,2021-01,Jan 2021,São Paulo,B.1.1.33,6
743,2021-01,Jan 2021,São Paulo,B.1.1.7 (Alfa),21
744,2021-01,Jan 2021,São Paulo,Outras,65
745,2021-01,Jan 2021,São Paulo,P.1 (Gama),47
746,2021-01,Jan 2021,São Paulo,P.2,131
747,2021-01,Jan 2021,Tocantins,B.1.1.28,1
748,2021-01,Jan 2021,Tocantins,P.1 (Gama),2
749,2021-01,Jan 2021,Tocantins,P.2,3
750,2021-02,Fev 2021,Acre,B.1.1.28,2
751,2021-02,Fev 2021,Acre,Outras,2
752,2021-02,Fev 2021,Acre,P.1 (Gama),13
753,2021-02,Fev 2021,Alagoas,B.1.1,2
754,2021-02,Fev 2021,Alagoas,B.1.1.28,3
755,2021-02,Fev 2021,Alagoas,B.1.1.33,4
756,2021-02,Fev 2021,Alagoas,Outras,1
757,2021-02,Fev 2021,Alagoas,P.1 (Gama),33
758,2021-02,Fev 2021,Alagoas,P.2,38
759,2021-02,Fev 2021,Amapá,Outras,2
760,2021-02,Fev 2021,Amapá,P.1 (Gama),37
761,2021-02,Fev 2021,Amapá,P.2,15
762,2021-02,Fev 2021,Amazonas,Outras,1
763,2021-02,Fev 2021,Amazonas,P.1 (Gama),98
764,2021-02,Fev 2021,Amazonas,P.1.2 (Gama),1
765,2021-02,Fev 2021,Bahia,B.1.1,1
766,2021-02,Fev 2021,Bahia,B.1.1.28,11
767,2021-02,Fev 2021,Bahia,B.1.1.33,1
768,2021-02,Fev 2021,Bahia,B.1.1.7 (Alfa),6
769,2021-02,Fev 2021,Bahia,Outras,6
770,2021-02,Fev 2021,Bahia,P.1 (Gama),46
771,2021-02,Fev 2021,Bahia,P.2,49
772,2021-02,Fev 2021,Ceará,P.1 (Gama),17
773,2021-02,Fev 2021,Ceará,P.2,4
774,2021-02,Fev 2021,Distrito Federal,Outras,1
775,2021-02,Fev 2021,Espírito Santo,B.1.1.28,3
776,2021-02,Fev 2021,Espírito Santo,B.1.1.33,1
777,2021-02,Fev 2021,Espírito Santo,B.1.1.7 (Alfa),6
778,2021-02,Fev 2021,Espírito Santo,Outras,1
779,2021-02,Fev 2021,Espírito Santo,P.1 (Gama),7
780,2021-02,Fev 2021,Espírito Santo,P.1.2 (Gama),1
781,2021-02,Fev 2021,Espírito Santo,P.2,14
782,2021-02,Fev 2021,Goiás,B.1.1,10
783,2021-02,Fev 2021,Goiás,B.1.1.28,5
784,2021-02,Fev 2021,Goiás,B.1.1.7 (Alfa),12
785,2021-02,Fev 2021,Goiás,Outras,2
786,2021-02,Fev 2021,Goiás,P.1 (Gama),121
787,2021-02,Fev 2021,Goiás,P.2,37
788,2021-02,Fev 2021,Maranhão,B.1.1,1
789,2021-02,Fev 2021,Maranhão,B.1.1.28,2
790,2021-02,Fev 2021,Maranhão,Outras,13
791,2021-02,Fev 2021,Maranhão,P.1 (Gama),28
792,2021-02,Fev 2021,Maranhão,P.2,6
793,2021-02,Fev 2021,Mato Grosso,P.1 (Gama),1
794,2021-02,Fev 2021,Mato Grosso,P.2,3
795,2021-02,Fev 2021,Mato Grosso do Sul,B.1.1.28,4
796,2021-02,Fev 2021,Mato Grosso do Sul,P.1 (Gama),2
797,2021-02,Fev 2021,Mato Grosso do Sul,P.2,4
798,2021-02,Fev 2021,Minas Gerais,B.1.1.28,12
799,2021-02,Fev 2021,Minas Gerais,B.1.1.7 (Alfa),4
800,2021-02,Fev 2021,Minas Gerais,Outras,3
801,2021-02,Fev 2021,Minas Gerais,P.1 (Gama),53
802,2021-02,Fev 2021,Minas Gerais,P.2,87
803,2021-02,Fev 2021,Paraná,B.1.1.28,3
804,2021-02,Fev 2021,Paraná,B.1.1.7 (Alfa),8
805,2021-02,Fev 2021,Paraná,Outras,2
806,2021-02,Fev 2021,Paraná,P.1 (Gama),13
807,2021-02,Fev 2021,Paraná,P.2,14
808,2021-02,Fev 2021,Paraíba,B.1.1,1
809,2021-02,Fev 2021,Paraíba,B.1.1.28,3
810,2021-02,Fev 2021,Paraíba,P.1 (Gama),15
811,2021-02,Fev 2021,Paraíba,P.1.2 (Gama),1
812,2021-02,Fev 2021,Paraíba,P.2,7
813,2021-02,Fev 2021,Pará,B.1.1.28,1
814,2021-02,Fev 2021,Pará,P.1 (Gama),53
815,2021-02,Fev 2021,Pará,P.1.2 (Gama),3
816,2021-02,Fev 2021,Pará,P.2,13
817,2021-02,Fev 2021,Pernambuco,B.1.1,1
818,2021-02,Fev 2021,Pernambuco,P.1 (Gama),21
819,2021-02,Fev 2021,Pernambuco,P.2,4
820,2021-02,Fev 2021,Piauí,B.1.1.33,3
821,2021-02,Fev 2021,Piauí,Outras,2
822,2021-02,Fev 2021,Piauí,P.1 (Gama),2
823,2021-02,Fev 2021,Piauí,P.2,1
824,2021-02,Fev 2021,Rio Grande do Norte,B.1.1,2
825,2021-02,Fev 2021,Rio Grande do Norte,B.1.1.28,1
826,2021-02,Fev 2021,Rio Grande do Norte,Outras,2
827,2021-02,Fev 2021,Rio Grande do Norte,P.1 (Gama),21
828,2021-02,Fev 2021,Rio Grande do Norte,P.2,14
829,2021-02,Fev 2021,Rio Grande do Sul,B.1.1.28,13
830,2021-02,Fev 2021,Rio Grande do Sul,B.1.1.33,2
831,2021-02,Fev 2021,Rio Grande do Sul,B.1.1.7 (Alfa),1
832,2021-02,Fev 2021,Rio Grande do Sul,Outras,2
833,2021-02,Fev 2021,Rio Grande do Sul,P.1 (Gama),69
834,2021-02,Fev 2021,Rio Grande do Sul,P.1.2 (Gama),15
835,2021-02,Fev 2021,Rio Grande do Sul,P.2,30
836,2021-02,Fev 2021,Rio de Janeiro,B.1,1
837,2021-02,Fev 2021,Rio de Janeiro,B.1.1.28,4
838,2021-02,Fev 2021,Rio de Janeiro,B.1.1.33,1
839,2021-02,Fev 2021,Rio de Janeiro,B.1.1.7 (Alfa),5
840,2021-02,Fev 2021,Rio de Janeiro,Outras,28
841,2021-02,Fev 2021,Rio de Janeiro,P.1 (Gama),111
842,2021-02,Fev 2021,Rio de Janeiro,P.2,63
843,2021-02,Fev 2021,Rondônia,P.1 (Gama),4
844,2021-02,Fev 2021,Rondônia,P.2,1
845,2021-02,Fev 2021,Roraima,Outras,1
846,2021-02,Fev 2021,Roraima,P.1 (Gama),15
847,2021-02,Fev 2021,Santa Catarina,B.1.1,1
848,2021-02,Fev 2021,Santa Catarina,B.1.1.28,3
849,2021-02,Fev 2021,Santa Catarina,B.1.1.7 (Alfa),1
850,2021-02,Fev 2021,Santa Catarina,Outras,1
851,2021-02,Fev 2021,Santa Catarina,P.1 (Gama),121
852,2021-02,Fev 2021,Santa Catarina,P.2,32
853,2021-02,Fev 2021,Sergipe,B.1.1,1
854,2021-02,Fev 2021,Sergipe,B.1.1.28,5
855,2021-02,Fev 2021,Sergipe,B.1.1.33,1
856,2021-02,Fev 2021,Sergipe,Outras,3
857,2021-02,Fev 2021,Sergipe,P.1 (Gama),113
858,2021-02,Fev 2021,Sergipe,P.1.2 (Gama),32
859,2021-02,Fev 2021,Sergipe,P.2,25
860,2021-02,Fev 2021,São Paulo,B.1,1
861,2021-02,Fev 2021,São Paulo,B.1.1.28,99
862,2021-02,Fev 2021,São Paulo,B.1.1.33,1
863,2021-02,Fev 2021,São Paulo,B.1.1.7 (Alfa),9
864,2021-02,Fev 2021,São Paulo,Outras,65
865,2021-02,Fev 2021,São Paulo,P.1 (Gama),204
866,2021-02,Fev 2021,São Paulo,P.2,148
867,2021-02,Fev 2021,Tocantins,B.1.1.28,7
868,2021-02,Fev 2021,Tocantins,Outras,1
869,2021-02,Fev 2021,Tocantins,P.1 (Gama),7
870,2021-02,Fev 2021,Tocantins,P.2,7
871,2021-03,Mar 2021,Acre,P.1 (Gama),31
872,2021-03,Mar 2021,Alagoas,P.1 (Gama),22
873,2021-03,Mar 2021,Amapá,P.1 (Gama),22
874,2021-03,Mar 2021,Amapá,P.2,1
875,2021-03,Mar 2021,Amazonas,P.1 (Gama),137
876,2021-03,Mar 2021,Amazonas,P.1.2 (Gama),8
877,2021-03,Mar 2021,Bahia,B.1.1,3
878,2021-03,Mar 2021,Bahia,B.1.1.28,2
879,2021-03,Mar 2021,Bahia,B.1.1.7 (Alfa),1
880,2021-03,Mar 2021,Bahia,P.1 (Gama),51
881,2021-03,Mar 2021,Bahia,P.1.2 (Gama),1
882,2021-03,Mar 2021,Bahia,P.2,5
883,2021-03,Mar 2021,Ceará,P.1 (Gama),18
884,2021-03,Mar 2021,Espírito Santo,B.1.1.7 (Alfa),8
885,2021-03,Mar 2021,Espírito Santo,P.1 (Gama),6
886,2021-03,Mar 2021,Espírito Santo,P.2,2
887,2021-03,Mar 2021,Goiás,B.1.1,2
888,2021-03,Mar 2021,Goiás,B.1.1.28,2
889,2021-03,Mar 2021,Goiás,B.1.1.7 (Alfa),6
890,2021-03,Mar 2021,Goiás,P.1 (Gama),222
891,2021-03,Mar 2021,Goiás,P.2,6
892,2021-03,Mar 2021,Maranhão,Outras,3
893,2021-03,Mar 2021,Maranhão,P.1 (Gama),28
894,2021-03,Mar 2021,Mato Grosso,P.1 (Gama),5
895,2021-03,Mar 2021,Mato Grosso,P.2,1
896,2021-03,Mar 2021,Mato Grosso do Sul,B.1.1.28,1
897,2021-03,Mar 2021,Mato Grosso do Sul,P.1 (Gama),18
898,2021-03,Mar 2021,Mato Grosso do Sul,P.2,2
899,2021-03,Mar 2021,Minas Gerais,B.1.1.28,1
900,2021-03,Mar 2021,Minas Gerais,B.1.1.33,1
901,2021-03,Mar 2021,Minas Gerais,B.1.1.7 (Alfa),6
902,2021-03,Mar 2021,Minas Gerais,P.1 (Gama),66
903,2021-03,Mar 2021,Minas Gerais,P.2,13
904,2021-03,Mar 2021,Paraná,B.1.1,2
905,2021-03,Mar 2021,Paraná,B.1.1.28,6
906,2021-03,Mar 2021,Paraná,B.1.1.7 (Alfa),1
907,2021-03,Mar 2021,Paraná,Outras,14
908,2021-03,Mar 2021,Paraná,P.1 (Gama),89
909,2021-03,Mar 2021,Paraná,P.2,16
910,2021-03,Mar 2021,Paraná,P.4,2
911,2021-03,Mar 2021,Paraíba,B.1.1.7 (Alfa),1
912,2021-03,Mar 2021,Paraíba,P.1 (Gama),32
913,2021-03,Mar 2021,Paraíba,P.2,3
914,2021-03,Mar 2021,Pará,P.1 (Gama),36
915,2021-03,Mar 2021,Pará,P.2,1
916,2021-03,Mar 2021,Pernambuco,B.1.1,1
917,2021-03,Mar 2021,Pernambuco,B.1.1.28,1
918,2021-03,Mar 2021,Pernambuco,P.1 (Gama),4
919,2021-03,Mar 2021,Piauí,P.1 (Gama),1
920,2021-03,Mar 2021,Rio Grande do Norte,P.1 (Gama),10
921,2021-03,Mar 2021,Rio Grande do Sul,B.1.1.28,4
922,2021-03,Mar 2021,Rio Grande do Sul,B.1.1.33,1
923,2021-03,Mar 2021,Rio Grande do Sul,P.1 (Gama),121
924,2021-03,Mar 2021,Rio Grande do Sul,P.1.2 (Gama),7
925,2021-03,Mar 2021,Rio Grande do Sul,P.2,7
926,2021-03,Mar 2021,Rio Grande do Sul,P.4,1
927,2021-03,Mar 2021,Rio de Janeiro,B.1.1.28,1
928,2021-03,Mar 2021,Rio de Janeiro,B.1.1.7 (Alfa),11
929,2021-03,Mar 2021,Rio de Janeiro,Outras,32
930,2021-03,Mar 2021,Rio de Janeiro,P.1 (Gama),402
