,Date,Período,Região,Linhagem,Linhagens relevantes,Frequência
420,2021-01,Jan 2021,Nordeste,P.7,Outras,5
421,2021-01,Jan 2021,Norte,B.1,Outras,2
422,2021-01,Jan 2021,Norte,B.1.1,B.1.1,3
423,2021-01,Jan 2021,Norte,B.1.1.28,B.1.1.28,25
424,2021-01,Jan 2021,Norte,B.1.1.33,B.1.1.33,12
425,2021-01,Jan 2021,Norte,B.1.1.348,Outras,2
426,2021-01,Jan 2021,Norte,B.1.1.378,Outras,1
427,2021-01,Jan 2021,Norte,B.1.1.398,Outras,1
428,2021-01,Jan 2021,Norte,B.1.160.25,Outras,2
429,2021-01,Jan 2021,Norte,N.1,Outras,1
430,2021-01,Jan 2021,Norte,N.9,Outras,3
431,2021-01,Jan 2021,Norte,P.1 (Gama),P.1 (Gama),238
432,2021-01,Jan 2021,Norte,P.2,P.2,113
433,2021-01,Jan 2021,Sudeste,B.1.1,B.1.1,3
434,2021-01,Jan 2021,Sudeste,B.1.1.277,Outras,1
435,2021-01,Jan 2021,Sudeste,B.1.1.28,B.1.1.28,78
436,2021-01,Jan 2021,Sudeste,B.1.1.33,B.1.1.33,25
437,2021-01,Jan 2021,Sudeste,B.1.1.332,Outras,2
438,2021-01,Jan 2021,Sudeste,B.1.1.393,Outras,2
439,2021-01,Jan 2021,Sudeste,B.1.1.519,Outras,3
440,2021-01,Jan 2021,Sudeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),40
441,2021-01,Jan 2021,Sudeste,B.1.177.52,Outras,3
442,2021-01,Jan 2021,Sudeste,B.1.2,Outras,2
443,2021-01,Jan 2021,Sudeste,B.1.221,Outras,1
444,2021-01,Jan 2021,Sudeste,B.1.234,Outras,2
445,2021-01,Jan 2021,Sudeste,N.6,Outras,2
446,2021-01,Jan 2021,Sudeste,N.9,Outras,12
447,2021-01,Jan 2021,Sudeste,P.1 (Gama),P.1 (Gama),61
448,2021-01,Jan 2021,Sudeste,P.2,P.2,345
449,2021-01,Jan 2021,Sudeste,P.7,Outras,5
450,2021-01,Jan 2021,Sul,B.1,Outras,1
451,2021-01,Jan 2021,Sul,B.1.1.28,B.1.1.28,24
452,2021-01,Jan 2021,Sul,B.1.1.33,B.1.1.33,5
453,2021-01,Jan 2021,Sul,B.1.1.7 (Alfa),B.1.1.7 (Alfa),4
454,2021-01,Jan 2021,Sul,B.1.375,Outras,1
455,2021-01,Jan 2021,Sul,B.1.575,Outras,1
456,2021-01,Jan 2021,Sul,C.36,Outras,1
457,2021-01,Jan 2021,Sul,N.5,Outras,1
458,2021-01,Jan 2021,Sul,N.9,Outras,4
459,2021-01,Jan 2021,Sul,P.1 (Gama),P.1 (Gama),27
460,2021-01,Jan 2021,Sul,P.1.3,Outras,1
461,2021-01,Jan 2021,Sul,P.2,P.2,129
462,2021-01,Jan 2021,Sul,P.7,Outras,13
463,2021-02,Fev 2021,Centro-oeste,B.1.1,B.1.1,2
464,2021-02,Fev 2021,Centro-oeste,B.1.1.274,Outras,1
465,2021-02,Fev 2021,Centro-oeste,B.1.1.28,B.1.1.28,9
466,2021-02,Fev 2021,Centro-oeste,B.1.1.33,B.1.1.33,1
467,2021-02,Fev 2021,Centro-oeste,B.1.1.376,Outras,1
468,2021-02,Fev 2021,Centro-oeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),20
469,2021-02,Fev 2021,Centro-oeste,B.1.177.32,Outras,1
470,2021-02,Fev 2021,Centro-oeste,P.1 (Gama),P.1 (Gama),147
471,2021-02,Fev 2021,Centro-oeste,P.1.7 (Gama),P.1.7 (Gama),1
472,2021-02,Fev 2021,Centro-oeste,P.2,P.2,81
473,2021-02,Fev 2021,Centro-oeste,P.7,Outras,1
474,2021-02,Fev 2021,Nordeste,B.1.1,B.1.1,9
475,2021-02,Fev 2021,Nordeste,B.1.1.28,B.1.1.28,21
476,2021-02,Fev 2021,Nordeste,B.1.1.33,B.1.1.33,9
477,2021-02,Fev 2021,Nordeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),6
478,2021-02,Fev 2021,Nordeste,B.1.525 (Eta),Outras,1
479,2021-02,Fev 2021,Nordeste,C.14,Outras,2
480,2021-02,Fev 2021,Nordeste,N.10,Outras,7
481,2021-02,Fev 2021,Nordeste,N.9,Outras,16
482,2021-02,Fev 2021,Nordeste,P.1 (Gama),P.1 (Gama),367
483,2021-02,Fev 2021,Nordeste,P.1.3,Outras,1
484,2021-02,Fev 2021,Nordeste,P.1.7 (Gama),P.1.7 (Gama),2
485,2021-02,Fev 2021,Nordeste,P.2,P.2,153
486,2021-02,Fev 2021,Nordeste,P.7,Outras,5
487,2021-02,Fev 2021,Norte,B.1.1,B.1.1,1
488,2021-02,Fev 2021,Norte,B.1.1.236,Outras,1
489,2021-02,Fev 2021,Norte,B.1.1.28,B.1.1.28,6
490,2021-02,Fev 2021,Norte,B.1.1.333,Outras,1
491,2021-02,Fev 2021,Norte,B.1.1.348,Outras,2
492,2021-02,Fev 2021,Norte,B.1.1.398,Outras,1
493,2021-02,Fev 2021,Norte,N.10,Outras,1
494,2021-02,Fev 2021,Norte,N.9,Outras,1
495,2021-02,Fev 2021,Norte,P.1 (Gama),P.1 (Gama),281
496,2021-02,Fev 2021,Norte,P.1.3,Outras,1
497,2021-02,Fev 2021,Norte,P.2,P.2,41
498,2021-02,Fev 2021,Sudeste,B.1,Outras,4
499,2021-02,Fev 2021,Sudeste,B.1.1,B.1.1,3
500,2021-02,Fev 2021,Sudeste,B.1.1.28,B.1.1.28,70
501,2021-02,Fev 2021,Sudeste,B.1.1.33,B.1.1.33,3
502,2021-02,Fev 2021,Sudeste,B.1.1.332,Outras,3
503,2021-02,Fev 2021,Sudeste,B.1.1.348,Outras,1
504,2021-02,Fev 2021,Sudeste,B.1.1.393,Outras,2
505,2021-02,Fev 2021,Sudeste,B.1.1.519,Outras,1
506,2021-02,Fev 2021,Sudeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),24
507,2021-02,Fev 2021,Sudeste,B.1.459,Outras,1
508,2021-02,Fev 2021,Sudeste,B.1.566,Outras,1
509,2021-02,Fev 2021,Sudeste,C.37 (Lambda),Outras,2
510,2021-02,Fev 2021,Sudeste,N.9,Outras,6
511,2021-02,Fev 2021,Sudeste,P.1 (Gama),P.1 (Gama),403
512,2021-02,Fev 2021,Sudeste,P.2,P.2,324
513,2021-02,Fev 2021,Sudeste,P.4,Outras,4
514,2021-02,Fev 2021,Sudeste,P.7,Outras,10
515,2021-02,Fev 2021,Sul,B.1.1,B.1.1,1
516,2021-02,Fev 2021,Sul,B.1.1.161,Outras,1
517,2021-02,Fev 2021,Sul,B.1.1.28,B.1.1.28,6
518,2021-02,Fev 2021,Sul,B.1.1.33,B.1.1.33,2
519,2021-02,Fev 2021,Sul,B.1.1.332,Outras,2
520,2021-02,Fev 2021,Sul,B.1.1.7 (Alfa),B.1.1.7 (Alfa),8
521,2021-02,Fev 2021,Sul,C.36,Outras,1
522,2021-02,Fev 2021,Sul,N.9,Outras,1
523,2021-02,Fev 2021,Sul,P.1 (Gama),P.1 (Gama),220
524,2021-02,Fev 2021,Sul,P.2,P.2,77
525,2021-02,Fev 2021,Sul,P.7,Outras,10
526,2021-03,Mar 2021,Centro-oeste,B.1.1.28,B.1.1.28,1
527,2021-03,Mar 2021,Centro-oeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),10
528,2021-03,Mar 2021,Centro-oeste,P.1 (Gama),P.1 (Gama),265
529,2021-03,Mar 2021,Centro-oeste,P.1.7 (Gama),P.1.7 (Gama),1
530,2021-03,Mar 2021,Centro-oeste,P.2,P.2,14
531,2021-03,Mar 2021,Nordeste,B.1.1,B.1.1,4
532,2021-03,Mar 2021,Nordeste,B.1.1.277,Outras,1
533,2021-03,Mar 2021,Nordeste,B.1.1.28,B.1.1.28,1
534,2021-03,Mar 2021,Nordeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),3
535,2021-03,Mar 2021,Nordeste,N.10,Outras,1
536,2021-03,Mar 2021,Nordeste,N.9,Outras,2
537,2021-03,Mar 2021,Nordeste,P.1 (Gama),P.1 (Gama),363
538,2021-03,Mar 2021,Nordeste,P.1.3,Outras,1
539,2021-03,Mar 2021,Nordeste,P.1.7 (Gama),P.1.7 (Gama),5
540,2021-03,Mar 2021,Nordeste,P.2,P.2,18
541,2021-03,Mar 2021,Norte,B.1.1.277,Outras,1
542,2021-03,Mar 2021,Norte,B.1.1.28,B.1.1.28,1
543,2021-03,Mar 2021,Norte,B.1.1.33,B.1.1.33,1
544,2021-03,Mar 2021,Norte,P.1 (Gama),P.1 (Gama),284
545,2021-03,Mar 2021,Norte,P.1.3,Outras,4
546,2021-03,Mar 2021,Norte,P.1.4 (Gama),P.1.4 (Gama),3
547,2021-03,Mar 2021,Norte,P.1.6 (Gama),Outras,1
548,2021-03,Mar 2021,Norte,P.1.7 (Gama),P.1.7 (Gama),1
549,2021-03,Mar 2021,Norte,P.2,P.2,4
550,2021-03,Mar 2021,Sudeste,B.1,Outras,1
551,2021-03,Mar 2021,Sudeste,B.1.1.28,B.1.1.28,51
552,2021-03,Mar 2021,Sudeste,B.1.1.33,B.1.1.33,1
553,2021-03,Mar 2021,Sudeste,B.1.1.332,Outras,1
554,2021-03,Mar 2021,Sudeste,B.1.1.41,Outras,1
555,2021-03,Mar 2021,Sudeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),145
556,2021-03,Mar 2021,Sudeste,B.1.243,Outras,1
557,2021-03,Mar 2021,Sudeste,B.1.351 (Beta),Outras,3
558,2021-03,Mar 2021,Sudeste,B.1.566,Outras,2
559,2021-03,Mar 2021,Sudeste,N.9,Outras,5
560,2021-03,Mar 2021,Sudeste,P.1 (Gama),P.1 (Gama),2052
561,2021-03,Mar 2021,Sudeste,P.1.3,Outras,1
562,2021-03,Mar 2021,Sudeste,P.1.7 (Gama),P.1.7 (Gama),3
563,2021-03,Mar 2021,Sudeste,P.2,P.2,144
564,2021-03,Mar 2021,Sudeste,P.4,Outras,41
565,2021-03,Mar 2021,Sudeste,P.5,Outras,12
566,2021-03,Mar 2021,Sudeste,P.7,Outras,5
567,2021-03,Mar 2021,Sul,B.1.1.28,B.1.1.28,5
568,2021-03,Mar 2021,Sul,B.1.1.33,B.1.1.33,2
569,2021-03,Mar 2021,Sul,B.1.1.7 (Alfa),B.1.1.7 (Alfa),1
570,2021-03,Mar 2021,Sul,P.1 (Gama),P.1 (Gama),327
571,2021-03,Mar 2021,Sul,P.2,P.2,32
572,2021-03,Mar 2021,Sul,P.7,Outras,3
573,2021-04,Abr 2021,Centro-oeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),3
574,2021-04,Abr 2021,Centro-oeste,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),3
575,2021-04,Abr 2021,Centro-oeste,P.1 (Gama),P.1 (Gama),200
576,2021-04,Abr 2021,Centro-oeste,P.1.7 (Gama),P.1.7 (Gama),5
577,2021-04,Abr 2021,Centro-oeste,P.2,P.2,2
578,2021-04,Abr 2021,Nordeste,B.1.1.28,B.1.1.28,1
579,2021-04,Abr 2021,Nordeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),1
580,2021-04,Abr 2021,Nordeste,P.1 (Gama),P.1 (Gama),245
581,2021-04,Abr 2021,Nordeste,P.1.7 (Gama),P.1.7 (Gama),9
582,2021-04,Abr 2021,Nordeste,P.2,P.2,4
583,2021-04,Abr 2021,Norte,B.1.1.7 (Alfa),B.1.1.7 (Alfa),1
584,2021-04,Abr 2021,Norte,B.1.190,Outras,1
585,2021-04,Abr 2021,Norte,P.1 (Gama),P.1 (Gama),192
586,2021-04,Abr 2021,Norte,P.1.3,Outras,3
587,2021-04,Abr 2021,Norte,P.1.4 (Gama),P.1.4 (Gama),27
588,2021-04,Abr 2021,Norte,P.1.5,Outras,3
589,2021-04,Abr 2021,Norte,P.1.6 (Gama),Outras,17
590,2021-04,Abr 2021,Norte,P.1.7 (Gama),P.1.7 (Gama),1
591,2021-04,Abr 2021,Sudeste,B.1.1,B.1.1,4
592,2021-04,Abr 2021,Sudeste,B.1.1.28,B.1.1.28,14
593,2021-04,Abr 2021,Sudeste,B.1.1.318,Outras,5
594,2021-04,Abr 2021,Sudeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),126
595,2021-04,Abr 2021,Sudeste,B.1.351 (Beta),Outras,2
596,2021-04,Abr 2021,Sudeste,N.10,Outras,2
597,2021-04,Abr 2021,Sudeste,P.1 (Gama),P.1 (Gama),3272
598,2021-04,Abr 2021,Sudeste,P.1.3,Outras,3
599,2021-04,Abr 2021,Sudeste,P.1.7 (Gama),P.1.7 (Gama),17
600,2021-04,Abr 2021,Sudeste,P.2,P.2,32
601,2021-04,Abr 2021,Sudeste,P.4,Outras,48
602,2021-04,Abr 2021,Sudeste,P.5,Outras,11
603,2021-04,Abr 2021,Sudeste,P.7,Outras,1
604,2021-04,Abr 2021,Sul,B.1.1.28,B.1.1.28,2
605,2021-04,Abr 2021,Sul,B.1.1.7 (Alfa),B.1.1.7 (Alfa),3
606,2021-04,Abr 2021,Sul,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),3
607,2021-04,Abr 2021,Sul,N.10,Outras,1
608,2021-04,Abr 2021,Sul,P.1 (Gama),P.1 (Gama),337
609,2021-04,Abr 2021,Sul,P.1.3,Outras,1
610,2021-04,Abr 2021,Sul,P.1.4 (Gama),P.1.4 (Gama),2
611,2021-04,Abr 2021,Sul,P.1.7 (Gama),P.1.7 (Gama),5
612,2021-04,Abr 2021,Sul,P.2,P.2,9
613,2021-05,Mai 2021,Centro-oeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),2
614,2021-05,Mai 2021,Centro-oeste,P.1 (Gama),P.1 (Gama),231
615,2021-05,Mai 2021,Centro-oeste,P.1.7 (Gama),P.1.7 (Gama),30
616,2021-05,Mai 2021,Nordeste,B.1.1,B.1.1,1
617,2021-05,Mai 2021,Nordeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),16
618,2021-05,Mai 2021,Nordeste,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),5
619,2021-05,Mai 2021,Nordeste,P.1 (Gama),P.1 (Gama),490
620,2021-05,Mai 2021,Nordeste,P.1.3,Outras,1
621,2021-05,Mai 2021,Nordeste,P.1.4 (Gama),P.1.4 (Gama),6
622,2021-05,Mai 2021,Nordeste,P.1.7 (Gama),P.1.7 (Gama),33
623,2021-05,Mai 2021,Nordeste,P.2,P.2,1
624,2021-05,Mai 2021,Nordeste,P.4,Outras,1
625,2021-05,Mai 2021,Norte,P.1 (Gama),P.1 (Gama),155
626,2021-05,Mai 2021,Norte,P.1.3,Outras,23
627,2021-05,Mai 2021,Norte,P.1.4 (Gama),P.1.4 (Gama),64
628,2021-05,Mai 2021,Norte,P.1.5,Outras,4
629,2021-05,Mai 2021,Norte,P.1.6 (Gama),Outras,70
630,2021-05,Mai 2021,Norte,P.1.7 (Gama),P.1.7 (Gama),8
631,2021-05,Mai 2021,Sudeste,B.1.1.28,B.1.1.28,3
632,2021-05,Mai 2021,Sudeste,B.1.1.318,Outras,4
633,2021-05,Mai 2021,Sudeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),109
634,2021-05,Mai 2021,Sudeste,B.1.177,Outras,1
635,2021-05,Mai 2021,Sudeste,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),2
636,2021-05,Mai 2021,Sudeste,B.1.631,Outras,1
637,2021-05,Mai 2021,Sudeste,P.1 (Gama),P.1 (Gama),3747
638,2021-05,Mai 2021,Sudeste,P.1.3,Outras,6
639,2021-05,Mai 2021,Sudeste,P.1.4 (Gama),P.1.4 (Gama),1
640,2021-05,Mai 2021,Sudeste,P.1.5,Outras,1
641,2021-05,Mai 2021,Sudeste,P.1.7 (Gama),P.1.7 (Gama),73
642,2021-05,Mai 2021,Sudeste,P.1.8,Outras,1
643,2021-05,Mai 2021,Sudeste,P.2,P.2,3
644,2021-05,Mai 2021,Sudeste,P.4,Outras,57
645,2021-05,Mai 2021,Sudeste,P.5,Outras,5
646,2021-05,Mai 2021,Sul,B.1.1.28,B.1.1.28,24
647,2021-05,Mai 2021,Sul,B.1.1.7 (Alfa),B.1.1.7 (Alfa),3
648,2021-05,Mai 2021,Sul,C.37 (Lambda),Outras,1
649,2021-05,Mai 2021,Sul,P.1 (Gama),P.1 (Gama),277
650,2021-05,Mai 2021,Sul,P.1.7 (Gama),P.1.7 (Gama),5
651,2021-06,Jun 2021,Centro-oeste,B.1,Outras,1
652,2021-06,Jun 2021,Centro-oeste,B.1.621,Outras,1
653,2021-06,Jun 2021,Centro-oeste,P.1 (Gama),P.1 (Gama),363
654,2021-06,Jun 2021,Centro-oeste,P.1.7 (Gama),P.1.7 (Gama),118
655,2021-06,Jun 2021,Nordeste,B.1,Outras,1
656,2021-06,Jun 2021,Nordeste,B.1.1.28,B.1.1.28,1
657,2021-06,Jun 2021,Nordeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),21
658,2021-06,Jun 2021,Nordeste,P.1 (Gama),P.1 (Gama),518
659,2021-06,Jun 2021,Nordeste,P.1.3,Outras,1
660,2021-06,Jun 2021,Nordeste,P.1.7 (Gama),P.1.7 (Gama),36
661,2021-06,Jun 2021,Nordeste,P.1.8,Outras,1
662,2021-06,Jun 2021,Norte,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),1
663,2021-06,Jun 2021,Norte,P.1 (Gama),P.1 (Gama),154
664,2021-06,Jun 2021,Norte,P.1.3,Outras,1
665,2021-06,Jun 2021,Norte,P.1.4 (Gama),P.1.4 (Gama),143
666,2021-06,Jun 2021,Norte,P.1.5,Outras,3
667,2021-06,Jun 2021,Norte,P.1.6 (Gama),Outras,101
668,2021-06,Jun 2021,Norte,P.1.7 (Gama),P.1.7 (Gama),32
669,2021-06,Jun 2021,Norte,P.1.8,Outras,1
670,2021-06,Jun 2021,Sudeste,B.1.1,B.1.1,3
671,2021-06,Jun 2021,Sudeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),20
672,2021-06,Jun 2021,Sudeste,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),71
673,2021-06,Jun 2021,Sudeste,B.1.621,Outras,1
674,2021-06,Jun 2021,Sudeste,C.37 (Lambda),Outras,3
675,2021-06,Jun 2021,Sudeste,P.1 (Gama),P.1 (Gama),1717
676,2021-06,Jun 2021,Sudeste,P.1.3,Outras,2
677,2021-06,Jun 2021,Sudeste,P.1.4 (Gama),P.1.4 (Gama),4
678,2021-06,Jun 2021,Sudeste,P.1.6 (Gama),Outras,1
679,2021-06,Jun 2021,Sudeste,P.1.7 (Gama),P.1.7 (Gama),64
680,2021-06,Jun 2021,Sudeste,P.1.8,Outras,29
681,2021-06,Jun 2021,Sudeste,P.2,P.2,1
682,2021-06,Jun 2021,Sudeste,P.4,Outras,29
683,2021-06,Jun 2021,Sudeste,P.5,Outras,5
684,2021-06,Jun 2021,Sul,B.1.1.7 (Alfa),B.1.1.7 (Alfa),2
685,2021-06,Jun 2021,Sul,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),7
686,2021-06,Jun 2021,Sul,C.37 (Lambda),Outras,1
687,2021-06,Jun 2021,Sul,P.1 (Gama),P.1 (Gama),311
688,2021-06,Jun 2021,Sul,P.1.3,Outras,2
689,2021-06,Jun 2021,Sul,P.1.7 (Gama),P.1.7 (Gama),7
690,2021-06,Jun 2021,Sul,P.1.8,Outras,5
691,2021-07,Jul 2021,Centro-oeste,B.1.177.86,Outras,1
692,2021-07,Jul 2021,Centro-oeste,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),5
693,2021-07,Jul 2021,Centro-oeste,P.1 (Gama),P.1 (Gama),105
694,2021-07,Jul 2021,Centro-oeste,P.1.3,Outras,1
695,2021-07,Jul 2021,Centro-oeste,P.1.7 (Gama),P.1.7 (Gama),63
696,2021-07,Jul 2021,Nordeste,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),7
697,2021-07,Jul 2021,Nordeste,P.1 (Gama),P.1 (Gama),437
698,2021-07,Jul 2021,Nordeste,P.1.4 (Gama),P.1.4 (Gama),3
699,2021-07,Jul 2021,Nordeste,P.1.7 (Gama),P.1.7 (Gama),35
700,2021-07,Jul 2021,Nordeste,P.1.8,Outras,3
701,2021-07,Jul 2021,Norte,B.1.1,B.1.1,1
702,2021-07,Jul 2021,Norte,B.1.351 (Beta),Outras,2
703,2021-07,Jul 2021,Norte,P.1 (Gama),P.1 (Gama),58
704,2021-07,Jul 2021,Norte,P.1.4 (Gama),P.1.4 (Gama),37
705,2021-07,Jul 2021,Norte,P.1.5,Outras,1
706,2021-07,Jul 2021,Norte,P.1.6 (Gama),Outras,6
707,2021-07,Jul 2021,Norte,P.1.7 (Gama),P.1.7 (Gama),7
708,2021-07,Jul 2021,Norte,P.1.8,Outras,1
709,2021-07,Jul 2021,Norte,P.2,P.2,1
710,2021-07,Jul 2021,Sudeste,B.1.1,B.1.1,1
711,2021-07,Jul 2021,Sudeste,B.1.1.28,B.1.1.28,1
712,2021-07,Jul 2021,Sudeste,B.1.1.7 (Alfa),B.1.1.7 (Alfa),3
713,2021-07,Jul 2021,Sudeste,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),375
714,2021-07,Jul 2021,Sudeste,B.1.621,Outras,5
715,2021-07,Jul 2021,Sudeste,P.1 (Gama),P.1 (Gama),449
716,2021-07,Jul 2021,Sudeste,P.1.3,Outras,2
717,2021-07,Jul 2021,Sudeste,P.1.4 (Gama),P.1.4 (Gama),6
718,2021-07,Jul 2021,Sudeste,P.1.7 (Gama),P.1.7 (Gama),33
719,2021-07,Jul 2021,Sudeste,P.1.8,Outras,16
720,2021-07,Jul 2021,Sudeste,P.4,Outras,1
721,2021-07,Jul 2021,Sudeste,P.5,Outras,2
722,2021-07,Jul 2021,Sul,B.1.1.28,B.1.1.28,1
723,2021-07,Jul 2021,Sul,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),38
724,2021-07,Jul 2021,Sul,P.1 (Gama),P.1 (Gama),147
725,2021-07,Jul 2021,Sul,P.1.7 (Gama),P.1.7 (Gama),9
726,2021-07,Jul 2021,Sul,P.1.8,Outras,12
727,2021-07,Jul 2021,Sul,P.2,P.2,1
728,2021-08,Ago 2021,Centro-oeste,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),12
729,2021-08,Ago 2021,Centro-oeste,P.1 (Gama),P.1 (Gama),38
730,2021-08,Ago 2021,Centro-oeste,P.1.3,Outras,3
731,2021-08,Ago 2021,Centro-oeste,P.1.7 (Gama),P.1.7 (Gama),61
732,2021-08,Ago 2021,Sudeste,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),196
733,2021-08,Ago 2021,Sudeste,B.1.621,Outras,3
734,2021-08,Ago 2021,Sudeste,P.1 (Gama),P.1 (Gama),17
735,2021-08,Ago 2021,Sudeste,P.1.3,Outras,4
736,2021-08,Ago 2021,Sudeste,P.1.7 (Gama),P.1.7 (Gama),11
737,2021-08,Ago 2021,Sudeste,P.1.8,Outras,4
738,2021-08,Ago 2021,Sul,B.1.617.2+AY.* (Delta),B.1.617.2+AY.* (Delta),5
739,2021-08,Ago 2021,Sul,P.1 (Gama),P.1 (Gama),5
