Data,Período,Região,Estado,Variantes relevantes,Quantidade
2023-07-01,Jul 2023,Norte,Rondônia,XBB.1.5.70.*+GK.* (Omicron),2
2023-07-01,Jul 2023,Sudeste,Espírito Santo,FE.1.* (Omicron),9
2023-07-01,Jul 2023,Sudeste,Espírito Santo,Outras,7
2023-07-01,Jul 2023,Sudeste,Espírito Santo,XBB.1.5.70.*+GK.* (Omicron),3
2023-07-01,Jul 2023,Sudeste,Minas Gerais,FE.1.* (Omicron),19
2023-07-01,Jul 2023,Sudeste,Minas Gerais,HA.1.* (Omicron),1
2023-07-01,Jul 2023,Sudeste,Minas Gerais,JD.1.* (Omicron),2
2023-07-01,Jul 2023,Sudeste,Minas Gerais,Outras,14
2023-07-01,Jul 2023,Sudeste,Minas Gerais,XBB.1.5.* (Omicron),6
2023-07-01,Jul 2023,Sudeste,Minas Gerais,XBB.1.5.70.*+GK.* (Omicron),18
2023-07-01,Jul 2023,Sudeste,Rio de Janeiro,EG.5.* (Omicron),1
2023-07-01,Jul 2023,Sudeste,Rio de Janeiro,HA.1.* (Omicron),1
2023-07-01,Jul 2023,Sudeste,Rio de Janeiro,Outras,2
2023-07-01,Jul 2023,Sudeste,Rio de Janeiro,XBB.1.5.70.*+GK.* (Omicron),4
2023-07-01,Jul 2023,Sudeste,São Paulo,FE.1.* (Omicron),4
2023-07-01,Jul 2023,Sudeste,São Paulo,HA.1.* (Omicron),1
2023-07-01,Jul 2023,Sudeste,São Paulo,Outras,3
2023-07-01,Jul 2023,Sudeste,São Paulo,XBB.1.5.70.*+GK.* (Omicron),3
2023-07-01,Jul 2023,Sul,Rio Grande do Sul,FE.1.* (Omicron),3
2023-07-01,Jul 2023,Sul,Rio Grande do Sul,JD.1.* (Omicron),1
2023-07-01,Jul 2023,Sul,Rio Grande do Sul,Outras,2
2023-07-01,Jul 2023,Sul,Rio Grande do Sul,XBB.1.5.70.*+GK.* (Omicron),1
2023-07-01,Jul 2023,Sul,Santa Catarina,EG.5.* (Omicron),1
2023-07-01,Jul 2023,Sul,Santa Catarina,FE.1.* (Omicron),1
2023-07-01,Jul 2023,Sul,Santa Catarina,HA.1.* (Omicron),2
2023-07-01,Jul 2023,Sul,Santa Catarina,Outras,1
2023-07-01,Jul 2023,Sul,Santa Catarina,XBB.1.5.* (Omicron),2
2023-07-01,Jul 2023,Sul,Santa Catarina,XBB.1.5.70.*+GK.* (Omicron),3
2023-08-01,Ago 2023,Centro-oeste,Distrito Federal,EG.5.* (Omicron),1
2023-08-01,Ago 2023,Centro-oeste,Mato Grosso do Sul,FE.1.* (Omicron),1
2023-08-01,Ago 2023,Centro-oeste,Mato Grosso do Sul,Outras,1
2023-08-01,Ago 2023,Centro-oeste,Mato Grosso do Sul,XBB.1.5.70.*+GK.* (Omicron),1
2023-08-01,Ago 2023,Nordeste,Bahia,Outras,1
2023-08-01,Ago 2023,Nordeste,Bahia,XBB.1.5.70.*+GK.* (Omicron),5
2023-08-01,Ago 2023,Norte,Amazonas,XBB.1.5.* (Omicron),7
2023-08-01,Ago 2023,Norte,Amazonas,XBB.1.5.70.*+GK.* (Omicron),16
2023-08-01,Ago 2023,Sudeste,Espírito Santo,FE.1.* (Omicron),4
2023-08-01,Ago 2023,Sudeste,Espírito Santo,JD.1.* (Omicron),2
2023-08-01,Ago 2023,Sudeste,Espírito Santo,Outras,3
2023-08-01,Ago 2023,Sudeste,Espírito Santo,XBB.1.5.* (Omicron),1
2023-08-01,Ago 2023,Sudeste,Espírito Santo,XBB.1.5.70.*+GK.* (Omicron),6
2023-08-01,Ago 2023,Sudeste,Minas Gerais,FE.1.* (Omicron),8
2023-08-01,Ago 2023,Sudeste,Minas Gerais,JD.1.* (Omicron),3
2023-08-01,Ago 2023,Sudeste,Minas Gerais,Outras,8
2023-08-01,Ago 2023,Sudeste,Minas Gerais,XBB.1.5.* (Omicron),8
2023-08-01,Ago 2023,Sudeste,Minas Gerais,XBB.1.5.70.*+GK.* (Omicron),5
2023-08-01,Ago 2023,Sudeste,Rio de Janeiro,EG.5.* (Omicron),1
2023-08-01,Ago 2023,Sudeste,Rio de Janeiro,FE.1.* (Omicron),4
2023-08-01,Ago 2023,Sudeste,Rio de Janeiro,Outras,2
2023-08-01,Ago 2023,Sudeste,Rio de Janeiro,XBB.1.5.70.*+GK.* (Omicron),2
2023-08-01,Ago 2023,Sudeste,São Paulo,EG.5.* (Omicron),3
2023-08-01,Ago 2023,Sudeste,São Paulo,FE.1.* (Omicron),7
2023-08-01,Ago 2023,Sudeste,São Paulo,Outras,5
2023-08-01,Ago 2023,Sudeste,São Paulo,XBB.1.5.* (Omicron),1
2023-08-01,Ago 2023,Sudeste,São Paulo,XBB.1.5.70.*+GK.* (Omicron),21
2023-09-01,Set 2023,Sudeste,Minas Gerais,FE.1.* (Omicron),2
2023-09-01,Set 2023,Sudeste,Minas Gerais,Outras,3
2023-09-01,Set 2023,Sudeste,Minas Gerais,XBB.1.5.* (Omicron),5
2023-09-01,Set 2023,Sudeste,Minas Gerais,XBB.1.5.70.*+GK.* (Omicron),2
