Fecha,Período,Región,Estado,Laboratorio,Lineajes relevantes,Cantidad
2022-01-01,Ene 2022,Noreste,Alagoas,FIOCRUZ,B.1.617.2+AY.* (Delta),2
2022-01-01,Ene 2022,Noreste,Alagoas,FIOCRUZ,BA.1.* (Omicron),303
2022-01-01,Ene 2022,Noreste,Alagoas,Otros,BA.1.* (Omicron),43
2022-01-01,Ene 2022,Noreste,Bahia,FIOCRUZ,B.1.617.2+AY.* (Delta),8
2022-01-01,Ene 2022,Noreste,Bahia,FIOCRUZ,BA.1.* (Omicron),1082
2022-01-01,Ene 2022,Noreste,Bahia,FIOCRUZ,BA.2.* (Omicron),1
2022-01-01,Ene 2022,Noreste,Bahia,Otros,B.1.617.2+AY.* (Delta),23
2022-01-01,Ene 2022,Noreste,Bahia,Otros,BA.1.* (Omicron),606
2022-01-01,Ene 2022,Noreste,Bahia,Otros,BA.2.* (Omicron),4
2022-01-01,Ene 2022,Noreste,Bahia,Otros,Otras,5
2022-01-01,Ene 2022,Noreste,Ceará,FIOCRUZ,B.1.617.2+AY.* (Delta),21
2022-01-01,Ene 2022,Noreste,Ceará,FIOCRUZ,BA.1.* (Omicron),2150
2022-01-01,Ene 2022,Noreste,Ceará,FIOCRUZ,BA.4.* (Omicron),1
2022-01-01,Ene 2022,Noreste,Ceará,FIOCRUZ,BA.5.* (Omicron),3
2022-01-01,Ene 2022,Noreste,Ceará,Otros,BA.1.* (Omicron),296
2022-01-01,Ene 2022,Noreste,Ceará,Otros,BA.2.* (Omicron),23
2022-01-01,Ene 2022,Noreste,Ceará,Otros,BA.5.* (Omicron),1
2022-01-01,Ene 2022,Noreste,Ceará,Otros,Otras,3
2022-01-01,Ene 2022,Noreste,Maranhão,Otros,B.1.617.2+AY.* (Delta),7
2022-01-01,Ene 2022,Noreste,Maranhão,Otros,BA.1.* (Omicron),143
2022-01-01,Ene 2022,Noreste,Maranhão,Otros,Otras,1
2022-01-01,Ene 2022,Noreste,Paraíba,FIOCRUZ,BA.1.* (Omicron),221
2022-01-01,Ene 2022,Noreste,Paraíba,Otros,B.1.617.2+AY.* (Delta),8
2022-01-01,Ene 2022,Noreste,Paraíba,Otros,BA.1.* (Omicron),238
2022-01-01,Ene 2022,Noreste,Pernambuco,FIOCRUZ,B.1.617.2+AY.* (Delta),17
2022-01-01,Ene 2022,Noreste,Pernambuco,FIOCRUZ,BA.1.* (Omicron),709
2022-01-01,Ene 2022,Noreste,Pernambuco,FIOCRUZ,Otras,3
2022-01-01,Ene 2022,Noreste,Pernambuco,Otros,B.1.617.2+AY.* (Delta),2
2022-01-01,Ene 2022,Noreste,Pernambuco,Otros,BA.1.* (Omicron),105
2022-01-01,Ene 2022,Noreste,Pernambuco,Otros,Otras,7
2022-01-01,Ene 2022,Noreste,Pernambuco,Otros,P.1.* (Gama),1
2022-01-01,Ene 2022,Noreste,Piauí,FIOCRUZ,B.1.617.2+AY.* (Delta),2
2022-01-01,Ene 2022,Noreste,Piauí,FIOCRUZ,BA.1.* (Omicron),9
2022-01-01,Ene 2022,Noreste,Piauí,Otros,B.1.617.2+AY.* (Delta),3
2022-01-01,Ene 2022,Noreste,Piauí,Otros,BA.1.* (Omicron),8
2022-01-01,Ene 2022,Noreste,Rio Grande do Norte,FIOCRUZ,B.1.617.2+AY.* (Delta),36
2022-01-01,Ene 2022,Noreste,Rio Grande do Norte,FIOCRUZ,BA.1.* (Omicron),198
2022-01-01,Ene 2022,Noreste,Rio Grande do Norte,Otros,BA.1.* (Omicron),22
2022-01-01,Ene 2022,Noreste,Sergipe,FIOCRUZ,BA.1.* (Omicron),59
2022-01-01,Ene 2022,Noreste,Sergipe,Otros,BA.1.* (Omicron),10
2022-01-01,Ene 2022,Norte,Acre,FIOCRUZ,B.1.617.2+AY.* (Delta),6
2022-01-01,Ene 2022,Norte,Acre,FIOCRUZ,BA.1.* (Omicron),70
2022-01-01,Ene 2022,Norte,Acre,Otros,BA.1.* (Omicron),286
2022-01-01,Ene 2022,Norte,Acre,Otros,BA.2.* (Omicron),1
2022-01-01,Ene 2022,Norte,Amapá,FIOCRUZ,B.1.617.2+AY.* (Delta),7
2022-01-01,Ene 2022,Norte,Amapá,FIOCRUZ,BA.1.* (Omicron),115
2022-01-01,Ene 2022,Norte,Amapá,Otros,BA.1.* (Omicron),13
2022-01-01,Ene 2022,Norte,Amazonas,FIOCRUZ,B.1.617.2+AY.* (Delta),51
2022-01-01,Ene 2022,Norte,Amazonas,FIOCRUZ,BA.1.* (Omicron),2128
2022-01-01,Ene 2022,Norte,Amazonas,Otros,B.1.617.2+AY.* (Delta),6
2022-01-01,Ene 2022,Norte,Amazonas,Otros,BA.1.* (Omicron),465
2022-01-01,Ene 2022,Norte,Pará,FIOCRUZ,B.1.617.2+AY.* (Delta),6
2022-01-01,Ene 2022,Norte,Pará,FIOCRUZ,BA.1.* (Omicron),136
2022-01-01,Ene 2022,Norte,Pará,Otros,B.1.617.2+AY.* (Delta),3
2022-01-01,Ene 2022,Norte,Pará,Otros,BA.1.* (Omicron),215
2022-01-01,Ene 2022,Norte,Rondônia,FIOCRUZ,B.1.617.2+AY.* (Delta),15
2022-01-01,Ene 2022,Norte,Rondônia,FIOCRUZ,BA.1.* (Omicron),203
2022-01-01,Ene 2022,Norte,Rondônia,Otros,BA.1.* (Omicron),62
2022-01-01,Ene 2022,Norte,Roraima,FIOCRUZ,B.1.617.2+AY.* (Delta),1
2022-01-01,Ene 2022,Norte,Roraima,FIOCRUZ,BA.1.* (Omicron),65
2022-01-01,Ene 2022,Norte,Roraima,Otros,BA.1.* (Omicron),79
2022-01-01,Ene 2022,Norte,Roraima,Otros,Otras,1
2022-01-01,Ene 2022,Norte,Tocantins,FIOCRUZ,B.1.617.2+AY.* (Delta),19
2022-01-01,Ene 2022,Norte,Tocantins,FIOCRUZ,BA.1.* (Omicron),321
2022-01-01,Ene 2022,Norte,Tocantins,Otros,B.1.617.2+AY.* (Delta),4
2022-01-01,Ene 2022,Norte,Tocantins,Otros,BA.1.* (Omicron),133
2022-01-01,Ene 2022,Sureste,Espírito Santo,FIOCRUZ,B.1.617.2+AY.* (Delta),4
2022-01-01,Ene 2022,Sureste,Espírito Santo,FIOCRUZ,BA.1.* (Omicron),357
2022-01-01,Ene 2022,Sureste,Espírito Santo,Otros,B.1.1.28,1
2022-01-01,Ene 2022,Sureste,Espírito Santo,Otros,B.1.617.2+AY.* (Delta),11
2022-01-01,Ene 2022,Sureste,Espírito Santo,Otros,BA.1.* (Omicron),108
2022-01-01,Ene 2022,Sureste,Espírito Santo,Otros,BA.2.* (Omicron),1
2022-01-01,Ene 2022,Sureste,Espírito Santo,Otros,Otras,1
2022-01-01,Ene 2022,Sureste,Minas Gerais,FIOCRUZ,B.1.617.2+AY.* (Delta),8
2022-01-01,Ene 2022,Sureste,Minas Gerais,FIOCRUZ,BA.1.* (Omicron),966
2022-01-01,Ene 2022,Sureste,Minas Gerais,FIOCRUZ,Otras,1
2022-01-01,Ene 2022,Sureste,Minas Gerais,Otros,B.1.617.2+AY.* (Delta),1
2022-01-01,Ene 2022,Sureste,Minas Gerais,Otros,BA.1.* (Omicron),541
2022-01-01,Ene 2022,Sureste,Minas Gerais,Otros,BA.2.* (Omicron),4
2022-01-01,Ene 2022,Sureste,Minas Gerais,Otros,BA.5.* (Omicron),1
2022-01-01,Ene 2022,Sureste,Minas Gerais,Otros,BQ.1.* (Omicron),2
2022-01-01,Ene 2022,Sureste,Minas Gerais,Otros,DL.1 (Omicron),2
2022-01-01,Ene 2022,Sureste,Rio de Eneeiro,FIOCRUZ,B.1.617.2+AY.* (Delta),14
2022-01-01,Ene 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.1.* (Omicron),1409
2022-01-01,Ene 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.2.* (Omicron),9
2022-01-01,Ene 2022,Sureste,Rio de Eneeiro,Otros,B.1.617.2+AY.* (Delta),8
2022-01-01,Ene 2022,Sureste,Rio de Eneeiro,Otros,BA.1.* (Omicron),1380
2022-01-01,Ene 2022,Sureste,Rio de Eneeiro,Otros,BA.2.* (Omicron),216
2022-01-01,Ene 2022,Sureste,Rio de Eneeiro,Otros,BA.4.* (Omicron),2
2022-01-01,Ene 2022,Sureste,Rio de Eneeiro,Otros,BA.5.* (Omicron),20
2022-01-01,Ene 2022,Sureste,Rio de Eneeiro,Otros,Otras,11
2022-01-01,Ene 2022,Sureste,São Paulo,FIOCRUZ,B.1.617.2+AY.* (Delta),3
2022-01-01,Ene 2022,Sureste,São Paulo,FIOCRUZ,BA.1.* (Omicron),959
2022-01-01,Ene 2022,Sureste,São Paulo,FIOCRUZ,BA.2.* (Omicron),2
2022-01-01,Ene 2022,Sureste,São Paulo,FIOCRUZ,BA.5.* (Omicron),1
2022-01-01,Ene 2022,Sureste,São Paulo,Otros,B.1.1,1
2022-01-01,Ene 2022,Sureste,São Paulo,Otros,B.1.617.2+AY.* (Delta),40
2022-01-01,Ene 2022,Sureste,São Paulo,Otros,BA.1.* (Omicron),5880
2022-01-01,Ene 2022,Sureste,São Paulo,Otros,BA.2.* (Omicron),12
2022-01-01,Ene 2022,Sureste,São Paulo,Otros,BA.5.* (Omicron),1
2022-01-01,Ene 2022,Sureste,São Paulo,Otros,BE.* (Omicron),1
2022-01-01,Ene 2022,Sureste,São Paulo,Otros,Otras,47
2022-01-01,Ene 2022,Sureste,São Paulo,Otros,XBB.* (Omicron),1
2022-01-01,Ene 2022,Sur,Paraná,FIOCRUZ,B.1.617.2+AY.* (Delta),11
2022-01-01,Ene 2022,Sur,Paraná,FIOCRUZ,BA.1.* (Omicron),754
2022-01-01,Ene 2022,Sur,Paraná,FIOCRUZ,BA.2.* (Omicron),1
2022-01-01,Ene 2022,Sur,Paraná,Otros,B.1.617.2+AY.* (Delta),5
2022-01-01,Ene 2022,Sur,Paraná,Otros,BA.1.* (Omicron),435
2022-01-01,Ene 2022,Sur,Paraná,Otros,BA.2.* (Omicron),1
2022-01-01,Ene 2022,Sur,Paraná,Otros,Otras,28
2022-01-01,Ene 2022,Sur,Rio Grande do Sul,FIOCRUZ,B.1.617.2+AY.* (Delta),7
2022-01-01,Ene 2022,Sur,Rio Grande do Sul,FIOCRUZ,BA.1.* (Omicron),315
2022-01-01,Ene 2022,Sur,Rio Grande do Sul,Otros,B.1.617.2+AY.* (Delta),6
2022-01-01,Ene 2022,Sur,Rio Grande do Sul,Otros,BA.1.* (Omicron),333
2022-01-01,Ene 2022,Sur,Rio Grande do Sul,Otros,Otras,6
2022-01-01,Ene 2022,Sur,Santa Catarina,FIOCRUZ,B.1.617.2+AY.* (Delta),4
2022-01-01,Ene 2022,Sur,Santa Catarina,FIOCRUZ,BA.1.* (Omicron),798
2022-01-01,Ene 2022,Sur,Santa Catarina,FIOCRUZ,BA.2.* (Omicron),8
2022-01-01,Ene 2022,Sur,Santa Catarina,Otros,B.1.617.2+AY.* (Delta),9
2022-01-01,Ene 2022,Sur,Santa Catarina,Otros,BA.1.* (Omicron),678
2022-01-01,Ene 2022,Sur,Santa Catarina,Otros,BA.2.* (Omicron),4
2022-01-01,Ene 2022,Sur,Santa Catarina,Otros,BE.* (Omicron),1
2022-02-01,Feb 2022,Centro-oeste,Distrito Federal,Otros,BA.1.* (Omicron),212
2022-02-01,Feb 2022,Centro-oeste,Distrito Federal,Otros,BA.2.* (Omicron),1
2022-02-01,Feb 2022,Centro-oeste,Distrito Federal,Otros,Otras,1
2022-02-01,Feb 2022,Centro-oeste,Goiás,Otros,BA.1.* (Omicron),439
2022-02-01,Feb 2022,Centro-oeste,Goiás,Otros,BA.2.* (Omicron),1
2022-02-01,Feb 2022,Centro-oeste,Goiás,Otros,Otras,2
2022-02-01,Feb 2022,Centro-oeste,Mato Grosso,FIOCRUZ,BA.1.* (Omicron),1
2022-02-01,Feb 2022,Centro-oeste,Mato Grosso,Otros,BA.1.* (Omicron),94
2022-02-01,Feb 2022,Centro-oeste,Mato Grosso,Otros,Otras,1
2022-02-01,Feb 2022,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,BA.1.* (Omicron),1
2022-02-01,Feb 2022,Centro-oeste,Mato Grosso do Sul,Otros,BA.1.* (Omicron),113
2022-02-01,Feb 2022,Noreste,Alagoas,FIOCRUZ,BA.1.* (Omicron),79
2022-02-01,Feb 2022,Noreste,Alagoas,Otros,BA.1.* (Omicron),194
2022-02-01,Feb 2022,Noreste,Alagoas,Otros,Otras,2
2022-02-01,Feb 2022,Noreste,Bahia,FIOCRUZ,BA.1.* (Omicron),217
2022-02-01,Feb 2022,Noreste,Bahia,FIOCRUZ,BA.2.* (Omicron),1
2022-02-01,Feb 2022,Noreste,Bahia,FIOCRUZ,P.1.* (Gama),1
2022-02-01,Feb 2022,Noreste,Bahia,Otros,B.1.617.2+AY.* (Delta),1
2022-02-01,Feb 2022,Noreste,Bahia,Otros,BA.1.* (Omicron),511
2022-02-01,Feb 2022,Noreste,Bahia,Otros,BA.2.* (Omicron),7
2022-02-01,Feb 2022,Noreste,Bahia,Otros,Otras,6
2022-02-01,Feb 2022,Noreste,Ceará,FIOCRUZ,BA.1.* (Omicron),302
2022-02-01,Feb 2022,Noreste,Ceará,Otros,B.1.617.2+AY.* (Delta),1
2022-02-01,Feb 2022,Noreste,Ceará,Otros,BA.1.* (Omicron),222
2022-02-01,Feb 2022,Noreste,Ceará,Otros,BA.2.* (Omicron),17
2022-02-01,Feb 2022,Noreste,Ceará,Otros,BA.4.* (Omicron),2
2022-02-01,Feb 2022,Noreste,Maranhão,FIOCRUZ,BA.5.* (Omicron),1
2022-02-01,Feb 2022,Noreste,Maranhão,Otros,BA.1.* (Omicron),2
2022-02-01,Feb 2022,Noreste,Paraíba,FIOCRUZ,BA.1.* (Omicron),10
2022-02-01,Feb 2022,Noreste,Paraíba,Otros,B.1.617.2+AY.* (Delta),1
2022-02-01,Feb 2022,Noreste,Paraíba,Otros,BA.1.* (Omicron),258
2022-02-01,Feb 2022,Noreste,Paraíba,Otros,BA.2.* (Omicron),3
2022-02-01,Feb 2022,Noreste,Pernambuco,FIOCRUZ,BA.1.* (Omicron),218
2022-02-01,Feb 2022,Noreste,Pernambuco,Otros,BA.1.* (Omicron),218
2022-02-01,Feb 2022,Noreste,Piauí,FIOCRUZ,BA.1.* (Omicron),10
2022-02-01,Feb 2022,Noreste,Piauí,FIOCRUZ,BA.4.* (Omicron),1
2022-02-01,Feb 2022,Noreste,Piauí,FIOCRUZ,BA.5.* (Omicron),12
2022-02-01,Feb 2022,Noreste,Piauí,FIOCRUZ,Otras,1
2022-02-01,Feb 2022,Noreste,Piauí,Otros,BA.1.* (Omicron),11
2022-02-01,Feb 2022,Noreste,Rio Grande do Norte,FIOCRUZ,BA.1.* (Omicron),37
2022-02-01,Feb 2022,Noreste,Rio Grande do Norte,Otros,BA.1.* (Omicron),177
2022-02-01,Feb 2022,Noreste,Rio Grande do Norte,Otros,BA.2.* (Omicron),3
2022-02-01,Feb 2022,Noreste,Sergipe,FIOCRUZ,BA.1.* (Omicron),13
2022-02-01,Feb 2022,Noreste,Sergipe,Otros,BA.1.* (Omicron),12
2022-02-01,Feb 2022,Norte,Acre,Otros,BA.1.* (Omicron),238
2022-02-01,Feb 2022,Norte,Acre,Otros,Otras,6
2022-02-01,Feb 2022,Norte,Amapá,FIOCRUZ,BA.1.* (Omicron),8
2022-02-01,Feb 2022,Norte,Amazonas,FIOCRUZ,BA.1.* (Omicron),151
2022-02-01,Feb 2022,Norte,Amazonas,Otros,B.1.617.2+AY.* (Delta),11
2022-02-01,Feb 2022,Norte,Amazonas,Otros,BA.1.* (Omicron),80
2022-02-01,Feb 2022,Norte,Amazonas,Otros,BA.5.* (Omicron),1
2022-02-01,Feb 2022,Norte,Pará,FIOCRUZ,BA.1.* (Omicron),1
2022-02-01,Feb 2022,Norte,Pará,Otros,BA.1.* (Omicron),209
2022-02-01,Feb 2022,Norte,Rondônia,FIOCRUZ,BA.1.* (Omicron),184
2022-02-01,Feb 2022,Norte,Rondônia,FIOCRUZ,BA.5.* (Omicron),1
2022-02-01,Feb 2022,Norte,Rondônia,Otros,BA.1.* (Omicron),154
2022-02-01,Feb 2022,Norte,Rondônia,Otros,Otras,3
2022-02-01,Feb 2022,Norte,Roraima,Otros,BA.1.* (Omicron),81
2022-02-01,Feb 2022,Norte,Roraima,Otros,Otras,2
2022-02-01,Feb 2022,Norte,Tocantins,FIOCRUZ,BA.1.* (Omicron),17
2022-02-01,Feb 2022,Norte,Tocantins,Otros,BA.1.* (Omicron),379
2022-02-01,Feb 2022,Sureste,Espírito Santo,Otros,B.1.1.28,1
2022-02-01,Feb 2022,Sureste,Espírito Santo,Otros,B.1.1.33,1
2022-02-01,Feb 2022,Sureste,Espírito Santo,Otros,BA.1.* (Omicron),71
2022-02-01,Feb 2022,Sureste,Espírito Santo,Otros,BA.2.* (Omicron),3
2022-02-01,Feb 2022,Sureste,Espírito Santo,Otros,P.2,1
2022-02-01,Feb 2022,Sureste,Minas Gerais,FIOCRUZ,BA.1.* (Omicron),240
2022-02-01,Feb 2022,Sureste,Minas Gerais,FIOCRUZ,BA.2.* (Omicron),4
2022-02-01,Feb 2022,Sureste,Minas Gerais,Otros,B.1.617.2+AY.* (Delta),1
2022-02-01,Feb 2022,Sureste,Minas Gerais,Otros,BA.1.* (Omicron),222
2022-02-01,Feb 2022,Sureste,Minas Gerais,Otros,BA.2.* (Omicron),69
2022-02-01,Feb 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.1.* (Omicron),88
2022-02-01,Feb 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.2.* (Omicron),4
2022-02-01,Feb 2022,Sureste,Rio de Eneeiro,Otros,B.1.617.2+AY.* (Delta),1
2022-02-01,Feb 2022,Sureste,Rio de Eneeiro,Otros,BA.1.* (Omicron),832
2022-02-01,Feb 2022,Sureste,Rio de Eneeiro,Otros,BA.2.* (Omicron),40
2022-02-01,Feb 2022,Sureste,São Paulo,FIOCRUZ,BA.1.* (Omicron),61
2022-02-01,Feb 2022,Sureste,São Paulo,FIOCRUZ,BA.2.* (Omicron),3
2022-02-01,Feb 2022,Sureste,São Paulo,Otros,B.1.617.2+AY.* (Delta),2
2022-02-01,Feb 2022,Sureste,São Paulo,Otros,BA.1.* (Omicron),4242
2022-02-01,Feb 2022,Sureste,São Paulo,Otros,BA.2.* (Omicron),72
2022-02-01,Feb 2022,Sureste,São Paulo,Otros,BE.* (Omicron),1
2022-02-01,Feb 2022,Sureste,São Paulo,Otros,Otras,9
2022-02-01,Feb 2022,Sureste,São Paulo,Otros,P.1.* (Gama),2
2022-02-01,Feb 2022,Sur,Paraná,FIOCRUZ,BA.1.* (Omicron),425
2022-02-01,Feb 2022,Sur,Paraná,FIOCRUZ,BA.2.* (Omicron),8
2022-02-01,Feb 2022,Sur,Paraná,Otros,BA.1.* (Omicron),420
2022-02-01,Feb 2022,Sur,Paraná,Otros,BA.2.* (Omicron),8
2022-02-01,Feb 2022,Sur,Paraná,Otros,P.1.* (Gama),2
2022-02-01,Feb 2022,Sur,Rio Grande do Sul,FIOCRUZ,BA.1.* (Omicron),112
2022-02-01,Feb 2022,Sur,Rio Grande do Sul,FIOCRUZ,BA.2.* (Omicron),2
2022-02-01,Feb 2022,Sur,Rio Grande do Sul,Otros,BA.1.* (Omicron),353
2022-02-01,Feb 2022,Sur,Rio Grande do Sul,Otros,BA.2.* (Omicron),5
2022-02-01,Feb 2022,Sur,Rio Grande do Sul,Otros,Otras,1
2022-02-01,Feb 2022,Sur,Santa Catarina,FIOCRUZ,BA.1.* (Omicron),251
2022-02-01,Feb 2022,Sur,Santa Catarina,FIOCRUZ,BA.2.* (Omicron),12
2022-02-01,Feb 2022,Sur,Santa Catarina,Otros,B.1.617.2+AY.* (Delta),1
2022-02-01,Feb 2022,Sur,Santa Catarina,Otros,BA.1.* (Omicron),449
2022-02-01,Feb 2022,Sur,Santa Catarina,Otros,BA.2.* (Omicron),24
2022-03-01,Mar 2022,Centro-oeste,Distrito Federal,Otros,BA.1.* (Omicron),223
2022-03-01,Mar 2022,Centro-oeste,Distrito Federal,Otros,BA.2.* (Omicron),7
2022-03-01,Mar 2022,Centro-oeste,Goiás,Otros,BA.1.* (Omicron),292
2022-03-01,Mar 2022,Centro-oeste,Goiás,Otros,BA.2.* (Omicron),9
2022-03-01,Mar 2022,Centro-oeste,Goiás,Otros,Otras,1
2022-03-01,Mar 2022,Centro-oeste,Mato Grosso,Otros,BA.1.* (Omicron),53
2022-03-01,Mar 2022,Centro-oeste,Mato Grosso,Otros,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Centro-oeste,Mato Grosso do Sul,Otros,BA.1.* (Omicron),156
2022-03-01,Mar 2022,Centro-oeste,Mato Grosso do Sul,Otros,BA.2.* (Omicron),13
2022-03-01,Mar 2022,Centro-oeste,Mato Grosso do Sul,Otros,Otras,11
2022-03-01,Mar 2022,Noreste,Alagoas,Otros,BA.1.* (Omicron),28
2022-03-01,Mar 2022,Noreste,Alagoas,Otros,BA.2.* (Omicron),3
2022-03-01,Mar 2022,Noreste,Bahia,FIOCRUZ,BA.1.* (Omicron),32
2022-03-01,Mar 2022,Noreste,Bahia,FIOCRUZ,BA.2.* (Omicron),3
2022-03-01,Mar 2022,Noreste,Bahia,Otros,BA.1.* (Omicron),59
2022-03-01,Mar 2022,Noreste,Bahia,Otros,BA.2.* (Omicron),9
2022-03-01,Mar 2022,Noreste,Ceará,FIOCRUZ,BA.1.* (Omicron),51
2022-03-01,Mar 2022,Noreste,Ceará,Otros,BA.1.* (Omicron),56
2022-03-01,Mar 2022,Noreste,Ceará,Otros,BA.2.* (Omicron),3
2022-03-01,Mar 2022,Noreste,Maranhão,Otros,BA.1.* (Omicron),1
2022-03-01,Mar 2022,Noreste,Paraíba,Otros,BA.1.* (Omicron),37
2022-03-01,Mar 2022,Noreste,Paraíba,Otros,BA.2.* (Omicron),7
2022-03-01,Mar 2022,Noreste,Pernambuco,FIOCRUZ,BA.1.* (Omicron),48
2022-03-01,Mar 2022,Noreste,Pernambuco,FIOCRUZ,BA.2.* (Omicron),5
2022-03-01,Mar 2022,Noreste,Pernambuco,Otros,BA.1.* (Omicron),60
2022-03-01,Mar 2022,Noreste,Pernambuco,Otros,BA.2.* (Omicron),4
2022-03-01,Mar 2022,Noreste,Pernambuco,Otros,Otras,4
2022-03-01,Mar 2022,Noreste,Piauí,FIOCRUZ,BA.1.* (Omicron),23
2022-03-01,Mar 2022,Noreste,Piauí,FIOCRUZ,BA.2.* (Omicron),3
2022-03-01,Mar 2022,Noreste,Piauí,FIOCRUZ,BA.4.* (Omicron),6
2022-03-01,Mar 2022,Noreste,Piauí,FIOCRUZ,BA.5.* (Omicron),5
2022-03-01,Mar 2022,Noreste,Piauí,Otros,BA.1.* (Omicron),13
2022-03-01,Mar 2022,Noreste,Rio Grande do Norte,Otros,BA.1.* (Omicron),54
2022-03-01,Mar 2022,Noreste,Rio Grande do Norte,Otros,BA.2.* (Omicron),14
2022-03-01,Mar 2022,Noreste,Sergipe,Otros,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Norte,Acre,FIOCRUZ,BA.1.* (Omicron),1
2022-03-01,Mar 2022,Norte,Acre,Otros,BA.1.* (Omicron),8
2022-03-01,Mar 2022,Norte,Amazonas,FIOCRUZ,BA.1.* (Omicron),1
2022-03-01,Mar 2022,Norte,Amazonas,Otros,BA.1.* (Omicron),20
2022-03-01,Mar 2022,Norte,Pará,Otros,BA.1.* (Omicron),18
2022-03-01,Mar 2022,Norte,Pará,Otros,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Norte,Rondônia,FIOCRUZ,B.1.617.2+AY.* (Delta),1
2022-03-01,Mar 2022,Norte,Rondônia,FIOCRUZ,BA.1.* (Omicron),76
2022-03-01,Mar 2022,Norte,Rondônia,Otros,BA.1.* (Omicron),49
2022-03-01,Mar 2022,Norte,Rondônia,Otros,Otras,1
2022-03-01,Mar 2022,Norte,Tocantins,FIOCRUZ,BA.1.* (Omicron),8
2022-03-01,Mar 2022,Norte,Tocantins,Otros,BA.1.* (Omicron),128
2022-03-01,Mar 2022,Norte,Tocantins,Otros,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Sureste,Espírito Santo,Otros,BA.1.* (Omicron),28
2022-03-01,Mar 2022,Sureste,Espírito Santo,Otros,BA.2.* (Omicron),7
2022-03-01,Mar 2022,Sureste,Minas Gerais,FIOCRUZ,BA.1.* (Omicron),70
2022-03-01,Mar 2022,Sureste,Minas Gerais,FIOCRUZ,BA.2.* (Omicron),17
2022-03-01,Mar 2022,Sureste,Minas Gerais,Otros,BA.1.* (Omicron),126
2022-03-01,Mar 2022,Sureste,Minas Gerais,Otros,BA.2.* (Omicron),21
2022-03-01,Mar 2022,Sureste,Rio de Eneeiro,FIOCRUZ,BA.1.* (Omicron),12
2022-03-01,Mar 2022,Sureste,Rio de Eneeiro,Otros,BA.1.* (Omicron),169
2022-03-01,Mar 2022,Sureste,Rio de Eneeiro,Otros,BA.2.* (Omicron),44
2022-03-01,Mar 2022,Sureste,São Paulo,FIOCRUZ,BA.1.* (Omicron),3
2022-03-01,Mar 2022,Sureste,São Paulo,Otros,B.1.617.2+AY.* (Delta),3
2022-03-01,Mar 2022,Sureste,São Paulo,Otros,BA.1.* (Omicron),1738
2022-03-01,Mar 2022,Sureste,São Paulo,Otros,BA.2.* (Omicron),271
2022-03-01,Mar 2022,Sureste,São Paulo,Otros,Otras,8
2022-03-01,Mar 2022,Sur,Paraná,FIOCRUZ,BA.1.* (Omicron),301
2022-03-01,Mar 2022,Sur,Paraná,FIOCRUZ,BA.2.* (Omicron),48
2022-03-01,Mar 2022,Sur,Paraná,Otros,BA.1.* (Omicron),364
2022-03-01,Mar 2022,Sur,Paraná,Otros,BA.2.* (Omicron),98
2022-03-01,Mar 2022,Sur,Paraná,Otros,Otras,2
2022-03-01,Mar 2022,Sur,Rio Grande do Sul,FIOCRUZ,BA.1.* (Omicron),157
2022-03-01,Mar 2022,Sur,Rio Grande do Sul,FIOCRUZ,BA.2.* (Omicron),8
2022-03-01,Mar 2022,Sur,Rio Grande do Sul,FIOCRUZ,BA.4.* (Omicron),1
2022-03-01,Mar 2022,Sur,Rio Grande do Sul,FIOCRUZ,Otras,1
2022-03-01,Mar 2022,Sur,Rio Grande do Sul,Otros,BA.1.* (Omicron),137
2022-03-01,Mar 2022,Sur,Rio Grande do Sul,Otros,BA.2.* (Omicron),21
2022-03-01,Mar 2022,Sur,Rio Grande do Sul,Otros,Otras,3
2022-03-01,Mar 2022,Sur,Santa Catarina,FIOCRUZ,BA.1.* (Omicron),84
2022-03-01,Mar 2022,Sur,Santa Catarina,FIOCRUZ,BA.2.* (Omicron),30
2022-03-01,Mar 2022,Sur,Santa Catarina,Otros,BA.1.* (Omicron),309
2022-03-01,Mar 2022,Sur,Santa Catarina,Otros,BA.2.* (Omicron),223
2022-03-01,Mar 2022,Sur,Santa Catarina,Otros,Otras,2
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Otros,BA.1.* (Omicron),28
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Otros,BA.2.* (Omicron),18
2022-04-01,Abr 2022,Centro-oeste,Goiás,Otros,BA.1.* (Omicron),82
2022-04-01,Abr 2022,Centro-oeste,Goiás,Otros,BA.2.* (Omicron),102
2022-04-01,Abr 2022,Centro-oeste,Goiás,Otros,Otras,2
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso,Otros,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso,Otros,BA.2.* (Omicron),1
