,Date,Período,Região,Estado,Variantes,Variantes relevantes,Frequência
389,2021-02,Fev 2021,Nordeste,Piauí,P.2,P.2,1
390,2021-02,Fev 2021,Nordeste,Rio Grande do Norte,Não VOC/VOI,Não VOC/VOI,5
391,2021-02,Fev 2021,Nordeste,Rio Grande do Norte,P.1 (Gama),P.1 (Gama),21
392,2021-02,Fev 2021,Nordeste,Rio Grande do Norte,P.2,P.2,14
393,2021-02,Fev 2021,Nordeste,Sergipe,Não VOC/VOI,Não VOC/VOI,17
394,2021-02,Fev 2021,Nordeste,Sergipe,P.1 (Gama),P.1 (Gama),104
395,2021-02,Fev 2021,Nordeste,Sergipe,P.1.2 (Gama),P.1.2 (Gama),41
396,2021-02,Fev 2021,Nordeste,Sergipe,P.2,P.2,18
397,2021-02,Fev 2021,Norte,Acre,Não VOC/VOI,Não VOC/VOI,4
398,2021-02,Fev 2021,Norte,Acre,P.1 (Gama),P.1 (Gama),13
399,2021-02,Fev 2021,Norte,Amapá,Não VOC/VOI,Não VOC/VOI,3
400,2021-02,Fev 2021,Norte,Amapá,P.1 (Gama),P.1 (Gama),37
401,2021-02,Fev 2021,Norte,Amapá,P.2,P.2,14
402,2021-02,Fev 2021,Norte,Amazonas,P.1 (Gama),P.1 (Gama),129
403,2021-02,Fev 2021,Norte,Amazonas,P.1.2 (Gama),P.1.2 (Gama),1
404,2021-02,Fev 2021,Norte,Amazonas,P.1.3,P.1.3,1
405,2021-02,Fev 2021,Norte,Pará,Não VOC/VOI,Não VOC/VOI,3
406,2021-02,Fev 2021,Norte,Pará,P.1 (Gama),P.1 (Gama),53
407,2021-02,Fev 2021,Norte,Pará,P.1.2 (Gama),P.1.2 (Gama),3
408,2021-02,Fev 2021,Norte,Pará,P.2,P.2,11
409,2021-02,Fev 2021,Norte,Rondônia,P.1 (Gama),P.1 (Gama),4
410,2021-02,Fev 2021,Norte,Rondônia,P.2,P.2,1
411,2021-02,Fev 2021,Norte,Roraima,P.1 (Gama),P.1 (Gama),15
412,2021-02,Fev 2021,Norte,Roraima,P.1.1 (Gama),Não VOC/VOI,1
413,2021-02,Fev 2021,Norte,Tocantins,Não VOC/VOI,Não VOC/VOI,5
414,2021-02,Fev 2021,Norte,Tocantins,P.1 (Gama),P.1 (Gama),10
415,2021-02,Fev 2021,Norte,Tocantins,P.2,P.2,7
416,2021-02,Fev 2021,Sudeste,Espírito Santo,B.1.1.7 (Alfa),B.1.1.7 (Alfa),6
417,2021-02,Fev 2021,Sudeste,Espírito Santo,Não VOC/VOI,Não VOC/VOI,7
418,2021-02,Fev 2021,Sudeste,Espírito Santo,P.1 (Gama),P.1 (Gama),8
419,2021-02,Fev 2021,Sudeste,Espírito Santo,P.1.2 (Gama),P.1.2 (Gama),1
420,2021-02,Fev 2021,Sudeste,Espírito Santo,P.2,P.2,11
421,2021-02,Fev 2021,Sudeste,Minas Gerais,B.1.1.7 (Alfa),B.1.1.7 (Alfa),5
422,2021-02,Fev 2021,Sudeste,Minas Gerais,Não VOC/VOI,Não VOC/VOI,24
423,2021-02,Fev 2021,Sudeste,Minas Gerais,P.1 (Gama),P.1 (Gama),53
424,2021-02,Fev 2021,Sudeste,Minas Gerais,P.1.1 (Gama),Não VOC/VOI,1
425,2021-02,Fev 2021,Sudeste,Minas Gerais,P.2,P.2,80
426,2021-02,Fev 2021,Sudeste,Rio de Janeiro,B.1.1.7 (Alfa),B.1.1.7 (Alfa),5
427,2021-02,Fev 2021,Sudeste,Rio de Janeiro,B.1.617.2 (Delta),B.1.617.2 (Delta),1
428,2021-02,Fev 2021,Sudeste,Rio de Janeiro,Não VOC/VOI,Não VOC/VOI,47
429,2021-02,Fev 2021,Sudeste,Rio de Janeiro,P.1 (Gama),P.1 (Gama),107
430,2021-02,Fev 2021,Sudeste,Rio de Janeiro,P.1.1 (Gama),Não VOC/VOI,3
431,2021-02,Fev 2021,Sudeste,Rio de Janeiro,P.2,P.2,53
432,2021-02,Fev 2021,Sudeste,São Paulo,B.1.1.7 (Alfa),B.1.1.7 (Alfa),8
433,2021-02,Fev 2021,Sudeste,São Paulo,C.37 (Lambda),Não VOC/VOI,2
434,2021-02,Fev 2021,Sudeste,São Paulo,Não VOC/VOI,Não VOC/VOI,145
435,2021-02,Fev 2021,Sudeste,São Paulo,P.1 (Gama),P.1 (Gama),225
436,2021-02,Fev 2021,Sudeste,São Paulo,P.2,P.2,147
437,2021-02,Fev 2021,Sul,Paraná,B.1.1.7 (Alfa),B.1.1.7 (Alfa),6
438,2021-02,Fev 2021,Sul,Paraná,Não VOC/VOI,Não VOC/VOI,14
439,2021-02,Fev 2021,Sul,Paraná,P.1 (Gama),P.1 (Gama),12
440,2021-02,Fev 2021,Sul,Paraná,P.2,P.2,8
441,2021-02,Fev 2021,Sul,Rio Grande do Sul,B.1.1.7 (Alfa),B.1.1.7 (Alfa),1
442,2021-02,Fev 2021,Sul,Rio Grande do Sul,Não VOC/VOI,Não VOC/VOI,21
443,2021-02,Fev 2021,Sul,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),62
444,2021-02,Fev 2021,Sul,Rio Grande do Sul,P.1.1 (Gama),Não VOC/VOI,2
445,2021-02,Fev 2021,Sul,Rio Grande do Sul,P.1.2 (Gama),P.1.2 (Gama),17
446,2021-02,Fev 2021,Sul,Rio Grande do Sul,P.2,P.2,29
447,2021-02,Fev 2021,Sul,Santa Catarina,B.1.1.7 (Alfa),B.1.1.7 (Alfa),1
448,2021-02,Fev 2021,Sul,Santa Catarina,Não VOC/VOI,Não VOC/VOI,30
449,2021-02,Fev 2021,Sul,Santa Catarina,P.1 (Gama),P.1 (Gama),96
450,2021-02,Fev 2021,Sul,Santa Catarina,P.1-like I,Não VOC/VOI,1
451,2021-02,Fev 2021,Sul,Santa Catarina,P.2,P.2,31
452,2021-03,Mar 2021,Centro-oeste,Goiás,B.1.1.7 (Alfa),B.1.1.7 (Alfa),10
453,2021-03,Mar 2021,Centro-oeste,Goiás,Não VOC/VOI,Não VOC/VOI,3
454,2021-03,Mar 2021,Centro-oeste,Goiás,P.1 (Gama),P.1 (Gama),208
455,2021-03,Mar 2021,Centro-oeste,Goiás,P.1.1 (Gama),Não VOC/VOI,10
456,2021-03,Mar 2021,Centro-oeste,Goiás,P.1.2 (Gama),P.1.2 (Gama),3
457,2021-03,Mar 2021,Centro-oeste,Goiás,P.1.7,P.1.7,1
458,2021-03,Mar 2021,Centro-oeste,Goiás,P.2,P.2,7
459,2021-03,Mar 2021,Centro-oeste,Mato Grosso,P.1 (Gama),P.1 (Gama),9
460,2021-03,Mar 2021,Centro-oeste,Mato Grosso,P.2,P.2,1
461,2021-03,Mar 2021,Centro-oeste,Mato Grosso do Sul,Não VOC/VOI,Não VOC/VOI,1
462,2021-03,Mar 2021,Centro-oeste,Mato Grosso do Sul,P.1 (Gama),P.1 (Gama),17
463,2021-03,Mar 2021,Centro-oeste,Mato Grosso do Sul,P.1.7,P.1.7,1
464,2021-03,Mar 2021,Centro-oeste,Mato Grosso do Sul,P.2,P.2,2
465,2021-03,Mar 2021,Nordeste,Alagoas,P.1 (Gama),P.1 (Gama),22
