,Date,Período,Região,Estado,Variantes,Variantes relevantes,Frequência
79,2020-06,Jun 2020,Norte,Pará,Não VOC/VOI,Não VOC/VOI,7
80,2020-06,Jun 2020,Norte,Rondônia,Não VOC/VOI,Não VOC/VOI,1
81,2020-06,Jun 2020,Norte,Roraima,Não VOC/VOI,Não VOC/VOI,2
82,2020-06,Jun 2020,Sudeste,Rio de Janeiro,Não VOC/VOI,Não VOC/VOI,41
83,2020-06,Jun 2020,Sudeste,São Paulo,Não VOC/VOI,Não VOC/VOI,73
84,2020-06,Jun 2020,Sul,Paraná,Não VOC/VOI,Não VOC/VOI,101
85,2020-06,Jun 2020,Sul,Rio Grande do Sul,Não VOC/VOI,Não VOC/VOI,88
86,2020-06,Jun 2020,Sul,Santa Catarina,Não VOC/VOI,Não VOC/VOI,2
87,2020-07,Jul 2020,Centro-oeste,Goiás,Não VOC/VOI,Não VOC/VOI,5
88,2020-07,Jul 2020,Centro-oeste,Mato Grosso do Sul,Não VOC/VOI,Não VOC/VOI,10
89,2020-07,Jul 2020,Nordeste,Bahia,Não VOC/VOI,Não VOC/VOI,17
90,2020-07,Jul 2020,Nordeste,Paraíba,Não VOC/VOI,Não VOC/VOI,2
91,2020-07,Jul 2020,Nordeste,Pernambuco,Não VOC/VOI,Não VOC/VOI,42
92,2020-07,Jul 2020,Nordeste,Rio Grande do Norte,Não VOC/VOI,Não VOC/VOI,11
93,2020-07,Jul 2020,Nordeste,Sergipe,Não VOC/VOI,Não VOC/VOI,2
94,2020-07,Jul 2020,Norte,Amazonas,Não VOC/VOI,Não VOC/VOI,16
95,2020-07,Jul 2020,Norte,Pará,Não VOC/VOI,Não VOC/VOI,7
96,2020-07,Jul 2020,Sudeste,Minas Gerais,Não VOC/VOI,Não VOC/VOI,1
97,2020-07,Jul 2020,Sudeste,Rio de Janeiro,Não VOC/VOI,Não VOC/VOI,81
98,2020-07,Jul 2020,Sudeste,São Paulo,Não VOC/VOI,Não VOC/VOI,77
99,2020-07,Jul 2020,Sul,Paraná,Não VOC/VOI,Não VOC/VOI,49
100,2020-07,Jul 2020,Sul,Rio Grande do Sul,Não VOC/VOI,Não VOC/VOI,84
101,2020-07,Jul 2020,Sul,Santa Catarina,Não VOC/VOI,Não VOC/VOI,2
102,2020-08,Ago 2020,Centro-oeste,Goiás,Não VOC/VOI,Não VOC/VOI,13
103,2020-08,Ago 2020,Centro-oeste,Mato Grosso,Não VOC/VOI,Não VOC/VOI,2
104,2020-08,Ago 2020,Centro-oeste,Mato Grosso do Sul,Não VOC/VOI,Não VOC/VOI,7
105,2020-08,Ago 2020,Nordeste,Bahia,Não VOC/VOI,Não VOC/VOI,14
106,2020-08,Ago 2020,Nordeste,Ceará,Não VOC/VOI,Não VOC/VOI,1
107,2020-08,Ago 2020,Nordeste,Paraíba,Não VOC/VOI,Não VOC/VOI,8
108,2020-08,Ago 2020,Nordeste,Pernambuco,Não VOC/VOI,Não VOC/VOI,50
109,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,Não VOC/VOI,Não VOC/VOI,7
110,2020-08,Ago 2020,Nordeste,Sergipe,Não VOC/VOI,Não VOC/VOI,3
111,2020-08,Ago 2020,Norte,Acre,Não VOC/VOI,Não VOC/VOI,14
112,2020-08,Ago 2020,Norte,Amazonas,Não VOC/VOI,Não VOC/VOI,6
113,2020-08,Ago 2020,Sudeste,Minas Gerais,Não VOC/VOI,Não VOC/VOI,4
114,2020-08,Ago 2020,Sudeste,Rio de Janeiro,Não VOC/VOI,Não VOC/VOI,53
115,2020-08,Ago 2020,Sudeste,São Paulo,Não VOC/VOI,Não VOC/VOI,40
116,2020-08,Ago 2020,Sul,Paraná,Não VOC/VOI,Não VOC/VOI,21
117,2020-08,Ago 2020,Sul,Rio Grande do Sul,Não VOC/VOI,Não VOC/VOI,123
118,2020-08,Ago 2020,Sul,Santa Catarina,Não VOC/VOI,Não VOC/VOI,2
119,2020-09,Set 2020,Centro-oeste,Distrito Federal,Não VOC/VOI,Não VOC/VOI,5
120,2020-09,Set 2020,Centro-oeste,Distrito Federal,P.2,P.2,1
121,2020-09,Set 2020,Centro-oeste,Goiás,Não VOC/VOI,Não VOC/VOI,6
122,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,Não VOC/VOI,Não VOC/VOI,8
123,2020-09,Set 2020,Nordeste,Bahia,Não VOC/VOI,Não VOC/VOI,25
124,2020-09,Set 2020,Nordeste,Ceará,Não VOC/VOI,Não VOC/VOI,1
125,2020-09,Set 2020,Nordeste,Paraíba,Não VOC/VOI,Não VOC/VOI,11
126,2020-09,Set 2020,Nordeste,Pernambuco,Não VOC/VOI,Não VOC/VOI,65
127,2020-09,Set 2020,Nordeste,Rio Grande do Norte,Não VOC/VOI,Não VOC/VOI,10
128,2020-09,Set 2020,Norte,Amazonas,Não VOC/VOI,Não VOC/VOI,22
129,2020-09,Set 2020,Norte,Tocantins,Não VOC/VOI,Não VOC/VOI,5
130,2020-09,Set 2020,Sudeste,Espírito Santo,Não VOC/VOI,Não VOC/VOI,14
131,2020-09,Set 2020,Sudeste,Minas Gerais,Não VOC/VOI,Não VOC/VOI,7
132,2020-09,Set 2020,Sudeste,Rio de Janeiro,Não VOC/VOI,Não VOC/VOI,55
133,2020-09,Set 2020,Sudeste,São Paulo,Não VOC/VOI,Não VOC/VOI,20
134,2020-09,Set 2020,Sudeste,São Paulo,P.2,P.2,1
135,2020-09,Set 2020,Sul,Paraná,Não VOC/VOI,Não VOC/VOI,9
136,2020-09,Set 2020,Sul,Paraná,P.2,P.2,1
137,2020-09,Set 2020,Sul,Rio Grande do Sul,Não VOC/VOI,Não VOC/VOI,65
138,2020-09,Set 2020,Sul,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),1
139,2020-09,Set 2020,Sul,Santa Catarina,Não VOC/VOI,Não VOC/VOI,4
140,2020-10,Out 2020,Centro-oeste,Distrito Federal,Não VOC/VOI,Não VOC/VOI,3
141,2020-10,Out 2020,Centro-oeste,Distrito Federal,P.2,P.2,4
142,2020-10,Out 2020,Centro-oeste,Goiás,Não VOC/VOI,Não VOC/VOI,2
143,2020-10,Out 2020,Centro-oeste,Goiás,P.2,P.2,1
144,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,Não VOC/VOI,Não VOC/VOI,9
145,2020-10,Out 2020,Nordeste,Bahia,Não VOC/VOI,Não VOC/VOI,9
146,2020-10,Out 2020,Nordeste,Bahia,P.2,P.2,1
147,2020-10,Out 2020,Nordeste,Paraíba,Não VOC/VOI,Não VOC/VOI,6
148,2020-10,Out 2020,Nordeste,Paraíba,P.2,P.2,1
149,2020-10,Out 2020,Nordeste,Pernambuco,Não VOC/VOI,Não VOC/VOI,59
150,2020-10,Out 2020,Nordeste,Pernambuco,P.2,P.2,10
151,2020-10,Out 2020,Nordeste,Piauí,Não VOC/VOI,Não VOC/VOI,4
152,2020-10,Out 2020,Nordeste,Rio Grande do Norte,Não VOC/VOI,Não VOC/VOI,9
153,2020-10,Out 2020,Norte,Amazonas,Não VOC/VOI,Não VOC/VOI,16
154,2020-10,Out 2020,Norte,Pará,Não VOC/VOI,Não VOC/VOI,1
155,2020-10,Out 2020,Norte,Pará,P.2,P.2,6
156,2020-10,Out 2020,Norte,Tocantins,Não VOC/VOI,Não VOC/VOI,8
157,2020-10,Out 2020,Norte,Tocantins,P.2,P.2,1
158,2020-10,Out 2020,Sudeste,Espírito Santo,Não VOC/VOI,Não VOC/VOI,13
159,2020-10,Out 2020,Sudeste,Espírito Santo,P.2,P.2,2
160,2020-10,Out 2020,Sudeste,Minas Gerais,Não VOC/VOI,Não VOC/VOI,13
161,2020-10,Out 2020,Sudeste,Minas Gerais,P.2,P.2,1
162,2020-10,Out 2020,Sudeste,Rio de Janeiro,Não VOC/VOI,Não VOC/VOI,59
163,2020-10,Out 2020,Sudeste,Rio de Janeiro,P.2,P.2,23
164,2020-10,Out 2020,Sudeste,São Paulo,Não VOC/VOI,Não VOC/VOI,33
165,2020-10,Out 2020,Sudeste,São Paulo,P.2,P.2,5
166,2020-10,Out 2020,Sul,Paraná,Não VOC/VOI,Não VOC/VOI,24
167,2020-10,Out 2020,Sul,Paraná,P.2,P.2,8
168,2020-10,Out 2020,Sul,Rio Grande do Sul,Não VOC/VOI,Não VOC/VOI,65
169,2020-10,Out 2020,Sul,Rio Grande do Sul,P.2,P.2,10
170,2020-10,Out 2020,Sul,Santa Catarina,Não VOC/VOI,Não VOC/VOI,1
171,2020-11,Nov 2020,Centro-oeste,Distrito Federal,Não VOC/VOI,Não VOC/VOI,2
172,2020-11,Nov 2020,Centro-oeste,Distrito Federal,P.2,P.2,2
173,2020-11,Nov 2020,Centro-oeste,Goiás,P.2,P.2,1
174,2020-11,Nov 2020,Centro-oeste,Mato Grosso,Não VOC/VOI,Não VOC/VOI,1
175,2020-11,Nov 2020,Centro-oeste,Mato Grosso do Sul,Não VOC/VOI,Não VOC/VOI,1
176,2020-11,Nov 2020,Nordeste,Alagoas,Não VOC/VOI,Não VOC/VOI,2
177,2020-11,Nov 2020,Nordeste,Alagoas,P.2,P.2,4
178,2020-11,Nov 2020,Nordeste,Bahia,Não VOC/VOI,Não VOC/VOI,9
179,2020-11,Nov 2020,Nordeste,Ceará,Não VOC/VOI,Não VOC/VOI,11
180,2020-11,Nov 2020,Nordeste,Ceará,P.2,P.2,1
181,2020-11,Nov 2020,Nordeste,Maranhão,Não VOC/VOI,Não VOC/VOI,8
182,2020-11,Nov 2020,Nordeste,Maranhão,P.1 (Gama),P.1 (Gama),1
183,2020-11,Nov 2020,Nordeste,Paraíba,Não VOC/VOI,Não VOC/VOI,25
184,2020-11,Nov 2020,Nordeste,Paraíba,P.2,P.2,3
185,2020-11,Nov 2020,Nordeste,Pernambuco,Não VOC/VOI,Não VOC/VOI,2
186,2020-11,Nov 2020,Nordeste,Pernambuco,P.2,P.2,1
187,2020-11,Nov 2020,Nordeste,Piauí,Não VOC/VOI,Não VOC/VOI,4
188,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,Não VOC/VOI,Não VOC/VOI,10
189,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,P.2,P.2,4
190,2020-11,Nov 2020,Norte,Amapá,P.2,P.2,5
191,2020-11,Nov 2020,Norte,Amazonas,Não VOC/VOI,Não VOC/VOI,46
192,2020-11,Nov 2020,Norte,Amazonas,P.2,P.2,3
193,2020-11,Nov 2020,Norte,Pará,Não VOC/VOI,Não VOC/VOI,10
194,2020-11,Nov 2020,Norte,Pará,P.2,P.2,6
195,2020-11,Nov 2020,Norte,Roraima,Não VOC/VOI,Não VOC/VOI,1
196,2020-11,Nov 2020,Sudeste,Espírito Santo,Não VOC/VOI,Não VOC/VOI,11
197,2020-11,Nov 2020,Sudeste,Espírito Santo,P.2,P.2,7
198,2020-11,Nov 2020,Sudeste,Minas Gerais,Não VOC/VOI,Não VOC/VOI,15
199,2020-11,Nov 2020,Sudeste,Minas Gerais,P.2,P.2,12
200,2020-11,Nov 2020,Sudeste,Rio de Janeiro,Não VOC/VOI,Não VOC/VOI,43
201,2020-11,Nov 2020,Sudeste,Rio de Janeiro,P.2,P.2,31
202,2020-11,Nov 2020,Sudeste,São Paulo,Não VOC/VOI,Não VOC/VOI,71
203,2020-11,Nov 2020,Sudeste,São Paulo,P.2,P.2,26
204,2020-11,Nov 2020,Sul,Paraná,Não VOC/VOI,Não VOC/VOI,32
205,2020-11,Nov 2020,Sul,Paraná,P.2,P.2,11
206,2020-11,Nov 2020,Sul,Rio Grande do Sul,Não VOC/VOI,Não VOC/VOI,113
207,2020-11,Nov 2020,Sul,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),1
208,2020-11,Nov 2020,Sul,Rio Grande do Sul,P.2,P.2,75
209,2020-11,Nov 2020,Sul,Santa Catarina,Não VOC/VOI,Não VOC/VOI,3
210,2020-11,Nov 2020,Sul,Santa Catarina,P.2,P.2,3
211,2020-12,Dez 2020,Centro-oeste,Distrito Federal,B.1.1.7 (Alfa),B.1.1.7 (Alfa),2
212,2020-12,Dez 2020,Centro-oeste,Distrito Federal,Não VOC/VOI,Não VOC/VOI,1
213,2020-12,Dez 2020,Centro-oeste,Goiás,Não VOC/VOI,Não VOC/VOI,28
214,2020-12,Dez 2020,Centro-oeste,Goiás,P.2,P.2,23
215,2020-12,Dez 2020,Centro-oeste,Mato Grosso,Não VOC/VOI,Não VOC/VOI,6
216,2020-12,Dez 2020,Centro-oeste,Mato Grosso,P.2,P.2,3
217,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,Não VOC/VOI,Não VOC/VOI,8
218,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,P.2,P.2,3
219,2020-12,Dez 2020,Nordeste,Alagoas,Não VOC/VOI,Não VOC/VOI,3
220,2020-12,Dez 2020,Nordeste,Alagoas,P.2,P.2,17
221,2020-12,Dez 2020,Nordeste,Bahia,Não VOC/VOI,Não VOC/VOI,5
222,2020-12,Dez 2020,Nordeste,Bahia,P.1 (Gama),P.1 (Gama),5
223,2020-12,Dez 2020,Nordeste,Bahia,P.2,P.2,5
224,2020-12,Dez 2020,Nordeste,Ceará,Não VOC/VOI,Não VOC/VOI,14
225,2020-12,Dez 2020,Nordeste,Ceará,P.2,P.2,10
226,2020-12,Dez 2020,Nordeste,Maranhão,Não VOC/VOI,Não VOC/VOI,37
227,2020-12,Dez 2020,Nordeste,Maranhão,P.1 (Gama),P.1 (Gama),1
228,2020-12,Dez 2020,Nordeste,Maranhão,P.2,P.2,11
229,2020-12,Dez 2020,Nordeste,Paraíba,Não VOC/VOI,Não VOC/VOI,21
230,2020-12,Dez 2020,Nordeste,Paraíba,P.2,P.2,10
231,2020-12,Dez 2020,Nordeste,Pernambuco,Não VOC/VOI,Não VOC/VOI,10
232,2020-12,Dez 2020,Nordeste,Pernambuco,P.2,P.2,12
233,2020-12,Dez 2020,Nordeste,Rio Grande do Norte,Não VOC/VOI,Não VOC/VOI,9
234,2020-12,Dez 2020,Nordeste,Rio Grande do Norte,P.2,P.2,11
235,2020-12,Dez 2020,Norte,Acre,P.2,P.2,1
236,2020-12,Dez 2020,Norte,Amapá,Não VOC/VOI,Não VOC/VOI,4
237,2020-12,Dez 2020,Norte,Amapá,P.2,P.2,13
238,2020-12,Dez 2020,Norte,Amazonas,Não VOC/VOI,Não VOC/VOI,91
239,2020-12,Dez 2020,Norte,Amazonas,P.1 (Gama),P.1 (Gama),116
240,2020-12,Dez 2020,Norte,Amazonas,P.1-like I,Não VOC/VOI,2
241,2020-12,Dez 2020,Norte,Amazonas,P.2,P.2,41
242,2020-12,Dez 2020,Norte,Pará,Não VOC/VOI,Não VOC/VOI,9
243,2020-12,Dez 2020,Norte,Pará,P.2,P.2,11
244,2020-12,Dez 2020,Norte,Tocantins,P.2,P.2,1
245,2020-12,Dez 2020,Sudeste,Espírito Santo,Não VOC/VOI,Não VOC/VOI,18
246,2020-12,Dez 2020,Sudeste,Espírito Santo,P.2,P.2,15
247,2020-12,Dez 2020,Sudeste,Minas Gerais,Não VOC/VOI,Não VOC/VOI,16
248,2020-12,Dez 2020,Sudeste,Minas Gerais,P.2,P.2,23
249,2020-12,Dez 2020,Sudeste,Rio de Janeiro,Não VOC/VOI,Não VOC/VOI,44
250,2020-12,Dez 2020,Sudeste,Rio de Janeiro,P.2,P.2,89
251,2020-12,Dez 2020,Sudeste,São Paulo,Não VOC/VOI,Não VOC/VOI,55
252,2020-12,Dez 2020,Sudeste,São Paulo,P.2,P.2,22
253,2020-12,Dez 2020,Sul,Paraná,Não VOC/VOI,Não VOC/VOI,25
254,2020-12,Dez 2020,Sul,Paraná,P.2,P.2,22
255,2020-12,Dez 2020,Sul,Rio Grande do Sul,Não VOC/VOI,Não VOC/VOI,36
256,2020-12,Dez 2020,Sul,Rio Grande do Sul,P.2,P.2,36
257,2020-12,Dez 2020,Sul,Santa Catarina,Não VOC/VOI,Não VOC/VOI,11
258,2020-12,Dez 2020,Sul,Santa Catarina,P.2,P.2,35
259,2021-01,Jan 2021,Centro-oeste,Distrito Federal,P.1 (Gama),P.1 (Gama),1
260,2021-01,Jan 2021,Centro-oeste,Distrito Federal,P.2,P.2,1
261,2021-01,Jan 2021,Centro-oeste,Goiás,B.1.1.7 (Alfa),B.1.1.7 (Alfa),6
262,2021-01,Jan 2021,Centro-oeste,Goiás,Não VOC/VOI,Não VOC/VOI,30
263,2021-01,Jan 2021,Centro-oeste,Goiás,P.1 (Gama),P.1 (Gama),43
264,2021-01,Jan 2021,Centro-oeste,Goiás,P.2,P.2,56
265,2021-01,Jan 2021,Centro-oeste,Mato Grosso,B.1.1.7 (Alfa),B.1.1.7 (Alfa),2
266,2021-01,Jan 2021,Centro-oeste,Mato Grosso,Não VOC/VOI,Não VOC/VOI,3
267,2021-01,Jan 2021,Centro-oeste,Mato Grosso,P.1 (Gama),P.1 (Gama),1
268,2021-01,Jan 2021,Centro-oeste,Mato Grosso,P.2,P.2,3
269,2021-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,B.1.1.7 (Alfa),B.1.1.7 (Alfa),1
270,2021-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,Não VOC/VOI,Não VOC/VOI,7
271,2021-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,P.2,P.2,12
272,2021-01,Jan 2021,Nordeste,Alagoas,Não VOC/VOI,Não VOC/VOI,7
273,2021-01,Jan 2021,Nordeste,Alagoas,P.1 (Gama),P.1 (Gama),12
274,2021-01,Jan 2021,Nordeste,Alagoas,P.1.1 (Gama),Não VOC/VOI,1
275,2021-01,Jan 2021,Nordeste,Alagoas,P.1.3,P.1.3,1
276,2021-01,Jan 2021,Nordeste,Alagoas,P.2,P.2,24
277,2021-01,Jan 2021,Nordeste,Bahia,B.1.1.7 (Alfa),B.1.1.7 (Alfa),4
278,2021-01,Jan 2021,Nordeste,Bahia,Não VOC/VOI,Não VOC/VOI,25
279,2021-01,Jan 2021,Nordeste,Bahia,P.1 (Gama),P.1 (Gama),13
280,2021-01,Jan 2021,Nordeste,Bahia,P.2,P.2,37
281,2021-01,Jan 2021,Nordeste,Ceará,Não VOC/VOI,Não VOC/VOI,20
282,2021-01,Jan 2021,Nordeste,Ceará,P.1 (Gama),P.1 (Gama),16
283,2021-01,Jan 2021,Nordeste,Ceará,P.2,P.2,17
284,2021-01,Jan 2021,Nordeste,Maranhão,Não VOC/VOI,Não VOC/VOI,26
285,2021-01,Jan 2021,Nordeste,Maranhão,P.1 (Gama),P.1 (Gama),8
286,2021-01,Jan 2021,Nordeste,Maranhão,P.2,P.2,15
287,2021-01,Jan 2021,Nordeste,Paraíba,Não VOC/VOI,Não VOC/VOI,12
288,2021-01,Jan 2021,Nordeste,Paraíba,P.1 (Gama),P.1 (Gama),5
289,2021-01,Jan 2021,Nordeste,Paraíba,P.2,P.2,24
290,2021-01,Jan 2021,Nordeste,Pernambuco,Não VOC/VOI,Não VOC/VOI,9
291,2021-01,Jan 2021,Nordeste,Pernambuco,P.2,P.2,13
292,2021-01,Jan 2021,Nordeste,Piauí,Não VOC/VOI,Não VOC/VOI,1
293,2021-01,Jan 2021,Nordeste,Rio Grande do Norte,Não VOC/VOI,Não VOC/VOI,5
294,2021-01,Jan 2021,Nordeste,Rio Grande do Norte,P.1 (Gama),P.1 (Gama),12
295,2021-01,Jan 2021,Nordeste,Rio Grande do Norte,P.2,P.2,26
296,2021-01,Jan 2021,Nordeste,Sergipe,B.1.1.7 (Alfa),B.1.1.7 (Alfa),1
297,2021-01,Jan 2021,Nordeste,Sergipe,Não VOC/VOI,Não VOC/VOI,12
298,2021-01,Jan 2021,Nordeste,Sergipe,P.1 (Gama),P.1 (Gama),7
299,2021-01,Jan 2021,Nordeste,Sergipe,P.2,P.2,23
300,2021-01,Jan 2021,Norte,Acre,Não VOC/VOI,Não VOC/VOI,23
301,2021-01,Jan 2021,Norte,Acre,P.1 (Gama),P.1 (Gama),10
302,2021-01,Jan 2021,Norte,Acre,P.2,P.2,3
303,2021-01,Jan 2021,Norte,Amapá,Não VOC/VOI,Não VOC/VOI,6
304,2021-01,Jan 2021,Norte,Amapá,P.1 (Gama),P.1 (Gama),9
305,2021-01,Jan 2021,Norte,Amapá,P.2,P.2,56
306,2021-01,Jan 2021,Norte,Amazonas,Não VOC/VOI,Não VOC/VOI,11
307,2021-01,Jan 2021,Norte,Amazonas,P.1 (Gama),P.1 (Gama),169
308,2021-01,Jan 2021,Norte,Amazonas,P.1-like I,Não VOC/VOI,1
309,2021-01,Jan 2021,Norte,Amazonas,P.1.1 (Gama),Não VOC/VOI,1
310,2021-01,Jan 2021,Norte,Amazonas,P.2,P.2,7
311,2021-01,Jan 2021,Norte,Pará,Não VOC/VOI,Não VOC/VOI,9
312,2021-01,Jan 2021,Norte,Pará,P.1 (Gama),P.1 (Gama),17
313,2021-01,Jan 2021,Norte,Pará,P.2,P.2,23
314,2021-01,Jan 2021,Norte,Rondônia,Não VOC/VOI,Não VOC/VOI,9
315,2021-01,Jan 2021,Norte,Rondônia,P.1 (Gama),P.1 (Gama),5
316,2021-01,Jan 2021,Norte,Rondônia,P.2,P.2,5
317,2021-01,Jan 2021,Norte,Roraima,Não VOC/VOI,Não VOC/VOI,1
318,2021-01,Jan 2021,Norte,Roraima,P.1 (Gama),P.1 (Gama),11
319,2021-01,Jan 2021,Norte,Roraima,P.2,P.2,1
320,2021-01,Jan 2021,Norte,Tocantins,Não VOC/VOI,Não VOC/VOI,3
321,2021-01,Jan 2021,Norte,Tocantins,P.1 (Gama),P.1 (Gama),2
322,2021-01,Jan 2021,Norte,Tocantins,P.2,P.2,1
323,2021-01,Jan 2021,Sudeste,Espírito Santo,B.1.1.7 (Alfa),B.1.1.7 (Alfa),1
324,2021-01,Jan 2021,Sudeste,Espírito Santo,Não VOC/VOI,Não VOC/VOI,25
325,2021-01,Jan 2021,Sudeste,Espírito Santo,P.1 (Gama),P.1 (Gama),4
326,2021-01,Jan 2021,Sudeste,Espírito Santo,P.2,P.2,21
327,2021-01,Jan 2021,Sudeste,Minas Gerais,B.1.1.7 (Alfa),B.1.1.7 (Alfa),13
328,2021-01,Jan 2021,Sudeste,Minas Gerais,Não VOC/VOI,Não VOC/VOI,13
329,2021-01,Jan 2021,Sudeste,Minas Gerais,P.1 (Gama),P.1 (Gama),2
330,2021-01,Jan 2021,Sudeste,Minas Gerais,P.2,P.2,46
331,2021-01,Jan 2021,Sudeste,Rio de Janeiro,B.1.1.7 (Alfa),B.1.1.7 (Alfa),5
332,2021-01,Jan 2021,Sudeste,Rio de Janeiro,Não VOC/VOI,Não VOC/VOI,53
333,2021-01,Jan 2021,Sudeste,Rio de Janeiro,P.1 (Gama),P.1 (Gama),4
334,2021-01,Jan 2021,Sudeste,Rio de Janeiro,P.2,P.2,120
335,2021-01,Jan 2021,Sudeste,São Paulo,B.1.1.7 (Alfa),B.1.1.7 (Alfa),21
336,2021-01,Jan 2021,Sudeste,São Paulo,Não VOC/VOI,Não VOC/VOI,137
337,2021-01,Jan 2021,Sudeste,São Paulo,P.1 (Gama),P.1 (Gama),49
338,2021-01,Jan 2021,Sudeste,São Paulo,P.1.1 (Gama),Não VOC/VOI,1
339,2021-01,Jan 2021,Sudeste,São Paulo,P.2,P.2,130
340,2021-01,Jan 2021,Sul,Paraná,B.1.1.7 (Alfa),B.1.1.7 (Alfa),3
341,2021-01,Jan 2021,Sul,Paraná,Não VOC/VOI,Não VOC/VOI,15
342,2021-01,Jan 2021,Sul,Paraná,P.1 (Gama),P.1 (Gama),3
343,2021-01,Jan 2021,Sul,Paraná,P.1-like I,Não VOC/VOI,1
344,2021-01,Jan 2021,Sul,Paraná,P.1.3,P.1.3,1
345,2021-01,Jan 2021,Sul,Paraná,P.2,P.2,21
346,2021-01,Jan 2021,Sul,Rio Grande do Sul,Não VOC/VOI,Não VOC/VOI,27
347,2021-01,Jan 2021,Sul,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),4
348,2021-01,Jan 2021,Sul,Rio Grande do Sul,P.1.2 (Gama),P.1.2 (Gama),2
349,2021-01,Jan 2021,Sul,Rio Grande do Sul,P.2,P.2,43
350,2021-01,Jan 2021,Sul,Santa Catarina,B.1.1.7 (Alfa),B.1.1.7 (Alfa),1
351,2021-01,Jan 2021,Sul,Santa Catarina,Não VOC/VOI,Não VOC/VOI,25
352,2021-01,Jan 2021,Sul,Santa Catarina,P.1 (Gama),P.1 (Gama),9
353,2021-01,Jan 2021,Sul,Santa Catarina,P.2,P.2,57
354,2021-02,Fev 2021,Centro-oeste,Distrito Federal,Não VOC/VOI,Não VOC/VOI,1
355,2021-02,Fev 2021,Centro-oeste,Goiás,B.1.1.7 (Alfa),B.1.1.7 (Alfa),20
356,2021-02,Fev 2021,Centro-oeste,Goiás,Não VOC/VOI,Não VOC/VOI,18
357,2021-02,Fev 2021,Centro-oeste,Goiás,P.1 (Gama),P.1 (Gama),118
358,2021-02,Fev 2021,Centro-oeste,Goiás,P.1.1 (Gama),Não VOC/VOI,5
359,2021-02,Fev 2021,Centro-oeste,Goiás,P.1.2 (Gama),P.1.2 (Gama),1
360,2021-02,Fev 2021,Centro-oeste,Goiás,P.2,P.2,34
361,2021-02,Fev 2021,Centro-oeste,Mato Grosso,P.1 (Gama),P.1 (Gama),2
362,2021-02,Fev 2021,Centro-oeste,Mato Grosso,P.2,P.2,6
363,2021-02,Fev 2021,Centro-oeste,Mato Grosso do Sul,Não VOC/VOI,Não VOC/VOI,3
364,2021-02,Fev 2021,Centro-oeste,Mato Grosso do Sul,P.1 (Gama),P.1 (Gama),3
365,2021-02,Fev 2021,Centro-oeste,Mato Grosso do Sul,P.2,P.2,4
366,2021-02,Fev 2021,Nordeste,Alagoas,Não VOC/VOI,Não VOC/VOI,17
367,2021-02,Fev 2021,Nordeste,Alagoas,P.1 (Gama),P.1 (Gama),32
368,2021-02,Fev 2021,Nordeste,Alagoas,P.2,P.2,32
369,2021-02,Fev 2021,Nordeste,Bahia,B.1.1.7 (Alfa),B.1.1.7 (Alfa),6
370,2021-02,Fev 2021,Nordeste,Bahia,Não VOC/VOI,Não VOC/VOI,30
371,2021-02,Fev 2021,Nordeste,Bahia,P.1 (Gama),P.1 (Gama),50
372,2021-02,Fev 2021,Nordeste,Bahia,P.2,P.2,40
373,2021-02,Fev 2021,Nordeste,Ceará,Não VOC/VOI,Não VOC/VOI,2
374,2021-02,Fev 2021,Nordeste,Ceará,P.1 (Gama),P.1 (Gama),47
375,2021-02,Fev 2021,Nordeste,Ceará,P.2,P.2,6
376,2021-02,Fev 2021,Nordeste,Maranhão,Não VOC/VOI,Não VOC/VOI,16
377,2021-02,Fev 2021,Nordeste,Maranhão,P.1 (Gama),P.1 (Gama),28
378,2021-02,Fev 2021,Nordeste,Maranhão,P.2,P.2,6
379,2021-02,Fev 2021,Nordeste,Paraíba,Não VOC/VOI,Não VOC/VOI,4
380,2021-02,Fev 2021,Nordeste,Paraíba,P.1 (Gama),P.1 (Gama),15
381,2021-02,Fev 2021,Nordeste,Paraíba,P.1.2 (Gama),P.1.2 (Gama),1
382,2021-02,Fev 2021,Nordeste,Paraíba,P.2,P.2,7
383,2021-02,Fev 2021,Nordeste,Pernambuco,Não VOC/VOI,Não VOC/VOI,3
384,2021-02,Fev 2021,Nordeste,Pernambuco,P.1 (Gama),P.1 (Gama),19
385,2021-02,Fev 2021,Nordeste,Pernambuco,P.1.2 (Gama),P.1.2 (Gama),2
386,2021-02,Fev 2021,Nordeste,Pernambuco,P.2,P.2,2
387,2021-02,Fev 2021,Nordeste,Piauí,Não VOC/VOI,Não VOC/VOI,5
388,2021-02,Fev 2021,Nordeste,Piauí,P.1 (Gama),P.1 (Gama),2
