Data,Período,Região,Estado,Laboratório,Variante,Variantes relevantes,Quantidade
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BA.1.17,BA.1.* (Omicron),5
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BA.1.17.2,BA.1.* (Omicron),3
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BA.2,BA.2.* (Omicron),215
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BA.2.1,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BA.2.23,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BA.2.5,BA.2.* (Omicron),1
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BA.2.56,BA.2.* (Omicron),2
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BA.2.9,BA.2.* (Omicron),3
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BF.7,Outras,1
2022-03-01,Mar 2022,Sul,Santa Catarina,Outros,BN.1.3.1,Outras,1
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Outros,BA.1,BA.1.* (Omicron),4
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Outros,BA.1.1,BA.1.* (Omicron),15
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Outros,BA.1.1.14,BA.1.* (Omicron),5
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Outros,BA.1.14,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Outros,BA.1.14.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Outros,BA.1.15,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Outros,BA.2,BA.2.* (Omicron),11
2022-04-01,Abr 2022,Centro-oeste,Distrito Federal,Outros,BA.2.9,BA.2.* (Omicron),7
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.1,BA.1.* (Omicron),22
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.1.1,BA.1.* (Omicron),17
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.1.1.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.1.14.1,BA.1.* (Omicron),37
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.1.14.2,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.1.15,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.2,BA.2.* (Omicron),77
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.2.3.16,BA.2.* (Omicron),20
2022-04-01,Abr 2022,Centro-oeste,Goiás,Outros,BA.2.9,BA.2.* (Omicron),6
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso,Outros,BA.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso,Outros,BA.1.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso,Outros,BA.2.9,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,BA.2,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.529,Outras,3
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.1.1,BA.1.* (Omicron),8
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.1.1.14,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.1.15,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.1.17,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.2,BA.2.* (Omicron),27
2022-04-01,Abr 2022,Centro-oeste,Mato Grosso do Sul,Outros,BA.2.56,BA.2.* (Omicron),4
2022-04-01,Abr 2022,Nordeste,Alagoas,Outros,BA.1.1.14,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Alagoas,Outros,BA.2,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Bahia,FIOCRUZ,BA.1.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Bahia,FIOCRUZ,BA.1.14.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Bahia,FIOCRUZ,BA.1.15,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Bahia,FIOCRUZ,BA.2.9,BA.2.* (Omicron),3
2022-04-01,Abr 2022,Nordeste,Bahia,Outros,B.1.1.529,Outras,1
2022-04-01,Abr 2022,Nordeste,Bahia,Outros,BA.1.1,BA.1.* (Omicron),5
2022-04-01,Abr 2022,Nordeste,Bahia,Outros,BA.1.1.14,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Bahia,Outros,BA.2,BA.2.* (Omicron),10
2022-04-01,Abr 2022,Nordeste,Bahia,Outros,BA.2.37,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Ceará,FIOCRUZ,BA.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Ceará,FIOCRUZ,BA.1.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Ceará,FIOCRUZ,BA.2,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Ceará,Outros,BA.2,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Maranhão,Outros,BA.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Maranhão,Outros,BA.2,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Paraíba,Outros,BA.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Paraíba,Outros,BA.2,BA.2.* (Omicron),11
2022-04-01,Abr 2022,Nordeste,Paraíba,Outros,BA.2.36,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Pernambuco,FIOCRUZ,BA.1,BA.1.* (Omicron),4
2022-04-01,Abr 2022,Nordeste,Pernambuco,FIOCRUZ,BA.1.1,BA.1.* (Omicron),7
2022-04-01,Abr 2022,Nordeste,Pernambuco,FIOCRUZ,BA.2,BA.2.* (Omicron),20
2022-04-01,Abr 2022,Nordeste,Pernambuco,FIOCRUZ,BA.2.13,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.1.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.2,BA.2.* (Omicron),34
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.2.27,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.2.56,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.2.9,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.2.9.3,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.4,BA.4.* (Omicron),4
2022-04-01,Abr 2022,Nordeste,Pernambuco,Outros,BA.4.1,BA.4.* (Omicron),5
2022-04-01,Abr 2022,Nordeste,Piauí,FIOCRUZ,BA.1,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Nordeste,Piauí,FIOCRUZ,BA.1.14.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Piauí,FIOCRUZ,BA.4,BA.4.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Rio Grande do Norte,Outros,AY.100,Delta,1
2022-04-01,Abr 2022,Nordeste,Rio Grande do Norte,Outros,BA.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Nordeste,Rio Grande do Norte,Outros,BA.1.14,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Rio Grande do Norte,Outros,BA.1.15,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Nordeste,Rio Grande do Norte,Outros,BA.2,BA.2.* (Omicron),25
2022-04-01,Abr 2022,Nordeste,Rio Grande do Norte,Outros,BA.2.21,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Norte,Amazonas,Outros,AY.99.2,Delta,2
2022-04-01,Abr 2022,Norte,Amazonas,Outros,BA.1.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Norte,Amazonas,Outros,BA.1.1.15,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Norte,Amazonas,Outros,BA.2,BA.2.* (Omicron),3
2022-04-01,Abr 2022,Norte,Amazonas,Outros,BA.2.9,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Norte,Pará,Outros,BA.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Norte,Pará,Outros,BA.1.14.1,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Norte,Pará,Outros,BA.2,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Norte,Rondônia,FIOCRUZ,BA.1.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Norte,Rondônia,FIOCRUZ,BA.1.1.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Norte,Rondônia,FIOCRUZ,BA.2,BA.2.* (Omicron),3
2022-04-01,Abr 2022,Norte,Rondônia,Outros,B.1.1.529,Outras,2
2022-04-01,Abr 2022,Norte,Rondônia,Outros,BA.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Norte,Rondônia,Outros,BA.1.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Norte,Rondônia,Outros,BA.2,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Norte,Tocantins,Outros,BA.1.14,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Norte,Tocantins,Outros,BA.2,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,B.1.1.529,Outras,1
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,BA.1,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,BA.1.1,BA.1.* (Omicron),5
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,BA.1.14.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,BA.1.17.2,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,BA.1.20,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,BA.2,BA.2.* (Omicron),13
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,BA.2.9,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,Espírito Santo,Outros,XAG,Outras,1
2022-04-01,Abr 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.1.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.2,BA.2.* (Omicron),7
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.1,BA.1.* (Omicron),7
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.1.1,BA.1.* (Omicron),14
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.1.1.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.1.14.1,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.1.15,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.1.17,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.2,BA.2.* (Omicron),126
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.2.10,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.2.23,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.2.3,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.2.56,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.2.65,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.2.73,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.2.9,BA.2.* (Omicron),14
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.2.9.3,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,BA.3,Outras,3
2022-04-01,Abr 2022,Sudeste,Minas Gerais,Outros,XAG,Outras,2
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.1.15,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.1.17,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.2,BA.2.* (Omicron),7
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.2.23,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.2.9,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.1,BA.1.* (Omicron),7
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.1.1,BA.1.* (Omicron),22
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.1.1.14,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.1.14.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2,BA.2.* (Omicron),107
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2.1,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2.12.1,BA.2.* (Omicron),4
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2.23,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2.3,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2.3.2,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2.37,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2.5,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2.56,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,Rio de Janeiro,Outros,BA.2.9,BA.2.* (Omicron),18
2022-04-01,Abr 2022,Sudeste,São Paulo,FIOCRUZ,BA.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,FIOCRUZ,BA.2,BA.2.* (Omicron),30
2022-04-01,Abr 2022,Sudeste,São Paulo,FIOCRUZ,BA.2.56,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.1,BA.1.* (Omicron),40
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.1.1,BA.1.* (Omicron),120
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.1.1.1,BA.1.* (Omicron),7
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.1.1.14,BA.1.* (Omicron),9
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.1.14,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.1.14.1,BA.1.* (Omicron),11
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.1.15,BA.1.* (Omicron),9
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.1.17,BA.1.* (Omicron),5
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.1.17.2,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2,BA.2.* (Omicron),665
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.1,BA.2.* (Omicron),3
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.10,BA.2.* (Omicron),16
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.12,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.12.1,BA.2.* (Omicron),5
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.14,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.3,BA.2.* (Omicron),28
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.3.10,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.36,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.37,BA.2.* (Omicron),15
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.5,BA.2.* (Omicron),3
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.56,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.62,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.65,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.81,BA.2.* (Omicron),4
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.9,BA.2.* (Omicron),77
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.9.2,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.9.3,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,BA.2.9.5,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,XAG,Outras,7
2022-04-01,Abr 2022,Sudeste,São Paulo,Outros,XE,Outras,1
2022-04-01,Abr 2022,Sul,Paraná,FIOCRUZ,BA.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Paraná,FIOCRUZ,BA.1.1,BA.1.* (Omicron),11
2022-04-01,Abr 2022,Sul,Paraná,FIOCRUZ,BA.1.1.14,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Paraná,FIOCRUZ,BA.1.14.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sul,Paraná,FIOCRUZ,BA.2,BA.2.* (Omicron),51
2022-04-01,Abr 2022,Sul,Paraná,FIOCRUZ,BA.2.23,BA.2.* (Omicron),4
2022-04-01,Abr 2022,Sul,Paraná,FIOCRUZ,BA.2.5,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Paraná,FIOCRUZ,BA.2.56,BA.2.* (Omicron),32
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.1,BA.1.* (Omicron),7
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.1.1,BA.1.* (Omicron),37
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.1.1.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.1.1.14,BA.1.* (Omicron),16
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.1.14.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.1.9,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.2,BA.2.* (Omicron),153
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.2.23,BA.2.* (Omicron),39
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.2.3,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.2.37,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.2.5,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.2.56,BA.2.* (Omicron),15
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.2.9,BA.2.* (Omicron),3
2022-04-01,Abr 2022,Sul,Paraná,Outros,BA.3,Outras,1
2022-04-01,Abr 2022,Sul,Paraná,Outros,XAG,Outras,5
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.1.1,BA.1.* (Omicron),10
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.1.1.14,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.2,BA.2.* (Omicron),33
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.2.9,BA.2.* (Omicron),3
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,FIOCRUZ,XAG,Outras,8
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,B.1.1.529,Outras,1
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,BA.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,BA.1.1,BA.1.* (Omicron),37
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,BA.1.1.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,BA.1.1.14,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,BA.1.15,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,BA.1.9,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,BA.2,BA.2.* (Omicron),52
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,BA.2.9,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Rio Grande do Sul,Outros,XAG,Outras,7
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.1.1,BA.1.* (Omicron),15
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.1.1.1,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.1.1.14,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.1.14.2,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.1.18,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.2,BA.2.* (Omicron),184
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.10,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.23,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.3,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.5,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.56,BA.2.* (Omicron),6
2022-04-01,Abr 2022,Sul,Santa Catarina,FIOCRUZ,BA.2.9,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.1,BA.1.* (Omicron),3
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.1.1,BA.1.* (Omicron),21
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.1.1.1,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.1.1.14,BA.1.* (Omicron),2
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.1.17.2,BA.1.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.2,BA.2.* (Omicron),191
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.2.23,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.2.3.16,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.2.5,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.2.56,BA.2.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.2.65,BA.2.* (Omicron),2
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BA.5.1,BA.5.* (Omicron),1
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,BF.7,Outras,1
2022-04-01,Abr 2022,Sul,Santa Catarina,Outros,XAG,Outras,1
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.1,BA.1.* (Omicron),2
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.1.1,BA.1.* (Omicron),23
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.1.14.1,BA.1.* (Omicron),1
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.2,BA.2.* (Omicron),149
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.2.12.1,BA.2.* (Omicron),5
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.2.23,BA.2.* (Omicron),4
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.2.3,BA.2.* (Omicron),1
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.2.36,BA.2.* (Omicron),2
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.2.48,BA.2.* (Omicron),5
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.2.56,BA.2.* (Omicron),11
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.2.9,BA.2.* (Omicron),16
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.2.9.3,BA.2.* (Omicron),2
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.4,BA.4.* (Omicron),2
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.4.1,BA.4.* (Omicron),1
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.5.1,BA.5.* (Omicron),18
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.5.1.15,BA.5.* (Omicron),2
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BA.5.2.1,BA.5.* (Omicron),2
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BG.4,Outras,1
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,BG.5,Outras,1
2022-05-01,Mai 2022,Centro-oeste,Distrito Federal,Outros,XAG,Outras,2
2022-05-01,Mai 2022,Centro-oeste,Goiás,FIOCRUZ,BA.2,BA.2.* (Omicron),24
2022-05-01,Mai 2022,Centro-oeste,Goiás,FIOCRUZ,BA.2.23,BA.2.* (Omicron),1
2022-05-01,Mai 2022,Centro-oeste,Goiás,FIOCRUZ,BA.2.3,BA.2.* (Omicron),2
