Data,Periodo,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
2022-01-01,Jan 2022,Centro-oeste,Goiás,FIOCRUZ,AY.*+B.1.617.2 (Delta),3
2022-01-01,Jan 2022,Centro-oeste,Goiás,FIOCRUZ,BA.* (Omicron),118
2022-01-01,Jan 2022,Centro-oeste,Goiás,Outros,AY.*+B.1.617.2 (Delta),1
2022-01-01,Jan 2022,Centro-oeste,Goiás,Outros,BA.* (Omicron),355
2022-01-01,Jan 2022,Centro-oeste,Goiás,Outros,Outras,3
2022-01-01,Jan 2022,Centro-oeste,Mato Grosso,Outros,BA.* (Omicron),2
2022-01-01,Jan 2022,Nordeste,Alagoas,FIOCRUZ,AY.*+B.1.617.2 (Delta),2
2022-01-01,Jan 2022,Nordeste,Alagoas,FIOCRUZ,BA.* (Omicron),302
2022-01-01,Jan 2022,Nordeste,Bahia,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2022-01-01,Jan 2022,Nordeste,Bahia,FIOCRUZ,BA.* (Omicron),292
2022-01-01,Jan 2022,Nordeste,Bahia,Outros,AY.*+B.1.617.2 (Delta),1
2022-01-01,Jan 2022,Nordeste,Bahia,Outros,BA.* (Omicron),28
2022-01-01,Jan 2022,Nordeste,Ceará,FIOCRUZ,AY.*+B.1.617.2 (Delta),18
2022-01-01,Jan 2022,Nordeste,Ceará,FIOCRUZ,BA.* (Omicron),1193
2022-01-01,Jan 2022,Nordeste,Paraíba,FIOCRUZ,BA.* (Omicron),175
2022-01-01,Jan 2022,Nordeste,Pernambuco,FIOCRUZ,AY.*+B.1.617.2 (Delta),17
2022-01-01,Jan 2022,Nordeste,Pernambuco,FIOCRUZ,BA.* (Omicron),707
2022-01-01,Jan 2022,Nordeste,Rio Grande do Norte,FIOCRUZ,AY.*+B.1.617.2 (Delta),36
2022-01-01,Jan 2022,Nordeste,Rio Grande do Norte,FIOCRUZ,BA.* (Omicron),164
2022-01-01,Jan 2022,Nordeste,Rio Grande do Norte,Outros,BA.* (Omicron),9
2022-01-01,Jan 2022,Nordeste,Sergipe,FIOCRUZ,BA.* (Omicron),58
2022-01-01,Jan 2022,Norte,Acre,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2022-01-01,Jan 2022,Norte,Acre,FIOCRUZ,BA.* (Omicron),6
2022-01-01,Jan 2022,Norte,Amapá,FIOCRUZ,AY.*+B.1.617.2 (Delta),4
2022-01-01,Jan 2022,Norte,Amapá,FIOCRUZ,BA.* (Omicron),14
2022-01-01,Jan 2022,Norte,Amazonas,FIOCRUZ,AY.*+B.1.617.2 (Delta),51
2022-01-01,Jan 2022,Norte,Amazonas,FIOCRUZ,BA.* (Omicron),2090
2022-01-01,Jan 2022,Norte,Pará,FIOCRUZ,AY.*+B.1.617.2 (Delta),2
2022-01-01,Jan 2022,Norte,Pará,FIOCRUZ,BA.* (Omicron),16
2022-01-01,Jan 2022,Norte,Pará,Outros,BA.* (Omicron),12
2022-01-01,Jan 2022,Norte,Rondônia,FIOCRUZ,AY.*+B.1.617.2 (Delta),12
2022-01-01,Jan 2022,Norte,Rondônia,FIOCRUZ,BA.* (Omicron),42
2022-01-01,Jan 2022,Norte,Tocantins,FIOCRUZ,AY.*+B.1.617.2 (Delta),8
2022-01-01,Jan 2022,Norte,Tocantins,FIOCRUZ,BA.* (Omicron),159
2022-01-01,Jan 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.* (Omicron),309
2022-01-01,Jan 2022,Sudeste,Rio de Janeiro,FIOCRUZ,AY.*+B.1.617.2 (Delta),14
2022-01-01,Jan 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.* (Omicron),687
2022-01-01,Jan 2022,Sudeste,Rio de Janeiro,Outros,AY.*+B.1.617.2 (Delta),3
2022-01-01,Jan 2022,Sudeste,Rio de Janeiro,Outros,BA.* (Omicron),474
2022-01-01,Jan 2022,Sudeste,São Paulo,FIOCRUZ,BA.* (Omicron),64
2022-01-01,Jan 2022,Sudeste,São Paulo,Outros,AY.*+B.1.617.2 (Delta),35
2022-01-01,Jan 2022,Sudeste,São Paulo,Outros,BA.* (Omicron),3676
2022-01-01,Jan 2022,Sudeste,São Paulo,Outros,Outras,1
2022-01-01,Jan 2022,Sul,Paraná,FIOCRUZ,AY.*+B.1.617.2 (Delta),4
2022-01-01,Jan 2022,Sul,Paraná,FIOCRUZ,BA.* (Omicron),9
2022-01-01,Jan 2022,Sul,Paraná,Outros,BA.* (Omicron),12
2022-01-01,Jan 2022,Sul,Rio Grande do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),7
2022-01-01,Jan 2022,Sul,Rio Grande do Sul,FIOCRUZ,BA.* (Omicron),189
2022-01-01,Jan 2022,Sul,Rio Grande do Sul,Outros,AY.*+B.1.617.2 (Delta),3
2022-01-01,Jan 2022,Sul,Rio Grande do Sul,Outros,BA.* (Omicron),54
2022-01-01,Jan 2022,Sul,Santa Catarina,FIOCRUZ,AY.*+B.1.617.2 (Delta),2
2022-01-01,Jan 2022,Sul,Santa Catarina,FIOCRUZ,BA.* (Omicron),256
2022-01-01,Jan 2022,Sul,Santa Catarina,Outros,AY.*+B.1.617.2 (Delta),8
2022-01-01,Jan 2022,Sul,Santa Catarina,Outros,BA.* (Omicron),402
2022-02-01,Fev 2022,Centro-oeste,Goiás,Outros,BA.* (Omicron),172
2022-02-01,Fev 2022,Nordeste,Alagoas,FIOCRUZ,BA.* (Omicron),38
2022-02-01,Fev 2022,Nordeste,Bahia,FIOCRUZ,BA.* (Omicron),7
2022-02-01,Fev 2022,Nordeste,Ceará,FIOCRUZ,BA.* (Omicron),65
2022-02-01,Fev 2022,Nordeste,Pernambuco,FIOCRUZ,BA.* (Omicron),77
2022-02-01,Fev 2022,Norte,Amazonas,FIOCRUZ,BA.* (Omicron),113
2022-02-01,Fev 2022,Sudeste,Minas Gerais,FIOCRUZ,BA.* (Omicron),35
2022-02-01,Fev 2022,Sudeste,Rio de Janeiro,FIOCRUZ,BA.* (Omicron),58
2022-02-01,Fev 2022,Sudeste,Rio de Janeiro,Outros,AY.*+B.1.617.2 (Delta),1
2022-02-01,Fev 2022,Sudeste,Rio de Janeiro,Outros,BA.* (Omicron),74
2022-02-01,Fev 2022,Sudeste,São Paulo,Outros,AY.*+B.1.617.2 (Delta),5
2022-02-01,Fev 2022,Sudeste,São Paulo,Outros,BA.* (Omicron),1368
2022-02-01,Fev 2022,Sul,Santa Catarina,FIOCRUZ,BA.* (Omicron),55
2022-02-01,Fev 2022,Sul,Santa Catarina,Outros,BA.* (Omicron),57
