Data,Periodo,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
2021-06-01,Jun 2021,Nordeste,Alagoas,Outros,P.1+P.1.* (Gama),7
2021-06-01,Jun 2021,Nordeste,Bahia,FIOCRUZ,P.1+P.1.* (Gama),156
2021-06-01,Jun 2021,Nordeste,Bahia,Outros,B.1.1.28,1
2021-06-01,Jun 2021,Nordeste,Bahia,Outros,B.1.1.7 (Alfa),23
2021-06-01,Jun 2021,Nordeste,Bahia,Outros,Outras,6
2021-06-01,Jun 2021,Nordeste,Bahia,Outros,P.1+P.1.* (Gama),135
2021-06-01,Jun 2021,Nordeste,Ceará,FIOCRUZ,P.1+P.1.* (Gama),386
2021-06-01,Jun 2021,Nordeste,Ceará,Outros,P.1+P.1.* (Gama),14
2021-06-01,Jun 2021,Nordeste,Maranhão,FIOCRUZ,P.1+P.1.* (Gama),12
2021-06-01,Jun 2021,Nordeste,Maranhão,Outros,Outras,1
2021-06-01,Jun 2021,Nordeste,Maranhão,Outros,P.1+P.1.* (Gama),44
2021-06-01,Jun 2021,Nordeste,Paraíba,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2021-06-01,Jun 2021,Nordeste,Paraíba,FIOCRUZ,P.1+P.1.* (Gama),19
2021-06-01,Jun 2021,Nordeste,Paraíba,Outros,P.1+P.1.* (Gama),7
2021-06-01,Jun 2021,Nordeste,Pernambuco,FIOCRUZ,P.1+P.1.* (Gama),84
2021-06-01,Jun 2021,Nordeste,Pernambuco,Outros,AY.*+B.1.617.2 (Delta),1
2021-06-01,Jun 2021,Nordeste,Pernambuco,Outros,Outras,2
2021-06-01,Jun 2021,Nordeste,Pernambuco,Outros,P.1+P.1.* (Gama),105
2021-06-01,Jun 2021,Nordeste,Piauí,FIOCRUZ,P.1+P.1.* (Gama),13
2021-06-01,Jun 2021,Nordeste,Piauí,Outros,P.1+P.1.* (Gama),10
2021-06-01,Jun 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
2021-06-01,Jun 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,P.1+P.1.* (Gama),65
2021-06-01,Jun 2021,Nordeste,Rio Grande do Norte,Outros,P.1+P.1.* (Gama),22
2021-06-01,Jun 2021,Nordeste,Sergipe,FIOCRUZ,P.1+P.1.* (Gama),9
2021-06-01,Jun 2021,Nordeste,Sergipe,Outros,Outras,1
2021-06-01,Jun 2021,Nordeste,Sergipe,Outros,P.1+P.1.* (Gama),5
2021-06-01,Jun 2021,Norte,Acre,Outros,Outras,2
2021-06-01,Jun 2021,Norte,Acre,Outros,P.1+P.1.* (Gama),13
2021-06-01,Jun 2021,Norte,Amapá,FIOCRUZ,P.1+P.1.* (Gama),35
2021-06-01,Jun 2021,Norte,Amazonas,FIOCRUZ,P.1+P.1.* (Gama),324
2021-06-01,Jun 2021,Norte,Amazonas,Outros,P.1+P.1.* (Gama),7
2021-06-01,Jun 2021,Norte,Pará,FIOCRUZ,P.1+P.1.* (Gama),68
2021-06-01,Jun 2021,Norte,Pará,Outros,P.1+P.1.* (Gama),34
2021-06-01,Jun 2021,Norte,Rondônia,FIOCRUZ,Outras,3
2021-06-01,Jun 2021,Norte,Rondônia,Outros,P.1+P.1.* (Gama),21
2021-06-01,Jun 2021,Norte,Roraima,FIOCRUZ,P.1+P.1.* (Gama),42
2021-06-01,Jun 2021,Norte,Roraima,Outros,P.1+P.1.* (Gama),3
2021-06-01,Jun 2021,Norte,Tocantins,FIOCRUZ,P.1+P.1.* (Gama),20
2021-06-01,Jun 2021,Norte,Tocantins,Outros,AY.*+B.1.617.2 (Delta),1
2021-06-01,Jun 2021,Norte,Tocantins,Outros,Outras,1
2021-06-01,Jun 2021,Norte,Tocantins,Outros,P.1+P.1.* (Gama),32
2021-06-01,Jun 2021,Sudeste,Espírito Santo,FIOCRUZ,P.1+P.1.* (Gama),41
2021-06-01,Jun 2021,Sudeste,Espírito Santo,Outros,P.1+P.1.* (Gama),1
2021-06-01,Jun 2021,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.7 (Alfa),2
2021-06-01,Jun 2021,Sudeste,Minas Gerais,FIOCRUZ,P.1+P.1.* (Gama),86
2021-06-01,Jun 2021,Sudeste,Minas Gerais,Outros,B.1.1.28,2
2021-06-01,Jun 2021,Sudeste,Minas Gerais,Outros,P.1+P.1.* (Gama),25
2021-06-01,Jun 2021,Sudeste,Minas Gerais,Outros,P.2,1
2021-06-01,Jun 2021,Sudeste,Rio de Janeiro,FIOCRUZ,AY.*+B.1.617.2 (Delta),21
2021-06-01,Jun 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.1+P.1.* (Gama),264
2021-06-01,Jun 2021,Sudeste,Rio de Janeiro,Outros,AY.*+B.1.617.2 (Delta),65
2021-06-01,Jun 2021,Sudeste,Rio de Janeiro,Outros,B.1.1.28,1
2021-06-01,Jun 2021,Sudeste,Rio de Janeiro,Outros,B.1.1.7 (Alfa),5
2021-06-01,Jun 2021,Sudeste,Rio de Janeiro,Outros,Outras,7
2021-06-01,Jun 2021,Sudeste,Rio de Janeiro,Outros,P.1+P.1.* (Gama),951
2021-06-01,Jun 2021,Sudeste,Rio de Janeiro,Outros,P.2,1
2021-06-01,Jun 2021,Sudeste,São Paulo,FIOCRUZ,B.1.1.7 (Alfa),8
2021-06-01,Jun 2021,Sudeste,São Paulo,FIOCRUZ,P.1+P.1.* (Gama),218
2021-06-01,Jun 2021,Sudeste,São Paulo,Outros,AY.*+B.1.617.2 (Delta),8
2021-06-01,Jun 2021,Sudeste,São Paulo,Outros,B.1.1,5
2021-06-01,Jun 2021,Sudeste,São Paulo,Outros,B.1.1.28,1
2021-06-01,Jun 2021,Sudeste,São Paulo,Outros,B.1.1.7 (Alfa),226
2021-06-01,Jun 2021,Sudeste,São Paulo,Outros,Outras,70
2021-06-01,Jun 2021,Sudeste,São Paulo,Outros,P.1+P.1.* (Gama),5964
2021-06-01,Jun 2021,Sul,Paraná,FIOCRUZ,AY.*+B.1.617.2 (Delta),23
2021-06-01,Jun 2021,Sul,Paraná,FIOCRUZ,B.1.1.7 (Alfa),2
2021-06-01,Jun 2021,Sul,Paraná,FIOCRUZ,Outras,1
2021-06-01,Jun 2021,Sul,Paraná,FIOCRUZ,P.1+P.1.* (Gama),242
2021-06-01,Jun 2021,Sul,Paraná,Outros,AY.*+B.1.617.2 (Delta),3
2021-06-01,Jun 2021,Sul,Paraná,Outros,P.1+P.1.* (Gama),214
2021-06-01,Jun 2021,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.7 (Alfa),1
2021-06-01,Jun 2021,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
2021-06-01,Jun 2021,Sul,Rio Grande do Sul,FIOCRUZ,P.1+P.1.* (Gama),163
2021-06-01,Jun 2021,Sul,Rio Grande do Sul,Outros,AY.*+B.1.617.2 (Delta),4
2021-06-01,Jun 2021,Sul,Rio Grande do Sul,Outros,P.1+P.1.* (Gama),39
2021-06-01,Jun 2021,Sul,Santa Catarina,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2021-06-01,Jun 2021,Sul,Santa Catarina,FIOCRUZ,B.1.1.7 (Alfa),1
2021-06-01,Jun 2021,Sul,Santa Catarina,FIOCRUZ,P.1+P.1.* (Gama),73
2021-06-01,Jun 2021,Sul,Santa Catarina,Outros,P.1+P.1.* (Gama),27
2021-07-01,Jul 2021,Centro-oeste,Distrito Federal,Outros,AY.*+B.1.617.2 (Delta),4
2021-07-01,Jul 2021,Centro-oeste,Distrito Federal,Outros,P.1+P.1.* (Gama),68
2021-07-01,Jul 2021,Centro-oeste,Goiás,FIOCRUZ,AY.*+B.1.617.2 (Delta),8
2021-07-01,Jul 2021,Centro-oeste,Goiás,FIOCRUZ,P.1+P.1.* (Gama),104
2021-07-01,Jul 2021,Centro-oeste,Goiás,Outros,AY.*+B.1.617.2 (Delta),7
2021-07-01,Jul 2021,Centro-oeste,Goiás,Outros,Outras,1
2021-07-01,Jul 2021,Centro-oeste,Goiás,Outros,P.1+P.1.* (Gama),254
2021-07-01,Jul 2021,Centro-oeste,Mato Grosso,Outros,AY.*+B.1.617.2 (Delta),10
2021-07-01,Jul 2021,Centro-oeste,Mato Grosso,Outros,P.1+P.1.* (Gama),26
2021-07-01,Jul 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),3
2021-07-01,Jul 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,P.1+P.1.* (Gama),84
2021-07-01,Jul 2021,Centro-oeste,Mato Grosso do Sul,Outros,P.1+P.1.* (Gama),25
2021-07-01,Jul 2021,Nordeste,Alagoas,FIOCRUZ,AY.*+B.1.617.2 (Delta),8
2021-07-01,Jul 2021,Nordeste,Alagoas,FIOCRUZ,P.1+P.1.* (Gama),142
2021-07-01,Jul 2021,Nordeste,Alagoas,Outros,P.1+P.1.* (Gama),1
2021-07-01,Jul 2021,Nordeste,Alagoas,Outros,P.2,1
2021-07-01,Jul 2021,Nordeste,Bahia,FIOCRUZ,P.1+P.1.* (Gama),110
2021-07-01,Jul 2021,Nordeste,Bahia,Outros,AY.*+B.1.617.2 (Delta),5
2021-07-01,Jul 2021,Nordeste,Bahia,Outros,B.1.1.7 (Alfa),1
2021-07-01,Jul 2021,Nordeste,Bahia,Outros,Outras,1
2021-07-01,Jul 2021,Nordeste,Bahia,Outros,P.1+P.1.* (Gama),121
2021-07-01,Jul 2021,Nordeste,Ceará,FIOCRUZ,AY.*+B.1.617.2 (Delta),20
2021-07-01,Jul 2021,Nordeste,Ceará,FIOCRUZ,P.1+P.1.* (Gama),122
2021-07-01,Jul 2021,Nordeste,Ceará,Outros,P.1+P.1.* (Gama),12
2021-07-01,Jul 2021,Nordeste,Maranhão,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2021-07-01,Jul 2021,Nordeste,Maranhão,FIOCRUZ,P.1+P.1.* (Gama),37
2021-07-01,Jul 2021,Nordeste,Maranhão,Outros,AY.*+B.1.617.2 (Delta),1
2021-07-01,Jul 2021,Nordeste,Maranhão,Outros,P.1+P.1.* (Gama),38
2021-07-01,Jul 2021,Nordeste,Paraíba,FIOCRUZ,AY.*+B.1.617.2 (Delta),4
2021-07-01,Jul 2021,Nordeste,Paraíba,FIOCRUZ,P.1+P.1.* (Gama),20
2021-07-01,Jul 2021,Nordeste,Pernambuco,FIOCRUZ,AY.*+B.1.617.2 (Delta),9
2021-07-01,Jul 2021,Nordeste,Pernambuco,FIOCRUZ,P.1+P.1.* (Gama),520
2021-07-01,Jul 2021,Nordeste,Pernambuco,Outros,B.1.1.7 (Alfa),1
2021-07-01,Jul 2021,Nordeste,Pernambuco,Outros,P.1+P.1.* (Gama),20
2021-07-01,Jul 2021,Nordeste,Piauí,FIOCRUZ,P.1+P.1.* (Gama),3
2021-07-01,Jul 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,P.1+P.1.* (Gama),21
2021-07-01,Jul 2021,Nordeste,Rio Grande do Norte,Outros,P.1+P.1.* (Gama),7
2021-07-01,Jul 2021,Nordeste,Sergipe,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2021-07-01,Jul 2021,Nordeste,Sergipe,FIOCRUZ,P.1+P.1.* (Gama),44
2021-07-01,Jul 2021,Norte,Acre,Outros,P.1+P.1.* (Gama),9
2021-07-01,Jul 2021,Norte,Amapá,FIOCRUZ,P.1+P.1.* (Gama),67
2021-07-01,Jul 2021,Norte,Amazonas,FIOCRUZ,AY.*+B.1.617.2 (Delta),4
2021-07-01,Jul 2021,Norte,Amazonas,FIOCRUZ,P.1+P.1.* (Gama),340
2021-07-01,Jul 2021,Norte,Amazonas,Outros,P.1+P.1.* (Gama),1
2021-07-01,Jul 2021,Norte,Pará,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2021-07-01,Jul 2021,Norte,Pará,FIOCRUZ,P.1+P.1.* (Gama),59
2021-07-01,Jul 2021,Norte,Pará,Outros,AY.*+B.1.617.2 (Delta),1
2021-07-01,Jul 2021,Norte,Pará,Outros,P.1+P.1.* (Gama),23
2021-07-01,Jul 2021,Norte,Rondônia,FIOCRUZ,P.1+P.1.* (Gama),40
2021-07-01,Jul 2021,Norte,Rondônia,Outros,AY.*+B.1.617.2 (Delta),1
2021-07-01,Jul 2021,Norte,Rondônia,Outros,P.1+P.1.* (Gama),14
2021-07-01,Jul 2021,Norte,Roraima,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2021-07-01,Jul 2021,Norte,Roraima,FIOCRUZ,P.1+P.1.* (Gama),41
2021-07-01,Jul 2021,Norte,Roraima,Outros,P.1+P.1.* (Gama),3
2021-07-01,Jul 2021,Norte,Tocantins,FIOCRUZ,AY.*+B.1.617.2 (Delta),2
2021-07-01,Jul 2021,Norte,Tocantins,FIOCRUZ,P.1+P.1.* (Gama),22
2021-07-01,Jul 2021,Norte,Tocantins,Outros,P.1+P.1.* (Gama),57
2021-07-01,Jul 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.*+B.1.617.2 (Delta),27
2021-07-01,Jul 2021,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.7 (Alfa),2
2021-07-01,Jul 2021,Sudeste,Espírito Santo,FIOCRUZ,P.1+P.1.* (Gama),178
2021-07-01,Jul 2021,Sudeste,Espírito Santo,Outros,AY.*+B.1.617.2 (Delta),1
2021-07-01,Jul 2021,Sudeste,Espírito Santo,Outros,P.1+P.1.* (Gama),3
2021-07-01,Jul 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.*+B.1.617.2 (Delta),25
2021-07-01,Jul 2021,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.7 (Alfa),1
2021-07-01,Jul 2021,Sudeste,Minas Gerais,FIOCRUZ,P.1+P.1.* (Gama),55
2021-07-01,Jul 2021,Sudeste,Minas Gerais,Outros,AY.*+B.1.617.2 (Delta),21
2021-07-01,Jul 2021,Sudeste,Minas Gerais,Outros,B.1.1.7 (Alfa),1
2021-07-01,Jul 2021,Sudeste,Minas Gerais,Outros,P.1+P.1.* (Gama),12
2021-07-01,Jul 2021,Sudeste,Rio de Janeiro,FIOCRUZ,AY.*+B.1.617.2 (Delta),185
2021-07-01,Jul 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.1+P.1.* (Gama),154
2021-07-01,Jul 2021,Sudeste,Rio de Janeiro,Outros,AY.*+B.1.617.2 (Delta),381
2021-07-01,Jul 2021,Sudeste,Rio de Janeiro,Outros,B.1.1,1
2021-07-01,Jul 2021,Sudeste,Rio de Janeiro,Outros,B.1.1.7 (Alfa),3
2021-07-01,Jul 2021,Sudeste,Rio de Janeiro,Outros,Outras,7
2021-07-01,Jul 2021,Sudeste,Rio de Janeiro,Outros,P.1+P.1.* (Gama),403
2021-07-01,Jul 2021,Sudeste,São Paulo,Outros,AY.*+B.1.617.2 (Delta),273
2021-07-01,Jul 2021,Sudeste,São Paulo,Outros,B.1.1,1
2021-07-01,Jul 2021,Sudeste,São Paulo,Outros,B.1.1.28,2
2021-07-01,Jul 2021,Sudeste,São Paulo,Outros,B.1.1.7 (Alfa),53
2021-07-01,Jul 2021,Sudeste,São Paulo,Outros,Outras,32
2021-07-01,Jul 2021,Sudeste,São Paulo,Outros,P.1+P.1.* (Gama),5842
2021-07-01,Jul 2021,Sul,Paraná,FIOCRUZ,AY.*+B.1.617.2 (Delta),134
2021-07-01,Jul 2021,Sul,Paraná,FIOCRUZ,Outras,1
2021-07-01,Jul 2021,Sul,Paraná,FIOCRUZ,P.1+P.1.* (Gama),125
2021-07-01,Jul 2021,Sul,Paraná,FIOCRUZ,P.2,2
2021-07-01,Jul 2021,Sul,Paraná,Outros,AY.*+B.1.617.2 (Delta),23
2021-07-01,Jul 2021,Sul,Paraná,Outros,B.1.1.7 (Alfa),1
2021-07-01,Jul 2021,Sul,Paraná,Outros,Outras,1
2021-07-01,Jul 2021,Sul,Paraná,Outros,P.1+P.1.* (Gama),181
2021-07-01,Jul 2021,Sul,Rio Grande do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),61
2021-07-01,Jul 2021,Sul,Rio Grande do Sul,FIOCRUZ,P.1+P.1.* (Gama),77
2021-07-01,Jul 2021,Sul,Rio Grande do Sul,Outros,AY.*+B.1.617.2 (Delta),33
2021-07-01,Jul 2021,Sul,Rio Grande do Sul,Outros,B.1.1.28,1
2021-07-01,Jul 2021,Sul,Rio Grande do Sul,Outros,P.1+P.1.* (Gama),83
2021-07-01,Jul 2021,Sul,Santa Catarina,FIOCRUZ,AY.*+B.1.617.2 (Delta),84
2021-07-01,Jul 2021,Sul,Santa Catarina,FIOCRUZ,P.1+P.1.* (Gama),95
2021-07-01,Jul 2021,Sul,Santa Catarina,Outros,AY.*+B.1.617.2 (Delta),1
2021-07-01,Jul 2021,Sul,Santa Catarina,Outros,P.1+P.1.* (Gama),21
2021-08-01,Ago 2021,Centro-oeste,Distrito Federal,Outros,AY.*+B.1.617.2 (Delta),36
2021-08-01,Ago 2021,Centro-oeste,Distrito Federal,Outros,P.1+P.1.* (Gama),44
2021-08-01,Ago 2021,Centro-oeste,Goiás,FIOCRUZ,AY.*+B.1.617.2 (Delta),48
2021-08-01,Ago 2021,Centro-oeste,Goiás,FIOCRUZ,P.1+P.1.* (Gama),78
2021-08-01,Ago 2021,Centro-oeste,Goiás,Outros,AY.*+B.1.617.2 (Delta),79
2021-08-01,Ago 2021,Centro-oeste,Goiás,Outros,P.1+P.1.* (Gama),385
2021-08-01,Ago 2021,Centro-oeste,Mato Grosso,Outros,AY.*+B.1.617.2 (Delta),12
2021-08-01,Ago 2021,Centro-oeste,Mato Grosso,Outros,P.1+P.1.* (Gama),19
2021-08-01,Ago 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),18
2021-08-01,Ago 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,P.1+P.1.* (Gama),79
2021-08-01,Ago 2021,Centro-oeste,Mato Grosso do Sul,Outros,AY.*+B.1.617.2 (Delta),3
2021-08-01,Ago 2021,Centro-oeste,Mato Grosso do Sul,Outros,P.1+P.1.* (Gama),7
2021-08-01,Ago 2021,Nordeste,Alagoas,FIOCRUZ,AY.*+B.1.617.2 (Delta),57
2021-08-01,Ago 2021,Nordeste,Alagoas,FIOCRUZ,P.1+P.1.* (Gama),36
2021-08-01,Ago 2021,Nordeste,Alagoas,Outros,AY.*+B.1.617.2 (Delta),98
2021-08-01,Ago 2021,Nordeste,Alagoas,Outros,P.1+P.1.* (Gama),72
2021-08-01,Ago 2021,Nordeste,Bahia,FIOCRUZ,AY.*+B.1.617.2 (Delta),75
2021-08-01,Ago 2021,Nordeste,Bahia,FIOCRUZ,B.1.1.28,1
2021-08-01,Ago 2021,Nordeste,Bahia,FIOCRUZ,P.1+P.1.* (Gama),122
2021-08-01,Ago 2021,Nordeste,Bahia,Outros,AY.*+B.1.617.2 (Delta),45
2021-08-01,Ago 2021,Nordeste,Bahia,Outros,Outras,1
2021-08-01,Ago 2021,Nordeste,Bahia,Outros,P.1+P.1.* (Gama),81
2021-08-01,Ago 2021,Nordeste,Ceará,FIOCRUZ,AY.*+B.1.617.2 (Delta),87
2021-08-01,Ago 2021,Nordeste,Ceará,FIOCRUZ,P.1+P.1.* (Gama),33
2021-08-01,Ago 2021,Nordeste,Ceará,Outros,AY.*+B.1.617.2 (Delta),6
2021-08-01,Ago 2021,Nordeste,Ceará,Outros,P.1+P.1.* (Gama),8
2021-08-01,Ago 2021,Nordeste,Maranhão,FIOCRUZ,AY.*+B.1.617.2 (Delta),5
2021-08-01,Ago 2021,Nordeste,Maranhão,FIOCRUZ,P.1+P.1.* (Gama),48
2021-08-01,Ago 2021,Nordeste,Maranhão,Outros,AY.*+B.1.617.2 (Delta),1
2021-08-01,Ago 2021,Nordeste,Maranhão,Outros,P.1+P.1.* (Gama),27
2021-08-01,Ago 2021,Nordeste,Paraíba,FIOCRUZ,AY.*+B.1.617.2 (Delta),277
2021-08-01,Ago 2021,Nordeste,Paraíba,FIOCRUZ,P.1+P.1.* (Gama),41
2021-08-01,Ago 2021,Nordeste,Paraíba,Outros,AY.*+B.1.617.2 (Delta),4
2021-08-01,Ago 2021,Nordeste,Paraíba,Outros,P.1+P.1.* (Gama),5
2021-08-01,Ago 2021,Nordeste,Pernambuco,FIOCRUZ,AY.*+B.1.617.2 (Delta),32
2021-08-01,Ago 2021,Nordeste,Pernambuco,FIOCRUZ,P.1+P.1.* (Gama),104
2021-08-01,Ago 2021,Nordeste,Pernambuco,Outros,AY.*+B.1.617.2 (Delta),51
2021-08-01,Ago 2021,Nordeste,Pernambuco,Outros,P.1+P.1.* (Gama),74
2021-08-01,Ago 2021,Nordeste,Piauí,FIOCRUZ,AY.*+B.1.617.2 (Delta),1
2021-08-01,Ago 2021,Nordeste,Piauí,FIOCRUZ,P.1+P.1.* (Gama),1
2021-08-01,Ago 2021,Nordeste,Piauí,Outros,AY.*+B.1.617.2 (Delta),3
2021-08-01,Ago 2021,Nordeste,Piauí,Outros,P.1+P.1.* (Gama),15
2021-08-01,Ago 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,AY.*+B.1.617.2 (Delta),59
2021-08-01,Ago 2021,Nordeste,Rio Grande do Norte,FIOCRUZ,P.1+P.1.* (Gama),12
2021-08-01,Ago 2021,Nordeste,Rio Grande do Norte,Outros,P.1+P.1.* (Gama),10
2021-08-01,Ago 2021,Nordeste,Sergipe,FIOCRUZ,AY.*+B.1.617.2 (Delta),4
2021-08-01,Ago 2021,Nordeste,Sergipe,FIOCRUZ,P.1+P.1.* (Gama),29
2021-08-01,Ago 2021,Norte,Acre,Outros,P.1+P.1.* (Gama),1
2021-08-01,Ago 2021,Norte,Amapá,FIOCRUZ,AY.*+B.1.617.2 (Delta),10
2021-08-01,Ago 2021,Norte,Amapá,FIOCRUZ,P.1+P.1.* (Gama),57
2021-08-01,Ago 2021,Norte,Amapá,Outros,AY.*+B.1.617.2 (Delta),1
2021-08-01,Ago 2021,Norte,Amapá,Outros,P.1+P.1.* (Gama),1
2021-08-01,Ago 2021,Norte,Amazonas,FIOCRUZ,AY.*+B.1.617.2 (Delta),43
2021-08-01,Ago 2021,Norte,Amazonas,FIOCRUZ,Outras,3
2021-08-01,Ago 2021,Norte,Amazonas,FIOCRUZ,P.1+P.1.* (Gama),494
2021-08-01,Ago 2021,Norte,Amazonas,Outros,P.1+P.1.* (Gama),1
2021-08-01,Ago 2021,Norte,Pará,FIOCRUZ,AY.*+B.1.617.2 (Delta),16
2021-08-01,Ago 2021,Norte,Pará,FIOCRUZ,P.1+P.1.* (Gama),81
2021-08-01,Ago 2021,Norte,Pará,Outros,P.1+P.1.* (Gama),4
2021-08-01,Ago 2021,Norte,Rondônia,FIOCRUZ,AY.*+B.1.617.2 (Delta),4
2021-08-01,Ago 2021,Norte,Rondônia,FIOCRUZ,P.1+P.1.* (Gama),27
2021-08-01,Ago 2021,Norte,Rondônia,Outros,P.1+P.1.* (Gama),7
2021-08-01,Ago 2021,Norte,Roraima,FIOCRUZ,P.1+P.1.* (Gama),72
2021-08-01,Ago 2021,Norte,Tocantins,FIOCRUZ,AY.*+B.1.617.2 (Delta),4
2021-08-01,Ago 2021,Norte,Tocantins,Outros,AY.*+B.1.617.2 (Delta),11
2021-08-01,Ago 2021,Norte,Tocantins,Outros,P.1+P.1.* (Gama),39
2021-08-01,Ago 2021,Sudeste,Espírito Santo,FIOCRUZ,AY.*+B.1.617.2 (Delta),213
2021-08-01,Ago 2021,Sudeste,Espírito Santo,FIOCRUZ,P.1+P.1.* (Gama),59
2021-08-01,Ago 2021,Sudeste,Espírito Santo,Outros,AY.*+B.1.617.2 (Delta),1
2021-08-01,Ago 2021,Sudeste,Minas Gerais,FIOCRUZ,AY.*+B.1.617.2 (Delta),49
2021-08-01,Ago 2021,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.7 (Alfa),1
2021-08-01,Ago 2021,Sudeste,Minas Gerais,FIOCRUZ,P.1+P.1.* (Gama),33
2021-08-01,Ago 2021,Sudeste,Minas Gerais,Outros,AY.*+B.1.617.2 (Delta),207
2021-08-01,Ago 2021,Sudeste,Minas Gerais,Outros,P.1+P.1.* (Gama),77
2021-08-01,Ago 2021,Sudeste,Rio de Janeiro,FIOCRUZ,AY.*+B.1.617.2 (Delta),341
2021-08-01,Ago 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.1+P.1.* (Gama),35
2021-08-01,Ago 2021,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,1
2021-08-01,Ago 2021,Sudeste,Rio de Janeiro,Outros,AY.*+B.1.617.2 (Delta),1032
2021-08-01,Ago 2021,Sudeste,Rio de Janeiro,Outros,B.1.1.7 (Alfa),2
2021-08-01,Ago 2021,Sudeste,Rio de Janeiro,Outros,P.1+P.1.* (Gama),90
2021-08-01,Ago 2021,Sudeste,São Paulo,FIOCRUZ,AY.*+B.1.617.2 (Delta),2
2021-08-01,Ago 2021,Sudeste,São Paulo,Outros,AY.*+B.1.617.2 (Delta),3416
2021-08-01,Ago 2021,Sudeste,São Paulo,Outros,B.1.1.7 (Alfa),16
2021-08-01,Ago 2021,Sudeste,São Paulo,Outros,Outras,20
2021-08-01,Ago 2021,Sudeste,São Paulo,Outros,P.1+P.1.* (Gama),1696
2021-08-01,Ago 2021,Sul,Paraná,FIOCRUZ,AY.*+B.1.617.2 (Delta),41
2021-08-01,Ago 2021,Sul,Paraná,FIOCRUZ,P.1+P.1.* (Gama),33
2021-08-01,Ago 2021,Sul,Paraná,Outros,AY.*+B.1.617.2 (Delta),167
2021-08-01,Ago 2021,Sul,Paraná,Outros,P.1+P.1.* (Gama),54
2021-08-01,Ago 2021,Sul,Rio Grande do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),99
2021-08-01,Ago 2021,Sul,Rio Grande do Sul,FIOCRUZ,Outras,1
2021-08-01,Ago 2021,Sul,Rio Grande do Sul,FIOCRUZ,P.1+P.1.* (Gama),22
2021-08-01,Ago 2021,Sul,Rio Grande do Sul,Outros,AY.*+B.1.617.2 (Delta),67
2021-08-01,Ago 2021,Sul,Rio Grande do Sul,Outros,P.1+P.1.* (Gama),25
2021-08-01,Ago 2021,Sul,Santa Catarina,FIOCRUZ,AY.*+B.1.617.2 (Delta),141
2021-08-01,Ago 2021,Sul,Santa Catarina,FIOCRUZ,P.1+P.1.* (Gama),37
2021-08-01,Ago 2021,Sul,Santa Catarina,Outros,AY.*+B.1.617.2 (Delta),9
2021-08-01,Ago 2021,Sul,Santa Catarina,Outros,P.1+P.1.* (Gama),41
2021-09-01,Set 2021,Centro-oeste,Distrito Federal,Outros,AY.*+B.1.617.2 (Delta),207
2021-09-01,Set 2021,Centro-oeste,Distrito Federal,Outros,P.1+P.1.* (Gama),13
2021-09-01,Set 2021,Centro-oeste,Goiás,FIOCRUZ,AY.*+B.1.617.2 (Delta),175
2021-09-01,Set 2021,Centro-oeste,Goiás,FIOCRUZ,P.1+P.1.* (Gama),43
2021-09-01,Set 2021,Centro-oeste,Goiás,Outros,AY.*+B.1.617.2 (Delta),337
2021-09-01,Set 2021,Centro-oeste,Goiás,Outros,P.1+P.1.* (Gama),100
2021-09-01,Set 2021,Centro-oeste,Mato Grosso,Outros,AY.*+B.1.617.2 (Delta),27
2021-09-01,Set 2021,Centro-oeste,Mato Grosso,Outros,P.1+P.1.* (Gama),5
2021-09-01,Set 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,AY.*+B.1.617.2 (Delta),75
2021-09-01,Set 2021,Centro-oeste,Mato Grosso do Sul,FIOCRUZ,P.1+P.1.* (Gama),44
