DATA_COLETA2,DATA_COLETA_PT,UF_COLETA,BA.1,BA.2,BA.4 ou BA.5,Delta,XBB,TOTAL,TOTAL_OMICRON,PORC_OMICRON_TOTAL,PORC_OMICRON_BA1,PORC_OMICRON_BA2,PORC_OMICRON_BA4_BA5,PORC_OMICRON_XBB,MV_PORC_OMICRON,MV_PORC_OMICRON_BA1,MV_PORC_OMICRON_BA2,MV_PORC_OMICRON_BA4_BA5,MV_PORC_OMICRON_XBB,Estado
2022-05-23,23-05-2022,RJ,0,1,0,0,0,1,1,100.0,0.0,100.0,0.0,0.0,100.0,0.0,61.9,38.1,0.0,Rio de Janeiro
2022-05-24,24-05-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,58.1,41.9,0.0,Rio de Janeiro
2022-05-25,25-05-2022,RJ,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,43.8,56.2,0.0,Rio de Janeiro
2022-05-26,26-05-2022,RJ,0,2,1,0,0,3,3,100.0,0.0,66.7,33.3,0.0,100.0,0.0,29.5,70.5,0.0,Rio de Janeiro
2022-05-27,27-05-2022,RJ,0,2,3,0,0,5,5,100.0,0.0,40.0,60.0,0.0,100.0,0.0,23.2,76.8,0.0,Rio de Janeiro
2022-05-28,28-05-2022,RJ,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,23.2,76.8,0.0,Rio de Janeiro
2022-05-29,29-05-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,30.3,69.7,0.0,Rio de Janeiro
2022-05-30,30-05-2022,RJ,0,5,4,0,0,9,9,100.0,0.0,55.6,44.4,0.0,100.0,0.0,20.8,79.2,0.0,Rio de Janeiro
2022-05-31,31-05-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,15.1,84.9,0.0,Rio de Janeiro
2022-06-01,01-06-2022,RJ,0,1,1,0,0,2,2,100.0,0.0,50.0,50.0,0.0,100.0,0.0,18.5,81.5,0.0,Rio de Janeiro
2022-06-02,02-06-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,19.8,80.2,0.0,Rio de Janeiro
2022-07-03,03-07-2022,RJ,0,0,5,0,0,5,5,100.0,0.0,0.0,100.0,0.0,100.0,0.0,11.9,88.1,0.0,Rio de Janeiro
2022-07-04,04-07-2022,RJ,0,5,16,0,0,21,21,100.0,0.0,23.8,76.2,0.0,100.0,0.0,12.2,87.8,0.0,Rio de Janeiro
2022-07-05,05-07-2022,RJ,0,4,41,0,0,45,45,100.0,0.0,8.9,91.1,0.0,100.0,0.0,5.2,94.8,0.0,Rio de Janeiro
2022-07-06,06-07-2022,RJ,0,3,413,0,0,416,416,100.0,0.0,0.7,99.3,0.0,100.0,0.0,8.8,91.2,0.0,Rio de Janeiro
2022-07-07,07-07-2022,RJ,0,7,332,0,0,339,339,100.0,0.0,2.1,97.9,0.0,100.0,0.0,8.8,91.2,0.0,Rio de Janeiro
2022-07-08,08-07-2022,RJ,0,3,280,0,0,283,283,100.0,0.0,1.1,98.9,0.0,100.0,0.0,5.8,94.2,0.0,Rio de Janeiro
2022-07-09,09-07-2022,RJ,0,1,3,0,0,4,4,100.0,0.0,25.0,75.0,0.0,100.0,0.0,4.9,95.1,0.0,Rio de Janeiro
2022-07-10,10-07-2022,RJ,0,0,9,0,0,9,9,100.0,0.0,0.0,100.0,0.0,100.0,0.0,5.1,94.9,0.0,Rio de Janeiro
2022-07-11,11-07-2022,RJ,0,8,271,0,0,279,279,100.0,0.0,2.9,97.1,0.0,100.0,0.0,4.8,95.2,0.0,Rio de Janeiro
2022-07-12,12-07-2022,RJ,0,6,244,0,0,250,250,100.0,0.0,2.4,97.6,0.0,100.0,0.0,5.1,94.9,0.0,Rio de Janeiro
2022-07-13,13-07-2022,RJ,0,4,186,0,0,190,190,100.0,0.0,2.1,97.9,0.0,100.0,0.0,2.2,97.8,0.0,Rio de Janeiro
2022-07-14,14-07-2022,RJ,0,0,144,0,0,144,144,100.0,0.0,0.0,100.0,0.0,100.0,0.0,2.2,97.8,0.0,Rio de Janeiro
2022-07-15,15-07-2022,RJ,0,5,149,0,0,154,154,100.0,0.0,3.2,96.8,0.0,100.0,0.0,2.2,97.8,0.0,Rio de Janeiro
2022-07-16,16-07-2022,RJ,0,5,99,0,0,104,104,100.0,0.0,4.8,95.2,0.0,100.0,0.0,1.9,98.1,0.0,Rio de Janeiro
2022-07-17,17-07-2022,RJ,0,0,10,0,0,10,10,100.0,0.0,0.0,100.0,0.0,100.0,0.0,1.9,98.1,0.0,Rio de Janeiro
2022-07-18,18-07-2022,RJ,0,2,60,0,0,62,62,100.0,0.0,3.2,96.8,0.0,100.0,0.0,1.9,98.1,0.0,Rio de Janeiro
2022-07-19,19-07-2022,RJ,0,0,128,0,0,128,128,100.0,0.0,0.0,100.0,0.0,100.0,0.0,1.5,98.5,0.0,Rio de Janeiro
2022-07-20,20-07-2022,RJ,0,2,91,0,0,93,93,100.0,0.0,2.2,97.8,0.0,100.0,0.0,0.8,99.2,0.0,Rio de Janeiro
2022-07-21,21-07-2022,RJ,0,0,71,0,0,71,71,100.0,0.0,0.0,100.0,0.0,100.0,0.0,2.6,97.4,0.0,Rio de Janeiro
2022-07-22,22-07-2022,RJ,0,0,61,0,0,61,61,100.0,0.0,0.0,100.0,0.0,100.0,0.0,2.1,97.9,0.0,Rio de Janeiro
2022-07-23,23-07-2022,RJ,0,0,22,0,0,22,22,100.0,0.0,0.0,100.0,0.0,100.0,0.0,2.3,97.7,0.0,Rio de Janeiro
2022-07-24,24-07-2022,RJ,0,1,7,0,0,8,8,100.0,0.0,12.5,87.5,0.0,100.0,0.0,2.2,97.8,0.0,Rio de Janeiro
2022-07-25,25-07-2022,RJ,0,0,84,0,0,84,84,100.0,0.0,0.0,100.0,0.0,100.0,0.0,2.2,97.8,0.0,Rio de Janeiro
2022-07-26,26-07-2022,RJ,0,1,72,0,0,73,73,100.0,0.0,1.4,98.6,0.0,100.0,0.0,2.2,97.8,0.0,Rio de Janeiro
2022-07-27,27-07-2022,RJ,0,1,55,0,0,56,56,100.0,0.0,1.8,98.2,0.0,100.0,0.0,5.8,94.2,0.0,Rio de Janeiro
2022-07-28,28-07-2022,RJ,0,0,43,0,0,43,43,100.0,0.0,0.0,100.0,0.0,100.0,0.0,6.4,93.6,0.0,Rio de Janeiro
2022-07-29,29-07-2022,RJ,0,0,32,0,0,32,32,100.0,0.0,0.0,100.0,0.0,100.0,0.0,6.8,93.2,0.0,Rio de Janeiro
2022-07-30,30-07-2022,RJ,0,1,3,0,0,4,4,100.0,0.0,25.0,75.0,0.0,100.0,0.0,6.6,93.4,0.0,Rio de Janeiro
2022-07-31,31-07-2022,RJ,0,1,5,0,0,6,6,100.0,0.0,16.7,83.3,0.0,100.0,0.0,6.6,93.4,0.0,Rio de Janeiro
2022-08-01,01-08-2022,RJ,0,1,40,0,0,41,41,100.0,0.0,2.4,97.6,0.0,100.0,0.0,7.1,92.9,0.0,Rio de Janeiro
2022-08-02,02-08-2022,RJ,0,0,30,0,0,30,30,100.0,0.0,0.0,100.0,0.0,100.0,0.0,7.1,92.9,0.0,Rio de Janeiro
2022-08-03,03-08-2022,RJ,0,1,44,0,0,45,45,100.0,0.0,2.2,97.8,0.0,100.0,0.0,3.5,96.5,0.0,Rio de Janeiro
2022-08-04,04-08-2022,RJ,0,1,31,0,0,32,32,100.0,0.0,3.1,96.9,0.0,100.0,0.0,1.1,98.9,0.0,Rio de Janeiro
2022-08-05,05-08-2022,RJ,0,0,42,0,0,42,42,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.8,99.2,0.0,Rio de Janeiro
2022-08-07,07-08-2022,RJ,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.8,99.2,0.0,Rio de Janeiro
2022-08-08,08-08-2022,RJ,0,0,23,0,0,23,23,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.4,99.6,0.0,Rio de Janeiro
2022-08-09,09-08-2022,RJ,0,0,31,0,0,31,31,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.6,99.4,0.0,Rio de Janeiro
2022-08-10,10-08-2022,RJ,0,0,18,0,0,18,18,100.0,0.0,0.0,100.0,0.0,100.0,0.0,4.2,95.8,0.0,Rio de Janeiro
2022-08-11,11-08-2022,RJ,0,0,17,0,0,17,17,100.0,0.0,0.0,100.0,0.0,100.0,0.0,4.2,95.8,0.0,Rio de Janeiro
2022-08-12,12-08-2022,RJ,0,1,23,0,0,24,24,100.0,0.0,4.2,95.8,0.0,100.0,0.0,4.2,95.8,0.0,Rio de Janeiro
2022-08-13,13-08-2022,RJ,0,6,18,0,0,24,24,100.0,0.0,25.0,75.0,0.0,100.0,0.0,4.2,95.8,0.0,Rio de Janeiro
2022-08-14,14-08-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,4.2,95.8,0.0,Rio de Janeiro
2022-08-15,15-08-2022,RJ,0,0,25,0,0,25,25,100.0,0.0,0.0,100.0,0.0,100.0,0.0,4.2,95.8,0.0,Rio de Janeiro
2022-08-17,17-08-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,3.6,96.4,0.0,Rio de Janeiro
2022-08-29,29-08-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio de Janeiro
2022-08-30,30-08-2022,RJ,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio de Janeiro
2022-08-31,31-08-2022,RJ,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio de Janeiro
2022-09-01,01-09-2022,RJ,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio de Janeiro
2022-09-02,02-09-2022,RJ,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio de Janeiro
2022-09-04,04-09-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio de Janeiro
2022-09-05,05-09-2022,RJ,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,Rio de Janeiro
2022-09-07,07-09-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,10.4,89.6,0.0,Rio de Janeiro
2022-09-08,08-09-2022,RJ,0,0,8,0,0,8,8,100.0,0.0,0.0,100.0,0.0,100.0,0.0,10.4,89.6,0.0,Rio de Janeiro
2022-09-12,12-09-2022,RJ,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,10.4,89.6,0.0,Rio de Janeiro
2022-09-13,13-09-2022,RJ,0,40,15,0,0,55,55,100.0,0.0,72.7,27.3,0.0,100.0,0.0,10.4,89.6,0.0,Rio de Janeiro
2022-09-14,14-09-2022,RJ,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,12.0,88.0,0.0,Rio de Janeiro
2022-09-15,15-09-2022,RJ,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,12.0,88.0,0.0,Rio de Janeiro
2022-09-16,16-09-2022,RJ,0,0,6,0,0,6,6,100.0,0.0,0.0,100.0,0.0,100.0,0.0,18.1,81.9,0.0,Rio de Janeiro
2022-09-19,19-09-2022,RJ,0,1,8,0,0,9,9,100.0,0.0,11.1,88.9,0.0,100.0,0.0,10.1,89.9,0.0,Rio de Janeiro
2022-09-20,20-09-2022,RJ,0,0,7,0,0,7,7,100.0,0.0,0.0,100.0,0.0,100.0,0.0,10.1,89.9,0.0,Rio de Janeiro
2022-09-21,21-09-2022,RJ,0,3,4,0,0,7,7,100.0,0.0,42.9,57.1,0.0,100.0,0.0,10.1,89.9,0.0,Rio de Janeiro
2022-09-22,22-09-2022,RJ,0,1,5,0,0,6,6,100.0,0.0,16.7,83.3,0.0,100.0,0.0,10.1,89.9,0.0,Rio de Janeiro
2022-09-23,23-09-2022,RJ,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,8.5,91.5,0.0,Rio de Janeiro
2022-09-25,25-09-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,8.5,91.5,0.0,Rio de Janeiro
2022-09-26,26-09-2022,RJ,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,2.4,94.8,2.9,Rio de Janeiro
2022-09-29,29-09-2022,RJ,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,95.6,4.4,Rio de Janeiro
2022-10-02,02-10-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,92.0,8.0,Rio de Janeiro
2022-10-03,03-10-2022,RJ,0,0,4,0,1,5,5,100.0,0.0,0.0,80.0,20.0,100.0,0.0,0.0,92.0,8.0,Rio de Janeiro
2022-10-04,04-10-2022,RJ,0,0,8,0,1,9,9,100.0,0.0,0.0,88.9,11.1,100.0,0.0,0.0,92.0,8.0,Rio de Janeiro
2022-10-06,06-10-2022,RJ,0,0,9,0,3,12,12,100.0,0.0,0.0,75.0,25.0,100.0,0.0,0.0,86.8,13.2,Rio de Janeiro
2022-10-07,07-10-2022,RJ,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,86.8,13.2,Rio de Janeiro
2022-10-09,09-10-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,89.6,10.4,Rio de Janeiro
2022-10-10,10-10-2022,RJ,0,0,7,0,4,11,11,100.0,0.0,0.0,63.6,36.4,100.0,0.0,0.0,91.2,8.8,Rio de Janeiro
2022-10-11,11-10-2022,RJ,0,0,10,0,0,10,10,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,94.8,5.2,Rio de Janeiro
2022-10-13,13-10-2022,RJ,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,85.3,14.7,Rio de Janeiro
2022-10-14,14-10-2022,RJ,0,0,20,0,0,20,20,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,83.0,17.0,Rio de Janeiro
2022-10-16,16-10-2022,RJ,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,87.4,12.6,Rio de Janeiro
2022-10-17,17-10-2022,RJ,0,0,1,0,2,3,3,100.0,0.0,0.0,33.3,66.7,100.0,0.0,0.0,87.4,12.6,Rio de Janeiro
2022-10-18,18-10-2022,RJ,0,0,21,0,4,25,25,100.0,0.0,0.0,84.0,16.0,100.0,0.0,0.0,86.9,13.1,Rio de Janeiro
2022-10-19,19-10-2022,RJ,0,0,18,0,1,19,19,100.0,0.0,0.0,94.7,5.3,100.0,0.0,0.0,86.9,13.1,Rio de Janeiro
2022-10-20,20-10-2022,RJ,0,0,29,0,0,29,29,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,82.2,17.8,Rio de Janeiro
2022-10-21,21-10-2022,RJ,0,0,25,0,1,26,26,100.0,0.0,0.0,96.2,3.8,100.0,0.0,0.0,91.4,8.6,Rio de Janeiro
2022-10-23,23-10-2022,RJ,0,0,4,0,0,4,4,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,93.7,6.3,Rio de Janeiro
2022-10-24,24-10-2022,RJ,0,0,47,0,23,70,70,100.0,0.0,0.0,67.1,32.9,100.0,0.0,0.0,93.6,6.4,Rio de Janeiro
2022-10-25,25-10-2022,RJ,0,0,45,0,1,46,46,100.0,0.0,0.0,97.8,2.2,100.0,0.0,0.0,93.6,6.4,Rio de Janeiro
2022-10-26,26-10-2022,RJ,0,0,48,0,0,48,48,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,92.8,7.2,Rio de Janeiro
2022-10-27,27-10-2022,RJ,0,0,17,0,1,18,18,100.0,0.0,0.0,94.4,5.6,100.0,0.0,0.0,91.9,8.1,Rio de Janeiro
2022-12-19,19-12-2022,RJ,0,0,9,0,0,9,9,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,96.6,3.4,Rio de Janeiro
2022-12-20,20-12-2022,RJ,0,0,9,0,1,10,10,100.0,0.0,0.0,90.0,10.0,100.0,0.0,0.0,97.0,3.0,Rio de Janeiro
2022-12-21,21-12-2022,RJ,0,0,33,0,2,35,35,100.0,0.0,0.0,94.3,5.7,100.0,0.0,0.0,97.0,3.0,Rio de Janeiro
2022-12-22,22-12-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,95.9,4.1,Rio de Janeiro
2022-12-23,23-12-2022,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,95.1,4.9,Rio de Janeiro
2022-12-25,25-12-2022,RJ,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,95.1,4.9,Rio de Janeiro
2022-12-26,26-12-2022,RJ,0,0,26,0,4,30,30,100.0,0.0,0.0,86.7,13.3,100.0,0.0,0.0,95.9,4.1,Rio de Janeiro
2022-12-27,27-12-2022,RJ,0,0,18,0,1,19,19,100.0,0.0,0.0,94.7,5.3,100.0,0.0,0.0,93.8,6.2,Rio de Janeiro
2022-12-28,28-12-2022,RJ,0,0,18,0,2,20,20,100.0,0.0,0.0,90.0,10.0,100.0,0.0,0.0,92.0,8.0,Rio de Janeiro
2023-01-03,03-01-2023,RJ,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,89.5,10.5,Rio de Janeiro
2023-01-04,04-01-2023,RJ,0,0,29,0,5,34,34,100.0,0.0,0.0,85.3,14.7,100.0,0.0,0.0,77.1,22.9,Rio de Janeiro
2023-01-05,05-01-2023,RJ,0,0,28,0,4,32,32,100.0,0.0,0.0,87.5,12.5,100.0,0.0,0.0,72.3,27.7,Rio de Janeiro
2023-01-06,06-01-2023,RJ,0,0,23,0,5,28,28,100.0,0.0,0.0,82.1,17.9,100.0,0.0,0.0,67.5,32.5,Rio de Janeiro
2023-01-08,08-01-2023,RJ,0,0,0,0,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,61.3,38.7,Rio de Janeiro
2023-01-09,09-01-2023,RJ,0,0,11,0,7,18,18,100.0,0.0,0.0,61.1,38.9,100.0,0.0,0.0,59.1,40.9,Rio de Janeiro
2023-01-10,10-01-2023,RJ,0,0,9,0,7,16,16,100.0,0.0,0.0,56.2,43.8,100.0,0.0,0.0,60.9,39.1,Rio de Janeiro
2023-01-11,11-01-2023,RJ,0,0,8,0,6,14,14,100.0,0.0,0.0,57.1,42.9,100.0,0.0,0.0,59.9,40.1,Rio de Janeiro
2023-01-12,12-01-2023,RJ,0,0,14,0,6,20,20,100.0,0.0,0.0,70.0,30.0,100.0,0.0,0.0,68.7,31.3,Rio de Janeiro
2023-01-13,13-01-2023,RJ,0,0,14,0,0,14,14,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,68.4,31.6,Rio de Janeiro
2023-01-15,15-01-2023,RJ,0,0,3,0,1,4,4,100.0,0.0,0.0,75.0,25.0,100.0,0.0,0.0,70.5,29.5,Rio de Janeiro
2023-01-16,16-01-2023,RJ,0,0,8,0,5,13,13,100.0,0.0,0.0,61.5,38.5,100.0,0.0,0.0,69.5,30.5,Rio de Janeiro
2023-01-17,17-01-2023,RJ,0,0,10,0,7,17,17,100.0,0.0,0.0,58.8,41.2,100.0,0.0,0.0,73.8,26.2,Rio de Janeiro
2023-01-18,18-01-2023,RJ,0,0,10,0,4,14,14,100.0,0.0,0.0,71.4,28.6,100.0,0.0,0.0,71.4,28.6,Rio de Janeiro
2023-01-19,19-01-2023,RJ,0,0,7,0,7,14,14,100.0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,69.1,30.9,Rio de Janeiro
2023-01-20,20-01-2023,RJ,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,67.5,32.5,Rio de Janeiro
2023-01-23,23-01-2023,RJ,0,0,5,0,1,6,6,100.0,0.0,0.0,83.3,16.7,100.0,0.0,0.0,67.6,32.4,Rio de Janeiro
2023-01-24,24-01-2023,RJ,0,0,10,0,7,17,17,100.0,0.0,0.0,58.8,41.2,100.0,0.0,0.0,68.2,31.8,Rio de Janeiro
2023-01-25,25-01-2023,RJ,0,0,7,0,7,14,14,100.0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,75.3,24.7,Rio de Janeiro
2023-01-26,26-01-2023,RJ,0,0,6,0,4,10,10,100.0,0.0,0.0,60.0,40.0,100.0,0.0,0.0,68.2,31.8,Rio de Janeiro
2023-01-27,27-01-2023,RJ,0,0,6,0,2,8,8,100.0,0.0,0.0,75.0,25.0,100.0,0.0,0.0,63.6,36.4,Rio de Janeiro
2023-01-29,29-01-2023,RJ,0,0,3,0,0,3,3,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,58.5,41.5,Rio de Janeiro
2023-01-30,30-01-2023,RJ,0,0,8,0,8,16,16,100.0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,57.1,42.9,Rio de Janeiro
2023-01-31,31-01-2023,RJ,0,0,15,0,14,29,29,100.0,0.0,0.0,51.7,48.3,100.0,0.0,0.0,48.5,51.5,Rio de Janeiro
2023-02-01,01-02-2023,RJ,0,0,5,0,17,22,22,100.0,0.0,0.0,22.7,77.3,,,,,,Rio de Janeiro
2023-02-02,02-02-2023,RJ,0,0,4,0,6,10,10,100.0,0.0,0.0,40.0,60.0,,,,,,Rio de Janeiro
2023-02-03,03-02-2023,RJ,0,0,0,0,1,1,1,100.0,0.0,0.0,0.0,100.0,,,,,,Rio de Janeiro
2021-12-20,20-12-2021,RN,0,0,0,3,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,Rio Grande do Norte
2021-12-21,21-12-2021,RN,0,0,0,3,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,Rio Grande do Norte
2021-12-22,22-12-2021,RN,1,0,0,8,0,9,1,11.1,11.1,0.0,0.0,0.0,,,,,,Rio Grande do Norte
2021-12-23,23-12-2021,RN,0,0,0,6,0,6,0,0.0,0.0,0.0,0.0,0.0,30.2,30.2,0.0,0.0,0.0,Rio Grande do Norte
2021-12-31,31-12-2021,RN,0,0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,44.4,44.4,0.0,0.0,0.0,Rio Grande do Norte
2022-01-03,03-01-2022,RN,6,0,0,0,0,6,6,100.0,100.0,0.0,0.0,0.0,58.7,58.7,0.0,0.0,0.0,Rio Grande do Norte
2022-01-04,04-01-2022,RN,12,0,0,0,0,12,12,100.0,100.0,0.0,0.0,0.0,71.4,71.4,0.0,0.0,0.0,Rio Grande do Norte
2022-01-05,05-01-2022,RN,22,0,0,0,0,22,22,100.0,100.0,0.0,0.0,0.0,85.7,85.7,0.0,0.0,0.0,Rio Grande do Norte
2022-01-06,06-01-2022,RN,17,0,0,0,0,17,17,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Rio Grande do Norte
2022-01-07,07-01-2022,RN,18,0,0,0,0,18,18,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Rio Grande do Norte
2022-01-08,08-01-2022,RN,3,0,0,0,0,3,3,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Rio Grande do Norte
2022-01-09,09-01-2022,RN,10,0,0,0,0,10,10,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Rio Grande do Norte
2022-01-10,10-01-2022,RN,21,0,0,0,0,21,21,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Rio Grande do Norte
2022-01-11,11-01-2022,RN,4,0,0,0,0,4,4,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Rio Grande do Norte
2022-01-13,13-01-2022,RN,2,0,0,0,0,2,2,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Rio Grande do Norte
2022-01-15,15-01-2022,RN,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Rio Grande do Norte
2022-01-31,31-01-2022,RN,19,0,0,0,0,19,19,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Rio Grande do Norte
2022-02-01,01-02-2022,RN,3,0,0,0,0,3,3,100.0,100.0,0.0,0.0,0.0,100.0,98.0,2.0,0.0,0.0,Rio Grande do Norte
2022-02-02,02-02-2022,RN,34,0,0,0,0,34,34,100.0,100.0,0.0,0.0,0.0,100.0,83.7,2.0,14.3,0.0,Rio Grande do Norte
2022-02-03,03-02-2022,RN,29,0,0,0,0,29,29,100.0,100.0,0.0,0.0,0.0,100.0,69.4,2.0,28.6,0.0,Rio Grande do Norte
2022-02-04,04-02-2022,RN,6,1,0,0,0,7,7,100.0,85.7,14.3,0.0,0.0,100.0,55.1,2.0,42.9,0.0,Rio Grande do Norte
2022-07-06,06-07-2022,RN,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,,,,,,Rio Grande do Norte
2022-07-13,13-07-2022,RN,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,,,,,,Rio Grande do Norte
2022-07-18,18-07-2022,RN,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,,,,,,Rio Grande do Norte
2021-12-22,22-12-2021,RO,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,Rondônia
2021-12-23,23-12-2021,RO,0,0,0,7,0,7,0,0.0,0.0,0.0,0.0,0.0,,,,,,Rondônia
2021-12-24,24-12-2021,RO,0,0,0,3,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,Rondônia
2021-12-25,25-12-2021,RO,1,0,0,1,0,2,1,50.0,50.0,0.0,0.0,0.0,22.7,22.7,0.0,0.0,0.0,Rondônia
2021-12-26,26-12-2021,RO,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,23.5,23.5,0.0,0.0,0.0,Rondônia
2021-12-27,27-12-2021,RO,0,0,0,11,0,11,0,0.0,0.0,0.0,0.0,0.0,30.7,30.7,0.0,0.0,0.0,Rondônia
2021-12-28,28-12-2021,RO,1,0,0,10,0,11,1,9.1,9.1,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,Rondônia
2021-12-29,29-12-2021,RO,2,0,0,34,0,36,2,5.6,5.6,0.0,0.0,0.0,52.1,52.1,0.0,0.0,0.0,Rondônia
2021-12-30,30-12-2021,RO,4,0,0,4,0,8,4,50.0,50.0,0.0,0.0,0.0,52.1,37.8,14.3,0.0,0.0,Rondônia
2021-12-31,31-12-2021,RO,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,66.4,47.3,19.0,0.0,0.0,Rondônia
2022-01-03,03-01-2022,RO,4,0,0,0,0,4,4,100.0,100.0,0.0,0.0,0.0,79.4,60.3,19.0,0.0,0.0,Rondônia
2022-01-04,04-01-2022,RO,0,1,0,0,0,1,1,100.0,0.0,100.0,0.0,0.0,92.9,73.8,19.0,0.0,0.0,Rondônia
