DATA_COLETA2,DATA_COLETA_PT,UF_COLETA,BA.1,BA.2,BA.4 ou BA.5,Delta,XBB,TOTAL,TOTAL_OMICRON,PORC_OMICRON_TOTAL,PORC_OMICRON_BA1,PORC_OMICRON_BA2,PORC_OMICRON_BA4_BA5,PORC_OMICRON_XBB,MV_PORC_OMICRON,MV_PORC_OMICRON_BA1,MV_PORC_OMICRON_BA2,MV_PORC_OMICRON_BA4_BA5,MV_PORC_OMICRON_XBB,Estado
2021-12-01,01-12-2021,AC,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,Acre
2021-12-03,03-12-2021,AC,0,0,0,7,0,7,0,0.0,0.0,0.0,0.0,0.0,,,,,,Acre
2021-12-05,05-12-2021,AC,0,0,0,3,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,Acre
2021-12-06,06-12-2021,AC,0,0,0,8,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acre
2021-12-07,07-12-2021,AC,0,0,0,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acre
2021-12-09,09-12-2021,AC,0,0,0,8,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acre
2021-12-10,10-12-2021,AC,0,0,0,3,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acre
2021-12-11,11-12-2021,AC,0,0,0,3,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acre
2021-12-13,13-12-2021,AC,0,0,0,18,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acre
2021-12-14,14-12-2021,AC,0,0,0,5,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acre
2021-12-15,15-12-2021,AC,0,0,0,11,0,11,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Acre
2021-12-16,16-12-2021,AC,0,0,0,9,0,9,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Acre
2021-12-17,17-12-2021,AC,0,0,0,3,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Acre
2021-12-20,20-12-2021,AC,1,0,0,13,0,14,1,7.1,7.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Acre
2021-12-21,21-12-2021,AC,0,0,0,12,0,12,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Acre
2021-12-22,22-12-2021,AC,0,0,0,3,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Acre
2021-12-23,23-12-2021,AC,0,0,0,4,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Acre
2021-12-25,25-12-2021,AC,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acre
2021-12-26,26-12-2021,AC,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acre
2021-12-27,27-12-2021,AC,0,0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acre
2021-12-28,28-12-2021,AC,0,0,0,4,0,4,0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,0.0,0.0,0.0,Acre
2021-12-29,29-12-2021,AC,0,0,0,5,0,5,0,0.0,0.0,0.0,0.0,0.0,21.4,21.4,0.0,0.0,0.0,Acre
2021-12-30,30-12-2021,AC,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,35.7,35.7,0.0,0.0,0.0,Acre
2021-12-31,31-12-2021,AC,1,0,0,1,0,2,1,50.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,Acre
2022-01-04,04-01-2022,AC,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,64.3,64.3,0.0,0.0,0.0,Acre
2022-01-05,05-01-2022,AC,9,0,0,0,0,9,9,100.0,100.0,0.0,0.0,0.0,78.6,78.6,0.0,0.0,0.0,Acre
2022-01-06,06-01-2022,AC,5,0,0,0,0,5,5,100.0,100.0,0.0,0.0,0.0,92.9,92.9,0.0,0.0,0.0,Acre
2022-01-07,07-01-2022,AC,11,0,0,0,0,11,11,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-09,09-01-2022,AC,16,0,0,0,0,16,16,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-10,10-01-2022,AC,3,0,0,0,0,3,3,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-11,11-01-2022,AC,8,0,0,0,0,8,8,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-12,12-01-2022,AC,2,0,0,0,0,2,2,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-13,13-01-2022,AC,4,0,0,0,0,4,4,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-14,14-01-2022,AC,2,0,0,0,0,2,2,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-15,15-01-2022,AC,4,0,0,0,0,4,4,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-17,17-01-2022,AC,2,0,0,0,0,2,2,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-18,18-01-2022,AC,5,0,0,0,0,5,5,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-19,19-01-2022,AC,2,0,0,0,0,2,2,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-20,20-01-2022,AC,7,0,0,0,0,7,7,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-21,21-01-2022,AC,6,0,0,0,0,6,6,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-22,22-01-2022,AC,10,0,0,0,0,10,10,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-23,23-01-2022,AC,10,0,0,0,0,10,10,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-24,24-01-2022,AC,26,0,0,0,0,26,26,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-25,25-01-2022,AC,53,0,0,0,0,53,53,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-26,26-01-2022,AC,21,0,0,0,0,21,21,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-27,27-01-2022,AC,50,0,0,0,0,50,50,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-28,28-01-2022,AC,10,0,0,0,0,10,10,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-29,29-01-2022,AC,55,0,0,0,0,55,55,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-01-31,31-01-2022,AC,12,0,0,0,0,12,12,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-02-01,01-02-2022,AC,45,0,0,0,0,45,45,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-02-09,09-02-2022,AC,9,0,0,0,0,9,9,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-02-10,10-02-2022,AC,3,0,0,0,0,3,3,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Acre
2022-02-11,11-02-2022,AC,18,0,0,0,0,18,18,100.0,100.0,0.0,0.0,0.0,,,,,,Acre
2022-02-12,12-02-2022,AC,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,,,,,,Acre
2022-02-13,13-02-2022,AC,4,0,0,0,0,4,4,100.0,100.0,0.0,0.0,0.0,,,,,,Acre
2022-02-15,15-02-2022,AL,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,,,,,,Alagoas
2022-05-18,18-05-2022,AL,0,1,0,0,0,1,1,100.0,0.0,100.0,0.0,0.0,,,,,,Alagoas
2022-05-19,19-05-2022,AL,0,1,0,0,0,1,1,100.0,0.0,100.0,0.0,0.0,,,,,,Alagoas
2022-05-20,20-05-2022,AL,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,100.0,14.3,71.4,14.3,0.0,Alagoas
2022-05-27,27-05-2022,AL,0,1,0,0,0,1,1,100.0,0.0,100.0,0.0,0.0,100.0,0.0,81.0,19.0,0.0,Alagoas
2022-05-29,29-05-2022,AL,0,4,0,0,0,4,4,100.0,0.0,100.0,0.0,0.0,100.0,0.0,81.0,19.0,0.0,Alagoas
2022-05-30,30-05-2022,AL,0,2,0,0,0,2,2,100.0,0.0,100.0,0.0,0.0,100.0,0.0,81.0,19.0,0.0,Alagoas
2022-05-31,31-05-2022,AL,0,2,1,0,0,3,3,100.0,0.0,66.7,33.3,0.0,100.0,0.0,95.2,4.8,0.0,Alagoas
2022-06-01,01-06-2022,AL,0,3,0,0,0,3,3,100.0,0.0,100.0,0.0,0.0,100.0,0.0,95.2,4.8,0.0,Alagoas
2022-06-02,02-06-2022,AL,0,2,0,0,0,2,2,100.0,0.0,100.0,0.0,0.0,100.0,0.0,95.2,4.8,0.0,Alagoas
2022-06-03,03-06-2022,AL,0,3,0,0,0,3,3,100.0,0.0,100.0,0.0,0.0,100.0,0.0,95.2,4.8,0.0,Alagoas
2022-06-04,04-06-2022,AL,0,3,0,0,0,3,3,100.0,0.0,100.0,0.0,0.0,100.0,0.0,97.1,2.9,0.0,Alagoas
2022-06-05,05-06-2022,AL,0,2,0,0,0,2,2,100.0,0.0,100.0,0.0,0.0,100.0,0.0,94.5,5.5,0.0,Alagoas
2022-06-06,06-06-2022,AL,0,6,0,0,0,6,6,100.0,0.0,100.0,0.0,0.0,100.0,0.0,92.5,7.5,0.0,Alagoas
2022-06-07,07-06-2022,AL,0,4,1,0,0,5,5,100.0,0.0,80.0,20.0,0.0,100.0,0.0,92.5,7.5,0.0,Alagoas
2022-06-08,08-06-2022,AL,0,13,3,0,0,16,16,100.0,0.0,81.2,18.8,0.0,100.0,0.0,88.5,11.5,0.0,Alagoas
2022-06-09,09-06-2022,AL,0,19,3,0,0,22,22,100.0,0.0,86.4,13.6,0.0,100.0,0.0,88.5,11.5,0.0,Alagoas
2022-06-10,10-06-2022,AL,0,15,0,0,0,15,15,100.0,0.0,100.0,0.0,0.0,100.0,0.0,87.7,12.3,0.0,Alagoas
2022-06-11,11-06-2022,AL,0,13,5,0,0,18,18,100.0,0.0,72.2,27.8,0.0,100.0,0.0,89.8,10.2,0.0,Alagoas
2022-06-12,12-06-2022,AL,0,8,0,0,0,8,8,100.0,0.0,100.0,0.0,0.0,100.0,0.0,92.1,7.9,0.0,Alagoas
2022-06-13,13-06-2022,AL,0,46,3,0,0,49,49,100.0,0.0,93.9,6.1,0.0,100.0,0.0,92.0,8.0,0.0,Alagoas
2022-06-14,14-06-2022,AL,0,19,1,0,0,20,20,100.0,0.0,95.0,5.0,0.0,100.0,0.0,90.7,9.3,0.0,Alagoas
2022-06-15,15-06-2022,AL,0,32,1,0,0,33,33,100.0,0.0,97.0,3.0,0.0,100.0,0.0,94.3,5.7,0.0,Alagoas
2022-06-16,16-06-2022,AL,0,18,3,0,0,21,21,100.0,0.0,85.7,14.3,0.0,100.0,0.0,94.3,5.7,0.0,Alagoas
2022-06-17,17-06-2022,AL,0,32,3,0,0,35,35,100.0,0.0,91.4,8.6,0.0,100.0,0.0,94.6,5.4,0.0,Alagoas
2022-06-18,18-06-2022,AL,0,30,1,0,0,31,31,100.0,0.0,96.8,3.2,0.0,100.0,0.0,94.3,5.7,0.0,Alagoas
2022-06-19,19-06-2022,AL,0,26,0,0,0,26,26,100.0,0.0,100.0,0.0,0.0,100.0,0.0,93.0,7.0,0.0,Alagoas
2022-06-20,20-06-2022,AL,0,48,2,0,0,50,50,100.0,0.0,96.0,4.0,0.0,100.0,0.0,92.3,7.7,0.0,Alagoas
2022-06-21,21-06-2022,AL,0,42,3,0,0,45,45,100.0,0.0,93.3,6.7,0.0,100.0,0.0,90.1,9.9,0.0,Alagoas
2022-06-22,22-06-2022,AL,0,49,7,0,0,56,56,100.0,0.0,87.5,12.5,0.0,100.0,0.0,86.7,13.3,0.0,Alagoas
2022-06-23,23-06-2022,AL,0,38,9,0,0,47,47,100.0,0.0,80.9,19.1,0.0,100.0,0.0,86.2,13.8,0.0,Alagoas
2022-06-24,24-06-2022,AL,0,29,9,0,0,38,38,100.0,0.0,76.3,23.7,0.0,100.0,0.0,84.3,15.7,0.0,Alagoas
2022-06-25,25-06-2022,AL,0,19,7,0,0,26,26,100.0,0.0,73.1,26.9,0.0,100.0,0.0,83.6,16.4,0.0,Alagoas
2022-06-26,26-06-2022,AL,0,26,1,0,0,27,27,100.0,0.0,96.3,3.7,0.0,100.0,0.0,71.1,28.9,0.0,Alagoas
2022-06-27,27-06-2022,AL,0,34,7,0,0,41,41,100.0,0.0,82.9,17.1,0.0,100.0,0.0,59.5,40.5,0.0,Alagoas
2022-06-28,28-06-2022,AL,0,29,4,0,0,33,33,100.0,0.0,87.9,12.1,0.0,,,,,,Alagoas
2022-07-07,07-07-2022,AL,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,,,,,,Alagoas
2022-07-26,26-07-2022,AL,0,0,1,0,0,1,1,100.0,0.0,0.0,100.0,0.0,,,,,,Alagoas
2021-12-30,30-12-2021,AM,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,Amazonas
2022-01-02,02-01-2022,AM,9,0,0,0,0,9,9,100.0,100.0,0.0,0.0,0.0,,,,,,Amazonas
2022-01-03,03-01-2022,AM,13,0,0,0,0,13,13,100.0,100.0,0.0,0.0,0.0,,,,,,Amazonas
2022-01-04,04-01-2022,AM,41,0,0,0,0,41,41,100.0,100.0,0.0,0.0,0.0,85.7,80.6,5.1,0.0,0.0,Amazonas
2022-01-05,05-01-2022,AM,43,4,0,0,0,47,47,100.0,91.5,8.5,0.0,0.0,100.0,94.9,5.1,0.0,0.0,Amazonas
2022-01-06,06-01-2022,AM,50,7,0,0,0,57,57,100.0,87.7,12.3,0.0,0.0,100.0,87.8,12.2,0.0,0.0,Amazonas
2022-01-07,07-01-2022,AM,81,14,0,0,0,95,95,100.0,85.3,14.7,0.0,0.0,100.0,73.5,26.5,0.0,0.0,Amazonas
2022-01-08,08-01-2022,AM,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,73.5,26.5,0.0,0.0,Amazonas
2022-01-09,09-01-2022,AM,1,1,0,0,0,2,2,100.0,50.0,50.0,0.0,0.0,100.0,72.1,27.9,0.0,0.0,Amazonas
2022-01-10,10-01-2022,AM,0,2,0,0,0,2,2,100.0,0.0,100.0,0.0,0.0,100.0,68.7,31.3,0.0,0.0,Amazonas
2022-01-12,12-01-2022,AM,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,65.1,34.9,0.0,0.0,Amazonas
2022-01-13,13-01-2022,AM,71,16,0,0,0,87,87,100.0,81.6,18.4,0.0,0.0,100.0,57.2,42.8,0.0,0.0,Amazonas
2022-01-14,14-01-2022,AM,9,5,0,0,0,14,14,100.0,64.3,35.7,0.0,0.0,100.0,59.6,40.4,0.0,0.0,Amazonas
2022-01-15,15-01-2022,AM,3,2,0,0,0,5,5,100.0,60.0,40.0,0.0,0.0,100.0,67.3,32.7,0.0,0.0,Amazonas
2022-01-16,16-01-2022,AM,4,5,0,0,0,9,9,100.0,44.4,55.6,0.0,0.0,100.0,62.9,37.1,0.0,0.0,Amazonas
2022-01-17,17-01-2022,AM,8,4,0,0,0,12,12,100.0,66.7,33.3,0.0,0.0,100.0,64.6,35.4,0.0,0.0,Amazonas
2022-01-18,18-01-2022,AM,7,6,0,0,0,13,13,100.0,53.8,46.2,0.0,0.0,100.0,69.1,30.9,0.0,0.0,Amazonas
2022-01-19,19-01-2022,AM,45,20,0,0,0,65,65,100.0,69.2,30.8,0.0,0.0,100.0,74.8,25.2,0.0,0.0,Amazonas
2022-01-20,20-01-2022,AM,115,8,0,0,0,123,123,100.0,93.5,6.5,0.0,0.0,100.0,82.8,17.2,0.0,0.0,Amazonas
2022-01-21,21-01-2022,AM,99,4,0,0,0,103,103,100.0,96.1,3.9,0.0,0.0,100.0,87.5,12.5,0.0,0.0,Amazonas
2022-01-22,22-01-2022,AM,27,0,0,0,0,27,27,100.0,100.0,0.0,0.0,0.0,100.0,94.1,5.9,0.0,0.0,Amazonas
2022-01-24,24-01-2022,AM,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,,,,,,Amazonas
2022-01-25,25-01-2022,AM,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,,,,,,Amazonas
2022-02-22,22-02-2022,AM,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,,,,,,Amazonas
2021-12-06,06-12-2021,AP,0,0,0,6,0,6,0,0.0,0.0,0.0,0.0,0.0,,,,,,Amapá
2021-12-07,07-12-2021,AP,0,0,0,9,0,9,0,0.0,0.0,0.0,0.0,0.0,,,,,,Amapá
2021-12-08,08-12-2021,AP,0,0,0,6,0,6,0,0.0,0.0,0.0,0.0,0.0,,,,,,Amapá
2021-12-09,09-12-2021,AP,0,0,0,7,0,7,0,0.0,0.0,0.0,0.0,0.0,10.7,10.7,0.0,0.0,0.0,Amapá
2021-12-10,10-12-2021,AP,0,0,0,4,0,4,0,0.0,0.0,0.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,Amapá
2021-12-11,11-12-2021,AP,1,0,0,3,0,4,1,25.0,25.0,0.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,Amapá
2021-12-13,13-12-2021,AP,3,0,0,3,0,6,3,50.0,50.0,0.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,Amapá
2021-12-14,14-12-2021,AP,1,0,0,3,0,4,1,25.0,25.0,0.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,Amapá
2021-12-15,15-12-2021,AP,0,0,0,4,0,4,0,0.0,0.0,0.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,Amapá
2021-12-20,20-12-2021,AP,0,0,0,6,0,6,0,0.0,0.0,0.0,0.0,0.0,10.7,10.7,0.0,0.0,0.0,Amapá
2021-12-21,21-12-2021,AP,0,0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,0.0,0.0,0.0,Amapá
2021-12-23,23-12-2021,AP,0,0,0,5,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amapá
2021-12-24,24-12-2021,AP,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,Amapá
2021-12-27,27-12-2021,AP,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,28.6,28.6,0.0,0.0,0.0,Amapá
2021-12-28,28-12-2021,AP,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,42.9,42.9,0.0,0.0,0.0,Amapá
2022-01-03,03-01-2022,AP,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,57.1,57.1,0.0,0.0,0.0,Amapá
2022-01-04,04-01-2022,AP,6,0,0,0,0,6,6,100.0,100.0,0.0,0.0,0.0,71.4,71.4,0.0,0.0,0.0,Amapá
2022-01-05,05-01-2022,AP,2,0,0,0,0,2,2,100.0,100.0,0.0,0.0,0.0,85.7,85.7,0.0,0.0,0.0,Amapá
2022-01-06,06-01-2022,AP,3,0,0,0,0,3,3,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-07,07-01-2022,AP,4,0,0,0,0,4,4,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-08,08-01-2022,AP,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-10,10-01-2022,AP,23,0,0,0,0,23,23,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-11,11-01-2022,AP,11,0,0,0,0,11,11,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-12,12-01-2022,AP,16,0,0,0,0,16,16,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-13,13-01-2022,AP,12,0,0,0,0,12,12,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-14,14-01-2022,AP,3,0,0,0,0,3,3,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-16,16-01-2022,AP,9,0,0,0,0,9,9,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-17,17-01-2022,AP,79,0,0,0,0,79,79,100.0,100.0,0.0,0.0,0.0,100.0,99.8,0.2,0.0,0.0,Amapá
2022-01-18,18-01-2022,AP,63,0,0,0,0,63,63,100.0,100.0,0.0,0.0,0.0,100.0,99.8,0.2,0.0,0.0,Amapá
2022-01-19,19-01-2022,AP,83,0,0,0,0,83,83,100.0,100.0,0.0,0.0,0.0,100.0,99.8,0.2,0.0,0.0,Amapá
2022-01-20,20-01-2022,AP,69,1,0,0,0,70,70,100.0,98.6,1.4,0.0,0.0,100.0,99.8,0.2,0.0,0.0,Amapá
2022-01-21,21-01-2022,AP,40,0,0,0,0,40,40,100.0,100.0,0.0,0.0,0.0,100.0,99.8,0.2,0.0,0.0,Amapá
2022-01-23,23-01-2022,AP,5,0,0,0,0,5,5,100.0,100.0,0.0,0.0,0.0,100.0,99.8,0.2,0.0,0.0,Amapá
2022-01-24,24-01-2022,AP,150,0,0,0,0,150,150,100.0,100.0,0.0,0.0,0.0,100.0,99.8,0.2,0.0,0.0,Amapá
2022-01-25,25-01-2022,AP,133,0,0,0,0,133,133,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-26,26-01-2022,AP,98,0,0,0,0,98,98,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-27,27-01-2022,AP,82,0,0,0,0,82,82,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-28,28-01-2022,AP,76,0,0,0,0,76,76,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-29,29-01-2022,AP,8,0,0,0,0,8,8,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-30,30-01-2022,AP,6,0,0,0,0,6,6,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-01-31,31-01-2022,AP,65,0,0,0,0,65,65,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-01,01-02-2022,AP,20,0,0,0,0,20,20,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-02,02-02-2022,AP,13,0,0,0,0,13,13,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-03,03-02-2022,AP,9,0,0,0,0,9,9,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-04,04-02-2022,AP,9,0,0,0,0,9,9,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-05,05-02-2022,AP,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-07,07-02-2022,AP,8,0,0,0,0,8,8,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-08,08-02-2022,AP,4,0,0,0,0,4,4,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-09,09-02-2022,AP,2,0,0,0,0,2,2,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-10,10-02-2022,AP,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-11,11-02-2022,AP,3,0,0,0,0,3,3,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-12,12-02-2022,AP,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-13,13-02-2022,AP,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-14,14-02-2022,AP,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,Amapá
2022-02-15,15-02-2022,AP,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,85.7,0.0,0.0,14.3,Amapá
2022-02-17,17-02-2022,AP,1,0,0,0,0,1,1,100.0,100.0,0.0,0.0,0.0,100.0,71.4,0.0,7.1,21.4,Amapá
2022-02-21,21-02-2022,AP,2,0,0,0,0,2,2,100.0,100.0,0.0,0.0,0.0,100.0,57.1,0.0,10.7,32.1,Amapá
2023-01-09,09-01-2023,AP,0,0,0,0,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0,42.9,0.0,15.5,41.7,Amapá
2023-01-10,10-01-2023,AP,0,0,1,0,1,2,2,100.0,0.0,0.0,50.0,50.0,100.0,28.6,0.0,29.8,41.7,Amapá
2023-01-11,11-01-2023,AP,0,0,3,0,9,12,12,100.0,0.0,0.0,25.0,75.0,100.0,14.3,0.0,29.8,56.0,Amapá
2023-01-12,12-01-2023,AP,0,0,2,0,4,6,6,100.0,0.0,0.0,33.3,66.7,100.0,0.0,0.0,33.3,66.7,Amapá
2023-01-13,13-01-2023,AP,0,0,2,0,0,2,2,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,33.3,66.7,Amapá
2023-01-15,15-01-2023,AP,0,0,0,0,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,26.2,73.8,Amapá
2023-01-16,16-01-2023,AP,0,0,1,0,3,4,4,100.0,0.0,0.0,25.0,75.0,100.0,0.0,0.0,22.6,77.4,Amapá
2023-01-18,18-01-2023,AP,0,0,0,0,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,17.9,82.1,Amapá
2023-01-28,28-01-2023,AP,0,0,0,0,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,3.6,96.4,Amapá
2023-01-30,30-01-2023,AP,0,0,0,0,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,3.6,96.4,Amapá
2023-02-01,01-02-2023,AP,0,0,0,0,2,2,2,100.0,0.0,0.0,0.0,100.0,,,,,,Amapá
