,Linhagem,Frequência,Porcentagem
0,B.1.617.2+AY.* (Delta),2424,71.54663518299881
1,P.1 (Gama),526,15.52538370720189
2,P.1.7 (Gama),367,10.832349468713105
3,Outras VOC/VOI,53,1.564344746162928
4,Não VOC/VOI,13,0.3837072018890201
5,B.1.1.7 (Alfa),3,0.0885478158205431
6,P.1.4 (Gama),2,0.05903187721369539
