,Date,Período,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
75,2020-04,Abr 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,8
76,2020-04,Abr 2020,Nordeste,Ceará,Outros,B.1.1,1
77,2020-04,Abr 2020,Nordeste,Ceará,Outros,B.1.1.33,1
78,2020-04,Abr 2020,Nordeste,Ceará,Outros,Outras,3
79,2020-04,Abr 2020,Nordeste,Maranhão,Outros,B.1.1.33,17
80,2020-04,Abr 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,17
81,2020-04,Abr 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,7
82,2020-04,Abr 2020,Nordeste,Paraíba,Outros,B.1.1,2
83,2020-04,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,52
84,2020-04,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,3
85,2020-04,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,1
86,2020-04,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,5
87,2020-04,Abr 2020,Nordeste,Pernambuco,Outros,B.1.1,8
88,2020-04,Abr 2020,Nordeste,Pernambuco,Outros,B.1.1.28,2
89,2020-04,Abr 2020,Nordeste,Pernambuco,Outros,B.1.1.33,1
90,2020-04,Abr 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1,3
91,2020-04,Abr 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1.28,1
92,2020-04,Abr 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1.33,6
93,2020-04,Abr 2020,Nordeste,Sergipe,FIOCRUZ,Outras,12
94,2020-04,Abr 2020,Norte,Amapá,Outros,B.1.1.33,10
95,2020-04,Abr 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,2
96,2020-04,Abr 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,1
97,2020-04,Abr 2020,Norte,Amazonas,FIOCRUZ,Outras,30
98,2020-04,Abr 2020,Norte,Amazonas,Outros,B.1.1.33,2
99,2020-04,Abr 2020,Norte,Amazonas,Outros,Outras,3
100,2020-04,Abr 2020,Norte,Pará,Outros,B.1.1.28,29
101,2020-04,Abr 2020,Norte,Pará,Outros,B.1.1.33,6
102,2020-04,Abr 2020,Norte,Pará,Outros,Outras,2
103,2020-04,Abr 2020,Norte,Roraima,Outros,B.1.1.33,1
104,2020-04,Abr 2020,Norte,Roraima,Outros,Outras,1
105,2020-04,Abr 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,2
106,2020-04,Abr 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,5
107,2020-04,Abr 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,20
108,2020-04,Abr 2020,Sudeste,Minas Gerais,Outros,Outras,6
109,2020-04,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,1
110,2020-04,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,8
111,2020-04,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,83
112,2020-04,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,4
113,2020-04,Abr 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,1
114,2020-04,Abr 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,8
115,2020-04,Abr 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,140
116,2020-04,Abr 2020,Sudeste,Rio de Janeiro,Outros,Outras,6
117,2020-04,Abr 2020,Sudeste,São Paulo,Outros,B.1.1,19
118,2020-04,Abr 2020,Sudeste,São Paulo,Outros,B.1.1.28,325
119,2020-04,Abr 2020,Sudeste,São Paulo,Outros,B.1.1.33,89
120,2020-04,Abr 2020,Sudeste,São Paulo,Outros,Outras,24
121,2020-04,Abr 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,1
122,2020-04,Abr 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,4
123,2020-04,Abr 2020,Sul,Rio Grande do Sul,Outros,B.1.1,3
124,2020-04,Abr 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,1
125,2020-04,Abr 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,17
126,2020-04,Abr 2020,Sul,Santa Catarina,Outros,B.1.1.28,1
127,2020-04,Abr 2020,Sul,Santa Catarina,Outros,B.1.1.33,2
128,2020-05,Mai 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,1
129,2020-05,Mai 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.28,1
130,2020-05,Mai 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,3
131,2020-05,Mai 2020,Nordeste,Bahia,Outros,B.1.1,1
132,2020-05,Mai 2020,Nordeste,Bahia,Outros,B.1.1.28,9
133,2020-05,Mai 2020,Nordeste,Bahia,Outros,B.1.1.33,5
134,2020-05,Mai 2020,Nordeste,Bahia,Outros,Outras,1
135,2020-05,Mai 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,2
136,2020-05,Mai 2020,Nordeste,Ceará,FIOCRUZ,Outras,7
137,2020-05,Mai 2020,Nordeste,Maranhão,Outros,B.1.1.33,4
138,2020-05,Mai 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,3
139,2020-05,Mai 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
140,2020-05,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,28
141,2020-05,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,2
142,2020-05,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,4
143,2020-05,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,3
144,2020-05,Mai 2020,Norte,Acre,Outros,B.1.1.33,2
145,2020-05,Mai 2020,Norte,Amapá,Outros,B.1.1.33,6
146,2020-05,Mai 2020,Norte,Amazonas,FIOCRUZ,B.1.1,1
147,2020-05,Mai 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,8
148,2020-05,Mai 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,6
149,2020-05,Mai 2020,Norte,Amazonas,FIOCRUZ,Outras,11
150,2020-05,Mai 2020,Norte,Amazonas,Outros,Outras,2
151,2020-05,Mai 2020,Norte,Pará,Outros,B.1.1.28,6
152,2020-05,Mai 2020,Norte,Pará,Outros,B.1.1.33,2
153,2020-05,Mai 2020,Norte,Pará,Outros,Outras,1
154,2020-05,Mai 2020,Norte,Rondônia,Outros,B.1.1.33,5
155,2020-05,Mai 2020,Norte,Rondônia,Outros,Outras,2
156,2020-05,Mai 2020,Norte,Roraima,Outros,B.1.1.33,1
157,2020-05,Mai 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,3
158,2020-05,Mai 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,2
159,2020-05,Mai 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,4
160,2020-05,Mai 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,3
161,2020-05,Mai 2020,Sudeste,Minas Gerais,Outros,Outras,1
162,2020-05,Mai 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,5
163,2020-05,Mai 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,1
164,2020-05,Mai 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,1
165,2020-05,Mai 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,2
166,2020-05,Mai 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,41
167,2020-05,Mai 2020,Sudeste,Rio de Janeiro,Outros,Outras,4
168,2020-05,Mai 2020,Sudeste,São Paulo,Outros,B.1.1,2
169,2020-05,Mai 2020,Sudeste,São Paulo,Outros,B.1.1.28,102
170,2020-05,Mai 2020,Sudeste,São Paulo,Outros,B.1.1.33,17
171,2020-05,Mai 2020,Sudeste,São Paulo,Outros,Outras,3
172,2020-05,Mai 2020,Sudeste,São Paulo,Outros,P.2,1
173,2020-05,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,3
174,2020-05,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,1
175,2020-05,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,24
176,2020-05,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
177,2020-05,Mai 2020,Sul,Rio Grande do Sul,Outros,B.1.1,5
178,2020-05,Mai 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,4
179,2020-05,Mai 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,26
180,2020-05,Mai 2020,Sul,Rio Grande do Sul,Outros,Outras,2
181,2020-05,Mai 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,2
182,2020-05,Mai 2020,Sul,Santa Catarina,FIOCRUZ,Outras,1
183,2020-06,Jun 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,9
184,2020-06,Jun 2020,Centro-oeste,Goiás,Outros,B.1.1.28,1
185,2020-06,Jun 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
186,2020-06,Jun 2020,Centro-oeste,Mato Grosso,FIOCRUZ,B.1.1.28,1
187,2020-06,Jun 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.28,1
188,2020-06,Jun 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,5
189,2020-06,Jun 2020,Nordeste,Bahia,Outros,B.1.1.28,6
190,2020-06,Jun 2020,Nordeste,Bahia,Outros,B.1.1.33,6
191,2020-06,Jun 2020,Nordeste,Bahia,Outros,Outras,1
192,2020-06,Jun 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,2
193,2020-06,Jun 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,5
194,2020-06,Jun 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,1
195,2020-06,Jun 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,1
196,2020-06,Jun 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,3
197,2020-06,Jun 2020,Nordeste,Pernambuco,Outros,B.1.1,34
198,2020-06,Jun 2020,Nordeste,Pernambuco,Outros,B.1.1.28,3
199,2020-06,Jun 2020,Nordeste,Pernambuco,Outros,B.1.1.33,5
200,2020-06,Jun 2020,Nordeste,Pernambuco,Outros,Outras,5
201,2020-06,Jun 2020,Norte,Acre,Outros,B.1.1.33,2
202,2020-06,Jun 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,10
203,2020-06,Jun 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,1
204,2020-06,Jun 2020,Norte,Amazonas,FIOCRUZ,Outras,5
205,2020-06,Jun 2020,Norte,Pará,Outros,B.1.1.28,3
206,2020-06,Jun 2020,Norte,Pará,Outros,B.1.1.33,4
207,2020-06,Jun 2020,Norte,Rondônia,Outros,B.1.1.33,1
208,2020-06,Jun 2020,Norte,Roraima,Outros,B.1.1.33,2
209,2020-06,Jun 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,15
210,2020-06,Jun 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,2
211,2020-06,Jun 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,3
212,2020-06,Jun 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,21
213,2020-06,Jun 2020,Sudeste,São Paulo,Outros,B.1.1,1
214,2020-06,Jun 2020,Sudeste,São Paulo,Outros,B.1.1.28,47
215,2020-06,Jun 2020,Sudeste,São Paulo,Outros,B.1.1.33,20
216,2020-06,Jun 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,1
217,2020-06,Jun 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,5
218,2020-06,Jun 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
219,2020-06,Jun 2020,Sul,Rio Grande do Sul,Outros,B.1.1,4
220,2020-06,Jun 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,20
221,2020-06,Jun 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,42
222,2020-06,Jun 2020,Sul,Rio Grande do Sul,Outros,Outras,13
223,2020-06,Jun 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,1
224,2020-06,Jun 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
225,2020-07,Jul 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,2
226,2020-07,Jul 2020,Centro-oeste,Goiás,Outros,B.1.1.28,1
227,2020-07,Jul 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
228,2020-07,Jul 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,1
229,2020-07,Jul 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,2
230,2020-07,Jul 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,4
231,2020-07,Jul 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,1
232,2020-07,Jul 2020,Nordeste,Bahia,Outros,B.1.1.28,7
233,2020-07,Jul 2020,Nordeste,Bahia,Outros,B.1.1.33,4
234,2020-07,Jul 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,1
235,2020-07,Jul 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,1
236,2020-07,Jul 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,8
237,2020-07,Jul 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,4
238,2020-07,Jul 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,4
239,2020-07,Jul 2020,Nordeste,Pernambuco,Outros,B.1.1,20
240,2020-07,Jul 2020,Nordeste,Pernambuco,Outros,B.1.1.28,2
241,2020-07,Jul 2020,Nordeste,Pernambuco,Outros,B.1.1.33,4
242,2020-07,Jul 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1,1
243,2020-07,Jul 2020,Nordeste,Sergipe,FIOCRUZ,Outras,1
244,2020-07,Jul 2020,Norte,Amazonas,FIOCRUZ,B.1.1,1
245,2020-07,Jul 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,6
246,2020-07,Jul 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,5
247,2020-07,Jul 2020,Norte,Amazonas,FIOCRUZ,Outras,4
248,2020-07,Jul 2020,Norte,Pará,Outros,B.1.1.28,3
249,2020-07,Jul 2020,Norte,Pará,Outros,B.1.1.33,3
250,2020-07,Jul 2020,Norte,Pará,Outros,Outras,1
251,2020-07,Jul 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,1
252,2020-07,Jul 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,3
253,2020-07,Jul 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,2
254,2020-07,Jul 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,32
255,2020-07,Jul 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,4
256,2020-07,Jul 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,1
257,2020-07,Jul 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,39
258,2020-07,Jul 2020,Sudeste,São Paulo,Outros,B.1.1,5
259,2020-07,Jul 2020,Sudeste,São Paulo,Outros,B.1.1.28,53
260,2020-07,Jul 2020,Sudeste,São Paulo,Outros,B.1.1.33,12
261,2020-07,Jul 2020,Sudeste,São Paulo,Outros,Outras,4
262,2020-07,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,1
263,2020-07,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,3
264,2020-07,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,4
265,2020-07,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
266,2020-07,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1,7
267,2020-07,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,16
268,2020-07,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,41
269,2020-07,Jul 2020,Sul,Rio Grande do Sul,Outros,Outras,9
270,2020-07,Jul 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,2
271,2020-07,Jul 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,2
272,2020-08,Ago 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,6
273,2020-08,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1.28,3
274,2020-08,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1.33,5
275,2020-08,Ago 2020,Centro-oeste,Goiás,Outros,Outras,1
276,2020-08,Ago 2020,Centro-oeste,Mato Grosso,FIOCRUZ,B.1.1.33,1
277,2020-08,Ago 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,1
278,2020-08,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,1
279,2020-08,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,2
280,2020-08,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,2
281,2020-08,Ago 2020,Nordeste,Bahia,FIOCRUZ,Outras,1
282,2020-08,Ago 2020,Nordeste,Bahia,Outros,B.1.1,1
283,2020-08,Ago 2020,Nordeste,Bahia,Outros,B.1.1.28,3
284,2020-08,Ago 2020,Nordeste,Bahia,Outros,B.1.1.33,4
285,2020-08,Ago 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,1
286,2020-08,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,5
287,2020-08,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.28,1
288,2020-08,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
289,2020-08,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,26
290,2020-08,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,14
291,2020-08,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,6
292,2020-08,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,5
293,2020-08,Ago 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1.28,2
294,2020-08,Ago 2020,Norte,Acre,Outros,B.1.1,2
295,2020-08,Ago 2020,Norte,Acre,Outros,B.1.1.33,12
296,2020-08,Ago 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,4
297,2020-08,Ago 2020,Norte,Amazonas,FIOCRUZ,Outras,2
298,2020-08,Ago 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,1
299,2020-08,Ago 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,3
300,2020-08,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,4
301,2020-08,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,14
302,2020-08,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,24
303,2020-08,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,1
304,2020-08,Ago 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,9
305,2020-08,Ago 2020,Sudeste,São Paulo,Outros,B.1.1,2
306,2020-08,Ago 2020,Sudeste,São Paulo,Outros,B.1.1.28,28
307,2020-08,Ago 2020,Sudeste,São Paulo,Outros,B.1.1.33,8
308,2020-08,Ago 2020,Sudeste,São Paulo,Outros,Outras,1
309,2020-08,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,2
310,2020-08,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,7
311,2020-08,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,5
312,2020-08,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1,16
313,2020-08,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,30
314,2020-08,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,57
315,2020-08,Ago 2020,Sul,Rio Grande do Sul,Outros,Outras,6
316,2020-08,Ago 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,1
317,2020-08,Ago 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
318,2020-09,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1,2
319,2020-09,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,1
320,2020-09,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.33,1
321,2020-09,Set 2020,Centro-oeste,Distrito Federal,Outros,P.2,2
322,2020-09,Set 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,2
323,2020-09,Set 2020,Centro-oeste,Goiás,Outros,B.1.1,1
324,2020-09,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.28,1
325,2020-09,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
326,2020-09,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,3
327,2020-09,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,6
328,2020-09,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,9
329,2020-09,Set 2020,Nordeste,Bahia,Outros,B.1.1.28,3
330,2020-09,Set 2020,Nordeste,Bahia,Outros,B.1.1.33,4
331,2020-09,Set 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,1
332,2020-09,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,9
333,2020-09,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
334,2020-09,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,37
