,Data,Período,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
320,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,B.1.1,5
321,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,B.1.1.28,53
322,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,B.1.1.33,12
323,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,Outras,4
324,2020-07-01,Jul 2020,Sul,Paraná,FIOCRUZ,B.1.1,3
325,2020-07-01,Jul 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,32
326,2020-07-01,Jul 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,10
327,2020-07-01,Jul 2020,Sul,Paraná,Outros,B.1.1,21
328,2020-07-01,Jul 2020,Sul,Paraná,Outros,B.1.1.28,11
329,2020-07-01,Jul 2020,Sul,Paraná,Outros,B.1.1.33,5
330,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,1
331,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,3
332,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,4
333,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
334,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1,6
335,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,17
336,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,42
337,2020-07-01,Jul 2020,Sul,Rio Grande do Sul,Outros,Outras,10
338,2020-07-01,Jul 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,2
339,2020-07-01,Jul 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,2
340,2020-07-01,Jul 2020,Sul,Santa Catarina,Outros,B.1.1,2
341,2020-07-01,Jul 2020,Sul,Santa Catarina,Outros,B.1.1.28,10
342,2020-07-01,Jul 2020,Sul,Santa Catarina,Outros,B.1.1.33,10
343,2020-07-01,Jul 2020,Sul,Santa Catarina,Outros,Outras,1
344,2020-07-01,Jul 2020,Sul,Santa Catarina,Outros,P.1+P.1.* (Gama),1
345,2020-08-01,Ago 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,6
346,2020-08-01,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1,1
347,2020-08-01,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1.28,3
348,2020-08-01,Ago 2020,Centro-oeste,Goiás,Outros,B.1.1.33,5
349,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso,FIOCRUZ,B.1.1.33,1
350,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,1
351,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,4
352,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,6
353,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.1+P.1.* (Gama),1
354,2020-08-01,Ago 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,2
355,2020-08-01,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,1
356,2020-08-01,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,2
357,2020-08-01,Ago 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,2
358,2020-08-01,Ago 2020,Nordeste,Bahia,FIOCRUZ,Outras,1
359,2020-08-01,Ago 2020,Nordeste,Bahia,Outros,B.1.1,1
360,2020-08-01,Ago 2020,Nordeste,Bahia,Outros,B.1.1.28,3
361,2020-08-01,Ago 2020,Nordeste,Bahia,Outros,B.1.1.33,4
362,2020-08-01,Ago 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,1
363,2020-08-01,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,5
364,2020-08-01,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.28,1
365,2020-08-01,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
366,2020-08-01,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,24
367,2020-08-01,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,14
368,2020-08-01,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,6
369,2020-08-01,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,7
370,2020-08-01,Ago 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,5
371,2020-08-01,Ago 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,2
372,2020-08-01,Ago 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1.28,2
373,2020-08-01,Ago 2020,Norte,Acre,Outros,B.1.1,2
374,2020-08-01,Ago 2020,Norte,Acre,Outros,B.1.1.33,12
375,2020-08-01,Ago 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,4
376,2020-08-01,Ago 2020,Norte,Amazonas,FIOCRUZ,Outras,3
377,2020-08-01,Ago 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,1
378,2020-08-01,Ago 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,3
379,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,5
380,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,14
381,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,32
382,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,2
383,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,1
384,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,1
385,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,10
386,2020-08-01,Ago 2020,Sudeste,Rio de Janeiro,Outros,Outras,32
387,2020-08-01,Ago 2020,Sudeste,São Paulo,Outros,B.1.1,2
388,2020-08-01,Ago 2020,Sudeste,São Paulo,Outros,B.1.1.28,29
389,2020-08-01,Ago 2020,Sudeste,São Paulo,Outros,B.1.1.33,8
390,2020-08-01,Ago 2020,Sudeste,São Paulo,Outros,Outras,1
391,2020-08-01,Ago 2020,Sudeste,São Paulo,Outros,P.1+P.1.* (Gama),1
392,2020-08-01,Ago 2020,Sul,Paraná,FIOCRUZ,B.1.1,7
393,2020-08-01,Ago 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,18
394,2020-08-01,Ago 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,5
395,2020-08-01,Ago 2020,Sul,Paraná,Outros,B.1.1,3
396,2020-08-01,Ago 2020,Sul,Paraná,Outros,B.1.1.28,5
397,2020-08-01,Ago 2020,Sul,Paraná,Outros,B.1.1.33,3
398,2020-08-01,Ago 2020,Sul,Paraná,Outros,Outras,1
399,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,3
400,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,7
401,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,5
402,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1,14
403,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,30
404,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,57
405,2020-08-01,Ago 2020,Sul,Rio Grande do Sul,Outros,Outras,9
406,2020-08-01,Ago 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,1
407,2020-08-01,Ago 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,2
408,2020-08-01,Ago 2020,Sul,Santa Catarina,Outros,B.1.1.28,6
409,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1,1
410,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,2
411,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.33,1
412,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,P.2,2
413,2020-09-01,Set 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,2
414,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1,1
415,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.28,1
416,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
417,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,2
418,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,7
419,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,Outras,1
420,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,2
421,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,3
422,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,6
423,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,9
424,2020-09-01,Set 2020,Nordeste,Bahia,Outros,B.1.1.28,3
425,2020-09-01,Set 2020,Nordeste,Bahia,Outros,B.1.1.33,3
426,2020-09-01,Set 2020,Nordeste,Bahia,Outros,Outras,1
427,2020-09-01,Set 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,1
428,2020-09-01,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,9
429,2020-09-01,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
430,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,37
431,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,80
432,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,26
433,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,9
434,2020-09-01,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,4
435,2020-09-01,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,4
436,2020-09-01,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,2
437,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1,2
438,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,9
439,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,7
440,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,Outras,4
441,2020-09-01,Set 2020,Norte,Tocantins,Outros,B.1.1,1
442,2020-09-01,Set 2020,Norte,Tocantins,Outros,B.1.1.28,4
443,2020-09-01,Set 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,14
444,2020-09-01,Set 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,2
445,2020-09-01,Set 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,2
446,2020-09-01,Set 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,2
447,2020-09-01,Set 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,1
448,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,8
449,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,35
450,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,1
451,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,2
452,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,2
453,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,5
454,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,Outras,2
455,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,B.1.1,1
456,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,B.1.1.28,12
457,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,B.1.1.33,2
458,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,Outras,1
459,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,P.2,1
460,2020-09-01,Set 2020,Sul,Paraná,FIOCRUZ,B.1.1,3
461,2020-09-01,Set 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,20
462,2020-09-01,Set 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,2
463,2020-09-01,Set 2020,Sul,Paraná,FIOCRUZ,Outras,3
464,2020-09-01,Set 2020,Sul,Paraná,FIOCRUZ,P.2,1
465,2020-09-01,Set 2020,Sul,Paraná,Outros,B.1.1,2
466,2020-09-01,Set 2020,Sul,Paraná,Outros,B.1.1.28,3
467,2020-09-01,Set 2020,Sul,Paraná,Outros,B.1.1.33,4
468,2020-09-01,Set 2020,Sul,Paraná,Outros,P.2,1
469,2020-09-01,Set 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,1
470,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1,4
471,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,20
472,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,33
473,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,Outras,6
474,2020-09-01,Set 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,3
475,2020-09-01,Set 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
476,2020-09-01,Set 2020,Sul,Santa Catarina,Outros,B.1.1.33,1
477,2020-09-01,Set 2020,Sul,Santa Catarina,Outros,Outras,1
478,2020-10-01,Out 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,3
479,2020-10-01,Out 2020,Centro-oeste,Distrito Federal,Outros,P.2,4
480,2020-10-01,Out 2020,Centro-oeste,Goiás,Outros,B.1.1.28,2
481,2020-10-01,Out 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
482,2020-10-01,Out 2020,Centro-oeste,Goiás,Outros,P.2,1
483,2020-10-01,Out 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,9
484,2020-10-01,Out 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,2
485,2020-10-01,Out 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,1
486,2020-10-01,Out 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,1
487,2020-10-01,Out 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,2
488,2020-10-01,Out 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,5
489,2020-10-01,Out 2020,Nordeste,Bahia,FIOCRUZ,P.2,1
490,2020-10-01,Out 2020,Nordeste,Bahia,Outros,B.1.1.28,1
491,2020-10-01,Out 2020,Nordeste,Bahia,Outros,P.2,1
492,2020-10-01,Out 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,6
493,2020-10-01,Out 2020,Nordeste,Paraíba,FIOCRUZ,P.2,1
494,2020-10-01,Out 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,21
495,2020-10-01,Out 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,26
496,2020-10-01,Out 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,29
497,2020-10-01,Out 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,3
498,2020-10-01,Out 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,10
499,2020-10-01,Out 2020,Nordeste,Piauí,Outros,B.1.1.28,2
500,2020-10-01,Out 2020,Nordeste,Piauí,Outros,Outras,2
501,2020-10-01,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,2
502,2020-10-01,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,3
503,2020-10-01,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,3
504,2020-10-01,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
505,2020-10-01,Out 2020,Norte,Amazonas,FIOCRUZ,B.1.1,2
506,2020-10-01,Out 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,8
507,2020-10-01,Out 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,2
508,2020-10-01,Out 2020,Norte,Amazonas,FIOCRUZ,Outras,4
509,2020-10-01,Out 2020,Norte,Pará,Outros,B.1.1,1
510,2020-10-01,Out 2020,Norte,Pará,Outros,B.1.1.28,2
511,2020-10-01,Out 2020,Norte,Pará,Outros,P.2,6
512,2020-10-01,Out 2020,Norte,Tocantins,Outros,B.1.1.28,6
513,2020-10-01,Out 2020,Norte,Tocantins,Outros,B.1.1.33,2
514,2020-10-01,Out 2020,Norte,Tocantins,Outros,P.2,1
515,2020-10-01,Out 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,4
516,2020-10-01,Out 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,6
517,2020-10-01,Out 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,3
518,2020-10-01,Out 2020,Sudeste,Espírito Santo,Outros,B.1.1.28,1
519,2020-10-01,Out 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,1
520,2020-10-01,Out 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1,1
521,2020-10-01,Out 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,4
522,2020-10-01,Out 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,5
523,2020-10-01,Out 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,3
524,2020-10-01,Out 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,1
525,2020-10-01,Out 2020,Sudeste,Minas Gerais,Outros,P.2,1
526,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,7
527,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,25
528,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,6
529,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,1
530,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,7
531,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,19
532,2020-10-01,Out 2020,Sudeste,Rio de Janeiro,Outros,P.2,20
533,2020-10-01,Out 2020,Sudeste,São Paulo,Outros,B.1.1,2
534,2020-10-01,Out 2020,Sudeste,São Paulo,Outros,B.1.1.28,21
535,2020-10-01,Out 2020,Sudeste,São Paulo,Outros,B.1.1.33,6
536,2020-10-01,Out 2020,Sudeste,São Paulo,Outros,Outras,3
537,2020-10-01,Out 2020,Sudeste,São Paulo,Outros,P.2,5
538,2020-10-01,Out 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,9
539,2020-10-01,Out 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,2
540,2020-10-01,Out 2020,Sul,Paraná,FIOCRUZ,Outras,2
541,2020-10-01,Out 2020,Sul,Paraná,FIOCRUZ,P.2,1
542,2020-10-01,Out 2020,Sul,Paraná,Outros,B.1.1,4
543,2020-10-01,Out 2020,Sul,Paraná,Outros,B.1.1.28,14
544,2020-10-01,Out 2020,Sul,Paraná,Outros,B.1.1.33,3
545,2020-10-01,Out 2020,Sul,Paraná,Outros,Outras,1
546,2020-10-01,Out 2020,Sul,Paraná,Outros,P.2,7
547,2020-10-01,Out 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,2
548,2020-10-01,Out 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,2
549,2020-10-01,Out 2020,Sul,Rio Grande do Sul,Outros,B.1.1,6
550,2020-10-01,Out 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,24
551,2020-10-01,Out 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,23
552,2020-10-01,Out 2020,Sul,Rio Grande do Sul,Outros,Outras,8
553,2020-10-01,Out 2020,Sul,Rio Grande do Sul,Outros,P.2,10
554,2020-10-01,Out 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
555,2020-10-01,Out 2020,Sul,Santa Catarina,Outros,B.1.1,1
556,2020-10-01,Out 2020,Sul,Santa Catarina,Outros,B.1.1.33,1
557,2020-10-01,Out 2020,Sul,Santa Catarina,Outros,P.2,1
558,2020-11-01,Nov 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,1
559,2020-11-01,Nov 2020,Centro-oeste,Distrito Federal,Outros,P.2,2
560,2020-11-01,Nov 2020,Centro-oeste,Goiás,Outros,P.2,1
561,2020-11-01,Nov 2020,Centro-oeste,Mato Grosso,Outros,Outras,1
562,2020-11-01,Nov 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,1
563,2020-11-01,Nov 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,2
564,2020-11-01,Nov 2020,Centro-oeste,Mato Grosso do Sul,Outros,Outras,1
565,2020-11-01,Nov 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,2
566,2020-11-01,Nov 2020,Nordeste,Alagoas,FIOCRUZ,Outras,1
567,2020-11-01,Nov 2020,Nordeste,Alagoas,FIOCRUZ,P.2,1
568,2020-11-01,Nov 2020,Nordeste,Alagoas,Outros,B.1.1.28,1
569,2020-11-01,Nov 2020,Nordeste,Alagoas,Outros,P.2,3
570,2020-11-01,Nov 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,1
571,2020-11-01,Nov 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,1
572,2020-11-01,Nov 2020,Nordeste,Bahia,FIOCRUZ,Outras,1
573,2020-11-01,Nov 2020,Nordeste,Bahia,Outros,B.1.1.28,2
574,2020-11-01,Nov 2020,Nordeste,Bahia,Outros,B.1.1.33,3
575,2020-11-01,Nov 2020,Nordeste,Bahia,Outros,Outras,2
576,2020-11-01,Nov 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.28,3
577,2020-11-01,Nov 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,7
578,2020-11-01,Nov 2020,Nordeste,Ceará,FIOCRUZ,P.2,2
579,2020-11-01,Nov 2020,Nordeste,Maranhão,FIOCRUZ,Outras,4
580,2020-11-01,Nov 2020,Nordeste,Maranhão,Outros,B.1.1,1
581,2020-11-01,Nov 2020,Nordeste,Maranhão,Outros,B.1.1.28,1
582,2020-11-01,Nov 2020,Nordeste,Maranhão,Outros,Outras,3
583,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,9
584,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,3
585,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,Outras,2
586,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,P.2,3
587,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,B.1.1,5
588,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,B.1.1.28,2
589,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,Outras,4
590,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,P.2,1
591,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,10
592,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,65
593,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,48
594,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,10
595,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,4
596,2020-11-01,Nov 2020,Nordeste,Piauí,Outros,B.1.1.28,1
597,2020-11-01,Nov 2020,Nordeste,Piauí,Outros,Outras,3
598,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,1
599,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,1
600,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,3
601,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
602,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.28,1
603,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.33,2
604,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,Outras,1
605,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,P.2,4
606,2020-11-01,Nov 2020,Norte,Amapá,Outros,P.2,5
607,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1,3
608,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,11
609,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,2
610,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,Outras,12
611,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,P.2,2
612,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1,3
613,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1.28,7
614,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1.33,1
615,2020-11-01,Nov 2020,Norte,Amazonas,Outros,Outras,7
616,2020-11-01,Nov 2020,Norte,Amazonas,Outros,P.2,1
617,2020-11-01,Nov 2020,Norte,Pará,Outros,B.1.1,3
618,2020-11-01,Nov 2020,Norte,Pará,Outros,B.1.1.28,2
619,2020-11-01,Nov 2020,Norte,Pará,Outros,Outras,1
620,2020-11-01,Nov 2020,Norte,Pará,Outros,P.2,11
621,2020-11-01,Nov 2020,Norte,Roraima,Outros,B.1.1.28,1
622,2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,1
623,2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,7
624,2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,2
625,2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,B.1.1.28,1
626,2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,2
627,2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,P.2,5
628,2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,1
629,2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,4
630,2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,P.2,3
631,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1,1
632,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,5
633,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,2
634,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,P.2,10
635,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,7
636,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,12
637,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,21
638,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,3
639,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,12
640,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,10
641,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,Outras,1
