,Date,Período,Estado,Linhagem,Linhagens relevantes,Frequência
384,2020-08,Ago 2020,Rio Grande do Sul,B.1.1,B.1.1,6
385,2020-08,Ago 2020,Rio Grande do Sul,B.1.1.161,Outras,8
386,2020-08,Ago 2020,Rio Grande do Sul,B.1.1.28,B.1.1.28,39
387,2020-08,Ago 2020,Rio Grande do Sul,B.1.1.33,B.1.1.33,61
388,2020-08,Ago 2020,Rio Grande do Sul,B.1.1.332,Outras,1
389,2020-08,Ago 2020,Rio Grande do Sul,B.1.1.333,Outras,1
390,2020-08,Ago 2020,Rio Grande do Sul,B.1.1.462,Outras,1
391,2020-08,Ago 2020,Rio Grande do Sul,B.1.91,Outras,3
392,2020-08,Ago 2020,Rio Grande do Sul,P.7,Outras,1
393,2020-08,Ago 2020,Rio de Janeiro,B.1.1,B.1.1,4
394,2020-08,Ago 2020,Rio de Janeiro,B.1.1.28,B.1.1.28,16
395,2020-08,Ago 2020,Rio de Janeiro,B.1.1.33,B.1.1.33,32
396,2020-08,Ago 2020,Rio de Janeiro,N.1,Outras,1
397,2020-08,Ago 2020,Rio de Janeiro,N.4,Outras,1
398,2020-08,Ago 2020,Santa Catarina,B.1.1.28,B.1.1.28,1
399,2020-08,Ago 2020,Santa Catarina,B.1.1.33,B.1.1.33,1
400,2020-08,Ago 2020,Sergipe,B.1.1.28,B.1.1.28,3
401,2020-08,Ago 2020,São Paulo,B.1.1,B.1.1,2
402,2020-08,Ago 2020,São Paulo,B.1.1.28,B.1.1.28,28
403,2020-08,Ago 2020,São Paulo,B.1.1.33,B.1.1.33,8
404,2020-08,Ago 2020,São Paulo,P.7,Outras,1
405,2020-09,Set 2020,Amazonas,B.1.1,B.1.1,1
406,2020-09,Set 2020,Amazonas,B.1.1.28,B.1.1.28,9
407,2020-09,Set 2020,Amazonas,B.1.1.33,B.1.1.33,8
408,2020-09,Set 2020,Amazonas,B.1.1.378,Outras,3
409,2020-09,Set 2020,Amazonas,B.1.195,Outras,1
410,2020-09,Set 2020,Bahia,B.1.1,B.1.1,3
411,2020-09,Set 2020,Bahia,B.1.1.28,B.1.1.28,8
412,2020-09,Set 2020,Bahia,B.1.1.33,B.1.1.33,12
413,2020-09,Set 2020,Bahia,N.1,Outras,1
414,2020-09,Set 2020,Ceará,B.1.1.33,B.1.1.33,1
415,2020-09,Set 2020,Distrito Federal,B.1.1,B.1.1,1
416,2020-09,Set 2020,Distrito Federal,B.1.1.28,B.1.1.28,2
417,2020-09,Set 2020,Distrito Federal,B.1.1.33,B.1.1.33,1
418,2020-09,Set 2020,Distrito Federal,P.2,P.2,2
419,2020-09,Set 2020,Espírito Santo,B.1.1.33,B.1.1.33,14
420,2020-09,Set 2020,Goiás,B.1.1,B.1.1,1
421,2020-09,Set 2020,Goiás,B.1.1.28,B.1.1.28,1
422,2020-09,Set 2020,Goiás,B.1.1.33,B.1.1.33,4
423,2020-09,Set 2020,Mato Grosso do Sul,B.1.1.28,B.1.1.28,2
424,2020-09,Set 2020,Mato Grosso do Sul,B.1.1.33,B.1.1.33,6
425,2020-09,Set 2020,Minas Gerais,B.1.1.28,B.1.1.28,4
426,2020-09,Set 2020,Minas Gerais,B.1.1.33,B.1.1.33,3
427,2020-09,Set 2020,Paraná,B.1.1,B.1.1,1
428,2020-09,Set 2020,Paraná,B.1.1.28,B.1.1.28,3
429,2020-09,Set 2020,Paraná,B.1.1.33,B.1.1.33,5
430,2020-09,Set 2020,Paraná,P.2,P.2,1
431,2020-09,Set 2020,Paraíba,B.1.1,B.1.1,9
432,2020-09,Set 2020,Paraíba,B.1.1.33,B.1.1.33,2
433,2020-09,Set 2020,Pernambuco,B.1.1,B.1.1,28
434,2020-09,Set 2020,Pernambuco,B.1.1.236,Outras,7
435,2020-09,Set 2020,Pernambuco,B.1.1.277,Outras,2
436,2020-09,Set 2020,Pernambuco,B.1.1.28,B.1.1.28,18
437,2020-09,Set 2020,Pernambuco,B.1.1.33,B.1.1.33,8
438,2020-09,Set 2020,Pernambuco,B.1.1.398,Outras,1
439,2020-09,Set 2020,Pernambuco,B.1.1.487,Outras,1
440,2020-09,Set 2020,Rio Grande do Norte,B.1,Outras,1
441,2020-09,Set 2020,Rio Grande do Norte,B.1.1,B.1.1,4
442,2020-09,Set 2020,Rio Grande do Norte,B.1.1.33,B.1.1.33,4
443,2020-09,Set 2020,Rio Grande do Norte,N.1,Outras,1
444,2020-09,Set 2020,Rio Grande do Sul,B.1,Outras,4
445,2020-09,Set 2020,Rio Grande do Sul,B.1.1,B.1.1,2
446,2020-09,Set 2020,Rio Grande do Sul,B.1.1.161,Outras,1
447,2020-09,Set 2020,Rio Grande do Sul,B.1.1.28,B.1.1.28,21
448,2020-09,Set 2020,Rio Grande do Sul,B.1.1.33,B.1.1.33,34
449,2020-09,Set 2020,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),1
450,2020-09,Set 2020,Rio Grande do Sul,P.7,Outras,2
451,2020-09,Set 2020,Rio de Janeiro,B.1,Outras,1
452,2020-09,Set 2020,Rio de Janeiro,B.1.1,B.1.1,2
453,2020-09,Set 2020,Rio de Janeiro,B.1.1.277,Outras,2
454,2020-09,Set 2020,Rio de Janeiro,B.1.1.28,B.1.1.28,10
455,2020-09,Set 2020,Rio de Janeiro,B.1.1.33,B.1.1.33,40
456,2020-09,Set 2020,Santa Catarina,B.1.1,B.1.1,1
457,2020-09,Set 2020,Santa Catarina,B.1.1.28,B.1.1.28,2
458,2020-09,Set 2020,Santa Catarina,B.1.1.33,B.1.1.33,1
459,2020-09,Set 2020,São Paulo,B.1.1.28,B.1.1.28,13
460,2020-09,Set 2020,São Paulo,B.1.1.33,B.1.1.33,2
461,2020-09,Set 2020,São Paulo,P.2,P.2,1
462,2020-09,Set 2020,São Paulo,P.7,Outras,1
463,2020-09,Set 2020,Tocantins,B.1.1,B.1.1,1
464,2020-09,Set 2020,Tocantins,B.1.1.28,B.1.1.28,4
465,2020-10,Out 2020,Amazonas,B.1.1,B.1.1,1
466,2020-10,Out 2020,Amazonas,B.1.1.28,B.1.1.28,8
467,2020-10,Out 2020,Amazonas,B.1.1.33,B.1.1.33,3
468,2020-10,Out 2020,Amazonas,B.1.1.378,Outras,4
469,2020-10,Out 2020,Bahia,B.1.1,B.1.1,1
470,2020-10,Out 2020,Bahia,B.1.1.28,B.1.1.28,3
471,2020-10,Out 2020,Bahia,B.1.1.33,B.1.1.33,5
472,2020-10,Out 2020,Bahia,P.2,P.2,1
473,2020-10,Out 2020,Distrito Federal,B.1.1.28,B.1.1.28,3
474,2020-10,Out 2020,Distrito Federal,P.2,P.2,4
475,2020-10,Out 2020,Espírito Santo,B.1.1.28,B.1.1.28,5
476,2020-10,Out 2020,Espírito Santo,B.1.1.33,B.1.1.33,7
477,2020-10,Out 2020,Espírito Santo,P.2,P.2,3
478,2020-10,Out 2020,Goiás,B.1.1.28,B.1.1.28,2
479,2020-10,Out 2020,Goiás,P.2,P.2,1
480,2020-10,Out 2020,Mato Grosso do Sul,B.1.1.28,B.1.1.28,7
481,2020-10,Out 2020,Mato Grosso do Sul,B.1.1.33,B.1.1.33,2
482,2020-10,Out 2020,Minas Gerais,B.1.1,B.1.1,1
483,2020-10,Out 2020,Minas Gerais,B.1.1.28,B.1.1.28,6
484,2020-10,Out 2020,Minas Gerais,B.1.1.33,B.1.1.33,6
485,2020-10,Out 2020,Minas Gerais,P.2,P.2,1
486,2020-10,Out 2020,Paraná,B.1.1.277,Outras,1
487,2020-10,Out 2020,Paraná,B.1.1.28,B.1.1.28,15
488,2020-10,Out 2020,Paraná,B.1.1.33,B.1.1.33,7
489,2020-10,Out 2020,Paraná,P.2,P.2,8
490,2020-10,Out 2020,Paraíba,B.1.1,B.1.1,6
491,2020-10,Out 2020,Paraíba,P.2,P.2,1
492,2020-10,Out 2020,Pará,B.1.1,B.1.1,3
493,2020-10,Out 2020,Pará,B.1.1.28,B.1.1.28,2
494,2020-10,Out 2020,Pará,B.1.1.33,B.1.1.33,1
495,2020-10,Out 2020,Pará,P.1 (Gama),P.1 (Gama),3
496,2020-10,Out 2020,Pará,P.2,P.2,8
497,2020-10,Out 2020,Pernambuco,B.1.1,B.1.1,15
498,2020-10,Out 2020,Pernambuco,B.1.1.220,Outras,1
499,2020-10,Out 2020,Pernambuco,B.1.1.28,B.1.1.28,19
500,2020-10,Out 2020,Pernambuco,B.1.1.33,B.1.1.33,22
501,2020-10,Out 2020,Pernambuco,B.1.173,Outras,1
502,2020-10,Out 2020,Pernambuco,B.1.258,Outras,1
503,2020-10,Out 2020,Pernambuco,P.2,P.2,10
504,2020-10,Out 2020,Piauí,B.1.1.28,B.1.1.28,2
505,2020-10,Out 2020,Piauí,N.9,Outras,2
506,2020-10,Out 2020,Rio Grande do Norte,B.1.1,B.1.1,2
507,2020-10,Out 2020,Rio Grande do Norte,B.1.1.28,B.1.1.28,3
508,2020-10,Out 2020,Rio Grande do Norte,B.1.1.33,B.1.1.33,3
509,2020-10,Out 2020,Rio Grande do Norte,B.1.212,Outras,1
510,2020-10,Out 2020,Rio Grande do Sul,B.1.1,B.1.1,3
511,2020-10,Out 2020,Rio Grande do Sul,B.1.1.161,Outras,3
512,2020-10,Out 2020,Rio Grande do Sul,B.1.1.28,B.1.1.28,26
513,2020-10,Out 2020,Rio Grande do Sul,B.1.1.33,B.1.1.33,25
514,2020-10,Out 2020,Rio Grande do Sul,B.1.1.332,Outras,1
515,2020-10,Out 2020,Rio Grande do Sul,B.1.1.333,Outras,1
516,2020-10,Out 2020,Rio Grande do Sul,N.1,Outras,1
517,2020-10,Out 2020,Rio Grande do Sul,P.2,P.2,10
518,2020-10,Out 2020,Rio Grande do Sul,P.7,Outras,5
519,2020-10,Out 2020,Rio de Janeiro,B.1.1,B.1.1,1
520,2020-10,Out 2020,Rio de Janeiro,B.1.1.28,B.1.1.28,14
521,2020-10,Out 2020,Rio de Janeiro,B.1.1.33,B.1.1.33,42
522,2020-10,Out 2020,Rio de Janeiro,N.9,Outras,1
523,2020-10,Out 2020,Rio de Janeiro,P.2,P.2,25
524,2020-10,Out 2020,Santa Catarina,B.1.1.33,B.1.1.33,1
525,2020-10,Out 2020,São Paulo,B.1,Outras,1
526,2020-10,Out 2020,São Paulo,B.1.1,B.1.1,1
527,2020-10,Out 2020,São Paulo,B.1.1.28,B.1.1.28,22
528,2020-10,Out 2020,São Paulo,B.1.1.33,B.1.1.33,6
529,2020-10,Out 2020,São Paulo,N.9,Outras,1
530,2020-10,Out 2020,São Paulo,P.2,P.2,5
531,2020-10,Out 2020,São Paulo,P.7,Outras,1
532,2020-10,Out 2020,Tocantins,B.1.1.28,B.1.1.28,6
533,2020-10,Out 2020,Tocantins,B.1.1.33,B.1.1.33,2
534,2020-10,Out 2020,Tocantins,P.2,P.2,1
535,2020-11,Nov 2020,Alagoas,B.1.1.28,B.1.1.28,1
536,2020-11,Nov 2020,Alagoas,B.1.1.372,Outras,1
537,2020-11,Nov 2020,Alagoas,P.2,P.2,4
538,2020-11,Nov 2020,Amapá,P.2,P.2,5
539,2020-11,Nov 2020,Amazonas,B.1.1,B.1.1,2
540,2020-11,Nov 2020,Amazonas,B.1.1.28,B.1.1.28,21
541,2020-11,Nov 2020,Amazonas,B.1.1.33,B.1.1.33,3
542,2020-11,Nov 2020,Amazonas,B.1.1.378,Outras,17
543,2020-11,Nov 2020,Amazonas,B.1.1.398,Outras,2
544,2020-11,Nov 2020,Amazonas,N.9,Outras,1
545,2020-11,Nov 2020,Amazonas,P.2,P.2,3
546,2020-11,Nov 2020,Bahia,B.1.1.28,B.1.1.28,3
547,2020-11,Nov 2020,Bahia,B.1.1.33,B.1.1.33,4
548,2020-11,Nov 2020,Bahia,B.1.160,Outras,1
549,2020-11,Nov 2020,Bahia,N.9,Outras,2
550,2020-11,Nov 2020,Ceará,B.1.1.28,B.1.1.28,3
551,2020-11,Nov 2020,Ceará,B.1.1.33,B.1.1.33,7
552,2020-11,Nov 2020,Ceará,P.2,P.2,2
553,2020-11,Nov 2020,Distrito Federal,B.1.1.28,B.1.1.28,1
554,2020-11,Nov 2020,Distrito Federal,P.2,P.2,2
555,2020-11,Nov 2020,Espírito Santo,B.1.1.28,B.1.1.28,2
556,2020-11,Nov 2020,Espírito Santo,B.1.1.33,B.1.1.33,9
557,2020-11,Nov 2020,Espírito Santo,P.2,P.2,7
558,2020-11,Nov 2020,Goiás,P.2,P.2,1
559,2020-11,Nov 2020,Maranhão,B.1.1,B.1.1,1
560,2020-11,Nov 2020,Maranhão,B.1.1.28,B.1.1.28,1
561,2020-11,Nov 2020,Maranhão,N.9,Outras,6
562,2020-11,Nov 2020,Maranhão,P.1 (Gama),P.1 (Gama),1
563,2020-11,Nov 2020,Mato Grosso,B.1.1.378,Outras,1
564,2020-11,Nov 2020,Mato Grosso do Sul,B.1.240,Outras,1
565,2020-11,Nov 2020,Minas Gerais,B.1.1,B.1.1,1
566,2020-11,Nov 2020,Minas Gerais,B.1.1.28,B.1.1.28,6
567,2020-11,Nov 2020,Minas Gerais,B.1.1.33,B.1.1.33,6
568,2020-11,Nov 2020,Minas Gerais,P.2,P.2,13
569,2020-11,Nov 2020,Paraná,B.1.1,B.1.1,1
570,2020-11,Nov 2020,Paraná,B.1.1.277,Outras,1
571,2020-11,Nov 2020,Paraná,B.1.1.28,B.1.1.28,22
572,2020-11,Nov 2020,Paraná,B.1.1.33,B.1.1.33,4
573,2020-11,Nov 2020,Paraná,B.1.362,Outras,1
574,2020-11,Nov 2020,Paraná,B.1.498,Outras,1
575,2020-11,Nov 2020,Paraná,P.2,P.2,12
576,2020-11,Nov 2020,Paraíba,B.1.1,B.1.1,14
577,2020-11,Nov 2020,Paraíba,B.1.1.28,B.1.1.28,2
578,2020-11,Nov 2020,Paraíba,B.1.1.33,B.1.1.33,3
579,2020-11,Nov 2020,Paraíba,B.1.1.462,Outras,1
580,2020-11,Nov 2020,Paraíba,N.9,Outras,1
581,2020-11,Nov 2020,Paraíba,P.2,P.2,3
582,2020-11,Nov 2020,Paraíba,P.7,Outras,4
583,2020-11,Nov 2020,Pará,B.1,Outras,1
584,2020-11,Nov 2020,Pará,B.1.1,B.1.1,4
585,2020-11,Nov 2020,Pará,B.1.1.28,B.1.1.28,2
586,2020-11,Nov 2020,Pará,P.2,P.2,16
587,2020-11,Nov 2020,Pernambuco,B.1.1.33,B.1.1.33,2
588,2020-11,Nov 2020,Pernambuco,P.2,P.2,1
589,2020-11,Nov 2020,Piauí,B.1.1.28,B.1.1.28,1
590,2020-11,Nov 2020,Piauí,B.1.524,Outras,1
591,2020-11,Nov 2020,Piauí,N.9,Outras,2
592,2020-11,Nov 2020,Rio Grande do Norte,B.1.1,B.1.1,1
593,2020-11,Nov 2020,Rio Grande do Norte,B.1.1.28,B.1.1.28,2
594,2020-11,Nov 2020,Rio Grande do Norte,B.1.1.33,B.1.1.33,5
595,2020-11,Nov 2020,Rio Grande do Norte,N.9,Outras,2
596,2020-11,Nov 2020,Rio Grande do Norte,P.2,P.2,4
597,2020-11,Nov 2020,Rio Grande do Sul,B.1,Outras,2
598,2020-11,Nov 2020,Rio Grande do Sul,B.1.1,B.1.1,1
599,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.12,Outras,1
600,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.28,B.1.1.28,51
601,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.33,B.1.1.33,18
602,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.70,Outras,1
603,2020-11,Nov 2020,Rio Grande do Sul,B.1.91,Outras,6
604,2020-11,Nov 2020,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),1
605,2020-11,Nov 2020,Rio Grande do Sul,P.2,P.2,75
606,2020-11,Nov 2020,Rio Grande do Sul,P.7,Outras,33
607,2020-11,Nov 2020,Rio de Janeiro,B.1.1,B.1.1,3
608,2020-11,Nov 2020,Rio de Janeiro,B.1.1.28,B.1.1.28,17
609,2020-11,Nov 2020,Rio de Janeiro,B.1.1.33,B.1.1.33,20
610,2020-11,Nov 2020,Rio de Janeiro,B.1.1.393,Outras,1
611,2020-11,Nov 2020,Rio de Janeiro,P.2,P.2,33
612,2020-11,Nov 2020,Roraima,B.1.1.28,B.1.1.28,1
613,2020-11,Nov 2020,Santa Catarina,B.1.1.28,B.1.1.28,1
614,2020-11,Nov 2020,Santa Catarina,B.1.1.33,B.1.1.33,1
615,2020-11,Nov 2020,Santa Catarina,P.2,P.2,3
616,2020-11,Nov 2020,Santa Catarina,P.7,Outras,1
617,2020-11,Nov 2020,São Paulo,B.1,Outras,2
618,2020-11,Nov 2020,São Paulo,B.1.1,B.1.1,3
619,2020-11,Nov 2020,São Paulo,B.1.1.28,B.1.1.28,37
620,2020-11,Nov 2020,São Paulo,B.1.1.33,B.1.1.33,8
621,2020-11,Nov 2020,São Paulo,B.1.1.332,Outras,3
622,2020-11,Nov 2020,São Paulo,N.9,Outras,14
623,2020-11,Nov 2020,São Paulo,P.2,P.2,26
624,2020-11,Nov 2020,São Paulo,P.7,Outras,2
625,2020-12,Dez 2020,Acre,P.2,P.2,1
626,2020-12,Dez 2020,Alagoas,B.1.1,B.1.1,1
627,2020-12,Dez 2020,Alagoas,B.1.1.28,B.1.1.28,1
628,2020-12,Dez 2020,Alagoas,B.1.1.33,B.1.1.33,1
629,2020-12,Dez 2020,Alagoas,N.9,Outras,1
630,2020-12,Dez 2020,Alagoas,P.2,P.2,25
631,2020-12,Dez 2020,Alagoas,P.7,Outras,1
632,2020-12,Dez 2020,Amapá,B.1.1.28,B.1.1.28,1
633,2020-12,Dez 2020,Amapá,B.1.1.33,B.1.1.33,1
634,2020-12,Dez 2020,Amapá,B.1.160.25,Outras,1
635,2020-12,Dez 2020,Amapá,P.2,P.2,14
636,2020-12,Dez 2020,Amazonas,B.1,Outras,3
637,2020-12,Dez 2020,Amazonas,B.1.1,B.1.1,6
638,2020-12,Dez 2020,Amazonas,B.1.1.28,B.1.1.28,31
639,2020-12,Dez 2020,Amazonas,B.1.1.33,B.1.1.33,14
640,2020-12,Dez 2020,Amazonas,B.1.1.378,Outras,18
641,2020-12,Dez 2020,Amazonas,N.9,Outras,5
642,2020-12,Dez 2020,Amazonas,P.1 (Gama),P.1 (Gama),118
643,2020-12,Dez 2020,Amazonas,P.2,P.2,42
644,2020-12,Dez 2020,Bahia,B.1.1.28,B.1.1.28,3
645,2020-12,Dez 2020,Bahia,N.9,Outras,2
646,2020-12,Dez 2020,Bahia,P.1 (Gama),P.1 (Gama),5
647,2020-12,Dez 2020,Bahia,P.2,P.2,6
648,2020-12,Dez 2020,Ceará,B.1.1,B.1.1,2
649,2020-12,Dez 2020,Ceará,B.1.1.28,B.1.1.28,4
650,2020-12,Dez 2020,Ceará,B.1.1.33,B.1.1.33,8
651,2020-12,Dez 2020,Ceará,P.2,P.2,10
652,2020-12,Dez 2020,Distrito Federal,B.1.1.28,B.1.1.28,1
653,2020-12,Dez 2020,Distrito Federal,B.1.1.7 (Alfa),B.1.1.7 (Alfa),2
654,2020-12,Dez 2020,Espírito Santo,B.1.1.28,B.1.1.28,6
655,2020-12,Dez 2020,Espírito Santo,B.1.1.33,B.1.1.33,11
656,2020-12,Dez 2020,Espírito Santo,P.2,P.2,15
657,2020-12,Dez 2020,Espírito Santo,P.7,Outras,1
658,2020-12,Dez 2020,Goiás,B.1.1.28,B.1.1.28,12
659,2020-12,Dez 2020,Goiás,B.1.1.33,B.1.1.33,1
660,2020-12,Dez 2020,Goiás,B.1.1.332,Outras,2
661,2020-12,Dez 2020,Goiás,N.9,Outras,3
662,2020-12,Dez 2020,Goiás,P.2,P.2,30
663,2020-12,Dez 2020,Goiás,P.7,Outras,3
664,2020-12,Dez 2020,Maranhão,B.1.1.28,B.1.1.28,7
665,2020-12,Dez 2020,Maranhão,B.1.1.33,B.1.1.33,4
666,2020-12,Dez 2020,Maranhão,B.1.1.332,Outras,5
667,2020-12,Dez 2020,Maranhão,N.10,Outras,1
668,2020-12,Dez 2020,Maranhão,N.9,Outras,18
669,2020-12,Dez 2020,Maranhão,P.1 (Gama),P.1 (Gama),1
670,2020-12,Dez 2020,Maranhão,P.2,P.2,13
671,2020-12,Dez 2020,Mato Grosso,B.1.1.28,B.1.1.28,2
672,2020-12,Dez 2020,Mato Grosso,B.1.1.33,B.1.1.33,3
673,2020-12,Dez 2020,Mato Grosso,P.2,P.2,3
674,2020-12,Dez 2020,Mato Grosso,P.7,Outras,1
675,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1.249,Outras,1
676,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1.28,B.1.1.28,1
677,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1.33,B.1.1.33,6
678,2020-12,Dez 2020,Mato Grosso do Sul,P.2,P.2,3
679,2020-12,Dez 2020,Minas Gerais,B.1.1,B.1.1,1
680,2020-12,Dez 2020,Minas Gerais,B.1.1.28,B.1.1.28,9
681,2020-12,Dez 2020,Minas Gerais,B.1.1.33,B.1.1.33,3
682,2020-12,Dez 2020,Minas Gerais,B.1.546,Outras,1
683,2020-12,Dez 2020,Minas Gerais,P.2,P.2,24
684,2020-12,Dez 2020,Paraná,B.1.1,B.1.1,1
685,2020-12,Dez 2020,Paraná,B.1.1.28,B.1.1.28,11
686,2020-12,Dez 2020,Paraná,B.1.1.33,B.1.1.33,2
687,2020-12,Dez 2020,Paraná,B.1.499,Outras,1
688,2020-12,Dez 2020,Paraná,P.1 (Gama),P.1 (Gama),1
689,2020-12,Dez 2020,Paraná,P.2,P.2,26
690,2020-12,Dez 2020,Paraná,P.7,Outras,5
691,2020-12,Dez 2020,Paraíba,B.1,Outras,2
692,2020-12,Dez 2020,Paraíba,B.1.1,B.1.1,6
693,2020-12,Dez 2020,Paraíba,B.1.1.28,B.1.1.28,8
694,2020-12,Dez 2020,Paraíba,B.1.1.33,B.1.1.33,2
695,2020-12,Dez 2020,Paraíba,N.9,Outras,2
696,2020-12,Dez 2020,Paraíba,P.2,P.2,10
697,2020-12,Dez 2020,Paraíba,P.7,Outras,1
698,2020-12,Dez 2020,Pará,B.1.1,B.1.1,5
699,2020-12,Dez 2020,Pará,B.1.1.28,B.1.1.28,3
700,2020-12,Dez 2020,Pará,B.1.1.316,Outras,1
701,2020-12,Dez 2020,Pará,B.1.1.33,B.1.1.33,1
702,2020-12,Dez 2020,Pará,N.9,Outras,2
703,2020-12,Dez 2020,Pará,P.2,P.2,20
704,2020-12,Dez 2020,Pernambuco,B.1.1,B.1.1,2
705,2020-12,Dez 2020,Pernambuco,B.1.1.33,B.1.1.33,1
706,2020-12,Dez 2020,Pernambuco,B.1.1.45,Outras,1
707,2020-12,Dez 2020,Pernambuco,B.1.212,Outras,1
708,2020-12,Dez 2020,Pernambuco,B.1.258,Outras,1
709,2020-12,Dez 2020,Pernambuco,N.9,Outras,1
710,2020-12,Dez 2020,Pernambuco,P.2,P.2,15
711,2020-12,Dez 2020,Rio Grande do Norte,B.1.1,B.1.1,3
712,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.236,Outras,1
713,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.28,B.1.1.28,2
714,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.33,B.1.1.33,1
715,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.398,Outras,1
716,2020-12,Dez 2020,Rio Grande do Norte,P.2,P.2,12
717,2020-12,Dez 2020,Rio Grande do Sul,B.1.1,B.1.1,1
718,2020-12,Dez 2020,Rio Grande do Sul,B.1.1.161,Outras,1
719,2020-12,Dez 2020,Rio Grande do Sul,B.1.1.28,B.1.1.28,15
720,2020-12,Dez 2020,Rio Grande do Sul,B.1.1.33,B.1.1.33,6
721,2020-12,Dez 2020,Rio Grande do Sul,P.2,P.2,38
722,2020-12,Dez 2020,Rio Grande do Sul,P.7,Outras,10
723,2020-12,Dez 2020,Rio de Janeiro,B.1,Outras,5
724,2020-12,Dez 2020,Rio de Janeiro,B.1.1.28,B.1.1.28,5
725,2020-12,Dez 2020,Rio de Janeiro,B.1.1.33,B.1.1.33,8
726,2020-12,Dez 2020,Rio de Janeiro,B.1.1.97,Outras,1
727,2020-12,Dez 2020,Rio de Janeiro,B.1.407,Outras,1
728,2020-12,Dez 2020,Rio de Janeiro,N.9,Outras,1
729,2020-12,Dez 2020,Rio de Janeiro,P.2,P.2,110
730,2020-12,Dez 2020,Rio de Janeiro,P.7,Outras,1
731,2020-12,Dez 2020,Santa Catarina,B.1.1.28,B.1.1.28,3
732,2020-12,Dez 2020,Santa Catarina,B.1.1.33,B.1.1.33,1
733,2020-12,Dez 2020,Santa Catarina,P.2,P.2,36
734,2020-12,Dez 2020,Santa Catarina,P.7,Outras,6
735,2020-12,Dez 2020,São Paulo,B.1.1,B.1.1,1
736,2020-12,Dez 2020,São Paulo,B.1.1.28,B.1.1.28,29
737,2020-12,Dez 2020,São Paulo,B.1.1.33,B.1.1.33,5
738,2020-12,Dez 2020,São Paulo,B.1.1.332,Outras,2
739,2020-12,Dez 2020,São Paulo,N.9,Outras,7
740,2020-12,Dez 2020,São Paulo,P.2,P.2,23
741,2020-12,Dez 2020,São Paulo,P.7,Outras,6
742,2020-12,Dez 2020,Tocantins,P.2,P.2,1
743,2021-01,Jan 2021,Acre,B.1,Outras,2
744,2021-01,Jan 2021,Acre,B.1.1.28,B.1.1.28,15
745,2021-01,Jan 2021,Acre,B.1.1.33,B.1.1.33,3
746,2021-01,Jan 2021,Acre,B.1.1.348,Outras,2
747,2021-01,Jan 2021,Acre,N.9,Outras,1
748,2021-01,Jan 2021,Acre,P.1 (Gama),P.1 (Gama),10
749,2021-01,Jan 2021,Acre,P.2,P.2,3
750,2021-01,Jan 2021,Alagoas,B.1.1,B.1.1,1
751,2021-01,Jan 2021,Alagoas,B.1.1.236,Outras,1
752,2021-01,Jan 2021,Alagoas,B.1.1.28,B.1.1.28,3
753,2021-01,Jan 2021,Alagoas,B.1.1.33,B.1.1.33,2
754,2021-01,Jan 2021,Alagoas,P.1 (Gama),P.1 (Gama),13
755,2021-01,Jan 2021,Alagoas,P.1.3,Outras,1
756,2021-01,Jan 2021,Alagoas,P.2,P.2,32
757,2021-01,Jan 2021,Amapá,B.1.1,B.1.1,1
758,2021-01,Jan 2021,Amapá,B.1.1.33,B.1.1.33,1
759,2021-01,Jan 2021,Amapá,B.1.160.25,Outras,2
760,2021-01,Jan 2021,Amapá,P.1 (Gama),P.1 (Gama),9
761,2021-01,Jan 2021,Amapá,P.2,P.2,60
762,2021-01,Jan 2021,Amazonas,B.1.1.28,B.1.1.28,3
763,2021-01,Jan 2021,Amazonas,B.1.1.33,B.1.1.33,2
764,2021-01,Jan 2021,Amazonas,B.1.1.398,Outras,1
765,2021-01,Jan 2021,Amazonas,N.1,Outras,1
766,2021-01,Jan 2021,Amazonas,P.1 (Gama),P.1 (Gama),175
767,2021-01,Jan 2021,Amazonas,P.2,P.2,7
768,2021-01,Jan 2021,Bahia,B.1.1,B.1.1,2
769,2021-01,Jan 2021,Bahia,B.1.1.28,B.1.1.28,3
770,2021-01,Jan 2021,Bahia,B.1.1.33,B.1.1.33,2
771,2021-01,Jan 2021,Bahia,B.1.1.7 (Alfa),B.1.1.7 (Alfa),4
772,2021-01,Jan 2021,Bahia,N.9,Outras,8
773,2021-01,Jan 2021,Bahia,P.1 (Gama),P.1 (Gama),13
774,2021-01,Jan 2021,Bahia,P.2,P.2,49
775,2021-01,Jan 2021,Ceará,B.1.1,B.1.1,3
776,2021-01,Jan 2021,Ceará,B.1.1.28,B.1.1.28,1
777,2021-01,Jan 2021,Ceará,B.1.1.33,B.1.1.33,9
778,2021-01,Jan 2021,Ceará,B.1.1.332,Outras,2
