,Date,Período,Estado,Linhagem,Frequência
471,2020-11,Nov 2020,Rio Grande do Norte,B.1.1.33,5
472,2020-11,Nov 2020,Rio Grande do Norte,Outras,2
473,2020-11,Nov 2020,Rio Grande do Norte,P.2,4
474,2020-11,Nov 2020,Rio Grande do Sul,B.1.1,2
475,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.28,84
476,2020-11,Nov 2020,Rio Grande do Sul,B.1.1.33,17
477,2020-11,Nov 2020,Rio Grande do Sul,Outras,10
478,2020-11,Nov 2020,Rio Grande do Sul,P.1 (Gama),1
479,2020-11,Nov 2020,Rio Grande do Sul,P.2,75
480,2020-11,Nov 2020,Rio de Janeiro,B.1.1,2
481,2020-11,Nov 2020,Rio de Janeiro,B.1.1.28,17
482,2020-11,Nov 2020,Rio de Janeiro,B.1.1.33,20
483,2020-11,Nov 2020,Rio de Janeiro,Outras,4
484,2020-11,Nov 2020,Rio de Janeiro,P.2,31
485,2020-11,Nov 2020,Roraima,B.1.1.28,1
486,2020-11,Nov 2020,Santa Catarina,B.1.1.28,2
487,2020-11,Nov 2020,Santa Catarina,B.1.1.33,1
488,2020-11,Nov 2020,Santa Catarina,P.2,3
489,2020-11,Nov 2020,São Paulo,B.1.1,4
490,2020-11,Nov 2020,São Paulo,B.1.1.28,39
491,2020-11,Nov 2020,São Paulo,B.1.1.33,8
492,2020-11,Nov 2020,São Paulo,Outras,20
493,2020-11,Nov 2020,São Paulo,P.2,26
494,2020-12,Dez 2020,Acre,P.2,1
495,2020-12,Dez 2020,Alagoas,B.1.1,1
496,2020-12,Dez 2020,Alagoas,B.1.1.28,1
497,2020-12,Dez 2020,Alagoas,Outras,1
498,2020-12,Dez 2020,Alagoas,P.2,17
499,2020-12,Dez 2020,Amapá,B.1.1.28,1
500,2020-12,Dez 2020,Amapá,B.1.1.33,1
501,2020-12,Dez 2020,Amapá,Outras,2
502,2020-12,Dez 2020,Amapá,P.2,13
503,2020-12,Dez 2020,Amazonas,B.1.1,12
504,2020-12,Dez 2020,Amazonas,B.1.1.28,31
505,2020-12,Dez 2020,Amazonas,B.1.1.33,8
506,2020-12,Dez 2020,Amazonas,Outras,40
507,2020-12,Dez 2020,Amazonas,P.1 (Gama),118
508,2020-12,Dez 2020,Amazonas,P.2,41
509,2020-12,Dez 2020,Bahia,B.1.1.28,2
510,2020-12,Dez 2020,Bahia,Outras,3
511,2020-12,Dez 2020,Bahia,P.1 (Gama),5
512,2020-12,Dez 2020,Bahia,P.2,5
513,2020-12,Dez 2020,Ceará,B.1.1,2
514,2020-12,Dez 2020,Ceará,B.1.1.28,4
515,2020-12,Dez 2020,Ceará,B.1.1.33,8
516,2020-12,Dez 2020,Ceará,P.2,10
517,2020-12,Dez 2020,Distrito Federal,B.1.1.28,1
518,2020-12,Dez 2020,Distrito Federal,B.1.1.7 (Alfa),2
519,2020-12,Dez 2020,Espírito Santo,B.1.1.28,7
520,2020-12,Dez 2020,Espírito Santo,B.1.1.33,11
521,2020-12,Dez 2020,Espírito Santo,P.2,15
522,2020-12,Dez 2020,Goiás,B.1.1.28,14
523,2020-12,Dez 2020,Goiás,B.1.1.33,1
524,2020-12,Dez 2020,Goiás,Outras,13
525,2020-12,Dez 2020,Goiás,P.2,23
526,2020-12,Dez 2020,Maranhão,B.1.1.28,7
527,2020-12,Dez 2020,Maranhão,B.1.1.33,4
528,2020-12,Dez 2020,Maranhão,Outras,26
529,2020-12,Dez 2020,Maranhão,P.1 (Gama),1
530,2020-12,Dez 2020,Maranhão,P.2,11
531,2020-12,Dez 2020,Mato Grosso,B.1.1.28,3
532,2020-12,Dez 2020,Mato Grosso,B.1.1.33,2
533,2020-12,Dez 2020,Mato Grosso,Outras,1
534,2020-12,Dez 2020,Mato Grosso,P.2,3
535,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1,3
536,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1.28,1
537,2020-12,Dez 2020,Mato Grosso do Sul,B.1.1.33,4
538,2020-12,Dez 2020,Mato Grosso do Sul,P.2,3
539,2020-12,Dez 2020,Minas Gerais,B.1.1.28,10
540,2020-12,Dez 2020,Minas Gerais,B.1.1.33,3
541,2020-12,Dez 2020,Minas Gerais,Outras,3
542,2020-12,Dez 2020,Minas Gerais,P.2,23
543,2020-12,Dez 2020,Paraná,B.1.1,1
544,2020-12,Dez 2020,Paraná,B.1.1.28,16
545,2020-12,Dez 2020,Paraná,B.1.1.33,2
546,2020-12,Dez 2020,Paraná,Outras,6
547,2020-12,Dez 2020,Paraná,P.2,22
548,2020-12,Dez 2020,Paraíba,B.1.1,6
549,2020-12,Dez 2020,Paraíba,B.1.1.28,9
550,2020-12,Dez 2020,Paraíba,B.1.1.33,2
551,2020-12,Dez 2020,Paraíba,Outras,4
552,2020-12,Dez 2020,Paraíba,P.2,10
553,2020-12,Dez 2020,Pará,B.1.1,3
554,2020-12,Dez 2020,Pará,B.1.1.28,1
555,2020-12,Dez 2020,Pará,B.1.1.33,1
556,2020-12,Dez 2020,Pará,Outras,4
557,2020-12,Dez 2020,Pará,P.2,11
558,2020-12,Dez 2020,Pernambuco,B.1.1,2
559,2020-12,Dez 2020,Pernambuco,Outras,8
560,2020-12,Dez 2020,Pernambuco,P.2,12
561,2020-12,Dez 2020,Rio Grande do Norte,B.1.1,3
562,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.28,2
563,2020-12,Dez 2020,Rio Grande do Norte,B.1.1.33,1
564,2020-12,Dez 2020,Rio Grande do Norte,Outras,3
565,2020-12,Dez 2020,Rio Grande do Norte,P.2,11
566,2020-12,Dez 2020,Rio Grande do Sul,B.1.1,2
567,2020-12,Dez 2020,Rio Grande do Sul,B.1.1.28,24
568,2020-12,Dez 2020,Rio Grande do Sul,B.1.1.33,6
569,2020-12,Dez 2020,Rio Grande do Sul,Outras,4
570,2020-12,Dez 2020,Rio Grande do Sul,P.2,36
571,2020-12,Dez 2020,Rio de Janeiro,B.1.1.28,5
572,2020-12,Dez 2020,Rio de Janeiro,B.1.1.33,8
573,2020-12,Dez 2020,Rio de Janeiro,Outras,31
574,2020-12,Dez 2020,Rio de Janeiro,P.2,89
575,2020-12,Dez 2020,Santa Catarina,B.1.1.28,9
576,2020-12,Dez 2020,Santa Catarina,B.1.1.33,1
577,2020-12,Dez 2020,Santa Catarina,Outras,1
578,2020-12,Dez 2020,Santa Catarina,P.2,35
579,2020-12,Dez 2020,São Paulo,B.1.1.28,35
580,2020-12,Dez 2020,São Paulo,B.1.1.33,5
581,2020-12,Dez 2020,São Paulo,Outras,15
582,2020-12,Dez 2020,São Paulo,P.2,22
583,2020-12,Dez 2020,Tocantins,P.2,1
584,2021-01,Jan 2021,Acre,B.1.1,1
585,2021-01,Jan 2021,Acre,B.1.1.28,14
586,2021-01,Jan 2021,Acre,B.1.1.33,3
587,2021-01,Jan 2021,Acre,Outras,5
588,2021-01,Jan 2021,Acre,P.1 (Gama),10
589,2021-01,Jan 2021,Acre,P.2,3
590,2021-01,Jan 2021,Alagoas,B.1.1,1
591,2021-01,Jan 2021,Alagoas,B.1.1.28,2
592,2021-01,Jan 2021,Alagoas,B.1.1.33,2
593,2021-01,Jan 2021,Alagoas,Outras,3
594,2021-01,Jan 2021,Alagoas,P.1 (Gama),13
595,2021-01,Jan 2021,Alagoas,P.2,24
596,2021-01,Jan 2021,Amapá,B.1.1.33,1
597,2021-01,Jan 2021,Amapá,Outras,5
598,2021-01,Jan 2021,Amapá,P.1 (Gama),9
599,2021-01,Jan 2021,Amapá,P.2,56
600,2021-01,Jan 2021,Amazonas,B.1.1,1
601,2021-01,Jan 2021,Amazonas,B.1.1.28,4
602,2021-01,Jan 2021,Amazonas,B.1.1.33,2
603,2021-01,Jan 2021,Amazonas,Outras,5
604,2021-01,Jan 2021,Amazonas,P.1 (Gama),170
605,2021-01,Jan 2021,Amazonas,P.2,7
606,2021-01,Jan 2021,Bahia,B.1.1,1
607,2021-01,Jan 2021,Bahia,B.1.1.28,3
608,2021-01,Jan 2021,Bahia,B.1.1.33,2
609,2021-01,Jan 2021,Bahia,B.1.1.7 (Alfa),4
610,2021-01,Jan 2021,Bahia,Outras,19
611,2021-01,Jan 2021,Bahia,P.1 (Gama),13
612,2021-01,Jan 2021,Bahia,P.2,37
613,2021-01,Jan 2021,Ceará,B.1.1,3
614,2021-01,Jan 2021,Ceará,B.1.1.28,1
615,2021-01,Jan 2021,Ceará,B.1.1.33,9
616,2021-01,Jan 2021,Ceará,Outras,7
617,2021-01,Jan 2021,Ceará,P.1 (Gama),16
618,2021-01,Jan 2021,Ceará,P.2,17
619,2021-01,Jan 2021,Distrito Federal,P.1 (Gama),1
620,2021-01,Jan 2021,Distrito Federal,P.2,1
621,2021-01,Jan 2021,Espírito Santo,B.1.1.28,7
622,2021-01,Jan 2021,Espírito Santo,B.1.1.33,10
623,2021-01,Jan 2021,Espírito Santo,B.1.1.7 (Alfa),1
624,2021-01,Jan 2021,Espírito Santo,Outras,8
625,2021-01,Jan 2021,Espírito Santo,P.1 (Gama),4
626,2021-01,Jan 2021,Espírito Santo,P.2,21
627,2021-01,Jan 2021,Goiás,B.1.1,1
628,2021-01,Jan 2021,Goiás,B.1.1.28,8
629,2021-01,Jan 2021,Goiás,B.1.1.33,2
630,2021-01,Jan 2021,Goiás,B.1.1.7 (Alfa),6
631,2021-01,Jan 2021,Goiás,Outras,19
632,2021-01,Jan 2021,Goiás,P.1 (Gama),43
633,2021-01,Jan 2021,Goiás,P.2,56
634,2021-01,Jan 2021,Maranhão,B.1.1.28,2
635,2021-01,Jan 2021,Maranhão,B.1.1.33,1
636,2021-01,Jan 2021,Maranhão,Outras,23
637,2021-01,Jan 2021,Maranhão,P.1 (Gama),8
638,2021-01,Jan 2021,Maranhão,P.2,15
639,2021-01,Jan 2021,Mato Grosso,B.1.1.33,1
640,2021-01,Jan 2021,Mato Grosso,B.1.1.7 (Alfa),2
641,2021-01,Jan 2021,Mato Grosso,Outras,2
642,2021-01,Jan 2021,Mato Grosso,P.1 (Gama),1
643,2021-01,Jan 2021,Mato Grosso,P.2,3
644,2021-01,Jan 2021,Mato Grosso do Sul,B.1.1.28,3
645,2021-01,Jan 2021,Mato Grosso do Sul,B.1.1.33,1
646,2021-01,Jan 2021,Mato Grosso do Sul,B.1.1.7 (Alfa),1
647,2021-01,Jan 2021,Mato Grosso do Sul,Outras,3
648,2021-01,Jan 2021,Mato Grosso do Sul,P.2,12
649,2021-01,Jan 2021,Minas Gerais,B.1.1.28,7
650,2021-01,Jan 2021,Minas Gerais,B.1.1.33,3
651,2021-01,Jan 2021,Minas Gerais,B.1.1.7 (Alfa),13
652,2021-01,Jan 2021,Minas Gerais,Outras,3
653,2021-01,Jan 2021,Minas Gerais,P.1 (Gama),2
654,2021-01,Jan 2021,Minas Gerais,P.2,46
655,2021-01,Jan 2021,Paraná,B.1.1.28,9
656,2021-01,Jan 2021,Paraná,B.1.1.33,2
657,2021-01,Jan 2021,Paraná,B.1.1.7 (Alfa),3
658,2021-01,Jan 2021,Paraná,Outras,4
659,2021-01,Jan 2021,Paraná,P.1 (Gama),5
660,2021-01,Jan 2021,Paraná,P.2,21
661,2021-01,Jan 2021,Paraíba,B.1.1,3
662,2021-01,Jan 2021,Paraíba,B.1.1.28,7
663,2021-01,Jan 2021,Paraíba,B.1.1.33,1
664,2021-01,Jan 2021,Paraíba,Outras,1
665,2021-01,Jan 2021,Paraíba,P.1 (Gama),5
666,2021-01,Jan 2021,Paraíba,P.2,24
667,2021-01,Jan 2021,Pará,B.1.1,1
668,2021-01,Jan 2021,Pará,B.1.1.28,5
669,2021-01,Jan 2021,Pará,Outras,3
670,2021-01,Jan 2021,Pará,P.1 (Gama),17
671,2021-01,Jan 2021,Pará,P.2,23
672,2021-01,Jan 2021,Pernambuco,B.1.1,4
673,2021-01,Jan 2021,Pernambuco,B.1.1.28,2
674,2021-01,Jan 2021,Pernambuco,Outras,3
675,2021-01,Jan 2021,Pernambuco,P.2,13
676,2021-01,Jan 2021,Piauí,Outras,1
677,2021-01,Jan 2021,Rio Grande do Norte,B.1.1,1
678,2021-01,Jan 2021,Rio Grande do Norte,B.1.1.28,3
679,2021-01,Jan 2021,Rio Grande do Norte,Outras,1
680,2021-01,Jan 2021,Rio Grande do Norte,P.1 (Gama),12
681,2021-01,Jan 2021,Rio Grande do Norte,P.2,26
682,2021-01,Jan 2021,Rio Grande do Sul,B.1.1,1
683,2021-01,Jan 2021,Rio Grande do Sul,B.1.1.28,19
684,2021-01,Jan 2021,Rio Grande do Sul,B.1.1.33,1
685,2021-01,Jan 2021,Rio Grande do Sul,Outras,6
686,2021-01,Jan 2021,Rio Grande do Sul,P.1 (Gama),4
687,2021-01,Jan 2021,Rio Grande do Sul,P.1.2 (Gama),2
688,2021-01,Jan 2021,Rio Grande do Sul,P.2,43
689,2021-01,Jan 2021,Rio de Janeiro,B.1.1.28,9
690,2021-01,Jan 2021,Rio de Janeiro,B.1.1.33,6
691,2021-01,Jan 2021,Rio de Janeiro,B.1.1.7 (Alfa),5
692,2021-01,Jan 2021,Rio de Janeiro,Outras,38
693,2021-01,Jan 2021,Rio de Janeiro,P.1 (Gama),4
694,2021-01,Jan 2021,Rio de Janeiro,P.2,120
695,2021-01,Jan 2021,Rondônia,B.1.1.28,2
696,2021-01,Jan 2021,Rondônia,B.1.1.33,6
697,2021-01,Jan 2021,Rondônia,Outras,1
698,2021-01,Jan 2021,Rondônia,P.1 (Gama),5
699,2021-01,Jan 2021,Rondônia,P.2,5
700,2021-01,Jan 2021,Roraima,Outras,1
701,2021-01,Jan 2021,Roraima,P.1 (Gama),11
702,2021-01,Jan 2021,Roraima,P.2,1
703,2021-01,Jan 2021,Santa Catarina,B.1.1.28,8
704,2021-01,Jan 2021,Santa Catarina,B.1.1.33,2
705,2021-01,Jan 2021,Santa Catarina,B.1.1.7 (Alfa),1
706,2021-01,Jan 2021,Santa Catarina,Outras,15
707,2021-01,Jan 2021,Santa Catarina,P.1 (Gama),9
708,2021-01,Jan 2021,Santa Catarina,P.2,57
709,2021-01,Jan 2021,Sergipe,B.1.1,1
710,2021-01,Jan 2021,Sergipe,B.1.1.28,6
711,2021-01,Jan 2021,Sergipe,B.1.1.33,2
712,2021-01,Jan 2021,Sergipe,B.1.1.7 (Alfa),1
713,2021-01,Jan 2021,Sergipe,Outras,3
714,2021-01,Jan 2021,Sergipe,P.1 (Gama),7
715,2021-01,Jan 2021,Sergipe,P.2,23
716,2021-01,Jan 2021,São Paulo,B.1.1,1
717,2021-01,Jan 2021,São Paulo,B.1.1.28,61
718,2021-01,Jan 2021,São Paulo,B.1.1.33,6
719,2021-01,Jan 2021,São Paulo,B.1.1.7 (Alfa),21
720,2021-01,Jan 2021,São Paulo,Outras,70
721,2021-01,Jan 2021,São Paulo,P.1 (Gama),49
722,2021-01,Jan 2021,São Paulo,P.2,130
723,2021-01,Jan 2021,Tocantins,B.1.1.28,1
724,2021-01,Jan 2021,Tocantins,Outras,2
725,2021-01,Jan 2021,Tocantins,P.1 (Gama),2
726,2021-01,Jan 2021,Tocantins,P.2,1
727,2021-02,Fev 2021,Acre,B.1.1.28,2
728,2021-02,Fev 2021,Acre,Outras,2
729,2021-02,Fev 2021,Acre,P.1 (Gama),13
730,2021-02,Fev 2021,Alagoas,B.1.1,2
731,2021-02,Fev 2021,Alagoas,B.1.1.28,3
732,2021-02,Fev 2021,Alagoas,B.1.1.33,3
733,2021-02,Fev 2021,Alagoas,Outras,9
734,2021-02,Fev 2021,Alagoas,P.1 (Gama),32
735,2021-02,Fev 2021,Alagoas,P.2,32
736,2021-02,Fev 2021,Amapá,Outras,3
737,2021-02,Fev 2021,Amapá,P.1 (Gama),37
738,2021-02,Fev 2021,Amapá,P.2,14
739,2021-02,Fev 2021,Amazonas,Outras,1
740,2021-02,Fev 2021,Amazonas,P.1 (Gama),129
741,2021-02,Fev 2021,Amazonas,P.1.2 (Gama),1
742,2021-02,Fev 2021,Bahia,B.1.1,1
743,2021-02,Fev 2021,Bahia,B.1.1.28,12
744,2021-02,Fev 2021,Bahia,B.1.1.33,1
745,2021-02,Fev 2021,Bahia,B.1.1.7 (Alfa),6
746,2021-02,Fev 2021,Bahia,Outras,16
747,2021-02,Fev 2021,Bahia,P.1 (Gama),50
748,2021-02,Fev 2021,Bahia,P.2,40
749,2021-02,Fev 2021,Ceará,Outras,2
750,2021-02,Fev 2021,Ceará,P.1 (Gama),47
751,2021-02,Fev 2021,Ceará,P.2,6
752,2021-02,Fev 2021,Distrito Federal,Outras,1
753,2021-02,Fev 2021,Espírito Santo,B.1.1.28,3
754,2021-02,Fev 2021,Espírito Santo,B.1.1.33,1
755,2021-02,Fev 2021,Espírito Santo,B.1.1.7 (Alfa),6
756,2021-02,Fev 2021,Espírito Santo,Outras,3
757,2021-02,Fev 2021,Espírito Santo,P.1 (Gama),8
758,2021-02,Fev 2021,Espírito Santo,P.1.2 (Gama),1
759,2021-02,Fev 2021,Espírito Santo,P.2,11
760,2021-02,Fev 2021,Goiás,B.1.1,1
761,2021-02,Fev 2021,Goiás,B.1.1.28,3
762,2021-02,Fev 2021,Goiás,B.1.1.7 (Alfa),20
763,2021-02,Fev 2021,Goiás,Outras,19
764,2021-02,Fev 2021,Goiás,P.1 (Gama),118
765,2021-02,Fev 2021,Goiás,P.1.2 (Gama),1
766,2021-02,Fev 2021,Goiás,P.2,34
767,2021-02,Fev 2021,Maranhão,B.1.1,1
768,2021-02,Fev 2021,Maranhão,B.1.1.28,2
769,2021-02,Fev 2021,Maranhão,Outras,13
770,2021-02,Fev 2021,Maranhão,P.1 (Gama),28
771,2021-02,Fev 2021,Maranhão,P.2,6
772,2021-02,Fev 2021,Mato Grosso,P.1 (Gama),2
773,2021-02,Fev 2021,Mato Grosso,P.2,6
774,2021-02,Fev 2021,Mato Grosso do Sul,B.1.1.28,3
775,2021-02,Fev 2021,Mato Grosso do Sul,P.1 (Gama),3
776,2021-02,Fev 2021,Mato Grosso do Sul,P.2,4
777,2021-02,Fev 2021,Minas Gerais,B.1.1,1
778,2021-02,Fev 2021,Minas Gerais,B.1.1.28,8
779,2021-02,Fev 2021,Minas Gerais,B.1.1.7 (Alfa),5
780,2021-02,Fev 2021,Minas Gerais,Outras,16
781,2021-02,Fev 2021,Minas Gerais,P.1 (Gama),53
782,2021-02,Fev 2021,Minas Gerais,P.2,80
783,2021-02,Fev 2021,Paraná,B.1.1.28,1
784,2021-02,Fev 2021,Paraná,B.1.1.7 (Alfa),6
785,2021-02,Fev 2021,Paraná,Outras,13
786,2021-02,Fev 2021,Paraná,P.1 (Gama),12
787,2021-02,Fev 2021,Paraná,P.2,8
788,2021-02,Fev 2021,Paraíba,B.1.1,1
789,2021-02,Fev 2021,Paraíba,B.1.1.28,3
790,2021-02,Fev 2021,Paraíba,P.1 (Gama),15
791,2021-02,Fev 2021,Paraíba,P.1.2 (Gama),1
792,2021-02,Fev 2021,Paraíba,P.2,7
793,2021-02,Fev 2021,Pará,Outras,3
794,2021-02,Fev 2021,Pará,P.1 (Gama),53
795,2021-02,Fev 2021,Pará,P.1.2 (Gama),3
796,2021-02,Fev 2021,Pará,P.2,11
797,2021-02,Fev 2021,Pernambuco,B.1.1,1
798,2021-02,Fev 2021,Pernambuco,Outras,2
799,2021-02,Fev 2021,Pernambuco,P.1 (Gama),19
800,2021-02,Fev 2021,Pernambuco,P.1.2 (Gama),2
801,2021-02,Fev 2021,Pernambuco,P.2,2
802,2021-02,Fev 2021,Piauí,B.1.1.33,3
803,2021-02,Fev 2021,Piauí,Outras,2
804,2021-02,Fev 2021,Piauí,P.1 (Gama),2
805,2021-02,Fev 2021,Piauí,P.2,1
806,2021-02,Fev 2021,Rio Grande do Norte,B.1.1,2
807,2021-02,Fev 2021,Rio Grande do Norte,B.1.1.28,1
808,2021-02,Fev 2021,Rio Grande do Norte,Outras,2
809,2021-02,Fev 2021,Rio Grande do Norte,P.1 (Gama),21
810,2021-02,Fev 2021,Rio Grande do Norte,P.2,14
811,2021-02,Fev 2021,Rio Grande do Sul,B.1.1.28,13
812,2021-02,Fev 2021,Rio Grande do Sul,B.1.1.33,2
813,2021-02,Fev 2021,Rio Grande do Sul,B.1.1.7 (Alfa),1
814,2021-02,Fev 2021,Rio Grande do Sul,Outras,8
815,2021-02,Fev 2021,Rio Grande do Sul,P.1 (Gama),62
816,2021-02,Fev 2021,Rio Grande do Sul,P.1.2 (Gama),17
817,2021-02,Fev 2021,Rio Grande do Sul,P.2,29
818,2021-02,Fev 2021,Rio de Janeiro,B.1.1.28,4
819,2021-02,Fev 2021,Rio de Janeiro,B.1.1.33,1
820,2021-02,Fev 2021,Rio de Janeiro,B.1.1.7 (Alfa),5
821,2021-02,Fev 2021,Rio de Janeiro,Outras,46
822,2021-02,Fev 2021,Rio de Janeiro,P.1 (Gama),107
823,2021-02,Fev 2021,Rio de Janeiro,P.2,53
824,2021-02,Fev 2021,Rondônia,P.1 (Gama),4
825,2021-02,Fev 2021,Rondônia,P.2,1
826,2021-02,Fev 2021,Roraima,Outras,1
827,2021-02,Fev 2021,Roraima,P.1 (Gama),15
828,2021-02,Fev 2021,Santa Catarina,B.1.1,1
829,2021-02,Fev 2021,Santa Catarina,B.1.1.28,3
830,2021-02,Fev 2021,Santa Catarina,B.1.1.7 (Alfa),1
831,2021-02,Fev 2021,Santa Catarina,Outras,27
832,2021-02,Fev 2021,Santa Catarina,P.1 (Gama),96
833,2021-02,Fev 2021,Santa Catarina,P.2,31
834,2021-02,Fev 2021,Sergipe,B.1.1,1
835,2021-02,Fev 2021,Sergipe,B.1.1.28,6
836,2021-02,Fev 2021,Sergipe,Outras,10
837,2021-02,Fev 2021,Sergipe,P.1 (Gama),104
838,2021-02,Fev 2021,Sergipe,P.1.2 (Gama),41
839,2021-02,Fev 2021,Sergipe,P.2,18
840,2021-02,Fev 2021,São Paulo,B.1.1,1
841,2021-02,Fev 2021,São Paulo,B.1.1.28,65
842,2021-02,Fev 2021,São Paulo,B.1.1.33,1
843,2021-02,Fev 2021,São Paulo,B.1.1.7 (Alfa),8
844,2021-02,Fev 2021,São Paulo,Outras,80
845,2021-02,Fev 2021,São Paulo,P.1 (Gama),225
846,2021-02,Fev 2021,São Paulo,P.2,147
847,2021-02,Fev 2021,Tocantins,B.1.1.28,2
848,2021-02,Fev 2021,Tocantins,Outras,3
849,2021-02,Fev 2021,Tocantins,P.1 (Gama),10
850,2021-02,Fev 2021,Tocantins,P.2,7
851,2021-03,Mar 2021,Acre,P.1 (Gama),31
852,2021-03,Mar 2021,Alagoas,P.1 (Gama),22
853,2021-03,Mar 2021,Amapá,P.1 (Gama),22
854,2021-03,Mar 2021,Amapá,P.2,1
855,2021-03,Mar 2021,Amazonas,Outras,4
856,2021-03,Mar 2021,Amazonas,P.1 (Gama),144
857,2021-03,Mar 2021,Amazonas,P.1.2 (Gama),8
858,2021-03,Mar 2021,Amazonas,P.1.4,3
859,2021-03,Mar 2021,Bahia,B.1.1,3
860,2021-03,Mar 2021,Bahia,B.1.1.28,2
861,2021-03,Mar 2021,Bahia,B.1.1.7 (Alfa),2
862,2021-03,Mar 2021,Bahia,Outras,2
863,2021-03,Mar 2021,Bahia,P.1 (Gama),68
864,2021-03,Mar 2021,Bahia,P.1.2 (Gama),3
865,2021-03,Mar 2021,Bahia,P.1.7,1
866,2021-03,Mar 2021,Bahia,P.2,8
867,2021-03,Mar 2021,Ceará,P.1 (Gama),133
868,2021-03,Mar 2021,Ceará,P.1.2 (Gama),1
869,2021-03,Mar 2021,Ceará,P.1.7,3
870,2021-03,Mar 2021,Ceará,P.2,2
871,2021-03,Mar 2021,Espírito Santo,B.1.1.7 (Alfa),9
872,2021-03,Mar 2021,Espírito Santo,Outras,2
873,2021-03,Mar 2021,Espírito Santo,P.1 (Gama),6
874,2021-03,Mar 2021,Espírito Santo,P.2,1
875,2021-03,Mar 2021,Goiás,B.1.1.7 (Alfa),10
876,2021-03,Mar 2021,Goiás,Outras,13
877,2021-03,Mar 2021,Goiás,P.1 (Gama),208
878,2021-03,Mar 2021,Goiás,P.1.2 (Gama),3
879,2021-03,Mar 2021,Goiás,P.1.7,1
880,2021-03,Mar 2021,Goiás,P.2,7
881,2021-03,Mar 2021,Maranhão,Outras,3
882,2021-03,Mar 2021,Maranhão,P.1 (Gama),25
883,2021-03,Mar 2021,Maranhão,P.1.2 (Gama),3
884,2021-03,Mar 2021,Mato Grosso,P.1 (Gama),9
885,2021-03,Mar 2021,Mato Grosso,P.2,1
886,2021-03,Mar 2021,Mato Grosso do Sul,B.1.1.28,1
887,2021-03,Mar 2021,Mato Grosso do Sul,P.1 (Gama),17
888,2021-03,Mar 2021,Mato Grosso do Sul,P.1.7,1
889,2021-03,Mar 2021,Mato Grosso do Sul,P.2,2
890,2021-03,Mar 2021,Minas Gerais,B.1.1.33,1
891,2021-03,Mar 2021,Minas Gerais,B.1.1.7 (Alfa),19
892,2021-03,Mar 2021,Minas Gerais,Outras,4
893,2021-03,Mar 2021,Minas Gerais,P.1 (Gama),68
894,2021-03,Mar 2021,Minas Gerais,P.1.2 (Gama),1
895,2021-03,Mar 2021,Minas Gerais,P.2,12
896,2021-03,Mar 2021,Paraná,B.1.1.28,4
897,2021-03,Mar 2021,Paraná,B.1.1.7 (Alfa),1
898,2021-03,Mar 2021,Paraná,Outras,36
899,2021-03,Mar 2021,Paraná,P.1 (Gama),72
900,2021-03,Mar 2021,Paraná,P.1.2 (Gama),3
901,2021-03,Mar 2021,Paraná,P.2,16
902,2021-03,Mar 2021,Paraíba,B.1.1.7 (Alfa),1
903,2021-03,Mar 2021,Paraíba,P.1 (Gama),32
904,2021-03,Mar 2021,Paraíba,P.2,3
905,2021-03,Mar 2021,Pará,P.1 (Gama),36
906,2021-03,Mar 2021,Pará,P.2,1
907,2021-03,Mar 2021,Pernambuco,B.1.1,1
908,2021-03,Mar 2021,Pernambuco,Outras,2
909,2021-03,Mar 2021,Pernambuco,P.1 (Gama),3
910,2021-03,Mar 2021,Piauí,P.1 (Gama),1
911,2021-03,Mar 2021,Rio Grande do Norte,P.1 (Gama),10
912,2021-03,Mar 2021,Rio Grande do Sul,B.1.1.28,3
913,2021-03,Mar 2021,Rio Grande do Sul,B.1.1.33,1
914,2021-03,Mar 2021,Rio Grande do Sul,Outras,10
915,2021-03,Mar 2021,Rio Grande do Sul,P.1 (Gama),103
916,2021-03,Mar 2021,Rio Grande do Sul,P.1.2 (Gama),18
917,2021-03,Mar 2021,Rio Grande do Sul,P.2,6
918,2021-03,Mar 2021,Rio de Janeiro,B.1.1,1
919,2021-03,Mar 2021,Rio de Janeiro,B.1.1.28,1
920,2021-03,Mar 2021,Rio de Janeiro,B.1.1.7 (Alfa),11
921,2021-03,Mar 2021,Rio de Janeiro,Outras,33
922,2021-03,Mar 2021,Rio de Janeiro,P.1 (Gama),390
923,2021-03,Mar 2021,Rio de Janeiro,P.1.2 (Gama),14
924,2021-03,Mar 2021,Rio de Janeiro,P.2,11
925,2021-03,Mar 2021,Rondônia,P.1 (Gama),2
926,2021-03,Mar 2021,Roraima,P.1 (Gama),2
927,2021-03,Mar 2021,Santa Catarina,B.1.1.28,1
928,2021-03,Mar 2021,Santa Catarina,B.1.1.33,1
929,2021-03,Mar 2021,Santa Catarina,Outras,4
930,2021-03,Mar 2021,Santa Catarina,P.1 (Gama),77
931,2021-03,Mar 2021,Santa Catarina,P.1.2 (Gama),8
932,2021-03,Mar 2021,Santa Catarina,P.2,4
933,2021-03,Mar 2021,Sergipe,P.1 (Gama),35
934,2021-03,Mar 2021,Sergipe,P.1.2 (Gama),12
935,2021-03,Mar 2021,Sergipe,P.2,3
