,Linhagem,Frequência,Porcentagem
0,AY.99.2 (Delta),419,39.15887850467289
1,AY.*+B.1.617.2 (Delta),247,23.08411214953271
2,AY.34.1 (Delta),120,11.214953271028037
3,AY.43.1 (Delta),104,9.719626168224298
4,AY.43.2 (Delta),77,7.196261682242991
5,AY.101 (Delta),60,5.607476635514018
6,AY.46.3 (Delta),32,2.990654205607477
7,AY.99.1 (Delta),5,0.46728971962616817
8,P.1 (Gama),2,0.1869158878504673
9,P.1.* (Gama),2,0.1869158878504673
10,B.1.1.529 (Omicron),2,0.1869158878504673
