,Data,Período,Região,Estado,Laboratório,Variante,Variantes relevantes,Classificação,Quantidade
675,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,Outras,Não VOC/VOI,9
676,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,3
677,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,P.2,Outras,Não VOC/VOI,3
678,2020-11-01,Nov 2020,Nordeste,Paraíba,FIOCRUZ,P.7,Outras,Não VOC/VOI,2
679,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,B.1.1,Outras,Não VOC/VOI,5
680,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,B.1.1.28,Outras,Não VOC/VOI,2
681,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,B.1.1.462,Outras,Não VOC/VOI,1
682,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,N.9,Outras,Não VOC/VOI,1
683,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,P.2,Outras,Não VOC/VOI,1
684,2020-11-01,Nov 2020,Nordeste,Paraíba,Outros,P.7,Outras,Não VOC/VOI,2
685,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1,Outras,Não VOC/VOI,1
686,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,Outras,Não VOC/VOI,10
687,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,65
688,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.307,Outras,Não VOC/VOI,1
689,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,48
690,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.201,Outras,Não VOC/VOI,1
691,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.212,Outras,Não VOC/VOI,1
692,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,N.9,Outras,Não VOC/VOI,6
693,2020-11-01,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,Outras,Não VOC/VOI,4
694,2020-11-01,Nov 2020,Nordeste,Piauí,Outros,B.1.1.28,Outras,Não VOC/VOI,1
695,2020-11-01,Nov 2020,Nordeste,Piauí,Outros,B.1.212,Outras,Não VOC/VOI,1
696,2020-11-01,Nov 2020,Nordeste,Piauí,Outros,N.9,Outras,Não VOC/VOI,2
697,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,Outras,Não VOC/VOI,1
698,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,1
699,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,3
700,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,N.9,Outras,Não VOC/VOI,1
701,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.28,Outras,Não VOC/VOI,1
702,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.33,Outras,Não VOC/VOI,2
703,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,N.9,Outras,Não VOC/VOI,1
704,2020-11-01,Nov 2020,Nordeste,Rio Grande do Norte,Outros,P.2,Outras,Não VOC/VOI,4
705,2020-11-01,Nov 2020,Norte,Amapá,Outros,P.2,Outras,Não VOC/VOI,5
706,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1,Outras,Não VOC/VOI,3
707,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,11
708,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,2
709,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1.378,Outras,Não VOC/VOI,11
710,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,N.9,Outras,Não VOC/VOI,1
711,2020-11-01,Nov 2020,Norte,Amazonas,FIOCRUZ,P.2,Outras,Não VOC/VOI,2
712,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1,Outras,Não VOC/VOI,3
713,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1.28,Outras,Não VOC/VOI,7
714,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1.33,Outras,Não VOC/VOI,1
715,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1.378,Outras,Não VOC/VOI,6
716,2020-11-01,Nov 2020,Norte,Amazonas,Outros,B.1.1.39,Outras,Não VOC/VOI,1
717,2020-11-01,Nov 2020,Norte,Amazonas,Outros,P.2,Outras,Não VOC/VOI,1
718,2020-11-01,Nov 2020,Norte,Pará,Outros,B.1,Outras,Não VOC/VOI,1
719,2020-11-01,Nov 2020,Norte,Pará,Outros,B.1.1,Outras,Não VOC/VOI,3
720,2020-11-01,Nov 2020,Norte,Pará,Outros,B.1.1.28,Outras,Não VOC/VOI,2
721,2020-11-01,Nov 2020,Norte,Pará,Outros,P.2,Outras,Não VOC/VOI,11
722,2020-11-01,Nov 2020,Norte,Roraima,Outros,B.1.1.28,Outras,Não VOC/VOI,1
723,2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,1
724,2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,7
725,2020-11-01,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,Outras,Não VOC/VOI,2
726,2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,B.1.1.28,Outras,Não VOC/VOI,1
727,2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,Outras,Não VOC/VOI,2
728,2020-11-01,Nov 2020,Sudeste,Espírito Santo,Outros,P.2,Outras,Não VOC/VOI,5
729,2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,1
730,2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,4
731,2020-11-01,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,P.2,Outras,Não VOC/VOI,3
732,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1,Outras,Não VOC/VOI,1
733,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,Outras,Não VOC/VOI,5
734,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,Outras,Não VOC/VOI,2
735,2020-11-01,Nov 2020,Sudeste,Minas Gerais,Outros,P.2,Outras,Não VOC/VOI,10
736,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,5
737,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,12
738,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,Outras,Não VOC/VOI,14
739,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,Outras,Não VOC/VOI,3
740,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,Outras,Não VOC/VOI,12
741,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,Outras,Não VOC/VOI,10
742,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.393,Outras,Não VOC/VOI,1
743,2020-11-01,Nov 2020,Sudeste,Rio de Janeiro,Outros,P.2,Outras,Não VOC/VOI,21
744,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1,Outras,Não VOC/VOI,1
745,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1,Outras,Não VOC/VOI,6
746,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.28,Outras,Não VOC/VOI,39
747,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.33,Outras,Não VOC/VOI,8
748,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.332,Outras,Não VOC/VOI,2
749,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,N.9,Outras,Não VOC/VOI,15
750,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,P.2,Outras,Não VOC/VOI,26
751,2020-11-01,Nov 2020,Sudeste,São Paulo,Outros,P.7,Outras,Não VOC/VOI,2
752,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,4
753,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,1
754,2020-11-01,Nov 2020,Sul,Paraná,FIOCRUZ,P.2,Outras,Não VOC/VOI,4
755,2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1,Outras,Não VOC/VOI,2
756,2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1.277,Outras,Não VOC/VOI,1
757,2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1.28,Outras,Não VOC/VOI,17
758,2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.1.33,Outras,Não VOC/VOI,2
759,2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.362,Outras,Não VOC/VOI,1
760,2020-11-01,Nov 2020,Sul,Paraná,Outros,B.1.498,Outras,Não VOC/VOI,1
761,2020-11-01,Nov 2020,Sul,Paraná,Outros,N.9,Outras,Não VOC/VOI,1
762,2020-11-01,Nov 2020,Sul,Paraná,Outros,P.2,Outras,Não VOC/VOI,8
763,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,FIOCRUZ,P.2,Outras,Não VOC/VOI,3
764,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1,Outras,Não VOC/VOI,1
765,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1,Outras,Não VOC/VOI,3
766,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1.12,Outras,Não VOC/VOI,1
767,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,Outras,Não VOC/VOI,51
768,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,Outras,Não VOC/VOI,17
769,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1.70,Outras,Não VOC/VOI,1
770,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.324,Outras,Não VOC/VOI,1
771,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.91,Outras,Não VOC/VOI,6
772,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,P.2,Outras,Não VOC/VOI,72
773,2020-11-01,Nov 2020,Sul,Rio Grande do Sul,Outros,P.7,Outras,Não VOC/VOI,33
774,2020-11-01,Nov 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,1
775,2020-11-01,Nov 2020,Sul,Santa Catarina,FIOCRUZ,P.2,Outras,Não VOC/VOI,2
776,2020-11-01,Nov 2020,Sul,Santa Catarina,FIOCRUZ,P.7,Outras,Não VOC/VOI,1
777,2020-11-01,Nov 2020,Sul,Santa Catarina,Outros,B.1.1.28,Outras,Não VOC/VOI,1
778,2020-11-01,Nov 2020,Sul,Santa Catarina,Outros,P.2,Outras,Não VOC/VOI,5
779,2020-11-01,Nov 2020,Sul,Santa Catarina,Outros,P.7,Outras,Não VOC/VOI,1
780,2020-12-01,Dez 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,Outras,Não VOC/VOI,1
781,2020-12-01,Dez 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.7 (Alfa),Outras,VOC/VOI,2
782,2020-12-01,Dez 2020,Centro-oeste,Goiás,FIOCRUZ,P.2,Outras,Não VOC/VOI,1
783,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1,Outras,Não VOC/VOI,3
784,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1.28,Outras,Não VOC/VOI,13
785,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1.33,Outras,Não VOC/VOI,3
786,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1.332,Outras,Não VOC/VOI,2
787,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,N.9,Outras,Não VOC/VOI,2
788,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,P.1 (Gama),P.1 (Gama),VOC/VOI,1
789,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,P.2,Outras,Não VOC/VOI,47
790,2020-12-01,Dez 2020,Centro-oeste,Goiás,Outros,P.7,Outras,Não VOC/VOI,3
791,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.28,Outras,Não VOC/VOI,2
792,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,Outras,Não VOC/VOI,3
793,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,P.2,Outras,Não VOC/VOI,3
794,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso,Outros,P.7,Outras,Não VOC/VOI,1
795,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1,Outras,Não VOC/VOI,2
796,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,Outras,Não VOC/VOI,3
797,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,Outras,Não VOC/VOI,8
798,2020-12-01,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,Outras,Não VOC/VOI,6
799,2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,1
800,2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.371,Outras,Não VOC/VOI,1
801,2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,N.9,Outras,Não VOC/VOI,1
802,2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,P.2,Outras,Não VOC/VOI,17
803,2020-12-01,Dez 2020,Nordeste,Alagoas,FIOCRUZ,P.7,Outras,Não VOC/VOI,1
804,2020-12-01,Dez 2020,Nordeste,Alagoas,Outros,B.1.1.28,Outras,Não VOC/VOI,1
805,2020-12-01,Dez 2020,Nordeste,Alagoas,Outros,P.2,Outras,Não VOC/VOI,10
806,2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,N.9,Outras,Não VOC/VOI,1
807,2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,2
808,2020-12-01,Dez 2020,Nordeste,Bahia,FIOCRUZ,P.2,Outras,Não VOC/VOI,5
809,2020-12-01,Dez 2020,Nordeste,Bahia,Outros,B.1.1.28,Outras,Não VOC/VOI,3
810,2020-12-01,Dez 2020,Nordeste,Bahia,Outros,N.9,Outras,Não VOC/VOI,1
811,2020-12-01,Dez 2020,Nordeste,Bahia,Outros,P.1 (Gama),P.1 (Gama),VOC/VOI,3
812,2020-12-01,Dez 2020,Nordeste,Bahia,Outros,P.2,Outras,Não VOC/VOI,1
813,2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1,Outras,Não VOC/VOI,1
814,2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,3
815,2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,8
816,2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.371,Outras,Não VOC/VOI,1
817,2020-12-01,Dez 2020,Nordeste,Ceará,FIOCRUZ,P.2,Outras,Não VOC/VOI,8
818,2020-12-01,Dez 2020,Nordeste,Ceará,Outros,B.1.1.28,Outras,Não VOC/VOI,1
819,2020-12-01,Dez 2020,Nordeste,Ceará,Outros,P.2,Outras,Não VOC/VOI,2
820,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,7
821,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,4
822,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,B.1.1.332,Outras,Não VOC/VOI,4
823,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,N.9,Outras,Não VOC/VOI,11
824,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,1
825,2020-12-01,Dez 2020,Nordeste,Maranhão,FIOCRUZ,P.2,Outras,Não VOC/VOI,10
826,2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,B.1.1.33,Outras,Não VOC/VOI,1
827,2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,B.1.1.332,Outras,Não VOC/VOI,1
828,2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,N.10,Outras,Não VOC/VOI,1
829,2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,N.9,Outras,Não VOC/VOI,6
830,2020-12-01,Dez 2020,Nordeste,Maranhão,Outros,P.2,Outras,Não VOC/VOI,3
831,2020-12-01,Dez 2020,Nordeste,Paraíba,FIOCRUZ,N.9,Outras,Não VOC/VOI,1
832,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1,Outras,Não VOC/VOI,2
833,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1.1,Outras,Não VOC/VOI,6
834,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1.1.28,Outras,Não VOC/VOI,8
835,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,B.1.1.33,Outras,Não VOC/VOI,2
836,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,N.9,Outras,Não VOC/VOI,1
837,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,P.2,Outras,Não VOC/VOI,10
838,2020-12-01,Dez 2020,Nordeste,Paraíba,Outros,P.7,Outras,Não VOC/VOI,1
839,2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,Outras,Não VOC/VOI,1
840,2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.214,Outras,Não VOC/VOI,1
841,2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.371,Outras,Não VOC/VOI,1
842,2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.258,Outras,Não VOC/VOI,1
843,2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,N.9,Outras,Não VOC/VOI,1
844,2020-12-01,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,Outras,Não VOC/VOI,15
845,2020-12-01,Dez 2020,Nordeste,Pernambuco,Outros,B.1.212,Outras,Não VOC/VOI,1
846,2020-12-01,Dez 2020,Nordeste,Pernambuco,Outros,P.2,Outras,Não VOC/VOI,1
847,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,Outras,Não VOC/VOI,1
848,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,P.2,Outras,Não VOC/VOI,7
849,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1,Outras,Não VOC/VOI,4
850,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.28,Outras,Não VOC/VOI,2
851,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.33,Outras,Não VOC/VOI,1
852,2020-12-01,Dez 2020,Nordeste,Rio Grande do Norte,Outros,P.2,Outras,Não VOC/VOI,5
853,2020-12-01,Dez 2020,Norte,Acre,Outros,P.2,Outras,Não VOC/VOI,1
854,2020-12-01,Dez 2020,Norte,Amapá,Outros,B.1.1.28,Outras,Não VOC/VOI,1
855,2020-12-01,Dez 2020,Norte,Amapá,Outros,B.1.1.33,Outras,Não VOC/VOI,1
856,2020-12-01,Dez 2020,Norte,Amapá,Outros,B.1.160.25,Outras,Não VOC/VOI,1
857,2020-12-01,Dez 2020,Norte,Amapá,Outros,P.2,Outras,Não VOC/VOI,14
858,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,12
859,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,3
860,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,B.1.1.378,Outras,Não VOC/VOI,11
861,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,N.9,Outras,Não VOC/VOI,3
862,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,P.1 (Gama),P.1 (Gama),VOC/VOI,57
863,2020-12-01,Dez 2020,Norte,Amazonas,FIOCRUZ,P.2,Outras,Não VOC/VOI,10
864,2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1,Outras,Não VOC/VOI,3
865,2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1,Outras,Não VOC/VOI,10
866,2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1.28,Outras,Não VOC/VOI,21
867,2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1.33,Outras,Não VOC/VOI,4
868,2020-12-01,Dez 2020,Norte,Amazonas,Outros,B.1.1.378,Outras,Não VOC/VOI,7
869,2020-12-01,Dez 2020,Norte,Amazonas,Outros,N.9,Outras,Não VOC/VOI,3
870,2020-12-01,Dez 2020,Norte,Amazonas,Outros,P.1 (Gama),P.1 (Gama),VOC/VOI,74
871,2020-12-01,Dez 2020,Norte,Amazonas,Outros,P.1.15 (Gama),P.1.* (Gama),VOC/VOI,1
872,2020-12-01,Dez 2020,Norte,Amazonas,Outros,P.2,Outras,Não VOC/VOI,36
873,2020-12-01,Dez 2020,Norte,Pará,Outros,B.1.1,Outras,Não VOC/VOI,3
874,2020-12-01,Dez 2020,Norte,Pará,Outros,B.1.1.28,Outras,Não VOC/VOI,1
875,2020-12-01,Dez 2020,Norte,Pará,Outros,B.1.1.33,Outras,Não VOC/VOI,1
876,2020-12-01,Dez 2020,Norte,Pará,Outros,N.9,Outras,Não VOC/VOI,2
877,2020-12-01,Dez 2020,Norte,Pará,Outros,P.2,Outras,Não VOC/VOI,14
878,2020-12-01,Dez 2020,Norte,Tocantins,Outros,P.2,Outras,Não VOC/VOI,2
879,2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,6
880,2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,6
881,2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,Outras,Não VOC/VOI,9
882,2020-12-01,Dez 2020,Sudeste,Espírito Santo,FIOCRUZ,P.7,Outras,Não VOC/VOI,1
883,2020-12-01,Dez 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,Outras,Não VOC/VOI,5
884,2020-12-01,Dez 2020,Sudeste,Espírito Santo,Outros,P.2,Outras,Não VOC/VOI,6
885,2020-12-01,Dez 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,1
886,2020-12-01,Dez 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.372,Outras,Não VOC/VOI,1
887,2020-12-01,Dez 2020,Sudeste,Minas Gerais,FIOCRUZ,P.2,Outras,Não VOC/VOI,5
888,2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,B.1,Outras,Não VOC/VOI,1
889,2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,B.1.1,Outras,Não VOC/VOI,1
890,2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,Outras,Não VOC/VOI,8
891,2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,Outras,Não VOC/VOI,2
892,2020-12-01,Dez 2020,Sudeste,Minas Gerais,Outros,P.2,Outras,Não VOC/VOI,19
893,2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,Outras,Não VOC/VOI,1
894,2020-12-01,Dez 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,Outras,Não VOC/VOI,5
