,Date,Período,Região,Estado,Laboratório,Variante,Variantes relevantes,Classificação,Quantidade
465,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1,Não VOC/VOI,Não VOC/VOI,2
466,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
467,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
468,2020-09-01,Set 2020,Centro-oeste,Distrito Federal,Outros,P.2,P.2,Não VOC/VOI,2
469,2020-09-01,Set 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
470,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1,Não VOC/VOI,Não VOC/VOI,1
471,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
472,2020-09-01,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
473,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
474,2020-09-01,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
475,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,Não VOC/VOI,Não VOC/VOI,3
476,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
477,2020-09-01,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,9
478,2020-09-01,Set 2020,Nordeste,Bahia,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
479,2020-09-01,Set 2020,Nordeste,Bahia,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
480,2020-09-01,Set 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
481,2020-09-01,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,Não VOC/VOI,Não VOC/VOI,9
482,2020-09-01,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
483,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,Não VOC/VOI,Não VOC/VOI,38
484,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.13,Não VOC/VOI,Não VOC/VOI,1
485,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.277,Não VOC/VOI,Não VOC/VOI,3
486,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,Não VOC/VOI,Não VOC/VOI,83
487,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,24
488,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.371,Não VOC/VOI,Não VOC/VOI,1
489,2020-09-01,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
490,2020-09-01,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1,Não VOC/VOI,Não VOC/VOI,1
491,2020-09-01,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,Não VOC/VOI,Não VOC/VOI,4
492,2020-09-01,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
493,2020-09-01,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,N.1,Não VOC/VOI,Não VOC/VOI,1
494,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1,Não VOC/VOI,Não VOC/VOI,2
495,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
496,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
497,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1.378,Não VOC/VOI,Não VOC/VOI,3
498,2020-09-01,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.195,Não VOC/VOI,Não VOC/VOI,1
499,2020-09-01,Set 2020,Norte,Tocantins,Outros,B.1.1,Não VOC/VOI,Não VOC/VOI,1
500,2020-09-01,Set 2020,Norte,Tocantins,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
501,2020-09-01,Set 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,14
502,2020-09-01,Set 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
503,2020-09-01,Set 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
504,2020-09-01,Set 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
505,2020-09-01,Set 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
506,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1,Não VOC/VOI,Não VOC/VOI,1
507,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,Não VOC/VOI,Não VOC/VOI,8
508,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,35
509,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,Não VOC/VOI,Não VOC/VOI,2
510,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.277,Não VOC/VOI,Não VOC/VOI,2
511,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
512,2020-09-01,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
513,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,13
514,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
515,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,P.2,P.2,Não VOC/VOI,1
516,2020-09-01,Set 2020,Sudeste,São Paulo,Outros,P.7,Não VOC/VOI,Não VOC/VOI,1
517,2020-09-01,Set 2020,Sul,Paraná,Outros,B.1.1,Não VOC/VOI,Não VOC/VOI,1
518,2020-09-01,Set 2020,Sul,Paraná,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
519,2020-09-01,Set 2020,Sul,Paraná,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
520,2020-09-01,Set 2020,Sul,Paraná,Outros,P.2,P.2,Não VOC/VOI,1
521,2020-09-01,Set 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
522,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1,Não VOC/VOI,Não VOC/VOI,1
523,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1,Não VOC/VOI,Não VOC/VOI,3
524,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1.161,Não VOC/VOI,Não VOC/VOI,1
525,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,Não VOC/VOI,Não VOC/VOI,20
526,2020-09-01,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,Não VOC/VOI,Não VOC/VOI,36
